RESVEL 30.0
    9830.0398999999997613       1.0000000000000000*************************
    9830.3677999999999884      -1.8511775938574000       0.7257451926476000
    9830.6957000000002154      -1.2148563454711001       0.9413255090079100
    9831.0236000000004424       0.5858529160779500       0.7581584230202300
    9831.3515999999999622       0.5819638298293600       0.6745888495135900
    9831.6795000000001892      -0.4940791747144600       0.9036179440646200
    9832.0074000000004162       1.9354228941381100       0.7545342449351500
    9832.3353999999999360       0.4093346967295300       0.8445240864314800
    9832.6633999999994558      -1.6539816195070201       0.7661759306987000
    9832.9914000000007945       0.4864982913760700       0.7657821311563100
    9833.3194000000003143       1.6090428447123899       0.9765739082571000
    9833.6473999999998341       1.5417393387086000       0.7705439452999300
    9833.9753999999993539      -0.2884890913895800       0.7826852173771101
    9834.3034000000006927       0.3074523119336500       1.0134804104135999
    9834.6314000000002125       0.9710501252168700       0.8418047037056100
    9834.9595000000008440       2.6696428022977199       0.9198719969389000
    9835.2875000000003638       0.0211333244836200       0.8274688906464400
    9835.6155999999991764      -1.3341540331568100       0.8028303023345700
    9835.9436999999998079       1.6611794134202300       1.0121240341096001
    9836.2718000000004395       1.8692976475498100       0.7653914897336700
    9836.5998999999992520       4.5171905298941102       0.8541693685569500
    9836.9279999999998836      -2.7121904702658601       1.0116563631276001
    9837.2561000000005151       2.2732826503350698       0.8244105970662100
    9837.5843000000004395       1.5796195305857099       0.9191788557258200
    9837.9123999999992520       2.9360778360668900       0.8460366194557000
    9838.2405999999991764      -0.3342179908928900       0.8382407350953600
    9838.5686999999998079       0.3130364707970900       1.0091545218722000
    9838.8968999999997322       0.7993869415157100       0.8067157520859300
    9839.2250999999996566       0.6413023481164700       0.9098237371738900
    9839.5532999999995809       2.2803429492097198       1.0746836880594000
    9839.8814999999995052       1.7833305650580500       0.8744656369903000
    9840.2096999999994296       0.0992413989824500       0.9549304595615500
    9840.5380000000004657       1.2816436351484899       0.8867316770379901
    9840.8662000000003900       0.3201426211810700       0.8514501436784599
    9841.1944999999996071       0.2532431140444200       1.0204094908564001
    9841.5226999999995314       1.5701878074919300       0.8448076039171100
    9841.8510000000005675       1.2599464830225799       0.9548310825149100
    9842.1792999999997846      -0.8602711742498100       1.1361614773457001
    9842.5076000000008207       1.9378678217436600       0.8983172350831500
    9842.8359000000000378      -1.1024681514408601       1.0567623494409000
    9843.1641999999992549      -1.2901679582389201       0.9666799233686000
    9843.4925999999995838      -0.4972561976721100       0.8890533232913400
    9843.8209000000006199       2.0929473806152998       1.0798584086515000
    9844.1492999999991298       2.1574603858062100       0.9116306770498300
    9844.4776000000001659       2.8563841170124098       0.9867146877612000
    9844.8060000000004948       0.7811065945964500       1.2623684607776999
    9845.1344000000008236      -0.5247357939176300       0.9776869610318299
    9845.4627999999993335      -1.4644389354421099       1.1020642617684999
    9845.7911999999996624      -0.6805307117841600       1.0794705921126000
    9846.1195999999999913      -0.5434622542773000       0.9704700617723599
    9846.4480999999996129      -0.3906464567449100       1.2669609047409001
    9846.7764999999999418       0.9228122847791600       1.0210597914393000
    9847.1049999999995634       1.3839174571749799       1.0706520431818001
    9847.4333999999998923       2.4923167695975899       1.2144641443494000
    9847.7618999999995140      -0.5293613756212000       0.9594556713002900
    9848.0903999999991356      -2.5143957189397699       1.2007358999374000
    9848.4189000000005763      -0.6274887013431900       1.1952076541275001
    9848.7474000000001979      -0.8168506748026499       1.0089981409971001
    9849.0758999999998196      -0.6520597225913300       1.2640873292524000
    9849.4043999999994412       2.8428450707004398       1.0528868030314000
    9849.7330000000001746      -2.4946316420396100       1.0569302453553000
    9850.0614999999997963       3.2650407242405901       1.3839396127638000
    9850.3901000000005297       0.7444271214856800       1.0200402638401000
    9850.7186999999994441       0.4971409756780200       1.1581519132791001
