       lambda          SN_2796        SN_2803
       10692.400         10693.800       0.344224      -0.356967
       10692.800         10694.200       0.987434      -0.526518
       10693.100         10694.500       0.557318      -0.388700
       10693.500         10694.900       0.487880      -0.191223
       10693.800         10695.300        1.01680      -0.140064
       10694.200         10695.600       0.547680      -0.632203
       10694.500         10696.000       0.186633       -1.09119
       10694.900         10696.300       0.541356       -1.06172
       10695.300         10696.700       0.637382       -1.33197
       10695.600         10697.000       0.585292       -1.52231
       10696.000         10697.400        1.16005       -1.00782
       10696.300         10697.800       0.868332      -0.545753
       10696.700         10698.100       0.640780      -0.837683
       10697.000         10698.500       0.403706      -0.501811
       10697.400         10698.800       0.528836     -0.0273122
       10697.800         10699.200       0.240531      -0.731622
       10698.100         10699.500       0.564441      -0.795200
       10698.500         10699.900      0.0223574      -0.681589
       10698.800         10700.200      0.0296872      -0.650166
       10699.200         10700.600      -0.315665      -0.684233
       10699.500         10701.000      -0.476026      -0.617097
       10699.900         10701.300      -0.600793      -0.377705
       10700.200         10701.700      -0.263038     -0.0359807
       10700.600         10702.000      -0.213117       0.272246
       10701.000         10702.400       0.208706       0.205371
       10701.300         10702.700       0.662325       0.620912
       10701.700         10703.100        1.02615     -0.0116025
       10702.000         10703.500       0.914381       -1.30967
       10702.400         10703.800       0.764281       -1.61381
       10702.700         10704.200       0.454243       -1.09821
       10703.100         10704.500       0.484028       -1.08374
       10703.500         10704.900      0.0333210      -0.734197
       10703.800         10705.200       0.208672      -0.500383
       10704.200         10705.600       0.599850      -0.339083
       10704.500         10706.000       0.422681      -0.552281
       10704.900         10706.300       0.410418      -0.628677
       10705.200         10706.700       0.650840       -1.30038
       10705.600         10707.000       0.544190       -1.21850
       10706.000         10707.400       0.305273      -0.988212
       10706.300         10707.700       0.589202      -0.765220
       10706.700         10708.100       0.740665      -0.261656
       10707.000         10708.500       0.377883       0.315113
       10707.400         10708.800       0.716068        1.01414
       10707.700         10709.200        1.29648        1.14769
       10708.100         10709.500        1.91211       0.923523
       10708.500         10709.900        2.54838       0.544082
       10708.800         10710.200        3.56412       0.494155
       10709.200         10710.600        3.96364       0.552511
       10709.500         10711.000        4.45356       0.564844
       10709.900         10711.300        4.07736       0.615520
       10710.200         10711.700        4.15986        1.20071
       10710.600         10712.000        3.99630       0.920633
       10711.000         10712.400        3.93702       0.529653
       10711.300         10712.700        3.09873       0.151978
       10711.700         10713.100        2.19063       0.459127
       10712.000         10713.500        1.20282       0.360275
       10712.400         10713.800       0.760694       0.491798
       10712.700         10714.200       0.307224       0.225133
       10713.100         10714.500       0.326115       0.791384
       10713.500         10714.900       0.479258       0.588998
       10713.800         10715.200       0.585934       0.445218
       10714.200         10715.600       0.576054       0.382233
       10714.500         10716.000       0.809443       0.778217
       10714.900         10716.300       0.766838       0.634084
       10715.200         10716.700       0.233288       0.595510
       10715.600         10717.000      -0.313470       0.506489
       10716.000         10717.400      -0.690098       0.418720
       10716.300         10717.800      -0.450032       0.179486
       10716.700         10718.100      -0.435577      -0.377506
       10717.000         10718.500      -0.312038      -0.215953
       10717.400         10718.800      -0.159673      -0.538671
       10717.800         10719.200      0.0954837      -0.196099
       10718.100         10719.500      0.0858495      -0.428037
       10718.500         10719.900     -0.0932277      -0.427887
       10718.800         10720.300     -0.0487720      -0.743726
       10719.200         10720.600      0.0713105      -0.439492
       10719.500         10721.000       0.166758      -0.787677
       10719.900         10721.300      -0.356967     -0.0160907
       10720.300         10721.700      -0.526518       0.368170
       10720.600         10722.000      -0.388700        1.09942
       10721.000         10722.400      -0.191223        1.22243
       10721.300         10722.800      -0.140064        1.06998
       10721.700         10723.100      -0.632203       0.450919
       10722.000         10723.500       -1.09119       0.311346
       10722.400         10723.800       -1.06172     -0.0264760
       10722.800         10724.200       -1.33197      -0.444596
       10723.100         10724.500       -1.52231      -0.762294
       10723.500         10724.900       -1.00782      -0.201697
       10723.800         10725.300      -0.545753      0.0951990
       10724.200         10725.600      -0.837683       0.138058
       10724.500         10726.000      -0.501811     -0.0283407
       10724.900         10726.300     -0.0273122       0.306905
       10725.300         10726.700      -0.731622       0.336665
       10725.600         10727.000      -0.795200       0.157000
       10726.000         10727.400      -0.681589       0.205773
       10726.300         10727.800      -0.650166       0.281001
       10726.700         10728.100      -0.684233       0.151913
       10727.000         10728.500      -0.617097      -0.111006
       10727.400         10728.800      -0.377705       0.144087
       10727.800         10729.200     -0.0359807      -0.150884
       10728.100         10729.600       0.272246       0.304369
       10728.500         10729.900       0.205371       0.158384
       10728.800         10730.300       0.620912       0.295604
       10729.200         10730.600     -0.0116025       0.246726
       10729.600         10731.000       -1.30967       0.398502
       10729.900         10731.300       -1.61381      -0.174883
       10730.300         10731.700       -1.09821      -0.470943
       10730.600         10732.100       -1.08374      -0.993556
       10731.000         10732.400      -0.734197      -0.961021
       10731.300         10732.800      -0.500383      -0.878645
       10731.700         10733.100      -0.339083      -0.608483
       10732.100         10733.500      -0.552281      0.0459178
       10732.400         10733.900      -0.628677       0.453584
       10732.800         10734.200       -1.30038       0.187807
       10733.100         10734.600       -1.21850      0.0927678
       10733.500         10734.900      -0.988212      -0.360319
       10733.900         10735.300      -0.765220      -0.859330
       10734.200         10735.600      -0.261656       -1.05318
       10734.600         10736.000       0.315113      -0.830826
       10734.900         10736.400        1.01414      -0.924411
       10735.300         10736.700        1.14769      -0.436717
       10735.600         10737.100       0.923523      -0.306842
       10736.000         10737.400       0.544082       0.272813
       10736.400         10737.800       0.494155       0.199863
       10736.700         10738.100       0.552511       0.120695
       10737.100         10738.500       0.564844     0.00323303
       10737.400         10738.900       0.615520      -0.289177
       10737.800         10739.200        1.20071      -0.571936
       10738.100         10739.600       0.920633      -0.612761
       10738.500         10739.900       0.529653       0.117762
       10738.900         10740.300       0.151978       0.823848
       10739.200         10740.700       0.459127        1.76461
       10739.600         10741.000       0.360275        2.52867
       10739.900         10741.400       0.491798        3.31084
       10740.300         10741.700       0.225133        2.97913
       10740.700         10742.100       0.791384        2.51326
       10741.000         10742.400       0.588998        2.22782
       10741.400         10742.800       0.445218        1.02224
       10741.700         10743.200       0.382233       0.233995
       10742.100         10743.500       0.778217      -0.296922
       10742.400         10743.900       0.634084      -0.328461
       10742.800         10744.200       0.595510      -0.195009
       10743.200         10744.600       0.506489    -0.00411942
       10743.500         10745.000       0.418720       0.288554
       10743.900         10745.300       0.179486       0.405455
       10744.200         10745.700      -0.377506       0.245110
       10744.600         10746.000      -0.215953       0.227653
       10745.000         10746.400      -0.538671       0.640729
       10745.300         10746.700      -0.196099       0.142844
       10745.700         10747.100      -0.428037      -0.339704
       10746.000         10747.500      -0.427887      0.0364688
       10746.400         10747.800      -0.743726      0.0150359
       10746.700         10748.200      -0.439492      -0.165119
       10747.100         10748.500      -0.787677      -0.212817
       10747.500         10748.900     -0.0160907      0.0570680
       10747.800         10749.300       0.368170      -0.139262
       10748.200         10749.600        1.09942      -0.243514
       10748.500         10750.000        1.22243      -0.349821
       10748.900         10750.300        1.06998      -0.233617
       10749.300         10750.700       0.450919     -0.0965196
       10749.600         10751.000       0.311346      0.0526712
       10750.000         10751.400     -0.0264760     -0.0427149
       10750.300         10751.800      -0.444596       0.370241
       10750.700         10752.100      -0.762294       0.589108
       10751.000         10752.500      -0.201697       0.430220
       10751.400         10752.800      0.0951990       0.506499
       10751.800         10753.200       0.138058       0.434930
       10752.100         10753.600     -0.0283407       0.523938
       10752.500         10753.900       0.306905       0.705168
       10752.800         10754.300       0.336665       0.975404
       10753.200         10754.600       0.157000       0.858277
       10753.600         10755.000       0.205773       0.848641
       10753.900         10755.400       0.281001       0.667161
       10754.300         10755.700       0.151913       0.574806
       10754.600         10756.100      -0.111006      0.0137560
       10755.000         10756.400       0.144087     -0.0811174
       10755.400         10756.800      -0.150884     -0.0352715
       10755.700         10757.100       0.304369      -0.138736
       10756.100         10757.500       0.158384      -0.423033
       10756.400         10757.900       0.295604     -0.0969317
       10756.800         10758.200       0.246726       0.126985
       10757.100         10758.600       0.398502       0.410563
       10757.500         10758.900      -0.174883       0.810373
       10757.900         10759.300      -0.470943        1.05749
       10758.200         10759.700      -0.993556        1.24010
       10758.600         10760.000      -0.961021        1.00247
       10758.900         10760.400      -0.878645       0.492422
       10759.300         10760.700      -0.608483       0.357062
       10759.700         10761.100      0.0459178       0.597637
       10760.000         10761.500       0.453584       0.447865
       10760.400         10761.800       0.187807       0.628065
       10760.700         10762.200      0.0927678       0.682877
       10761.100         10762.500      -0.360319       0.570321
       10761.500         10762.900      -0.859330       0.152981
       10761.800         10763.200       -1.05318     -0.0306658
       10762.200         10763.600      -0.830826     -0.0643805
       10762.500         10764.000      -0.924411     -0.0795649
       10762.900         10764.300      -0.436717      -0.275198
       10763.200         10764.700      -0.306842      -0.341362
       10763.600         10765.000       0.272813     -0.0689003
       10764.000         10765.400       0.199863      -0.265009
       10764.300         10765.800       0.120695      -0.292221
       10764.700         10766.100     0.00323303      -0.423221
       10765.000         10766.500      -0.289177       0.247285
       10765.400         10766.800      -0.571936       0.125301
       10765.800         10767.200      -0.612761       0.181211
       10766.100         10767.600       0.117762       0.236868
       10766.500         10767.900       0.823848       0.711595
       10766.800         10768.300        1.76461       0.281744
       10767.200         10768.600        2.52867       0.170213
       10767.600         10769.000        3.31084     -0.0144821
       10767.900         10769.400        2.97913      -0.190291
       10768.300         10769.700        2.51326      -0.865662
       10768.600         10770.100        2.22782      -0.715713
       10769.000         10770.400        1.02224      -0.766543
       10769.400         10770.800       0.233995      -0.988689
       10769.700         10771.200      -0.296922      -0.735274
       10770.100         10771.500      -0.328461      -0.164942
       10770.400         10771.900      -0.195009      -0.583271
       10770.800         10772.200    -0.00411942      -0.380911
       10771.200         10772.600       0.288554     -0.0342329
       10771.500         10772.900       0.405455     -0.0641968
       10771.900         10773.300       0.245110      -0.531151
       10772.200         10773.700       0.227653      -0.515412
       10772.600         10774.000       0.640729      -0.497239
       10772.900         10774.400       0.142844      -0.821587
       10773.300         10774.700      -0.339704      -0.839819
       10773.700         10775.100      0.0364688      -0.363819
       10774.000         10775.500      0.0150359      -0.429474
       10774.400         10775.800      -0.165119      -0.517861
       10774.700         10776.200      -0.212817     -0.0356259
       10775.100         10776.500      0.0570680     -0.0927967
       10775.500         10776.900      -0.139262      -0.298569
       10775.800         10777.300      -0.243514       0.254347
       10776.200         10777.600      -0.349821       0.556062
       10776.500         10778.000      -0.233617       0.693576
       10776.900         10778.300     -0.0965196       0.739756
       10777.300         10778.700      0.0526712        1.21863
       10777.600         10779.100     -0.0427149        1.68749
       10778.000         10779.400       0.370241        1.35745
       10778.300         10779.800       0.589108       0.819423
       10778.700         10780.100       0.430220        1.05982
       10779.100         10780.500       0.506499       0.567109
       10779.400         10780.900       0.434930      -0.150111
       10779.800         10781.200       0.523938       0.196710
       10780.100         10781.600       0.705168       0.967589
       10780.500         10781.900       0.975404        1.63415
       10780.900         10782.300       0.858277        2.09298
       10781.200         10782.700       0.848641        2.07684
       10781.600         10783.000       0.667161        2.30003
       10781.900         10783.400       0.574806        1.58536
       10782.300         10783.700      0.0137560       0.715716
       10782.700         10784.100     -0.0811174       0.466034
       10783.000         10784.500     -0.0352715       0.546040
       10783.400         10784.800      -0.138736      -0.197396
       10783.700         10785.200      -0.423033       0.244066
       10784.100         10785.500     -0.0969317       0.294843
       10784.500         10785.900       0.126985      -0.142405
       10784.800         10786.300       0.410563       0.378456
       10785.200         10786.600       0.810373        1.01130
       10785.500         10787.000        1.05749       0.863098
       10785.900         10787.300        1.24010        1.02837
       10786.300         10787.700        1.00247        1.60646
       10786.600         10788.100       0.492422        1.02807
       10787.000         10788.400       0.357062       0.906552
       10787.300         10788.800       0.597637       0.214503
       10787.700         10789.100       0.447865      -0.435292
       10788.100         10789.500       0.628065       -1.26344
       10788.400         10789.800       0.682877       -1.44077
       10788.800         10790.200       0.570321       -1.61612
       10789.100         10790.600       0.152981       -1.18086
       10789.500         10790.900     -0.0306658      -0.615508
       10789.800         10791.300     -0.0643805     0.00445773
       10790.200         10791.700     -0.0795649       0.307167
       10790.600         10792.000      -0.275198       0.328488
       10790.900         10792.400      -0.341362       0.302139
       10791.300         10792.700     -0.0689003      -0.144278
       10791.700         10793.100      -0.265009     -0.0558232
       10792.000         10793.500      -0.292221      0.0237311
       10792.400         10793.800      -0.423221       0.113115
       10792.700         10794.200       0.247285       0.374973
       10793.100         10794.500       0.125301       0.671749
       10793.500         10794.900       0.181211       0.488910
       10793.800         10795.200       0.236868       0.224779
       10794.200         10795.600       0.711595       0.422661
       10794.500         10796.000       0.281744       0.395806
       10794.900         10796.300       0.170213       0.252339
       10795.200         10796.700     -0.0144821     0.00167157
       10795.600         10797.100      -0.190291      -0.285869
       10796.000         10797.400      -0.865662      -0.772760
       10796.300         10797.800      -0.715713      -0.589769
       10796.700         10798.100      -0.766543      -0.354373
       10797.100         10798.500      -0.988689      -0.250525
       10797.400         10798.900      -0.735274      -0.188757
       10797.800         10799.200      -0.164942       0.100733
       10798.100         10799.600      -0.583271     -0.0119442
       10798.500         10799.900      -0.380911       0.211457
       10798.900         10800.300     -0.0342329      0.0793052
       10799.200         10800.700     -0.0641968      0.0971587
       10799.600         10801.000      -0.531151      -0.305246
       10799.900         10801.400      -0.515412      -0.488131
       10800.300         10801.700      -0.497239      -0.843563
       10800.700         10802.100      -0.821587      -0.274642
       10801.000         10802.500      -0.839819      0.0718153
       10801.400         10802.800      -0.363819       0.228989
       10801.700         10803.200      -0.429474       0.268988
       10802.100         10803.500      -0.517861       0.187348
       10802.500         10803.900     -0.0356259       0.124789
       10802.800         10804.300     -0.0927967      -0.110623
       10803.200         10804.600      -0.298569      -0.453224
       10803.500         10805.000       0.254347      -0.475543
       10803.900         10805.300       0.556062      -0.163505
       10804.300         10805.700       0.693576      -0.353907
       10804.600         10806.100       0.739756       -1.14074
       10805.000         10806.400        1.21863      -0.897137
       10805.300         10806.800        1.68749       -1.39255
       10805.700         10807.100        1.35745       -1.57930
       10806.100         10807.500       0.819423       -1.52542
       10806.400         10807.900        1.05982       -1.14661
       10806.800         10808.200       0.567109       -1.29080
       10807.100         10808.600      -0.150111      -0.780237
       10807.500         10808.900       0.196710      -0.192501
       10807.900         10809.300       0.967589      -0.222833
       10808.200         10809.700        1.63415      -0.560670
       10808.600         10810.000        2.09298      -0.454423
       10808.900         10810.400        2.07684       0.389577
       10809.300         10810.700        2.30003       0.663310
       10809.700         10811.100        1.58536        1.51791
       10810.000         10811.500       0.715716        1.51528
       10810.400         10811.800       0.466034        1.19444
       10810.700         10812.200       0.546040       0.958096
       10811.100         10812.500      -0.197396        1.01012
       10811.500         10812.900       0.244066       0.208625
       10811.800         10813.300       0.294843       0.114275
       10812.200         10813.600      -0.142405      -0.301115
       10812.500         10814.000       0.378456      -0.579502
       10812.900         10814.400        1.01130      -0.690137
       10813.300         10814.700       0.863098      -0.519345
       10813.600         10815.100        1.02837      -0.285972
       10814.000         10815.400        1.60646       0.527944
       10814.400         10815.800        1.02807       0.649026
       10814.700         10816.200       0.906552       0.335580
       10815.100         10816.500       0.214503       0.721316
       10815.400         10816.900      -0.435292       0.790911
       10815.800         10817.200       -1.26344       0.744900
       10816.200         10817.600       -1.44077       0.524574
       10816.500         10818.000       -1.61612       0.494859
       10816.900         10818.300       -1.18086       0.324048
       10817.200         10818.700      -0.615508      0.0571086
       10817.600         10819.000     0.00445773      -0.193555
       10818.000         10819.400       0.307167       0.312202
       10818.300         10819.800       0.328488       0.686809
       10818.700         10820.100       0.302139       0.930413
       10819.000         10820.500      -0.144278        1.04818
       10819.400         10820.800     -0.0558232        1.05458
       10819.800         10821.200      0.0237311       0.298760
       10820.100         10821.600       0.113115       0.302694
       10820.500         10821.900       0.374973       0.319655
       10820.800         10822.300       0.671749       0.350865
       10821.200         10822.700       0.488910       0.514053
       10821.600         10823.000       0.224779       0.915492
       10821.900         10823.400       0.422661       0.461576
       10822.300         10823.700       0.395806       0.195630
       10822.700         10824.100       0.252339       0.667239
       10823.000         10824.500     0.00167157       0.677308
       10823.400         10824.800      -0.285869       0.297687
       10823.700         10825.200      -0.772760       0.297324
       10824.100         10825.500      -0.589769       0.117991
       10824.500         10825.900      -0.354373      -0.449552
       10824.800         10826.300      -0.250525      -0.899132
       10825.200         10826.600      -0.188757      -0.319685
       10825.500         10827.000       0.100733      -0.314529
       10825.900         10827.300     -0.0119442      -0.347623
       10826.300         10827.700       0.211457      -0.400396
       10826.600         10828.100      0.0793052      -0.438010
       10827.000         10828.400      0.0971587      -0.629995
       10827.300         10828.800      -0.305246      -0.606174
       10827.700         10829.200      -0.488131      -0.410146
       10828.100         10829.500      -0.843563      -0.420252
       10828.400         10829.900      -0.274642      -0.241023
       10828.800         10830.200      0.0718153      -0.372194
       10829.200         10830.600       0.228989      0.0924883
       10829.500         10831.000       0.268988      -0.590210
       10829.900         10831.300       0.187348      -0.756051
       10830.200         10831.700       0.124789      -0.472107
       10830.600         10832.000      -0.110623      -0.454724
       10831.000         10832.400      -0.453224      -0.859922
       10831.300         10832.800      -0.475543      -0.518194
       10831.700         10833.100      -0.163505      -0.385916
       10832.000         10833.500      -0.353907      -0.545445
       10832.400         10833.800       -1.14074      -0.470096
       10832.800         10834.200      -0.897137     -0.0680721
       10833.100         10834.600       -1.39255       0.119468
       10833.500         10834.900       -1.57930       0.262576
       10833.800         10835.300       -1.52542       0.239809
       10834.200         10835.700       -1.14661      0.0240055
       10834.600         10836.000       -1.29080       0.237766
       10834.900         10836.400      -0.780237      -0.193403
       10835.300         10836.700      -0.192501      -0.412392
       10835.700         10837.100      -0.222833      -0.211235
       10836.000         10837.500      -0.560670       0.244242
       10836.400         10837.800      -0.454423       0.365816
       10836.700         10838.200       0.389577       0.427858
       10837.100         10838.500       0.663310       0.394365
       10837.500         10838.900        1.51791       0.155585
       10837.800         10839.300        1.51528      -0.221931
       10838.200         10839.600        1.19444      -0.528246
       10838.500         10840.000       0.958096      -0.438826
       10838.900         10840.400        1.01012       0.194550
       10839.300         10840.700       0.208625       0.333659
       10839.600         10841.100       0.114275       0.947440
       10840.000         10841.400      -0.301115        1.02065
       10840.400         10841.800      -0.579502        1.01843
       10840.700         10842.200      -0.690137       0.798700
       10841.100         10842.500      -0.519345       0.538967
       10841.400         10842.900      -0.285972       0.141646
       10841.800         10843.200       0.527944      -0.234268
       10842.200         10843.600       0.649026      -0.425013
       10842.500         10844.000       0.335580      -0.601016
       10842.900         10844.300       0.721316      -0.707645
       10843.200         10844.700       0.790911      -0.356340
       10843.600         10845.100       0.744900       0.443259
       10844.000         10845.400       0.524574       0.833408
       10844.300         10845.800       0.494859       0.851120
       10844.700         10846.100       0.324048        1.06352
       10845.100         10846.500      0.0571086       0.827129
       10845.400         10846.900      -0.193555       0.502271
       10845.800         10847.200       0.312202       0.427688
       10846.100         10847.600       0.686809       0.453794
       10846.500         10848.000       0.930413       0.401374
       10846.900         10848.300        1.04818       0.617148
       10847.200         10848.700        1.05458       0.670760
       10847.600         10849.000       0.298760       0.777404
       10848.000         10849.400       0.302694       0.598702
       10848.300         10849.800       0.319655       0.809068
       10848.700         10850.100       0.350865       0.239902
       10849.000         10850.500       0.514053      0.0450006
       10849.400         10850.800       0.915492       0.137088
       10849.800         10851.200       0.461576     -0.0904842
       10850.100         10851.600       0.195630      -0.261976
       10850.500         10851.900       0.667239      0.0218631
       10850.800         10852.300       0.677308      -0.218409
       10851.200         10852.700       0.297687      -0.469419
       10851.600         10853.000       0.297324      -0.171137
       10851.900         10853.400       0.117991      0.0414160
       10852.300         10853.700      -0.449552      -0.107920
       10852.700         10854.100      -0.899132       0.499754
       10853.000         10854.500      -0.319685       0.747770
       10853.400         10854.800      -0.314529       0.472045
       10853.700         10855.200      -0.347623      0.0182647
       10854.100         10855.600      -0.400396      0.0430395
       10854.500         10855.900      -0.438010      -0.329875
       10854.800         10856.300      -0.629995      -0.514875
       10855.200         10856.600      -0.606174      -0.408442
       10855.600         10857.000      -0.410146      0.0654746
       10855.900         10857.400      -0.420252     -0.0978359
       10856.300         10857.700      -0.241023     -0.0966497
       10856.600         10858.100      -0.372194       0.489109
       10857.000         10858.400      0.0924883        1.10832
       10857.400         10858.800      -0.590210        1.20247
       10857.700         10859.200      -0.756051       0.896324
       10858.100         10859.500      -0.472107       0.824948
       10858.400         10859.900      -0.454724       0.435027
       10858.800         10860.300      -0.859922       0.208710
       10859.200         10860.600      -0.518194     -0.0653802
       10859.500         10861.000      -0.385916       0.541113
       10859.900         10861.300      -0.545445       0.935672
       10860.300         10861.700      -0.470096       0.717580
       10860.600         10862.100     -0.0680721       0.709346
       10861.000         10862.400       0.119468       0.801949
       10861.300         10862.800       0.262576       0.404536
       10861.700         10863.200       0.239809       0.159798
       10862.100         10863.500      0.0240055       0.415431
       10862.400         10863.900       0.237766      0.0246098
       10862.800         10864.200      -0.193403     -0.0418793
       10863.200         10864.600      -0.412392     -0.0229418
       10863.500         10865.000      -0.211235      -0.372256
       10863.900         10865.300       0.244242      -0.518986
       10864.200         10865.700       0.365816      -0.591036
       10864.600         10866.100       0.427858       -1.00840
       10865.000         10866.400       0.394365      -0.938568
       10865.300         10866.800       0.155585      -0.510968
       10865.700         10867.100      -0.221931      -0.179055
       10866.100         10867.500      -0.528246      -0.302648
       10866.400         10867.900      -0.438826       0.155662
       10866.800         10868.200       0.194550     -0.0157947
       10867.100         10868.600       0.333659      -0.178561
       10867.500         10869.000       0.947440      -0.768717
       10867.900         10869.300        1.02065      -0.907026
       10868.200         10869.700        1.01843       -1.40181
       10868.600         10870.000       0.798700       -1.50488
       10869.000         10870.400       0.538967       -1.03793
       10869.300         10870.800       0.141646      -0.649798
       10869.700         10871.100      -0.234268      -0.906669
       10870.000         10871.500      -0.425013       -1.04086
       10870.400         10871.900      -0.601016      -0.909377
       10870.800         10872.200      -0.707645       -1.09294
       10871.100         10872.600      -0.356340       -1.29569
       10871.500         10872.900       0.443259      -0.744204
       10871.900         10873.300       0.833408      0.0886666
       10872.200         10873.700       0.851120       0.319312
       10872.600         10874.000        1.06352       0.621315
       10872.900         10874.400       0.827129       0.251952
       10873.300         10874.800       0.502271      -0.110073
       10873.700         10875.100       0.427688      -0.156445
       10874.000         10875.500       0.453794      -0.400390
       10874.400         10875.800       0.401374      -0.376511
       10874.800         10876.200       0.617148      -0.121460
       10875.100         10876.600       0.670760     0.00655402
       10875.500         10876.900       0.777404      -0.282559
       10875.800         10877.300       0.598702      -0.643771
       10876.200         10877.700       0.809068      -0.827861
       10876.600         10878.000       0.239902      -0.972653
       10876.900         10878.400      0.0450006      -0.812712
       10877.300         10878.800       0.137088      -0.610133
       10877.700         10879.100     -0.0904842      0.0639011
       10878.000         10879.500      -0.261976      -0.204476
       10878.400         10879.800      0.0218631      -0.540558
       10878.800         10880.200      -0.218409      -0.401701
       10879.100         10880.600      -0.469419     -0.0112604
       10879.500         10880.900      -0.171137     -0.0915390
       10879.800         10881.300      0.0414160       0.533954
       10880.200         10881.700      -0.107920        1.19785
       10880.600         10882.000       0.499754        1.35132
       10880.900         10882.400       0.747770        1.06270
       10881.300         10882.700       0.472045       0.806680
       10881.700         10883.100      0.0182647       0.582881
       10882.000         10883.500      0.0430395       0.100298
       10882.400         10883.800      -0.329875      -0.270205
       10882.700         10884.200      -0.514875      -0.317161
       10883.100         10884.600      -0.408442       0.277467
       10883.500         10884.900      0.0654746       0.217645
       10883.800         10885.300     -0.0978359     -0.0601970
       10884.200         10885.600     -0.0966497    -0.00453792
       10884.600         10886.000       0.489109     -0.0828338
       10884.900         10886.400        1.10832      -0.516214
       10885.300         10886.700        1.20247      -0.847846
       10885.600         10887.100       0.896324      -0.402075
       10886.000         10887.500       0.824948      -0.279590
       10886.400         10887.800       0.435027      -0.217676
       10886.700         10888.200       0.208710       0.114425
       10887.100         10888.600     -0.0653802      0.0631955
       10887.500         10888.900       0.541113      -0.773690
       10887.800         10889.300       0.935672       -1.44964
       10888.200         10889.600       0.717580       -1.20293
       10888.600         10890.000       0.709346      -0.687234
       10888.900         10890.400       0.801949       0.375992
       10889.300         10890.700       0.404536        2.34272
       10889.600         10891.100       0.159798        3.07718
       10890.000         10891.500       0.415431        3.06559
       10890.400         10891.800      0.0246098        2.29617
       10890.700         10892.200     -0.0418793        1.48853
       10891.100         10892.500     -0.0229418       0.232415
       10891.500         10892.900      -0.372256     -0.0642688
       10891.800         10893.300      -0.518986      -0.479626
       10892.200         10893.600      -0.591036      -0.344734
       10892.500         10894.000       -1.00840      -0.418647
       10892.900         10894.400      -0.938568      -0.554052
       10893.300         10894.700      -0.510968      -0.503331
       10893.600         10895.100      -0.179055      -0.375359
       10894.000         10895.500      -0.302648      -0.412625
       10894.400         10895.800       0.155662      -0.453090
       10894.700         10896.200     -0.0157947      0.0514211
       10895.100         10896.500      -0.178561      -0.266097
       10895.500         10896.900      -0.768717       0.164133
       10895.800         10897.300      -0.907026      -0.322677
       10896.200         10897.600       -1.40181      0.0814142
       10896.500         10898.000       -1.50488       0.211341
       10896.900         10898.400       -1.03793       0.483198
       10897.300         10898.700      -0.649798       0.724609
       10897.600         10899.100      -0.906669       0.407924
       10898.000         10899.500       -1.04086      0.0584905
       10898.400         10899.800      -0.909377     -0.0964584
       10898.700         10900.200       -1.09294      -0.419458
       10899.100         10900.500       -1.29569       -1.48576
       10899.500         10900.900      -0.744204       -1.31112
       10899.800         10901.300      0.0886666      -0.625916
       10900.200         10901.600       0.319312      -0.496473
       10900.500         10902.000       0.621315      -0.181888
       10900.900         10902.400       0.251952      -0.537088
       10901.300         10902.700      -0.110073      -0.817116
       10901.600         10903.100      -0.156445      -0.719440
       10902.000         10903.500      -0.400390      -0.757084
       10902.400         10903.800      -0.376511      -0.849676
       10902.700         10904.200      -0.121460      -0.384219
       10903.100         10904.500     0.00655402      0.0754871
       10903.500         10904.900      -0.282559      0.0718449
       10903.800         10905.300      -0.643771      -0.144783
       10904.200         10905.600      -0.827861      0.0745660
       10904.500         10906.000      -0.972653     -0.0741730
       10904.900         10906.400      -0.812712      -0.389988
       10905.300         10906.700      -0.610133      -0.518945
       10905.600         10907.100      0.0639011      -0.412908
       10906.000         10907.500      -0.204476      -0.187152
       10906.400         10907.800      -0.540558       0.239540
       10906.700         10908.200      -0.401701       0.372550
       10907.100         10908.500     -0.0112604       0.874987
       10907.500         10908.900     -0.0915390        1.28233
       10907.800         10909.300       0.533954       0.772658
       10908.200         10909.600        1.19785       0.391485
       10908.500         10910.000        1.35132       0.203300
       10908.900         10910.400        1.06270      -0.108280
       10909.300         10910.700       0.806680      -0.706843
       10909.600         10911.100       0.582881      -0.726584
       10910.000         10911.500       0.100298      -0.584933
       10910.400         10911.800      -0.270205      -0.103600
       10910.700         10912.200      -0.317161      0.0705077
       10911.100         10912.500       0.277467       0.721738
       10911.500         10912.900       0.217645       0.986758
       10911.800         10913.300     -0.0601970       0.765629
       10912.200         10913.600    -0.00453792       0.290087
       10912.500         10914.000     -0.0828338      0.0186827
       10912.900         10914.400      -0.516214      -0.258501
       10913.300         10914.700      -0.847846      -0.403388
       10913.600         10915.100      -0.402075      -0.283246
       10914.000         10915.500      -0.279590      -0.144351
       10914.400         10915.800      -0.217676      -0.100447
       10914.700         10916.200       0.114425      -0.225750
       10915.100         10916.600      0.0631955      -0.221439
       10915.500         10916.900      -0.773690      0.0711683
       10915.800         10917.300       -1.44964      -0.172034
       10916.200         10917.600       -1.20293      -0.261041
       10916.600         10918.000      -0.687234       0.298413
       10916.900         10918.400       0.375992       0.830976
       10917.300         10918.700        2.34272       0.685663
       10917.600         10919.100        3.07718        1.23677
       10918.000         10919.500        3.06559        1.49587
       10918.400         10919.800        2.29617       0.749580
       10918.700         10920.200        1.48853       0.286038
       10919.100         10920.600       0.232415      0.0522715
