       lambda          SN_2796        SN_2803
       8695.9700         8698.2900        1.89443     -0.0328992
       8696.2600         8698.5900        1.90595     0.00602214
       8696.5500         8698.8800        1.76052     -0.0278592
       8696.8400         8699.1700        1.35308     -0.0924414
       8697.1300         8699.4600        1.23257     -0.0720165
       8697.4200         8699.7500        1.08585       0.146583
       8697.7100         8700.0400        1.07890      0.0653055
       8698.0000         8700.3300        1.00635      0.0452515
       8698.2900         8700.6200        1.14289      -0.112209
       8698.5900         8700.9100        1.15582      -0.134698
       8698.8800         8701.2000       0.872034      -0.101412
       8699.1700         8701.4900       0.864664      -0.156675
       8699.4600         8701.7800       0.893287      -0.348757
       8699.7500         8702.0700        1.04677      -0.353336
       8700.0400         8702.3600        1.00101      -0.436268
       8700.3300         8702.6500        1.01420      -0.253011
       8700.6200         8702.9400       0.979438      -0.167071
       8700.9100         8703.2300        1.07770      0.0337508
       8701.2000         8703.5200        1.30381       0.183841
       8701.4900         8703.8100        2.21257       0.170181
       8701.7800         8704.1000        2.99412       0.429758
       8702.0700         8704.3900        3.58326       0.898769
       8702.3600         8704.6800        3.66688        1.32874
       8702.6500         8704.9700        3.84076        1.67334
       8702.9400         8705.2600        3.90630        1.97852
       8703.2300         8705.5500        4.10364        2.25018
       8703.5200         8705.8400        3.93824        2.69625
       8703.8100         8706.1300        3.44857        3.01447
       8704.1000         8706.4200        2.61025        3.74785
       8704.3900         8706.7100        1.70970        4.29640
       8704.6800         8707.0000        1.16400        4.62653
       8704.9700         8707.2900       0.869647        4.64352
       8705.2600         8707.5800       0.720408        4.60804
       8705.5500         8707.8800       0.678029        4.71925
       8705.8400         8708.1700       0.268370        5.09385
       8706.1300         8708.4600       0.158168        5.52198
       8706.4200         8708.7500       0.404614        6.11973
       8706.7100         8709.0400       0.606365        6.21643
       8707.0000         8709.3300       0.422032        6.44403
       8707.2900         8709.6200       0.334706        6.52389
       8707.5800         8709.9100       0.134100        6.45865
       8707.8800         8710.2000      0.0595165        5.92910
       8708.1700         8710.4900     -0.0650852        5.31327
       8708.4600         8710.7800      0.0400451        4.47554
       8708.7500         8711.0700     -0.0346894        3.61363
       8709.0400         8711.3600      -0.260425        2.49241
       8709.3300         8711.6500      -0.506079        1.80541
       8709.6200         8711.9400      -0.478262       0.930625
       8709.9100         8712.2300      -0.524301       0.148872
       8710.2000         8712.5200      -0.487027     -0.0603558
       8710.4900         8712.8100      -0.480642     -0.0712980
       8710.7800         8713.1100      -0.561911     -0.0453141
       8711.0700         8713.4000      -0.523802     -0.0760854
       8711.3600         8713.6900      -0.603048      -0.173852
       8711.6500         8713.9800      -0.567578      -0.231535
       8711.9400         8714.2700      -0.370295      -0.434469
       8712.2300         8714.5600      -0.121520      -0.614270
       8712.5200         8714.8500       0.340482      -0.649722
       8712.8100         8715.1400        1.24698      -0.729359
       8713.1100         8715.4300        1.78658      -0.670889
       8713.4000         8715.7200        2.29775      -0.700301
       8713.6900         8716.0100        2.49568      -0.698874
       8713.9800         8716.3000        2.82296      -0.445518
       8714.2700         8716.5900        3.13783       0.279670
       8714.5600         8716.8800        3.19367        1.15808
       8714.8500         8717.1700        2.94067        1.73392
       8715.1400         8717.4700        2.72685        1.95556
       8715.4300         8717.7600        1.77889        1.76616
       8715.7200         8718.0500        1.11499        1.65772
       8716.0100         8718.3400       0.654512        1.65311
       8716.3000         8718.6300       0.557310        1.96497
       8716.5900         8718.9200       0.412389        1.76913
       8716.8800         8719.2100       0.141894        1.14266
       8717.1700         8719.5000     -0.0873894       0.472352
       8717.4700         8719.7900     -0.0728231       0.124378
       8717.7600         8720.0800      -0.242507       0.147330
       8718.0500         8720.3700      -0.138488       0.428673
       8718.3400         8720.6700     -0.0328992       0.789271
       8718.6300         8720.9600     0.00602214        1.01421
       8718.9200         8721.2500     -0.0278592        1.07116
       8719.2100         8721.5400     -0.0924414        1.12276
       8719.5000         8721.8300     -0.0720165        1.07135
       8719.7900         8722.1200       0.146583       0.695857
       8720.0800         8722.4100      0.0653055       0.620638
       8720.3700         8722.7000      0.0452515       0.340757
       8720.6700         8722.9900      -0.112209       0.130552
       8720.9600         8723.2800      -0.134698      -0.259912
       8721.2500         8723.5700      -0.101412      -0.526669
       8721.5400         8723.8700      -0.156675      -0.812251
       8721.8300         8724.1600      -0.348757       -1.05067
       8722.1200         8724.4500      -0.353336      -0.997798
       8722.4100         8724.7400      -0.436268      -0.890393
       8722.7000         8725.0300      -0.253011       -1.17327
       8722.9900         8725.3200      -0.167071       -1.13940
       8723.2800         8725.6100      0.0337508       -1.19570
       8723.5700         8725.9000       0.183841       -1.18480
       8723.8700         8726.1900       0.170181       -1.26019
       8724.1600         8726.4800       0.429758       -1.47401
       8724.4500         8726.7800       0.898769       -1.41351
       8724.7400         8727.0700        1.32874       -1.51524
       8725.0300         8727.3600        1.67334       -1.49465
       8725.3200         8727.6500        1.97852       -1.26487
       8725.6100         8727.9400        2.25018       -1.23969
       8725.9000         8728.2300        2.69625       -1.15519
       8726.1900         8728.5200        3.01447       -1.15129
       8726.4800         8728.8100        3.74785      -0.741171
       8726.7800         8729.1000        4.29640      -0.391643
       8727.0700         8729.4000        4.62653       0.161910
       8727.3600         8729.6900        4.64352        1.01560
       8727.6500         8729.9800        4.60804        1.91826
       8727.9400         8730.2700        4.71925        2.55106
       8728.2300         8730.5600        5.09385        2.89698
       8728.5200         8730.8500        5.52198        3.08675
       8728.8100         8731.1400        6.11973        3.81423
       8729.1000         8731.4300        6.21643        3.95724
       8729.4000         8731.7300        6.44403        3.84819
       8729.6900         8732.0200        6.52389        3.25515
       8729.9800         8732.3100        6.45865        2.41634
       8730.2700         8732.6000        5.92910        1.63486
       8730.5600         8732.8900        5.31327       0.830248
       8730.8500         8733.1800        4.47554       0.431777
       8731.1400         8733.4700        3.61363     -0.0307475
       8731.4300         8733.7600        2.49241      -0.704978
       8731.7300         8734.0600        1.80541       -1.21274
       8732.0200         8734.3500       0.930625       -1.33883
       8732.3100         8734.6400       0.148872       -1.28581
       8732.6000         8734.9300     -0.0603558       -1.12989
       8732.8900         8735.2200     -0.0712980       -1.14608
       8733.1800         8735.5100     -0.0453141       -1.01766
       8733.4700         8735.8000     -0.0760854      -0.734508
       8733.7600         8736.1000      -0.173852      -0.560065
       8734.0600         8736.3900      -0.231535      -0.716945
       8734.3500         8736.6800      -0.434469      -0.589660
       8734.6400         8736.9700      -0.614270      -0.649913
       8734.9300         8737.2600      -0.649722      -0.598181
       8735.2200         8737.5500      -0.729359      -0.769846
       8735.5100         8737.8400      -0.670889      -0.848438
       8735.8000         8738.1400      -0.700301      -0.924376
       8736.1000         8738.4300      -0.698874       -1.04047
       8736.3900         8738.7200      -0.445518      -0.875451
       8736.6800         8739.0100       0.279670      -0.467659
       8736.9700         8739.3000        1.15808      -0.493271
       8737.2600         8739.5900        1.73392      -0.380161
       8737.5500         8739.8800        1.95556      -0.394381
       8737.8400         8740.1800        1.76616       0.213252
       8738.1400         8740.4700        1.65772        1.13911
       8738.4300         8740.7600        1.65311        1.66656
       8738.7200         8741.0500        1.96497        2.09770
       8739.0100         8741.3400        1.76913        2.31900
       8739.3000         8741.6300        1.14266        2.36074
       8739.5900         8741.9300       0.472352        2.78582
       8739.8800         8742.2200       0.124378        3.36057
       8740.1800         8742.5100       0.147330        3.79482
       8740.4700         8742.8000       0.428673        3.86151
       8740.7600         8743.0900       0.789271        3.67212
       8741.0500         8743.3800        1.01421        3.67914
       8741.3400         8743.6700        1.07116        3.83603
       8741.6300         8743.9700        1.12276        4.27935
       8741.9300         8744.2600        1.07135        5.14250
       8742.2200         8744.5500       0.695857        5.99825
       8742.5100         8744.8400       0.620638        6.63488
       8742.8000         8745.1300       0.340757        7.53567
       8743.0900         8745.4200       0.130552        8.10167
       8743.3800         8745.7200      -0.259912        8.34333
       8743.6700         8746.0100      -0.526669        8.29259
       8743.9700         8746.3000      -0.812251        8.25539
       8744.2600         8746.5900       -1.05067        8.53637
       8744.5500         8746.8800      -0.997798        8.50352
       8744.8400         8747.1800      -0.890393        8.39398
       8745.1300         8747.4700       -1.17327        7.96497
       8745.4200         8747.7600       -1.13940        7.03513
       8745.7200         8748.0500       -1.19570        6.17214
       8746.0100         8748.3400       -1.18480        6.18669
       8746.3000         8748.6300       -1.26019        6.48708
       8746.5900         8748.9300       -1.47401        6.74455
       8746.8800         8749.2200       -1.41351        6.66752
       8747.1800         8749.5100       -1.51524        6.95293
       8747.4700         8749.8000       -1.49465        7.53572
       8747.7600         8750.0900       -1.26487        8.90910
       8748.0500         8750.3900       -1.23969        11.9802
       8748.3400         8750.6800       -1.15519        16.3537
       8748.6300         8750.9700       -1.15129        18.0836
       8748.9300         8751.2600      -0.741171        17.4811
       8749.2200         8751.5500      -0.391643        16.5823
       8749.5100         8751.8400       0.161910        15.8424
       8749.8000         8752.1400        1.01560        14.4010
       8750.0900         8752.4300        1.91826        11.8982
       8750.3900         8752.7200        2.55106        8.47588
       8750.6800         8753.0100        2.89698        4.40209
       8750.9700         8753.3000        3.08675        1.03099
       8751.2600         8753.6000        3.81423      -0.431832
       8751.5500         8753.8900        3.95724      -0.640347
       8751.8400         8754.1800        3.84819      -0.925556
       8752.1400         8754.4700        3.25515      -0.919956
       8752.4300         8754.7600        2.41634      -0.471588
       8752.7200         8755.0600        1.63486       0.289749
       8753.0100         8755.3500       0.830248       0.823415
       8753.3000         8755.6400       0.431777        1.11769
       8753.6000         8755.9300     -0.0307475        1.41105
       8753.8900         8756.2300      -0.704978        1.57171
       8754.1800         8756.5200       -1.21274        1.83503
       8754.4700         8756.8100       -1.33883        2.14844
       8754.7600         8757.1000       -1.28581        2.45902
       8755.0600         8757.3900       -1.12989        2.31416
       8755.3500         8757.6900       -1.14608        2.24774
       8755.6400         8757.9800       -1.01766        1.77532
       8755.9300         8758.2700      -0.734508        1.54707
       8756.2300         8758.5600      -0.560065        1.45057
       8756.5200         8758.8500      -0.716945        1.63385
       8756.8100         8759.1500      -0.589660        1.83959
       8757.1000         8759.4400      -0.649913        2.16086
       8757.3900         8759.7300      -0.598181        2.30954
       8757.6900         8760.0200      -0.769846        2.41987
       8757.9800         8760.3200      -0.848438        2.43129
       8758.2700         8760.6100      -0.924376        2.92863
       8758.5600         8760.9000       -1.04047        3.67142
       8758.8500         8761.1900      -0.875451        4.54860
       8759.1500         8761.4800      -0.467659        4.94090
       8759.4400         8761.7800      -0.493271        5.04756
       8759.7300         8762.0700      -0.380161        5.23861
       8760.0200         8762.3600      -0.394381        5.46029
       8760.3200         8762.6500       0.213252        5.86995
       8760.6100         8762.9500        1.13911        6.00148
       8760.9000         8763.2400        1.66656        6.50411
       8761.1900         8763.5300        2.09770        6.56607
       8761.4800         8763.8200        2.31900        6.46086
       8761.7800         8764.1100        2.36074        6.34167
       8762.0700         8764.4100        2.78582        6.35474
       8762.3600         8764.7000        3.36057        6.06541
       8762.6500         8764.9900        3.79482        5.69888
       8762.9500         8765.2800        3.86151        5.41690
       8763.2400         8765.5800        3.67212        4.88597
       8763.5300         8765.8700        3.67914        4.16329
       8763.8200         8766.1600        3.83603        3.57288
       8764.1100         8766.4500        4.27935        3.20026
       8764.4100         8766.7500        5.14250        2.51980
       8764.7000         8767.0400        5.99825        1.64333
       8764.9900         8767.3300        6.63488       0.953404
       8765.2800         8767.6200        7.53567       0.373260
       8765.5800         8767.9200        8.10167      -0.190386
       8765.8700         8768.2100        8.34333      -0.368631
       8766.1600         8768.5000        8.29259      -0.488868
       8766.4500         8768.7900        8.25539      -0.554371
       8766.7500         8769.0900        8.53637      -0.425765
       8767.0400         8769.3800        8.50352      -0.362082
       8767.3300         8769.6700        8.39398      -0.282270
       8767.6200         8769.9600        7.96497      -0.525910
       8767.9200         8770.2600        7.03513      -0.547799
       8768.2100         8770.5500        6.17214      -0.514530
       8768.5000         8770.8400        6.18669      -0.517486
       8768.7900         8771.1300        6.48708      -0.320924
       8769.0900         8771.4300        6.74455      -0.189713
       8769.3800         8771.7200        6.66752     -0.0964825
       8769.6700         8772.0100        6.95293     -0.0681479
       8769.9600         8772.3000        7.53572    -0.00139387
       8770.2600         8772.6000        8.90910       0.248756
       8770.5500         8772.8900        11.9802       0.399714
       8770.8400         8773.1800        16.3537       0.691458
       8771.1300         8773.4700        18.0836       0.832573
       8771.4300         8773.7700        17.4811       0.672974
       8771.7200         8774.0600        16.5823       0.727706
       8772.0100         8774.3500        15.8424       0.641807
       8772.3000         8774.6400        14.4010       0.823867
       8772.6000         8774.9400        11.8982       0.873025
       8772.8900         8775.2300        8.47588       0.847266
       8773.1800         8775.5200        4.40209       0.793024
       8773.4700         8775.8200        1.03099       0.647968
       8773.7700         8776.1100      -0.431832       0.702059
       8774.0600         8776.4000      -0.640347       0.549192
       8774.3500         8776.6900      -0.925556       0.337995
       8774.6400         8776.9900      -0.919956       0.381074
       8774.9400         8777.2800      -0.471588      0.0556032
       8775.2300         8777.5700       0.289749      0.0140362
       8775.5200         8777.8700       0.823415      -0.245705
       8775.8200         8778.1600        1.11769      -0.310561
       8776.1100         8778.4500        1.41105      -0.575165
       8776.4000         8778.7400        1.57171      -0.638695
       8776.6900         8779.0400        1.83503      -0.621884
       8776.9900         8779.3300        2.14844      -0.574846
       8777.2800         8779.6200        2.45902      -0.526071
       8777.5700         8779.9200        2.31416      -0.390843
       8777.8700         8780.2100        2.24774      -0.404350
       8778.1600         8780.5000        1.77532      -0.270367
       8778.4500         8780.7900        1.54707      -0.326989
       8778.7400         8781.0900        1.45057      -0.272721
       8779.0400         8781.3800        1.63385      -0.379963
       8779.3300         8781.6700        1.83959      -0.237061
       8779.6200         8781.9600        2.16086      -0.216585
       8779.9200         8782.2600        2.30954      -0.301946
       8780.2100         8782.5500        2.41987      -0.171342
       8780.5000         8782.8400        2.43129      -0.141764
       8780.7900         8783.1400        2.92863      -0.183925
       8781.0900         8783.4300        3.67142     -0.0683028
       8781.3800         8783.7200        4.54860     -0.0915069
       8781.6700         8784.0200        4.94090     0.00880482
       8781.9600         8784.3100        5.04756     -0.0388397
       8782.2600         8784.6000        5.23861      0.0651294
       8782.5500         8784.8900        5.46029     -0.0974125
       8782.8400         8785.1900        5.86995      -0.223182
       8783.1400         8785.4800        6.00148      -0.410706
       8783.4300         8785.7700        6.50411      -0.380713
       8783.7200         8786.0700        6.56607      -0.682035
       8784.0200         8786.3600        6.46086      -0.749901
       8784.3100         8786.6500        6.34167      -0.671574
       8784.6000         8786.9500        6.35474      -0.562063
       8784.8900         8787.2400        6.06541      -0.603763
       8785.1900         8787.5300        5.69888      -0.463764
       8785.4800         8787.8300        5.41690      -0.188379
       8785.7700         8788.1200        4.88597     -0.0681719
       8786.0700         8788.4100        4.16329      -0.132841
       8786.3600         8788.7100        3.57288      0.0164084
       8786.6500         8789.0000        3.20026       0.129961
       8786.9500         8789.2900        2.51980      0.0292678
       8787.2400         8789.5800        1.64333      -0.267842
       8787.5300         8789.8800       0.953404      -0.398849
       8787.8300         8790.1700       0.373260      -0.787188
       8788.1200         8790.4600      -0.190386       -1.02914
       8788.4100         8790.7600      -0.368631       -1.08026
       8788.7100         8791.0500      -0.488868       -1.16775
       8789.0000         8791.3400      -0.554371       -1.14956
       8789.2900         8791.6400      -0.425765       -1.16220
       8789.5800         8791.9300      -0.362082       -1.08484
       8789.8800         8792.2200      -0.282270       -1.00841
       8790.1700         8792.5200      -0.525910       -1.00405
       8790.4600         8792.8100      -0.547799      -0.680166
       8790.7600         8793.1000      -0.514530      -0.607316
       8791.0500         8793.4000      -0.517486      -0.663014
       8791.3400         8793.6900      -0.320924      -0.680824
       8791.6400         8793.9800      -0.189713      -0.623200
       8791.9300         8794.2800     -0.0964825      -0.789519
       8792.2200         8794.5700     -0.0681479      -0.931725
       8792.5200         8794.8600    -0.00139387      -0.878610
       8792.8100         8795.1600       0.248756      -0.932493
       8793.1000         8795.4500       0.399714      -0.773125
       8793.4000         8795.7400       0.691458      -0.629431
       8793.6900         8796.0400       0.832573      -0.310068
       8793.9800         8796.3300       0.672974     -0.0327242
       8794.2800         8796.6200       0.727706     -0.0316530
       8794.5700         8796.9200       0.641807       0.137102
       8794.8600         8797.2100       0.823867       0.265660
       8795.1600         8797.5000       0.873025       0.475393
       8795.4500         8797.8000       0.847266       0.690357
       8795.7400         8798.0900       0.793024       0.334510
       8796.0400         8798.3800       0.647968       0.220143
       8796.3300         8798.6800       0.702059      0.0450550
       8796.6200         8798.9700       0.549192      -0.135941
       8796.9200         8799.2600       0.337995      -0.223611
       8797.2100         8799.5600       0.381074     -0.0179594
       8797.5000         8799.8500      0.0556032      -0.200333
       8797.8000         8800.1500      0.0140362      -0.250810
       8798.0900         8800.4400      -0.245705      -0.203581
       8798.3800         8800.7300      -0.310561   -0.000200510
       8798.6800         8801.0300      -0.575165      -0.214360
       8798.9700         8801.3200      -0.638695      -0.169034
       8799.2600         8801.6100      -0.621884     -0.0463735
       8799.5600         8801.9100      -0.574846    -0.00832216
       8799.8500         8802.2000      -0.526071      -0.317490
       8800.1500         8802.4900      -0.390843      -0.467650
       8800.4400         8802.7900      -0.404350      -0.588817
       8800.7300         8803.0800      -0.270367      -0.876603
       8801.0300         8803.3800      -0.326989      -0.956017
       8801.3200         8803.6700      -0.272721      -0.812914
       8801.6100         8803.9600      -0.379963       -1.18217
       8801.9100         8804.2600      -0.237061       -1.24612
       8802.2000         8804.5500      -0.216585       -1.20912
       8802.4900         8804.8400      -0.301946       -1.08036
       8802.7900         8805.1400      -0.171342      -0.597262
       8803.0800         8805.4300      -0.141764      -0.647107
       8803.3800         8805.7200      -0.183925      -0.591286
       8803.6700         8806.0200     -0.0683028      -0.681602
       8803.9600         8806.3100     -0.0915069      -0.740791
       8804.2600         8806.6100     0.00880482     -0.0212221
       8804.5500         8806.9000     -0.0388397      0.0331619
       8804.8400         8807.1900      0.0651294      0.0163948
       8805.1400         8807.4900     -0.0974125       0.120214
       8805.4300         8807.7800      -0.223182       0.136862
       8805.7200         8808.0700      -0.410706       0.242132
       8806.0200         8808.3700      -0.380713       0.398116
       8806.3100         8808.6600      -0.682035       0.496061
       8806.6100         8808.9600      -0.749901       0.649124
       8806.9000         8809.2500      -0.671574       0.338226
       8807.1900         8809.5400      -0.562063       0.394560
       8807.4900         8809.8400      -0.603763       0.554809
       8807.7800         8810.1300      -0.463764       0.522950
       8808.0700         8810.4300      -0.188379       0.169781
       8808.3700         8810.7200     -0.0681719       0.374202
       8808.6600         8811.0100      -0.132841       0.487053
       8808.9600         8811.3100      0.0164084       0.392782
       8809.2500         8811.6000       0.129961       0.229020
       8809.5400         8811.8900      0.0292678       0.425742
       8809.8400         8812.1900      -0.267842       0.514619
       8810.1300         8812.4800      -0.398849       0.535746
       8810.4300         8812.7800      -0.787188       0.518333
       8810.7200         8813.0700       -1.02914       0.538957
       8811.0100         8813.3600       -1.08026       0.275269
       8811.3100         8813.6600       -1.16775      -0.125028
       8811.6000         8813.9500       -1.14956     -0.0246159
       8811.8900         8814.2500       -1.16220      0.0360249
       8812.1900         8814.5400       -1.08484      -0.152131
       8812.4800         8814.8300       -1.00841      -0.385679
       8812.7800         8815.1300       -1.00405      -0.455754
       8813.0700         8815.4200      -0.680166      -0.638546
       8813.3600         8815.7200      -0.607316      -0.416762
       8813.6600         8816.0100      -0.663014      -0.132001
       8813.9500         8816.3000      -0.680824      -0.178998
       8814.2500         8816.6000      -0.623200     -0.0797164
       8814.5400         8816.8900      -0.789519     -0.0683844
       8814.8300         8817.1900      -0.931725     -0.0154022
       8815.1300         8817.4800      -0.878610     -0.0844869
       8815.4200         8817.7800      -0.932493      -0.146233
       8815.7200         8818.0700      -0.773125      -0.155816
       8816.0100         8818.3600      -0.629431      -0.231390
       8816.3000         8818.6600      -0.310068      -0.610283
       8816.6000         8818.9500     -0.0327242      -0.452070
       8816.8900         8819.2500     -0.0316530      -0.748706
       8817.1900         8819.5400       0.137102      -0.876904
       8817.4800         8819.8300       0.265660      -0.867076
       8817.7800         8820.1300       0.475393      -0.471048
       8818.0700         8820.4200       0.690357      -0.437415
       8818.3600         8820.7200       0.334510      -0.363129
       8818.6600         8821.0100       0.220143      -0.247452
       8818.9500         8821.3100      0.0450550       0.553682
       8819.2500         8821.6000      -0.135941        1.86798
       8819.5400         8821.8900      -0.223611        3.60663
       8819.8300         8822.1900     -0.0179594        4.59833
       8820.1300         8822.4800      -0.200333        4.64884
       8820.4200         8822.7800      -0.250810        4.53041
       8820.7200         8823.0700      -0.203581        4.56381
       8821.0100         8823.3700   -0.000200510        4.55109
       8821.3100         8823.6600      -0.214360        4.41349
       8821.6000         8823.9500      -0.169034        4.04726
       8821.8900         8824.2500     -0.0463735        2.83345
       8822.1900         8824.5400    -0.00832216        1.47396
       8822.4800         8824.8400      -0.317490       0.490834
       8822.7800         8825.1300      -0.467650       0.524272
       8823.0700         8825.4300      -0.588817       0.461126
       8823.3700         8825.7200      -0.876603       0.347087
       8823.6600         8826.0100      -0.956017       0.578140
       8823.9500         8826.3100      -0.812914        1.04070
       8824.2500         8826.6000       -1.18217        1.24745
       8824.5400         8826.9000       -1.24612        1.59597
       8824.8400         8827.1900       -1.20912        2.59379
       8825.1300         8827.4900       -1.08036        4.31669
       8825.4300         8827.7800      -0.597262        6.03559
       8825.7200         8828.0800      -0.647107        7.67448
       8826.0100         8828.3700      -0.591286        8.84892
       8826.3100         8828.6700      -0.681602        9.16504
       8826.6000         8828.9600      -0.740791        8.40379
       8826.9000         8829.2500     -0.0212221        7.81741
       8827.1900         8829.5500      0.0331619        6.76278
       8827.4900         8829.8400      0.0163948        5.84853
       8827.7800         8830.1400       0.120214        4.08996
       8828.0800         8830.4300       0.136862        2.83561
       8828.3700         8830.7300       0.242132        1.84508
       8828.6700         8831.0200       0.398116        1.32064
       8828.9600         8831.3200       0.496061        1.01308
       8829.2500         8831.6100       0.649124       0.830795
       8829.5500         8831.9100       0.338226       0.669456
       8829.8400         8832.2000       0.394560       0.817013
       8830.1400         8832.4900       0.554809       0.326277
       8830.4300         8832.7900       0.522950       0.640939
       8830.7300         8833.0800       0.169781       0.669692
       8831.0200         8833.3800       0.374202       0.602489
       8831.3200         8833.6700       0.487053       0.409101
       8831.6100         8833.9700       0.392782       0.214460
       8831.9100         8834.2600       0.229020       0.265282
       8832.2000         8834.5600       0.425742       0.138197
       8832.4900         8834.8500       0.514619       0.273490
       8832.7900         8835.1500       0.535746       0.282996
       8833.0800         8835.4400       0.518333       0.207835
       8833.3800         8835.7400       0.538957       0.236736
       8833.6700         8836.0300       0.275269      0.0406821
       8833.9700         8836.3300      -0.125028      0.0291173
       8834.2600         8836.6200     -0.0246159      0.0993882
       8834.5600         8836.9100      0.0360249       0.177395
       8834.8500         8837.2100      -0.152131       0.156767
       8835.1500         8837.5000      -0.385679    -0.00375516
       8835.4400         8837.8000      -0.455754     -0.0423257
       8835.7400         8838.0900      -0.638546      0.0296566
       8836.0300         8838.3900      -0.416762      -0.241533
       8836.3300         8838.6800      -0.132001      -0.172074
       8836.6200         8838.9800      -0.178998     -0.0476377
       8836.9100         8839.2700     -0.0797164      -0.130046
       8837.2100         8839.5700     -0.0683844     -0.0802506
       8837.5000         8839.8600     -0.0154022      -0.113623
       8837.8000         8840.1600     -0.0844869      -0.183417
       8838.0900         8840.4500      -0.146233      -0.222515
       8838.3900         8840.7500      -0.155816     -0.0410951
       8838.6800         8841.0400      -0.231390      0.0330000
       8838.9800         8841.3400      -0.610283       0.486237
       8839.2700         8841.6300      -0.452070       0.786025
       8839.5700         8841.9300      -0.748706        1.56018
       8839.8600         8842.2200      -0.876904        2.25340
       8840.1600         8842.5200      -0.867076        3.13886
       8840.4500         8842.8100      -0.471048        3.68599
       8840.7500         8843.1100      -0.437415        4.15169
       8841.0400         8843.4000      -0.363129        4.32900
       8841.3400         8843.7000      -0.247452        4.63925
       8841.6300         8843.9900       0.553682        4.70632
       8841.9300         8844.2900        1.86798        4.58185
       8842.2200         8844.5800        3.60663        4.10280
       8842.5200         8844.8800        4.59833        3.54997
       8842.8100         8845.1700        4.64884        2.80786
       8843.1100         8845.4700        4.53041        2.47132
       8843.4000         8845.7600        4.56381        2.21694
       8843.7000         8846.0600        4.55109        1.80735
       8843.9900         8846.3500        4.41349        1.51007
       8844.2900         8846.6500        4.04726        1.11371
       8844.5800         8846.9400        2.83345       0.959102
       8844.8800         8847.2400        1.47396       0.705921
       8845.1700         8847.5300       0.490834       0.457531
       8845.4700         8847.8300       0.524272       0.555549
       8845.7600         8848.1200       0.461126       0.433170
