       lambda          SN_2796        SN_2803
       8703.5200         8704.6800        5.81239        1.75617
       8703.8100         8704.9700        5.60711        2.33353
       8704.1000         8705.2600        4.32892        3.09780
       8704.3900         8705.5500        2.81045        3.43951
       8704.6800         8705.8400        1.92982        3.80258
       8704.9700         8706.1300        1.03287        3.89055
       8705.2600         8706.4200       0.646192        4.38884
       8705.5500         8706.7100       0.644374        5.00005
       8705.8400         8707.0000       0.458127        5.34196
       8706.1300         8707.2900       0.308129        5.24766
       8706.4200         8707.5800       0.665913        5.18509
       8706.7100         8707.8800       0.815218        4.84797
       8707.0000         8708.1700       0.186901        4.88500
       8707.2900         8708.4600      0.0966845        5.43961
       8707.5800         8708.7500       0.193867        6.60032
       8707.8800         8709.0400       0.446623        7.35366
       8708.1700         8709.3300       0.190795        8.19219
       8708.4600         8709.6200       0.563446        7.96154
       8708.7500         8709.9100       0.256310        6.92802
       8709.0400         8710.2000      0.0397652        4.80469
       8709.3300         8710.4900      -0.375068        3.18245
       8709.6200         8710.7800      -0.470970        1.39468
       8709.9100         8711.0700      -0.561373       0.306638
       8710.2000         8711.3600      -0.529121      -0.407454
       8710.4900         8711.6500      -0.600269     -0.0437201
       8710.7800         8711.9400      -0.572145       0.218521
       8711.0700         8712.2300      -0.454288      0.0450314
       8711.3600         8712.5200      -0.559940       0.165578
       8711.6500         8712.8100      -0.336742       0.131088
       8711.9400         8713.1100      -0.463443      -0.179918
       8712.2300         8713.4000      -0.552106      -0.418421
       8712.5200         8713.6900      -0.704841      -0.273854
       8712.8100         8713.9800      -0.675091      -0.712676
       8713.1100         8714.2700      -0.405839      -0.693514
       8713.4000         8714.5600       0.217407      -0.806048
       8713.6900         8714.8500        1.10218      -0.983532
       8713.9800         8715.1400        2.78190      -0.836202
       8714.2700         8715.4300        3.95134      -0.665658
       8714.5600         8715.7200        4.42022      -0.660901
       8714.8500         8716.0100        4.21947      -0.573437
       8715.1400         8716.3000        3.78627      0.0958655
       8715.4300         8716.5900        2.69065        1.11422
       8715.7200         8716.8800        2.04386        2.63082
       8716.0100         8717.1700        1.31514        3.60252
       8716.3000         8717.4700        1.49776        3.80939
       8716.5900         8717.7600       0.910639        3.12420
       8716.8800         8718.0500       0.323258        1.79273
       8717.1700         8718.3400      -0.150974       0.257792
       8717.4700         8718.6300     -0.0764917      -0.126637
       8717.7600         8718.9200      -0.393035      -0.185349
       8718.0500         8719.2100      -0.266076     0.00349268
       8718.3400         8719.5000      -0.131119       0.453187
       8718.6300         8719.7900   -0.000291897       0.786020
       8718.9200         8720.0800      0.0577854       0.482441
       8719.2100         8720.3700     -0.0830833       0.705910
       8719.5000         8720.6700     0.00778500        1.15396
       8719.7900         8720.9600      0.0174217        1.22940
       8720.0800         8721.2500     0.00433558        1.57371
       8720.3700         8721.5400      -0.121768        1.56712
       8720.6700         8721.8300      -0.145427        1.16237
       8720.9600         8722.1200       0.191650       0.280214
       8721.2500         8722.4100       0.106499      0.0666818
       8721.5400         8722.7000       0.188631      -0.850089
       8721.8300         8722.9900      -0.118794       -1.07952
       8722.1200         8723.2800      -0.105667       -1.22041
       8722.4100         8723.5700      -0.430259      -0.946062
       8722.7000         8723.8700      -0.395834      -0.978586
       8722.9900         8724.1600      -0.831799      -0.933608
       8723.2800         8724.4500      -0.579361      -0.874869
       8723.5700         8724.7400      -0.348966      -0.868017
       8723.8700         8725.0300      -0.166040       -1.11486
       8724.1600         8725.3200       0.171780       -1.43689
       8724.4500         8725.6100       0.568989       -1.33861
       8724.7400         8725.9000       0.865806       -1.55361
       8725.0300         8726.1900       0.663280       -1.60908
       8725.3200         8726.4800       0.835666       -1.52104
       8725.6100         8726.7800        1.08600       -1.42908
       8725.9000         8727.0700        1.75617       -1.45221
       8726.1900         8727.3600        2.33353       -1.42835
       8726.4800         8727.6500        3.09780       -1.12312
       8726.7800         8727.9400        3.43951       -1.01574
       8727.0700         8728.2300        3.80258      -0.870818
       8727.3600         8728.5200        3.89055      -0.898155
       8727.6500         8728.8100        4.38884      -0.245845
       8727.9400         8729.1000        5.00005      0.0568079
       8728.2300         8729.4000        5.34196        1.10709
       8728.5200         8729.6900        5.24766        2.47732
       8728.8100         8729.9800        5.18509        4.14215
       8729.1000         8730.2700        4.84797        4.80847
       8729.4000         8730.5600        4.88500        4.88419
       8729.6900         8730.8500        5.43961        4.35381
       8729.9800         8731.1400        6.60032        4.07845
       8730.2700         8731.4300        7.35366        3.40632
       8730.5600         8731.7300        8.19219        2.38086
       8730.8500         8732.0200        7.96154        1.75241
       8731.1400         8732.3100        6.92802        1.24452
       8731.4300         8732.6000        4.80469       0.177046
       8731.7300         8732.8900        3.18245      -0.824626
       8732.0200         8733.1800        1.39468       -1.22676
       8732.3100         8733.4700       0.306638       -1.48389
       8732.6000         8733.7600      -0.407454       -1.48368
       8732.8900         8734.0600     -0.0437201       -1.68752
       8733.1800         8734.3500       0.218521       -1.52479
       8733.4700         8734.6400      0.0450314       -1.36171
       8733.7600         8734.9300       0.165578      -0.770077
       8734.0600         8735.2200       0.131088      -0.633716
       8734.3500         8735.5100      -0.179918      -0.476157
       8734.6400         8735.8000      -0.418421      -0.137989
       8734.9300         8736.1000      -0.273854      -0.173200
       8735.2200         8736.3900      -0.712676      -0.740668
       8735.5100         8736.6800      -0.693514      -0.687994
       8735.8000         8736.9700      -0.806048      -0.864566
       8736.1000         8737.2600      -0.983532       -1.11940
       8736.3900         8737.5500      -0.836202       -1.14449
       8736.6800         8737.8400      -0.665658      -0.870086
       8736.9700         8738.1400      -0.660901       -1.07215
       8737.2600         8738.4300      -0.573437      -0.869088
       8737.5500         8738.7200      0.0958655      -0.725169
       8737.8400         8739.0100        1.11422      -0.281751
       8738.1400         8739.3000        2.63082      -0.197435
       8738.4300         8739.5900        3.60252     -0.0327335
       8738.7200         8739.8800        3.80939     -0.0155969
       8739.0100         8740.1800        3.12420       0.924965
       8739.3000         8740.4700        1.79273        2.38452
       8739.5900         8740.7600       0.257792        3.25387
       8739.8800         8741.0500      -0.126637        3.58953
       8740.1800         8741.3400      -0.185349        3.61249
       8740.4700         8741.6300     0.00349268        3.05171
       8740.7600         8741.9300       0.453187        2.64630
       8741.0500         8742.2200       0.786020        3.07079
       8741.3400         8742.5100       0.482441        3.37819
       8741.6300         8742.8000       0.705910        4.24316
       8741.9300         8743.0900        1.15396        5.59635
       8742.2200         8743.3800        1.22940        5.77614
       8742.5100         8743.6700        1.57371        4.90484
       8742.8000         8743.9700        1.56712        4.55348
       8743.0900         8744.2600        1.16237        4.78196
       8743.3800         8744.5500       0.280214        5.83323
       8743.6700         8744.8400      0.0666818        7.87961
       8743.9700         8745.1300      -0.850089        9.91845
       8744.2600         8745.4200       -1.07952        11.4160
       8744.5500         8745.7200       -1.22041        11.5940
       8744.8400         8746.0100      -0.946062        9.73316
       8745.1300         8746.3000      -0.978586        7.82966
       8745.4200         8746.5900      -0.933608        6.99080
       8745.7200         8746.8800      -0.874869        6.56199
       8746.0100         8747.1800      -0.868017        6.87060
       8746.3000         8747.4700       -1.11486        7.53672
       8746.5900         8747.7600       -1.43689        7.14532
       8746.8800         8748.0500       -1.33861        5.97484
       8747.1800         8748.3400       -1.55361        6.09918
       8747.4700         8748.6300       -1.60908        6.02512
       8747.7600         8748.9300       -1.52104        5.92277
       8748.0500         8749.2200       -1.42908        6.32275
       8748.3400         8749.5100       -1.45221        8.50377
       8748.6300         8749.8000       -1.42835        11.0054
       8748.9300         8750.0900       -1.12312        15.1375
       8749.2200         8750.3900       -1.01574        20.8346
       8749.5100         8750.6800      -0.870818        26.2216
       8749.8000         8750.9700      -0.898155        26.7457
       8750.0900         8751.2600      -0.245845        22.6923
       8750.3900         8751.5500      0.0568079        16.4347
       8750.6800         8751.8400        1.10709        8.70058
       8750.9700         8752.1400        2.47732        2.47990
       8751.2600         8752.4300        4.14215      -0.333601
       8751.5500         8752.7200        4.80847      -0.632617
       8751.8400         8753.0100        4.88419      -0.722949
       8752.1400         8753.3000        4.35381      -0.813603
       8752.4300         8753.6000        4.07845      -0.762623
       8752.7200         8753.8900        3.40632      -0.655066
       8753.0100         8754.1800        2.38086      -0.889175
       8753.3000         8754.4700        1.75241       -1.03649
       8753.6000         8754.7600        1.24452      -0.256359
       8753.8900         8755.0600       0.177046       0.957406
       8754.1800         8755.3500      -0.824626        1.97271
       8754.4700         8755.6400       -1.22676        2.81237
       8754.7600         8755.9300       -1.48389        2.94629
       8755.0600         8756.2300       -1.48368        2.44219
       8755.3500         8756.5200       -1.68752        2.01350
       8755.6400         8756.8100       -1.52479        1.79967
       8755.9300         8757.1000       -1.36171        1.91217
       8756.2300         8757.3900      -0.770077        1.86709
       8756.5200         8757.6900      -0.633716        2.46315
       8756.8100         8757.9800      -0.476157        1.80935
       8757.1000         8758.2700      -0.137989        1.43121
       8757.3900         8758.5600      -0.173200        1.12579
       8757.6900         8758.8500      -0.740668        1.40746
       8757.9800         8759.1500      -0.687994        1.50443
       8758.2700         8759.4400      -0.864566        2.39581
       8758.5600         8759.7300       -1.11940        3.46347
       8758.8500         8760.0200       -1.14449        4.68227
       8759.1500         8760.3200      -0.870086        5.24466
       8759.4400         8760.6100       -1.07215        4.98173
       8759.7300         8760.9000      -0.869088        4.51084
       8760.0200         8761.1900      -0.725169        4.03115
       8760.3200         8761.4800      -0.281751        4.54255
       8760.6100         8761.7800      -0.197435        4.89408
       8760.9000         8762.0700     -0.0327335        5.96426
       8761.1900         8762.3600     -0.0155969        6.55144
       8761.4800         8762.6500       0.924965        7.10638
       8761.7800         8762.9500        2.38452        7.17112
       8762.0700         8763.2400        3.25387        7.62706
       8762.3600         8763.5300        3.58953        6.90168
       8762.6500         8763.8200        3.61249        5.81616
       8762.9500         8764.1100        3.05171        5.38586
       8763.2400         8764.4100        2.64630        5.51586
       8763.5300         8764.7000        3.07079        5.17568
       8763.8200         8764.9900        3.37819        4.99866
       8764.1100         8765.2800        4.24316        5.21946
       8764.4100         8765.5800        5.59635        4.55403
       8764.7000         8765.8700        5.77614        3.66041
       8764.9900         8766.1600        4.90484        2.44038
       8765.2800         8766.4500        4.55348        1.35472
       8765.5800         8766.7500        4.78196       0.246477
       8765.8700         8767.0400        5.83323      -0.287927
       8766.1600         8767.3300        7.87961      -0.608609
       8766.4500         8767.6200        9.91845      -0.767792
       8766.7500         8767.9200        11.4160      -0.922906
       8767.0400         8768.2100        11.5940      -0.673995
       8767.3300         8768.5000        9.73316      -0.236735
       8767.6200         8768.7900        7.82966      -0.292411
       8767.9200         8769.0900        6.99080     -0.0992154
       8768.2100         8769.3800        6.56199     -0.0660926
       8768.5000         8769.6700        6.87060      -0.132793
       8768.7900         8769.9600        7.53672      -0.670007
       8769.0900         8770.2600        7.14532      -0.741292
       8769.3800         8770.5500        5.97484       -1.00835
       8769.6700         8770.8400        6.09918      -0.844699
       8769.9600         8771.1300        6.02512      -0.311923
       8770.2600         8771.4300        5.92277       0.102124
       8770.5500         8771.7200        6.32275       0.374443
       8770.8400         8772.0100        8.50377       0.437752
       8771.1300         8772.3000        11.0054       0.630929
       8771.4300         8772.6000        15.1375       0.568327
       8771.7200         8772.8900        20.8346       0.684652
       8772.0100         8773.1800        26.2216       0.825425
       8772.3000         8773.4700        26.7457       0.997458
       8772.6000         8773.7700        22.6923       0.918159
       8772.8900         8774.0600        16.4347       0.891398
       8773.1800         8774.3500        8.70058       0.793319
       8773.4700         8774.6400        2.47990       0.491117
       8773.7700         8774.9400      -0.333601       0.595148
       8774.0600         8775.2300      -0.632617       0.850404
       8774.3500         8775.5200      -0.722949       0.798537
       8774.6400         8775.8200      -0.813603       0.837312
       8774.9400         8776.1100      -0.762623       0.777639
       8775.2300         8776.4000      -0.655066       0.333933
       8775.5200         8776.6900      -0.889175     -0.0224809
       8775.8200         8776.9900       -1.03649      0.0553062
       8776.1100         8777.2800      -0.256359      -0.574073
       8776.4000         8777.5700       0.957406      -0.639476
       8776.6900         8777.8700        1.97271      -0.580218
       8776.9900         8778.1600        2.81237      -0.372411
       8777.2800         8778.4500        2.94629      -0.875716
       8777.5700         8778.7400        2.44219      -0.481357
       8777.8700         8779.0400        2.01350      -0.811866
       8778.1600         8779.3300        1.79967      -0.614426
       8778.4500         8779.6200        1.91217      -0.334395
       8778.7400         8779.9200        1.86709      -0.241234
       8779.0400         8780.2100        2.46315      -0.215211
       8779.3300         8780.5000        1.80935      0.0540298
       8779.6200         8780.7900        1.43121      0.0735484
       8779.9200         8781.0900        1.12579      -0.422091
       8780.2100         8781.3800        1.40746      -0.461417
       8780.5000         8781.6700        1.50443      -0.508141
       8780.7900         8781.9600        2.39581      -0.512752
       8781.0900         8782.2600        3.46347      -0.289764
       8781.3800         8782.5500        4.68227     -0.0602938
       8781.6700         8782.8400        5.24466       0.211407
       8781.9600         8783.1400        4.98173       0.147531
       8782.2600         8783.4300        4.51084       0.340075
       8782.5500         8783.7200        4.03115     -0.0406776
       8782.8400         8784.0200        4.54255      -0.135400
       8783.1400         8784.3100        4.89408      -0.326665
       8783.4300         8784.6000        5.96426     -0.0688932
       8783.7200         8784.8900        6.55144      -0.346315
       8784.0200         8785.1900        7.10638      -0.297528
       8784.3100         8785.4800        7.17112      -0.544143
       8784.6000         8785.7700        7.62706      -0.466362
       8784.8900         8786.0700        6.90168      -0.999197
       8785.1900         8786.3600        5.81616       -1.20948
       8785.4800         8786.6500        5.38586      -0.947104
       8785.7700         8786.9500        5.51586      -0.600011
       8786.0700         8787.2400        5.17568      -0.470648
       8786.3600         8787.5300        4.99866      0.0513179
       8786.6500         8787.8300        5.21946       0.724530
       8786.9500         8788.1200        4.55403       0.543213
       8787.2400         8788.4100        3.66041       0.300709
       8787.5300         8788.7100        2.44038       0.104033
       8787.8300         8789.0000        1.35472      -0.137574
       8788.1200         8789.2900       0.246477      -0.507421
       8788.4100         8789.5800      -0.287927      -0.889227
       8788.7100         8789.8800      -0.608609      -0.883112
       8789.0000         8790.1700      -0.767792       -1.32405
       8789.2900         8790.4600      -0.922906       -1.37657
       8789.5800         8790.7600      -0.673995       -1.48968
       8789.8800         8791.0500      -0.236735       -1.38027
       8790.1700         8791.3400      -0.292411       -1.30633
       8790.4600         8791.6400     -0.0992154      -0.845736
       8790.7600         8791.9300     -0.0660926      -0.592120
       8791.0500         8792.2200      -0.132793      -0.736915
       8791.3400         8792.5200      -0.670007      -0.544962
       8791.6400         8792.8100      -0.741292      -0.482168
       8791.9300         8793.1000       -1.00835      -0.394529
       8792.2200         8793.4000      -0.844699      -0.776793
       8792.5200         8793.6900      -0.311923      -0.830158
       8792.8100         8793.9800       0.102124      -0.646577
       8793.1000         8794.2800       0.374443       -1.04897
       8793.4000         8794.5700       0.437752       -1.17714
       8793.6900         8794.8600       0.630929       -1.12546
       8793.9800         8795.1600       0.568327      -0.996685
       8794.2800         8795.4500       0.684652      -0.751515
       8794.5700         8795.7400       0.825425      -0.108296
       8794.8600         8796.0400       0.997458       0.341202
       8795.1600         8796.3300       0.918159       0.691187
       8795.4500         8796.6200       0.891398       0.967486
       8795.7400         8796.9200       0.793319       0.581339
       8796.0400         8797.2100       0.491117       0.439422
       8796.3300         8797.5000       0.595148       0.295141
       8796.6200         8797.8000       0.850404       0.311341
       8796.9200         8798.0900       0.798537     -0.0911885
       8797.2100         8798.3800       0.837312      0.0445000
       8797.5000         8798.6800       0.777639     -0.0569095
       8797.8000         8798.9700       0.333933      -0.410569
       8798.0900         8799.2600     -0.0224809      -0.671976
       8798.3800         8799.5600      0.0553062     -0.0517321
       8798.6800         8799.8500      -0.574073      -0.319620
       8798.9700         8800.1500      -0.639476      -0.240440
       8799.2600         8800.4400      -0.580218       0.184689
       8799.5600         8800.7300      -0.372411       0.308452
       8799.8500         8801.0300      -0.875716      -0.307871
       8800.1500         8801.3200      -0.481357    -0.00189371
       8800.4400         8801.6100      -0.811866     -0.0410189
       8800.7300         8801.9100      -0.614426      -0.319894
       8801.0300         8802.2000      -0.334395      -0.620371
       8801.3200         8802.4900      -0.241234      -0.774680
       8801.6100         8802.7900      -0.215211      -0.997137
       8801.9100         8803.0800      0.0540298       -1.30898
       8802.2000         8803.3800      0.0735484       -1.39174
       8802.4900         8803.6700      -0.422091       -1.19116
       8802.7900         8803.9600      -0.461417       -1.29348
       8803.0800         8804.2600      -0.508141       -1.23136
       8803.3800         8804.5500      -0.512752      -0.927891
       8803.6700         8804.8400      -0.289764      -0.869696
       8803.9600         8805.1400     -0.0602938      -0.437354
       8804.2600         8805.4300       0.211407      -0.236669
       8804.5500         8805.7200       0.147531      -0.304957
       8804.8400         8806.0200       0.340075      -0.531290
       8805.1400         8806.3100     -0.0406776      -0.627841
       8805.4300         8806.6100      -0.135400     -0.0450127
       8805.7200         8806.9000      -0.326665       0.139595
       8806.0200         8807.1900     -0.0688932       0.162257
       8806.3100         8807.4900      -0.346315       0.363085
       8806.6100         8807.7800      -0.297528       0.582428
       8806.9000         8808.0700      -0.544143       0.291765
       8807.1900         8808.3700      -0.466362       0.576618
       8807.4900         8808.6600      -0.999197       0.965890
       8807.7800         8808.9600       -1.20948        1.02611
       8808.0700         8809.2500      -0.947104       0.481283
       8808.3700         8809.5400      -0.600011       0.391000
       8808.6600         8809.8400      -0.470648     -0.0544025
       8808.9600         8810.1300      0.0513179      0.0925698
       8809.2500         8810.4300       0.724530      -0.415414
       8809.5400         8810.7200       0.543213       0.280369
       8809.8400         8811.0100       0.300709       0.885971
       8810.1300         8811.3100       0.104033       0.748422
       8810.4300         8811.6000      -0.137574       0.497108
       8810.7200         8811.8900      -0.507421       0.915827
       8811.0100         8812.1900      -0.889227       0.645786
       8811.3100         8812.4800      -0.883112      0.0799666
       8811.6000         8812.7800       -1.32405       0.351326
       8811.8900         8813.0700       -1.37657       0.207375
       8812.1900         8813.3600       -1.48968      0.0494949
       8812.4800         8813.6600       -1.38027      -0.233734
       8812.7800         8813.9500       -1.30633      -0.235277
       8813.0700         8814.2500      -0.845736      -0.366086
       8813.3600         8814.5400      -0.592120      -0.403077
       8813.6600         8814.8300      -0.736915      -0.652379
       8813.9500         8815.1300      -0.544962      -0.561501
       8814.2500         8815.4200      -0.482168      -0.788495
       8814.5400         8815.7200      -0.394529      -0.582892
       8814.8300         8816.0100      -0.776793      0.0331376
       8815.1300         8816.3000      -0.830158    -0.00325658
       8815.4200         8816.6000      -0.646577       0.162788
       8815.7200         8816.8900       -1.04897       0.252002
       8816.0100         8817.1900       -1.17714       0.162097
       8816.3000         8817.4800       -1.12546      -0.335883
       8816.6000         8817.7800      -0.996685      -0.372904
       8816.8900         8818.0700      -0.751515      -0.935366
       8817.1900         8818.3600      -0.108296       -1.14300
       8817.4800         8818.6600       0.341202       -1.52950
       8817.7800         8818.9500       0.691187      -0.756718
       8818.0700         8819.2500       0.967486      -0.589576
       8818.3600         8819.5400       0.581339      -0.481982
       8818.6600         8819.8300       0.439422      -0.462742
       8818.9500         8820.1300       0.295141       0.201282
       8819.2500         8820.4200       0.311341      -0.302081
       8819.5400         8820.7200     -0.0911885      -0.280487
       8819.8300         8821.0100      0.0445000     -0.0370410
       8820.1300         8821.3100     -0.0569095       0.951448
       8820.4200         8821.6000      -0.410569        3.26238
       8820.7200         8821.8900      -0.671976        6.29455
       8821.0100         8822.1900     -0.0517321        7.91579
       8821.3100         8822.4800      -0.319620        7.83322
       8821.6000         8822.7800      -0.240440        7.00244
       8821.8900         8823.0700       0.184689        4.79298
       8822.1900         8823.3700       0.308452        2.18953
       8822.4800         8823.6600      -0.307871       0.625937
       8822.7800         8823.9500    -0.00189371       0.583453
       8823.0700         8824.2500     -0.0410189       0.496006
       8823.3700         8824.5400      -0.319894       0.599524
       8823.6600         8824.8400      -0.620371       0.280957
       8823.9500         8825.1300      -0.774680       0.526772
       8824.2500         8825.4300      -0.997137       0.378990
       8824.5400         8825.7200       -1.30898       0.287834
       8824.8400         8826.0100       -1.39174       0.564325
       8825.1300         8826.3100       -1.19116        1.58792
       8825.4300         8826.6000       -1.29348        1.90000
       8825.7200         8826.9000       -1.23136        2.60188
       8826.0100         8827.1900      -0.927891        4.81681
       8826.3100         8827.4900      -0.869696        7.39299
       8826.6000         8827.7800      -0.437354        9.97165
       8826.9000         8828.0800      -0.236669        12.4951
       8827.1900         8828.3700      -0.304957        13.6532
       8827.4900         8828.6700      -0.531290        12.2308
       8827.7800         8828.9600      -0.627841        8.61470
       8828.0800         8829.2500     -0.0450127        5.31256
       8828.3700         8829.5500       0.139595        2.58703
       8828.6700         8829.8400       0.162257        1.96796
       8828.9600         8830.1400       0.363085       0.924662
       8829.2500         8830.4300       0.582428       0.932096
       8829.5500         8830.7300       0.291765       0.685795
       8829.8400         8831.0200       0.576618        1.03227
       8830.1400         8831.3200       0.965890       0.472479
       8830.4300         8831.6100        1.02611       0.762767
       8830.7300         8831.9100       0.481283       0.680490
       8831.0200         8832.2000       0.391000       0.635018
       8831.3200         8832.4900     -0.0544025       0.340355
       8831.6100         8832.7900      0.0925698       0.173473
       8831.9100         8833.0800      -0.415414       0.711257
       8832.2000         8833.3800       0.280369       0.573776
       8832.4900         8833.6700       0.885971       0.372047
       8832.7900         8833.9700       0.748422       0.300432
       8833.0800         8834.2600       0.497108       0.105401
       8833.3800         8834.5600       0.915827      -0.269249
       8833.6700         8834.8500       0.645786      0.0440000
       8833.9700         8835.1500      0.0799666       0.111941
       8834.2600         8835.4400       0.351326       0.161651
       8834.5600         8835.7400       0.207375       0.655929
       8834.8500         8836.0300      0.0494949       0.393270
       8835.1500         8836.3300      -0.233734     -0.0687453
       8835.4400         8836.6200      -0.235277     -0.0310950
       8835.7400         8836.9100      -0.366086      0.0515923
       8836.0300         8837.2100      -0.403077      -0.407703
       8836.3300         8837.5000      -0.652379     -0.0360544
       8836.6200         8837.8000      -0.561501     -0.0179799
       8836.9100         8838.0900      -0.788495      0.0341296
       8837.2100         8838.3900      -0.582892      -0.100533
       8837.5000         8838.6800      0.0331376      -0.191237
       8837.8000         8838.9800    -0.00325658      -0.148773
       8838.0900         8839.2700       0.162788      -0.189128
       8838.3900         8839.5700       0.252002      -0.147465
       8838.6800         8839.8600       0.162097      -0.180415
       8838.9800         8840.1600      -0.335883     -0.0551287
       8839.2700         8840.4500      -0.372904      -0.332246
       8839.5700         8840.7500      -0.935366       0.194084
       8839.8600         8841.0400       -1.14300       0.104888
       8840.1600         8841.3400       -1.52950       0.878046
       8840.4500         8841.6300      -0.756718        1.54208
       8840.7500         8841.9300      -0.589576        2.94650
       8841.0400         8842.2200      -0.481982        3.92520
       8841.3400         8842.5200      -0.462742        5.36887
       8841.6300         8842.8100       0.201282        5.66049
       8841.9300         8843.1100      -0.302081        5.68091
       8842.2200         8843.4000      -0.280487        5.24406
       8842.5200         8843.7000     -0.0370410        4.51220
       8842.8100         8843.9900       0.951448        3.77479
       8843.1100         8844.2900        3.26238        3.13224
       8843.4000         8844.5800        6.29455        2.79537
       8843.7000         8844.8800        7.91579        2.44346
       8843.9900         8845.1700        7.83322        2.00828
       8844.2900         8845.4700        7.00244        1.59453
       8844.5800         8845.7600        4.79298        1.48706
       8844.8800         8846.0600        2.18953        1.23055
       8845.1700         8846.3500       0.625937       0.956544
       8845.4700         8846.6500       0.583453       0.817978
       8845.7600         8846.9400       0.496006       0.556833
       8846.0600         8847.2400       0.599524       0.344404
       8846.3500         8847.5300       0.280957       0.245590
       8846.6500         8847.8300       0.526772       0.411004
