       lambda          SN_2796        SN_2803
       8522.8100         8525.0900       -19.0127        2.41630
       8523.1000         8525.3700       -20.5661        3.25371
       8523.3800         8525.6600       -21.4826        4.04652
       8523.6700         8525.9400       -21.9845        4.51210
       8523.9500         8526.2300       -21.6425        4.96116
       8524.2400         8526.5100       -19.4977        5.38136
       8524.5200         8526.8000       -14.1345        5.74562
       8524.8000         8527.0800       -5.01318        6.26261
       8525.0900         8527.3600        6.29625        6.36768
       8525.3700         8527.6500        19.3573        6.11852
       8525.6600         8527.9300        33.5100        5.60939
       8525.9400         8528.2200        49.4110        5.27346
       8526.2300         8528.5000        67.8155        4.88047
       8526.5100         8528.7900        89.6321        4.42577
       8526.8000         8529.0700        111.777        4.48030
       8527.0800         8529.3600        125.616        4.57006
       8527.3600         8529.6400        126.895        4.69261
       8527.6500         8529.9200        119.524        4.72586
       8527.9300         8530.2100        106.658        4.83963
       8528.2200         8530.4900        91.5563        5.00392
       8528.5000         8530.7800        75.9266        5.11628
       8528.7900         8531.0600        61.2277        5.58759
       8529.0700         8531.3500        48.1945        6.30358
       8529.3600         8531.6300        36.2856        6.37248
       8529.6400         8531.9200        25.8900        6.31050
       8529.9200         8532.2000        16.0189        6.14178
       8530.2100         8532.4900        7.41865        6.01506
       8530.4900         8532.7700        1.17824        5.85522
       8530.7800         8533.0600       -2.86998        5.70654
       8531.0600         8533.3400       -5.70487        5.70182
       8531.3500         8533.6200       -8.15390        5.37095
       8531.6300         8533.9100       -11.6955        5.05892
       8531.9200         8534.1900       -15.6700        4.99186
       8532.2000         8534.4800       -18.8224        4.87394
       8532.4900         8534.7600       -20.6461        4.62217
       8532.7700         8535.0500       -20.7443        4.48992
       8533.0600         8535.3300       -19.9208        4.42584
       8533.3400         8535.6200       -18.5228        4.32264
       8533.6200         8535.9000       -16.9577        4.41598
       8533.9100         8536.1900       -15.7696        4.44138
       8534.1900         8536.4700       -14.1327        4.58663
       8534.4800         8536.7600       -12.2518        4.34841
       8534.7600         8537.0400       -10.5428        4.69422
       8535.0500         8537.3300       -8.62149        5.39691
       8535.3300         8537.6100       -6.60558        6.54292
       8535.6200         8537.9000       -4.80349        8.14930
       8535.9000         8538.1800       -2.96059        9.59122
       8536.1900         8538.4600       -1.46742        10.3089
       8536.4700         8538.7500      -0.234176        10.7456
       8536.7600         8539.0300       0.186244        10.6835
       8537.0400         8539.3200     -0.0595310        10.5086
       8537.3300         8539.6000      -0.484914        10.0615
       8537.6100         8539.8900       -1.12984        9.51062
       8537.9000         8540.1700       -1.95796        8.55826
       8538.1800         8540.4600       -3.03833        7.10744
       8538.4600         8540.7400       -4.12377        5.62162
       8538.7500         8541.0300       -5.10156        4.47644
       8539.0300         8541.3100       -5.79350        3.77614
       8539.3200         8541.6000       -5.87546        3.50186
       8539.6000         8541.8800       -5.04891        3.18417
       8539.8900         8542.1700       -4.47307        2.71884
       8540.1700         8542.4500       -3.57107        2.07930
       8540.4600         8542.7400       -2.89415        1.57045
       8540.7400         8543.0200       -1.93743       0.962574
       8541.0300         8543.3100       -1.00368       0.776945
       8541.3100         8543.5900      -0.284573       0.704828
       8541.6000         8543.8800       0.303728       0.581595
       8541.8800         8544.1600       0.600233       0.180042
       8542.1700         8544.4500       0.196491      0.0636549
       8542.4500         8544.7300       0.240528      -0.223616
       8542.7400         8545.0200     -0.0358035      -0.120145
       8543.0200         8545.3000       0.167948      0.0345897
       8543.3100         8545.5900       0.324738     -0.0527195
       8543.5900         8545.8700       0.432390      -0.154100
       8543.8800         8546.1600       0.726781      0.0977361
       8544.1600         8546.4400       0.936945    -0.00697399
       8544.4500         8546.7300        1.53301     -0.0587168
       8544.7300         8547.0100        2.41630       0.273664
       8545.0200         8547.3000        3.25371       0.686194
       8545.3000         8547.5800        4.04652       0.890731
       8545.5900         8547.8700        4.51210       0.796045
       8545.8700         8548.1500        4.96116       0.865215
       8546.1600         8548.4400        5.38136        1.38151
       8546.4400         8548.7200        5.74562        3.09921
       8546.7300         8549.0100        6.26261        8.11178
       8547.0100         8549.2900        6.36768        15.5342
       8547.3000         8549.5800        6.11852        22.3012
       8547.5800         8549.8600        5.60939        27.4030
       8547.8700         8550.1500        5.27346        32.9111
       8548.1500         8550.4400        4.88047        40.2350
       8548.4400         8550.7200        4.42577        46.3347
       8548.7200         8551.0100        4.48030        48.2609
       8549.0100         8551.2900        4.57006        46.1104
       8549.2900         8551.5800        4.69261        39.9847
       8549.5800         8551.8600        4.72586        32.2145
       8549.8600         8552.1500        4.83963        25.8609
       8550.1500         8552.4300        5.00392        21.5157
       8550.4400         8552.7200        5.11628        17.0179
       8550.7200         8553.0000        5.58759        11.5485
       8551.0100         8553.2900        6.30358        7.69208
       8551.2900         8553.5700        6.37248        6.06711
       8551.5800         8553.8600        6.31050        5.53024
       8551.8600         8554.1400        6.14178        5.00406
       8552.1500         8554.4300        6.01506        4.43322
       8552.4300         8554.7100        5.85522        3.82420
       8552.7200         8555.0000        5.70654        3.18826
       8553.0000         8555.2900        5.70182        2.63997
       8553.2900         8555.5700        5.37095        2.33830
       8553.5700         8555.8600        5.05892        1.97700
       8553.8600         8556.1400        4.99186        2.08509
       8554.1400         8556.4300        4.87394        1.92969
       8554.4300         8556.7100        4.62217        1.58216
       8554.7100         8557.0000        4.48992        1.18498
       8555.0000         8557.2800        4.42584       0.938335
       8555.2900         8557.5700        4.32264       0.931214
       8555.5700         8557.8500        4.41598        1.07891
       8555.8600         8558.1400        4.44138       0.931671
       8556.1400         8558.4200        4.58663        1.23168
       8556.4300         8558.7100        4.34841        1.32980
       8556.7100         8559.0000        4.69422        1.59867
       8557.0000         8559.2800        5.39691        2.08397
       8557.2800         8559.5700        6.54292        2.51894
       8557.5700         8559.8500        8.14930        2.47306
       8557.8500         8560.1400        9.59122        2.39740
       8558.1400         8560.4200        10.3089        2.20959
       8558.4200         8560.7100        10.7456        1.95174
       8558.7100         8560.9900        10.6835        1.58388
       8559.0000         8561.2800        10.5086        1.45954
       8559.2800         8561.5700        10.0615        1.34629
       8559.5700         8561.8500        9.51062        1.49237
       8559.8500         8562.1400        8.55826        1.41036
       8560.1400         8562.4200        7.10744        1.48696
       8560.4200         8562.7100        5.62162        1.46010
       8560.7100         8562.9900        4.47644        1.57450
       8560.9900         8563.2800        3.77614        1.70184
       8561.2800         8563.5600        3.50186        1.66654
       8561.5700         8563.8500        3.18417        1.48500
       8561.8500         8564.1400        2.71884        1.73862
       8562.1400         8564.4200        2.07930        2.19450
       8562.4200         8564.7100        1.57045        3.74706
       8562.7100         8564.9900       0.962574        6.87030
       8562.9900         8565.2800       0.776945        12.3051
       8563.2800         8565.5600       0.704828        18.7843
       8563.5600         8565.8500       0.581595        23.8470
       8563.8500         8566.1400       0.180042        26.1680
       8564.1400         8566.4200      0.0636549        27.2744
       8564.4200         8566.7100      -0.223616        27.1846
       8564.7100         8566.9900      -0.120145        25.8793
       8564.9900         8567.2800      0.0345897        22.5473
       8565.2800         8567.5600     -0.0527195        18.3325
       8565.5600         8567.8500      -0.154100        12.5690
       8565.8500         8568.1400      0.0977361        6.99589
       8566.1400         8568.4200    -0.00697399        3.41408
       8566.4200         8568.7100     -0.0587168        1.69431
       8566.7100         8568.9900       0.273664       0.851587
       8566.9900         8569.2800       0.686194       0.495599
       8567.2800         8569.5700       0.890731       0.438796
       8567.5600         8569.8500       0.796045       0.773093
       8567.8500         8570.1400       0.865215       0.406703
       8568.1400         8570.4200        1.38151       0.499195
       8568.4200         8570.7100        3.09921       0.658497
       8568.7100         8571.0000        8.11178       0.276604
       8568.9900         8571.2800        15.5342       0.288456
       8569.2800         8571.5700        22.3012      0.0725487
       8569.5700         8571.8500        27.4030     -0.0834873
       8569.8500         8572.1400        32.9111      -0.235548
       8570.1400         8572.4200        40.2350      -0.512860
       8570.4200         8572.7100        46.3347      -0.458321
       8570.7100         8573.0000        48.2609      -0.431276
       8571.0000         8573.2800        46.1104      -0.740294
       8571.2800         8573.5700        39.9847      -0.596398
       8571.5700         8573.8500        32.2145      -0.508853
       8571.8500         8574.1400        25.8609      -0.424451
       8572.1400         8574.4300        21.5157      -0.349177
       8572.4200         8574.7100        17.0179      -0.211443
       8572.7100         8575.0000        11.5485      0.0506128
       8573.0000         8575.2800        7.69208     0.00574431
       8573.2800         8575.5700        6.06711      -0.268702
       8573.5700         8575.8600        5.53024     -0.0805572
       8573.8500         8576.1400        5.00406      -0.346860
       8574.1400         8576.4300        4.43322      -0.518807
       8574.4300         8576.7100        3.82420      -0.479570
       8574.7100         8577.0000        3.18826      -0.273553
       8575.0000         8577.2900        2.63997     -0.0848203
       8575.2800         8577.5700        2.33830     -0.0494464
       8575.5700         8577.8600        1.97700      0.0304536
       8575.8600         8578.1400        2.08509       0.299028
       8576.1400         8578.4300        1.92969       0.203202
       8576.4300         8578.7200        1.58216       0.400640
       8576.7100         8579.0000        1.18498       0.766597
       8577.0000         8579.2900       0.938335       0.935621
       8577.2900         8579.5800       0.931214       0.815445
       8577.5700         8579.8600        1.07891       0.454927
       8577.8600         8580.1500       0.931671       0.405341
       8578.1400         8580.4300        1.23168       0.731483
       8578.4300         8580.7200        1.32980       0.704096
       8578.7200         8581.0100        1.59867       0.880654
       8579.0000         8581.2900        2.08397       0.983346
       8579.2900         8581.5800        2.51894        1.00694
       8579.5800         8581.8700        2.47306       0.881582
       8579.8600         8582.1500        2.39740        1.05722
       8580.1500         8582.4400        2.20959        1.34972
       8580.4300         8582.7200        1.95174        1.41959
       8580.7200         8583.0100        1.58388        1.34342
       8581.0100         8583.3000        1.45954        1.35827
       8581.2900         8583.5800        1.34629        1.24532
       8581.5800         8583.8700        1.49237        1.34938
       8581.8700         8584.1600        1.41036        1.08902
       8582.1500         8584.4400        1.48696        1.28649
       8582.4400         8584.7300        1.46010        1.13677
       8582.7200         8585.0100        1.57450        1.07746
       8583.0100         8585.3000        1.70184        1.13829
       8583.3000         8585.5900        1.66654       0.933976
       8583.5800         8585.8700        1.48500        1.00599
       8583.8700         8586.1600        1.73862        1.07041
       8584.1600         8586.4500        2.19450        1.00905
       8584.4400         8586.7300        3.74706        1.08944
       8584.7300         8587.0200        6.87030        1.04202
       8585.0100         8587.3100        12.3051       0.861581
       8585.3000         8587.5900        18.7843       0.649875
       8585.5900         8587.8800        23.8470       0.497406
       8585.8700         8588.1700        26.1680       0.732708
       8586.1600         8588.4500        27.2744       0.589253
       8586.4500         8588.7400        27.1846       0.619619
       8586.7300         8589.0200        25.8793       0.651621
       8587.0200         8589.3100        22.5473       0.761991
       8587.3100         8589.6000        18.3325       0.687740
       8587.5900         8589.8800        12.5690       0.735589
       8587.8800         8590.1700        6.99589       0.789643
       8588.1700         8590.4600        3.41408       0.594577
       8588.4500         8590.7400        1.69431       0.327894
       8588.7400         8591.0300       0.851587       0.633214
       8589.0200         8591.3200       0.495599       0.483076
       8589.3100         8591.6000       0.438796       0.307728
       8589.6000         8591.8900       0.773093       0.147099
       8589.8800         8592.1800       0.406703       0.178508
       8590.1700         8592.4600       0.499195       0.268973
       8590.4600         8592.7500       0.658497       0.485623
       8590.7400         8593.0400       0.276604       0.658197
       8591.0300         8593.3200       0.288456       0.792924
       8591.3200         8593.6100      0.0725487       0.438675
       8591.6000         8593.9000     -0.0834873       0.595036
       8591.8900         8594.1800      -0.235548       0.555503
       8592.1800         8594.4700      -0.512860       0.475781
       8592.4600         8594.7600      -0.458321       0.504990
       8592.7500         8595.0400      -0.431276       0.741691
       8593.0400         8595.3300      -0.740294       0.684146
       8593.3200         8595.6200      -0.596398       0.865506
       8593.6100         8595.9000      -0.508853       0.812124
       8593.9000         8596.1900      -0.424451       0.692927
       8594.1800         8596.4800      -0.349177       0.403859
       8594.4700         8596.7600      -0.211443       0.465107
       8594.7600         8597.0500      0.0506128       0.633112
       8595.0400         8597.3400     0.00574431       0.422768
       8595.3300         8597.6200      -0.268702     -0.0348181
       8595.6200         8597.9100     -0.0805572      -0.273504
       8595.9000         8598.2000      -0.346860      -0.465121
       8596.1900         8598.4800      -0.518807      -0.660654
       8596.4800         8598.7700      -0.479570      -0.406451
       8596.7600         8599.0600      -0.273553      -0.493299
       8597.0500         8599.3400     -0.0848203      -0.437517
       8597.3400         8599.6300     -0.0494464      -0.695201
       8597.6200         8599.9200      0.0304536      -0.525202
       8597.9100         8600.2100       0.299028      -0.245619
       8598.2000         8600.4900       0.203202      -0.272643
       8598.4800         8600.7800       0.400640      -0.364775
       8598.7700         8601.0700       0.766597      -0.207988
       8599.0600         8601.3500       0.935621      -0.303737
       8599.3400         8601.6400       0.815445      -0.227842
       8599.6300         8601.9300       0.454927     -0.0709386
       8599.9200         8602.2100       0.405341       0.218723
       8600.2100         8602.5000       0.731483      0.0490523
       8600.4900         8602.7900       0.704096     0.00119907
       8600.7800         8603.0700       0.880654       0.198182
       8601.0700         8603.3600       0.983346       0.375785
       8601.3500         8603.6500        1.00694       0.540980
       8601.6400         8603.9400       0.881582       0.493484
       8601.9300         8604.2200        1.05722       0.422959
       8602.2100         8604.5100        1.34972       0.281209
       8602.5000         8604.8000        1.41959       0.354330
       8602.7900         8605.0800        1.34342       0.665176
       8603.0700         8605.3700        1.35827       0.412208
       8603.3600         8605.6600        1.24532       0.401900
       8603.6500         8605.9400        1.34938       0.372893
       8603.9400         8606.2300        1.08902       0.207427
       8604.2200         8606.5200        1.28649       0.291797
       8604.5100         8606.8100        1.13677       0.490982
       8604.8000         8607.0900        1.07746       0.683738
       8605.0800         8607.3800        1.13829       0.746391
       8605.3700         8607.6700       0.933976       0.656999
       8605.6600         8607.9500        1.00599        1.01213
       8605.9400         8608.2400        1.07041        1.15619
       8606.2300         8608.5300        1.00905        1.58674
       8606.5200         8608.8200        1.08944        1.84159
       8606.8100         8609.1000        1.04202        2.11575
       8607.0900         8609.3900       0.861581        2.53927
       8607.3800         8609.6800       0.649875        2.57107
       8607.6700         8609.9600       0.497406        2.69793
       8607.9500         8610.2500       0.732708        2.68662
       8608.2400         8610.5400       0.589253        2.66038
       8608.5300         8610.8300       0.619619        2.63944
       8608.8200         8611.1100       0.651621        2.36080
       8609.1000         8611.4000       0.761991        2.28813
       8609.3900         8611.6900       0.687740        1.99671
       8609.6800         8611.9700       0.735589        1.86723
       8609.9600         8612.2600       0.789643        1.65167
       8610.2500         8612.5500       0.594577        1.34147
       8610.5400         8612.8400       0.327894        1.47884
       8610.8300         8613.1200       0.633214        1.36480
       8611.1100         8613.4100       0.483076        1.32022
       8611.4000         8613.7000       0.307728        1.40659
       8611.6900         8613.9900       0.147099        1.44844
       8611.9700         8614.2700       0.178508        1.67639
       8612.2600         8614.5600       0.268973        1.26453
       8612.5500         8614.8500       0.485623        1.38636
       8612.8400         8615.1400       0.658197        1.54978
       8613.1200         8615.4200       0.792924        1.67007
       8613.4100         8615.7100       0.438675        1.71125
       8613.7000         8616.0000       0.595036        1.57534
       8613.9900         8616.2900       0.555503        1.28303
       8614.2700         8616.5700       0.475781        1.26816
       8614.5600         8616.8600       0.504990        1.49306
       8614.8500         8617.1500       0.741691        2.18648
       8615.1400         8617.4300       0.684146        2.98760
       8615.4200         8617.7200       0.865506        3.49806
       8615.7100         8618.0100       0.812124        3.44266
       8616.0000         8618.3000       0.692927        3.61948
       8616.2900         8618.5800       0.403859        3.55452
       8616.5700         8618.8700       0.465107        3.64238
       8616.8600         8619.1600       0.633112        3.31720
       8617.1500         8619.4500       0.422768        3.00357
       8617.4300         8619.7300     -0.0348181        2.35848
       8617.7200         8620.0200      -0.273504        1.53723
       8618.0100         8620.3100      -0.465121        1.08913
       8618.3000         8620.6000      -0.660654       0.787005
       8618.5800         8620.8800      -0.406451       0.401017
       8618.8700         8621.1700      -0.493299       0.703468
       8619.1600         8621.4600      -0.437517       0.650660
       8619.4500         8621.7500      -0.695201       0.649434
       8619.7300         8622.0400      -0.525202       0.527915
       8620.0200         8622.3200      -0.245619       0.727549
       8620.3100         8622.6100      -0.272643       0.962632
       8620.6000         8622.9000      -0.364775       0.789142
       8620.8800         8623.1900      -0.207988       0.579637
       8621.1700         8623.4700      -0.303737       0.625195
       8621.4600         8623.7600      -0.227842       0.299065
       8621.7500         8624.0500     -0.0709386       0.450849
       8622.0400         8624.3400       0.218723       0.583637
       8622.3200         8624.6200      0.0490523       0.718362
       8622.6100         8624.9100     0.00119907       0.625034
       8622.9000         8625.2000       0.198182       0.199667
       8623.1900         8625.4900       0.375785       0.381215
       8623.4700         8625.7700       0.540980       0.732204
       8623.7600         8626.0600       0.493484       0.536528
       8624.0500         8626.3500       0.422959       0.709523
       8624.3400         8626.6400       0.281209       0.601082
       8624.6200         8626.9300       0.354330       0.527947
       8624.9100         8627.2100       0.665176       0.494468
       8625.2000         8627.5000       0.412208       0.377240
       8625.4900         8627.7900       0.401900       0.593939
       8625.7700         8628.0800       0.372893       0.477036
       8626.0600         8628.3600       0.207427       0.505441
       8626.3500         8628.6500       0.291797       0.410359
       8626.6400         8628.9400       0.490982       0.319852
       8626.9300         8629.2300       0.683738       0.339733
       8627.2100         8629.5200       0.746391       0.287021
       8627.5000         8629.8000       0.656999      0.0691253
       8627.7900         8630.0900        1.01213      -0.102085
       8628.0800         8630.3800        1.15619      -0.152743
       8628.3600         8630.6700        1.58674      -0.115337
       8628.6500         8630.9600        1.84159      -0.248748
       8628.9400         8631.2400        2.11575    0.000781340
       8629.2300         8631.5300        2.53927     -0.0106916
       8629.5200         8631.8200        2.57107      -0.210435
       8629.8000         8632.1100        2.69793      -0.163993
       8630.0900         8632.3900        2.68662     -0.0983293
       8630.3800         8632.6800        2.66038       0.157321
       8630.6700         8632.9700        2.63944       0.271654
       8630.9600         8633.2600        2.36080      0.0825715
       8631.2400         8633.5500        2.28813       0.159848
       8631.5300         8633.8300        1.99671       0.180542
       8631.8200         8634.1200        1.86723      0.0217099
       8632.1100         8634.4100        1.65167       0.157334
       8632.3900         8634.7000        1.34147       0.301651
       8632.6800         8634.9900        1.47884    -0.00443864
       8632.9700         8635.2700        1.36480      -0.454599
       8633.2600         8635.5600        1.32022      -0.640352
       8633.5500         8635.8500        1.40659      -0.535068
       8633.8300         8636.1400        1.44844      -0.374465
       8634.1200         8636.4300        1.67639      -0.351579
       8634.4100         8636.7100        1.26453      -0.285996
       8634.7000         8637.0000        1.38636      -0.220600
       8634.9900         8637.2900        1.54978      -0.329350
       8635.2700         8637.5800        1.67007      0.0469237
       8635.5600         8637.8700        1.71125       0.557157
       8635.8500         8638.1600        1.57534       0.826766
       8636.1400         8638.4400        1.28303       0.803982
       8636.4300         8638.7300        1.26816       0.647845
       8636.7100         8639.0200        1.49306       0.576374
       8637.0000         8639.3100        2.18648       0.588144
       8637.2900         8639.6000        2.98760       0.401766
       8637.5800         8639.8800        3.49806       0.335744
       8637.8700         8640.1700        3.44266       0.277994
       8638.1600         8640.4600        3.61948       0.403554
       8638.4400         8640.7500        3.55452       0.198624
       8638.7300         8641.0400        3.64238       0.297133
       8639.0200         8641.3300        3.31720       0.264148
       8639.3100         8641.6100        3.00357       0.310044
       8639.6000         8641.9000        2.35848       0.310404
       8639.8800         8642.1900        1.53723       0.497338
       8640.1700         8642.4800        1.08913       0.497469
       8640.4600         8642.7700       0.787005       0.211592
       8640.7500         8643.0500       0.401017     -0.0566858
       8641.0400         8643.3400       0.703468      -0.117559
       8641.3300         8643.6300       0.650660      -0.297269
       8641.6100         8643.9200       0.649434      -0.313203
       8641.9000         8644.2100       0.527915      -0.368157
       8642.1900         8644.5000       0.727549      -0.499915
       8642.4800         8644.7900       0.962632      -0.391898
       8642.7700         8645.0700       0.789142      -0.308463
       8643.0500         8645.3600       0.579637      -0.111604
       8643.3400         8645.6500       0.625195      0.0991413
       8643.6300         8645.9400       0.299065       0.394541
       8643.9200         8646.2300       0.450849       0.481208
       8644.2100         8646.5200       0.583637       0.482674
       8644.5000         8646.8000       0.718362       0.416520
       8644.7900         8647.0900       0.625034       0.478363
       8645.0700         8647.3800       0.199667       0.491641
       8645.3600         8647.6700       0.381215       0.458489
       8645.6500         8647.9600       0.732204       0.315671
       8645.9400         8648.2500       0.536528       0.148738
       8646.2300         8648.5300       0.709523      0.0734308
       8646.5200         8648.8200       0.601082      -0.108384
       8646.8000         8649.1100       0.527947      -0.195031
       8647.0900         8649.4000       0.494468       0.186020
       8647.3800         8649.6900       0.377240       0.404486
       8647.6700         8649.9800       0.593939       0.352207
       8647.9600         8650.2700       0.477036       0.285441
       8648.2500         8650.5500       0.505441       0.248505
       8648.5300         8650.8400       0.410359       0.290317
       8648.8200         8651.1300       0.319852       0.275685
       8649.1100         8651.4200       0.339733       0.548540
       8649.4000         8651.7100       0.287021       0.505496
       8649.6900         8652.0000      0.0691253       0.275040
       8649.9800         8652.2900      -0.102085       0.279594
       8650.2700         8652.5700      -0.152743      0.0886565
       8650.5500         8652.8600      -0.115337      0.0908012
       8650.8400         8653.1500      -0.248748       0.286668
       8651.1300         8653.4400    0.000781340       0.111895
       8651.4200         8653.7300     -0.0106916       0.236649
       8651.7100         8654.0200      -0.210435       0.181012
       8652.0000         8654.3100      -0.163993       0.320397
       8652.2900         8654.5900     -0.0983293       0.191184
       8652.5700         8654.8800       0.157321      0.0487476
       8652.8600         8655.1700       0.271654       0.416039
       8653.1500         8655.4600      0.0825715       0.556123
       8653.4400         8655.7500       0.159848       0.417054
       8653.7300         8656.0400       0.180542       0.500662
       8654.0200         8656.3300      0.0217099       0.543376
       8654.3100         8656.6200       0.157334       0.448945
       8654.5900         8656.9000       0.301651       0.407043
       8654.8800         8657.1900    -0.00443864       0.572616
       8655.1700         8657.4800      -0.454599       0.793924
       8655.4600         8657.7700      -0.640352       0.577343
       8655.7500         8658.0600      -0.535068       0.368296
       8656.0400         8658.3500      -0.374465       0.407027
       8656.3300         8658.6400      -0.351579       0.869787
       8656.6200         8658.9300      -0.285996       0.383582
       8656.9000         8659.2100      -0.220600       0.316548
       8657.1900         8659.5000      -0.329350       0.136461
       8657.4800         8659.7900      0.0469237       0.177178
       8657.7700         8660.0800       0.557157      0.0343895
       8658.0600         8660.3700       0.826766      0.0893582
       8658.3500         8660.6600       0.803982       0.115327
       8658.6400         8660.9500       0.647845       0.211990
       8658.9300         8661.2400       0.576374     -0.0649843
       8659.2100         8661.5300       0.588144       0.130374
       8659.5000         8661.8100       0.401766       0.254222
       8659.7900         8662.1000       0.335744       0.561024
       8660.0800         8662.3900       0.277994       0.582904
       8660.3700         8662.6800       0.403554       0.594209
       8660.6600         8662.9700       0.198624       0.589420
       8660.9500         8663.2600       0.297133       0.676700
       8661.2400         8663.5500       0.264148       0.502039
       8661.5300         8663.8400       0.310044       0.451962
       8661.8100         8664.1300       0.310404       0.577832
       8662.1000         8664.4200       0.497338       0.498870
       8662.3900         8664.7000       0.497469       0.294783
       8662.6800         8664.9900       0.211592       0.134398
       8662.9700         8665.2800     -0.0566858       0.206791
       8663.2600         8665.5700      -0.117559       0.395412
       8663.5500         8665.8600      -0.297269       0.579343
       8663.8400         8666.1500      -0.313203        1.02427
       8664.1300         8666.4400      -0.368157        1.37696
       8664.4200         8666.7300      -0.499915        1.87758
       8664.7000         8667.0200      -0.391898        2.42279
       8664.9900         8667.3100      -0.308463        3.16314
       8665.2800         8667.5900      -0.111604        3.72041
       8665.5700         8667.8800      0.0991413        4.12644
       8665.8600         8668.1700       0.394541        4.36118
       8666.1500         8668.4600       0.481208        4.87601
       8666.4400         8668.7500       0.482674        5.66164
       8666.7300         8669.0400       0.416520        7.18351
       8667.0200         8669.3300       0.478363        9.33387
       8667.3100         8669.6200       0.491641        12.3920
       8667.5900         8669.9100       0.458489        16.1349
       8667.8800         8670.2000       0.315671        20.7346
       8668.1700         8670.4900       0.148738        25.2120
       8668.4600         8670.7800      0.0734308        28.5691
       8668.7500         8671.0700      -0.108384        31.5216
       8669.0400         8671.3500      -0.195031        34.1095
       8669.3300         8671.6400       0.186020        35.3201
       8669.6200         8671.9300       0.404486        35.6009
       8669.9100         8672.2200       0.352207        34.9809
       8670.2000         8672.5100       0.285441        33.0228
       8670.4900         8672.8000       0.248505        29.6977
       8670.7800         8673.0900       0.290317        25.6283
       8671.0700         8673.3800       0.275685        22.2841
       8671.3500         8673.6700       0.548540        19.0106
       8671.6400         8673.9600       0.505496        15.8454
       8671.9300         8674.2500       0.275040        12.9534
       8672.2200         8674.5400       0.279594        9.94341
       8672.5100         8674.8300      0.0886565        6.75042
       8672.8000         8675.1200      0.0908012        3.97662
       8673.0900         8675.4000       0.286668        2.10258
       8673.3800         8675.6900       0.111895        1.49564
       8673.6700         8675.9800       0.236649        1.00572
       8673.9600         8676.2700       0.181012       0.841461
       8674.2500         8676.5600       0.320397       0.766166
       8674.5400         8676.8500       0.191184       0.629602
       8674.8300         8677.1400      0.0487476       0.620835
       8675.1200         8677.4300       0.416039       0.605743
       8675.4000         8677.7200       0.556123       0.617345
