       lambda          SN_2796        SN_2803
       8506.9100         8510.3200       -4.46623      -0.143953
       8507.1900         8510.6000       -4.44661     -0.0984556
       8507.4800         8510.8800       -4.25380      -0.125913
       8507.7600         8511.1700       -3.78870      -0.143265
       8508.0400         8511.4500       -3.49078     -0.0779813
       8508.3300         8511.7300       -3.39796      0.0232927
       8508.6100         8512.0200       -3.20700      0.0739065
       8508.9000         8512.3000       -3.17424       0.118975
       8509.1800         8512.5900       -3.01432      0.0663726
       8509.4600         8512.8700       -2.78980      0.0638127
       8509.7500         8513.1500       -2.66355      0.0899801
       8510.0300         8513.4400       -2.36330       0.214915
       8510.3200         8513.7200       -2.26137       0.205847
       8510.6000         8514.0100       -2.24304       0.719245
       8510.8800         8514.2900       -2.21708        1.35696
       8511.1700         8514.5700       -2.28658        2.14755
       8511.4500         8514.8600       -2.37460        3.13219
       8511.7300         8515.1400       -2.36807        4.55773
       8512.0200         8515.4300       -2.26678        5.76617
       8512.3000         8515.7100       -2.25460        6.32068
       8512.5900         8515.9900       -2.02600        6.45530
       8512.8700         8516.2800       -1.83218        6.62668
       8513.1500         8516.5600       -1.59969        6.79967
       8513.4400         8516.8500       -1.32877        7.10844
       8513.7200         8517.1300       -1.26764        7.71267
       8514.0100         8517.4200       -1.11960        8.71423
       8514.2900         8517.7000      -0.963612        9.24804
       8514.5700         8517.9800      -0.876628        9.38812
       8514.8600         8518.2700      -0.820236        8.72329
       8515.1400         8518.5500      -0.730475        7.63610
       8515.4300         8518.8400      -0.486000        6.01656
       8515.7100         8519.1200      -0.419147        4.56653
       8515.9900         8519.4000      -0.109776        3.75076
       8516.2800         8519.6900    -0.00339910        3.40592
       8516.5600         8519.9700      0.0737800        3.11495
       8516.8500         8520.2600     -0.0212081        2.90154
       8517.1300         8520.5400      -0.170321        2.54527
       8517.4200         8520.8300     -0.0260015        1.97088
       8517.7000         8521.1100      -0.124713       0.949532
       8517.9800         8521.3900     -0.0115355      -0.136650
       8518.2700         8521.6800      0.0240469       -1.18061
       8518.5500         8521.9600     -0.0512375       -1.52530
       8518.8400         8522.2500      0.0369175       -1.51148
       8519.1200         8522.5300      -0.100681       -1.59670
       8519.4000         8522.8100     -0.0606892       -1.53820
       8519.6900         8523.1000      -0.251203       -1.45591
       8519.9700         8523.3800      -0.328852       -1.41642
       8520.2600         8523.6700      -0.398513       -1.35252
       8520.5400         8523.9500      -0.391171       -1.24566
       8520.8300         8524.2400      -0.275776       -1.24851
       8521.1100         8524.5200      -0.224963       -1.18815
       8521.3900         8524.8000      0.0187667       -1.10195
       8521.6800         8525.0900       0.116425       -1.03753
       8521.9600         8525.3700       0.239335      -0.919953
       8522.2500         8525.6600       0.666725      -0.864049
       8522.5300         8525.9400        1.04411      -0.839132
       8522.8100         8526.2300        1.32407      -0.644678
       8523.1000         8526.5100        1.57648      -0.451526
       8523.3800         8526.8000        1.75053      -0.334614
       8523.6700         8527.0800        1.76078      -0.207668
       8523.9500         8527.3600        1.84605      -0.190505
       8524.2400         8527.6500        1.85678      -0.115735
       8524.5200         8527.9300        1.73434       0.108631
       8524.8000         8528.2200        1.56787       0.203686
       8525.0900         8528.5000        1.40280       0.306049
       8525.3700         8528.7900        1.27750       0.269983
       8525.6600         8529.0700        1.30064       0.312832
       8525.9400         8529.3600        1.04111       0.144849
       8526.2300         8529.6400       0.684973       0.220478
       8526.5100         8529.9200       0.312361       0.461865
       8526.8000         8530.2100      0.0463887       0.770801
       8527.0800         8530.4900      -0.100508        1.22460
       8527.3600         8530.7800      -0.138244        1.46488
       8527.6500         8531.0600      -0.211360        1.75165
       8527.9300         8531.3500      -0.255089        1.92955
       8528.2200         8531.6300      -0.272507        2.31849
       8528.5000         8531.9200      -0.154675        2.77331
       8528.7900         8532.2000      -0.143953        3.11959
       8529.0700         8532.4900     -0.0984556        3.32763
       8529.3600         8532.7700      -0.125913        3.28392
       8529.6400         8533.0600      -0.143265        3.56510
       8529.9200         8533.3400     -0.0779813        3.44588
       8530.2100         8533.6200      0.0232927        3.14712
       8530.4900         8533.9100      0.0739065        2.89216
       8530.7800         8534.1900       0.118975        2.48390
       8531.0600         8534.4800      0.0663726        2.33938
       8531.3500         8534.7600      0.0638127        2.14923
       8531.6300         8535.0500      0.0899801        1.81958
       8531.9200         8535.3300       0.214915        1.38804
       8532.2000         8535.6200       0.205847       0.884021
       8532.4900         8535.9000       0.719245       0.417509
       8532.7700         8536.1900        1.35696       0.189743
       8533.0600         8536.4700        2.14755       0.288664
       8533.3400         8536.7600        3.13219       0.154468
       8533.6200         8537.0400        4.55773      0.0853251
       8533.9100         8537.3300        5.76617      0.0414531
       8534.1900         8537.6100        6.32068      -0.177860
       8534.4800         8537.9000        6.45530      -0.323756
       8534.7600         8538.1800        6.62668      -0.568508
       8535.0500         8538.4600        6.79967      -0.689414
       8535.3300         8538.7500        7.10844      -0.662775
       8535.6200         8539.0300        7.71267      -0.704393
       8535.9000         8539.3200        8.71423      -0.790597
       8536.1900         8539.6000        9.24804      -0.781167
       8536.4700         8539.8900        9.38812      -0.656533
       8536.7600         8540.1700        8.72329      -0.610700
       8537.0400         8540.4600        7.63610      -0.642086
       8537.3300         8540.7400        6.01656      -0.499973
       8537.6100         8541.0300        4.56653      -0.395940
       8537.9000         8541.3100        3.75076      -0.271313
       8538.1800         8541.6000        3.40592      -0.264958
       8538.4600         8541.8800        3.11495      -0.247116
       8538.7500         8542.1700        2.90154      -0.191649
       8539.0300         8542.4500        2.54527      -0.224888
       8539.3200         8542.7400        1.97088      -0.285287
       8539.6000         8543.0200       0.949532      -0.263918
       8539.8900         8543.3100      -0.136650      -0.251935
       8540.1700         8543.5900       -1.18061      -0.236379
       8540.4600         8543.8800       -1.52530      -0.172838
       8540.7400         8544.1600       -1.51148       0.125660
       8541.0300         8544.4500       -1.59670       0.376458
       8541.3100         8544.7300       -1.53820       0.469939
       8541.6000         8545.0200       -1.45591       0.606437
       8541.8800         8545.3000       -1.41642       0.696373
       8542.1700         8545.5900       -1.35252       0.832906
       8542.4500         8545.8700       -1.24566       0.907596
       8542.7400         8546.1600       -1.24851       0.975131
       8543.0200         8546.4400       -1.18815        1.06451
       8543.3100         8546.7300       -1.10195        1.17215
       8543.5900         8547.0100       -1.03753        1.19121
       8543.8800         8547.3000      -0.919953        1.34686
       8544.1600         8547.5800      -0.864049        1.40712
       8544.4500         8547.8700      -0.839132        1.24700
       8544.7300         8548.1500      -0.644678        1.19210
       8545.0200         8548.4400      -0.451526        1.28661
       8545.3000         8548.7200      -0.334614        1.28624
       8545.5900         8549.0100      -0.207668        1.26306
       8545.8700         8549.2900      -0.190505        1.37800
       8546.1600         8549.5800      -0.115735        1.44749
       8546.4400         8549.8600       0.108631        1.60468
       8546.7300         8550.1500       0.203686        1.58026
       8547.0100         8550.4400       0.306049        1.59266
       8547.3000         8550.7200       0.269983        1.67100
       8547.5800         8551.0100       0.312832        1.53294
       8547.8700         8551.2900       0.144849        1.41491
       8548.1500         8551.5800       0.220478        1.28840
       8548.4400         8551.8600       0.461865        1.09098
       8548.7200         8552.1500       0.770801       0.763006
       8549.0100         8552.4300        1.22460       0.651940
       8549.2900         8552.7200        1.46488       0.478925
       8549.5800         8553.0000        1.75165       0.262736
       8549.8600         8553.2900        1.92955      0.0658992
       8550.1500         8553.5700        2.31849     -0.0316891
       8550.4400         8553.8600        2.77331     -0.0466457
       8550.7200         8554.1400        3.11959     -0.0529903
       8551.0100         8554.4300        3.32763     -0.0631197
       8551.2900         8554.7100        3.28392     -0.0832213
       8551.5800         8555.0000        3.56510     -0.0537140
       8551.8600         8555.2900        3.44588    -0.00703932
       8552.1500         8555.5700        3.14712      -0.174324
       8552.4300         8555.8600        2.89216      -0.191914
       8552.7200         8556.1400        2.48390      -0.339254
       8553.0000         8556.4300        2.33938      -0.319663
       8553.2900         8556.7100        2.14923      -0.437226
       8553.5700         8557.0000        1.81958      -0.430221
       8553.8600         8557.2800        1.38804      -0.646840
       8554.1400         8557.5700       0.884021      -0.751324
       8554.4300         8557.8500       0.417509      -0.782875
       8554.7100         8558.1400       0.189743      -0.799367
       8555.0000         8558.4200       0.288664      -0.869775
       8555.2900         8558.7100       0.154468       -1.03741
       8555.5700         8559.0000      0.0853251       -1.06617
       8555.8600         8559.2800      0.0414531      -0.973065
       8556.1400         8559.5700      -0.177860      -0.921642
       8556.4300         8559.8500      -0.323756      -0.798874
       8556.7100         8560.1400      -0.568508      -0.825035
       8557.0000         8560.4200      -0.689414      -0.719688
       8557.2800         8560.7100      -0.662775      -0.634412
       8557.5700         8560.9900      -0.704393      -0.559185
       8557.8500         8561.2800      -0.790597      -0.494964
       8558.1400         8561.5700      -0.781167      -0.520074
       8558.4200         8561.8500      -0.656533      -0.531852
       8558.7100         8562.1400      -0.610700      -0.466339
       8559.0000         8562.4200      -0.642086      -0.281132
       8559.2800         8562.7100      -0.499973      -0.218235
       8559.5700         8562.9900      -0.395940      -0.225998
       8559.8500         8563.2800      -0.271313      -0.185985
       8560.1400         8563.5600      -0.264958      -0.221889
       8560.4200         8563.8500      -0.247116     -0.0765579
       8560.7100         8564.1400      -0.191649     -0.0898508
       8560.9900         8564.4200      -0.224888      -0.128977
       8561.2800         8564.7100      -0.285287     -0.0534986
       8561.5700         8564.9900      -0.263918     -0.0351123
       8561.8500         8565.2800      -0.251935      0.0178625
       8562.1400         8565.5600      -0.236379      0.0568304
       8562.4200         8565.8500      -0.172838      0.0730270
       8562.7100         8566.1400       0.125660     -0.0117101
       8562.9900         8566.4200       0.376458      -0.131406
       8563.2800         8566.7100       0.469939      -0.107849
       8563.5600         8566.9900       0.606437      0.0181396
       8563.8500         8567.2800       0.696373       0.161251
       8564.1400         8567.5600       0.832906       0.252425
       8564.4200         8567.8500       0.907596       0.215584
       8564.7100         8568.1400       0.975131       0.146367
       8564.9900         8568.4200        1.06451       0.222952
       8565.2800         8568.7100        1.17215       0.258024
       8565.5600         8568.9900        1.19121       0.331506
       8565.8500         8569.2800        1.34686       0.657160
       8566.1400         8569.5700        1.40712        1.17330
       8566.4200         8569.8500        1.24700        1.79235
       8566.7100         8570.1400        1.19210        2.56856
       8566.9900         8570.4200        1.28661        3.36793
       8567.2800         8570.7100        1.28624        3.54567
       8567.5600         8571.0000        1.26306        3.52543
       8567.8500         8571.2800        1.37800        3.40868
       8568.1400         8571.5700        1.44749        3.61060
       8568.4200         8571.8500        1.60468        3.69163
       8568.7100         8572.1400        1.58026        3.52031
       8568.9900         8572.4200        1.59266        3.40215
       8569.2800         8572.7100        1.67100        3.38739
       8569.5700         8573.0000        1.53294        3.00486
       8569.8500         8573.2800        1.41491        2.49298
       8570.1400         8573.5700        1.28840        1.86434
       8570.4200         8573.8500        1.09098        1.20482
       8570.7100         8574.1400       0.763006       0.299056
       8571.0000         8574.4300       0.651940     -0.0636927
       8571.2800         8574.7100       0.478925      -0.122497
       8571.5700         8575.0000       0.262736     -0.0143817
       8571.8500         8575.2800      0.0658992     -0.0888653
       8572.1400         8575.5700     -0.0316891      -0.168966
       8572.4200         8575.8600     -0.0466457     -0.0327943
       8572.7100         8576.1400     -0.0529903      0.0384701
       8573.0000         8576.4300     -0.0631197      -0.114373
       8573.2800         8576.7100     -0.0832213      -0.116422
       8573.5700         8577.0000     -0.0537140      -0.248815
       8573.8500         8577.2900    -0.00703932      -0.207315
       8574.1400         8577.5700      -0.174324      -0.265669
       8574.4300         8577.8600      -0.191914      -0.269312
       8574.7100         8578.1400      -0.339254      -0.243383
       8575.0000         8578.4300      -0.319663      -0.298592
       8575.2800         8578.7200      -0.437226      -0.437229
       8575.5700         8579.0000      -0.430221      -0.402460
       8575.8600         8579.2900      -0.646840      -0.291431
       8576.1400         8579.5800      -0.751324      -0.345213
       8576.4300         8579.8600      -0.782875      -0.239048
       8576.7100         8580.1500      -0.799367     -0.0720070
       8577.0000         8580.4300      -0.869775      0.0621367
       8577.2900         8580.7200       -1.03741       0.190352
       8577.5700         8581.0100       -1.06617       0.214477
       8577.8600         8581.2900      -0.973065       0.262978
       8578.1400         8581.5800      -0.921642       0.427199
       8578.4300         8581.8700      -0.798874       0.576624
       8578.7200         8582.1500      -0.825035       0.690290
       8579.0000         8582.4400      -0.719688       0.826193
       8579.2900         8582.7200      -0.634412       0.743567
       8579.5800         8583.0100      -0.559185       0.746064
       8579.8600         8583.3000      -0.494964       0.745205
       8580.1500         8583.5800      -0.520074       0.588190
       8580.4300         8583.8700      -0.531852       0.410504
       8580.7200         8584.1600      -0.466339       0.228272
       8581.0100         8584.4400      -0.281132       0.235348
       8581.2900         8584.7300      -0.218235       0.205326
       8581.5800         8585.0100      -0.225998       0.215740
       8581.8700         8585.3000      -0.185985       0.197118
       8582.1500         8585.5900      -0.221889       0.112346
       8582.4400         8585.8700     -0.0765579      0.0642317
       8582.7200         8586.1600     -0.0898508     -0.0243173
       8583.0100         8586.4500      -0.128977     -0.0513249
       8583.3000         8586.7300     -0.0534986     -0.0806065
       8583.5800         8587.0200     -0.0351123     -0.0386914
       8583.8700         8587.3100      0.0178625     -0.0239686
       8584.1600         8587.5900      0.0568304      0.0263104
       8584.4400         8587.8800      0.0730270       0.147411
       8584.7300         8588.1700     -0.0117101       0.167951
       8585.0100         8588.4500      -0.131406       0.274884
       8585.3000         8588.7400      -0.107849       0.270507
       8585.5900         8589.0200      0.0181396       0.176269
       8585.8700         8589.3100       0.161251      0.0977511
       8586.1600         8589.6000       0.252425      0.0622838
       8586.4500         8589.8800       0.215584      0.0212224
       8586.7300         8590.1700       0.146367    -0.00802754
       8587.0200         8590.4600       0.222952     -0.0130191
       8587.3100         8590.7400       0.258024     -0.0704974
       8587.5900         8591.0300       0.331506      0.0558158
       8587.8800         8591.3200       0.657160     -0.0368321
       8588.1700         8591.6000        1.17330      -0.125960
       8588.4500         8591.8900        1.79235      -0.257627
       8588.7400         8592.1800        2.56856      -0.421408
       8589.0200         8592.4600        3.36793      -0.421862
       8589.3100         8592.7500        3.54567      -0.396230
       8589.6000         8593.0400        3.52543      -0.489053
       8589.8800         8593.3200        3.40868      -0.605437
       8590.1700         8593.6100        3.61060      -0.637196
       8590.4600         8593.9000        3.69163      -0.567565
       8590.7400         8594.1800        3.52031      -0.669062
       8591.0300         8594.4700        3.40215      -0.592701
       8591.3200         8594.7600        3.38739      -0.645083
       8591.6000         8595.0400        3.00486      -0.518737
       8591.8900         8595.3300        2.49298      -0.544564
       8592.1800         8595.6200        1.86434      -0.515091
       8592.4600         8595.9000        1.20482      -0.617294
       8592.7500         8596.1900       0.299056      -0.613812
       8593.0400         8596.4800     -0.0636927      -0.494294
       8593.3200         8596.7600      -0.122497      -0.255752
       8593.6100         8597.0500     -0.0143817     -0.0493199
       8593.9000         8597.3400     -0.0888653     -0.0700860
       8594.1800         8597.6200      -0.168966      -0.133433
       8594.4700         8597.9100     -0.0327943      0.0213177
       8594.7600         8598.2000      0.0384701    -0.00978907
       8595.0400         8598.4800      -0.114373     0.00403637
       8595.3300         8598.7700      -0.116422     -0.0946601
       8595.6200         8599.0600      -0.248815     -0.0489611
       8595.9000         8599.3400      -0.207315      0.0227507
       8596.1900         8599.6300      -0.265669       0.276629
       8596.4800         8599.9200      -0.269312       0.303267
       8596.7600         8600.2100      -0.243383       0.398512
       8597.0500         8600.4900      -0.298592       0.577530
       8597.3400         8600.7800      -0.437229       0.754774
       8597.6200         8601.0700      -0.402460        1.09323
       8597.9100         8601.3500      -0.291431        1.15106
       8598.2000         8601.6400      -0.345213        1.15321
       8598.4800         8601.9300      -0.239048        1.21589
       8598.7700         8602.2100     -0.0720070        1.39280
       8599.0600         8602.5000      0.0621367        1.84530
       8599.3400         8602.7900       0.190352        2.60315
       8599.6300         8603.0700       0.214477        3.50879
       8599.9200         8603.3600       0.262978        4.24812
       8600.2100         8603.6500       0.427199        4.86094
       8600.4900         8603.9400       0.576624        5.14403
       8600.7800         8604.2200       0.690290        5.25599
       8601.0700         8604.5100       0.826193        4.86312
       8601.3500         8604.8000       0.743567        4.49913
       8601.6400         8605.0800       0.746064        4.51521
       8601.9300         8605.3700       0.745205        4.40434
       8602.2100         8605.6600       0.588190        4.26435
       8602.5000         8605.9400       0.410504        3.84770
       8602.7900         8606.2300       0.228272        3.35377
       8603.0700         8606.5200       0.235348        2.55027
       8603.3600         8606.8100       0.205326        1.62449
       8603.6500         8607.0900       0.215740       0.850301
       8603.9400         8607.3800       0.197118       0.270328
       8604.2200         8607.6700       0.112346      -0.113964
       8604.5100         8607.9500      0.0642317      -0.437356
       8604.8000         8608.2400     -0.0243173      -0.308850
       8605.0800         8608.5300     -0.0513249      -0.338129
       8605.3700         8608.8200     -0.0806065      -0.464547
       8605.6600         8609.1000     -0.0386914      -0.351391
       8605.9400         8609.3900     -0.0239686      -0.445410
       8606.2300         8609.6800      0.0263104      -0.368897
       8606.5200         8609.9600       0.147411      -0.437892
       8606.8100         8610.2500       0.167951      -0.429527
       8607.0900         8610.5400       0.274884      -0.363567
       8607.3800         8610.8300       0.270507      -0.316064
       8607.6700         8611.1100       0.176269      -0.256363
       8607.9500         8611.4000      0.0977511      -0.321723
       8608.2400         8611.6900      0.0622838      -0.463281
       8608.5300         8611.9700      0.0212224      -0.659017
       8608.8200         8612.2600    -0.00802754      -0.617473
       8609.1000         8612.5500     -0.0130191      -0.482527
       8609.3900         8612.8400     -0.0704974      -0.565589
       8609.6800         8613.1200      0.0558158      -0.593175
       8609.9600         8613.4100     -0.0368321      -0.550821
       8610.2500         8613.7000      -0.125960      -0.401328
       8610.5400         8613.9900      -0.257627      -0.296679
       8610.8300         8614.2700      -0.421408      -0.174272
       8611.1100         8614.5600      -0.421862      -0.121679
       8611.4000         8614.8500      -0.396230      -0.151862
       8611.6900         8615.1400      -0.489053     -0.0926507
       8611.9700         8615.4200      -0.605437     -0.0573244
       8612.2600         8615.7100      -0.637196       0.117077
       8612.5500         8616.0000      -0.567565       0.319777
       8612.8400         8616.2900      -0.669062       0.297018
       8613.1200         8616.5700      -0.592701       0.349644
       8613.4100         8616.8600      -0.645083       0.806382
       8613.7000         8617.1500      -0.518737        1.17138
       8613.9900         8617.4300      -0.544564        1.70387
       8614.2700         8617.7200      -0.515091        1.99387
       8614.5600         8618.0100      -0.617294        2.15755
       8614.8500         8618.3000      -0.613812        2.28691
       8615.1400         8618.5800      -0.494294        2.48300
       8615.4200         8618.8700      -0.255752        2.57611
       8615.7100         8619.1600     -0.0493199        2.57335
       8616.0000         8619.4500     -0.0700860        2.55915
       8616.2900         8619.7300      -0.133433        2.41056
       8616.5700         8620.0200      0.0213177        2.54182
       8616.8600         8620.3100    -0.00978907        2.63021
       8617.1500         8620.6000     0.00403637        2.33526
       8617.4300         8620.8800     -0.0946601        1.99973
       8617.7200         8621.1700     -0.0489611        1.49790
       8618.0100         8621.4600      0.0227507        1.25258
       8618.3000         8621.7500       0.276629       0.933639
       8618.5800         8622.0400       0.303267       0.542433
       8618.8700         8622.3200       0.398512       0.316373
       8619.1600         8622.6100       0.577530       0.334476
       8619.4500         8622.9000       0.754774       0.443515
       8619.7300         8623.1900        1.09323       0.500642
       8620.0200         8623.4700        1.15106       0.539226
       8620.3100         8623.7600        1.15321       0.435392
       8620.6000         8624.0500        1.21589       0.405476
       8620.8800         8624.3400        1.39280       0.480479
       8621.1700         8624.6200        1.84530       0.488644
       8621.4600         8624.9100        2.60315       0.403032
       8621.7500         8625.2000        3.50879       0.229373
       8622.0400         8625.4900        4.24812       0.372047
       8622.3200         8625.7700        4.86094       0.607908
       8622.6100         8626.0600        5.14403       0.620960
       8622.9000         8626.3500        5.25599       0.560731
       8623.1900         8626.6400        4.86312       0.554793
       8623.4700         8626.9300        4.49913       0.393723
       8623.7600         8627.2100        4.51521       0.217828
       8624.0500         8627.5000        4.40434      0.0550553
       8624.3400         8627.7900        4.26435      0.0626354
       8624.6200         8628.0800        3.84770     0.00797605
       8624.9100         8628.3600        3.35377     0.00383335
       8625.2000         8628.6500        2.55027     -0.0498162
       8625.4900         8628.9400        1.62449     -0.0294424
       8625.7700         8629.2300       0.850301     -0.0643891
       8626.0600         8629.5200       0.270328      -0.282100
       8626.3500         8629.8000      -0.113964      -0.425384
       8626.6400         8630.0900      -0.437356      -0.495870
       8626.9300         8630.3800      -0.308850      -0.494655
       8627.2100         8630.6700      -0.338129      -0.401022
       8627.5000         8630.9600      -0.464547      -0.207749
       8627.7900         8631.2400      -0.351391      -0.164085
       8628.0800         8631.5300      -0.445410      -0.458883
       8628.3600         8631.8200      -0.368897      -0.477601
       8628.6500         8632.1100      -0.437892      -0.477541
       8628.9400         8632.3900      -0.429527      -0.443908
       8629.2300         8632.6800      -0.363567      -0.463208
       8629.5200         8632.9700      -0.316064      -0.534175
       8629.8000         8633.2600      -0.256363      -0.512321
       8630.0900         8633.5500      -0.321723      -0.301416
       8630.3800         8633.8300      -0.463281     -0.0814186
       8630.6700         8634.1200      -0.659017      0.0203643
       8630.9600         8634.4100      -0.617473     0.00974731
       8631.2400         8634.7000      -0.482527      -0.114660
       8631.5300         8634.9900      -0.565589     -0.0710936
       8631.8200         8635.2700      -0.593175       0.275359
       8632.1100         8635.5600      -0.550821       0.346498
       8632.3900         8635.8500      -0.401328       0.148474
       8632.6800         8636.1400      -0.296679      0.0222181
       8632.9700         8636.4300      -0.174272     -0.0597638
       8633.2600         8636.7100      -0.121679      -0.120815
       8633.5500         8637.0000      -0.151862     -0.0289782
       8633.8300         8637.2900     -0.0926507      -0.188840
       8634.1200         8637.5800     -0.0573244      -0.410086
       8634.4100         8637.8700       0.117077      -0.435786
       8634.7000         8638.1600       0.319777      -0.428871
       8634.9900         8638.4400       0.297018      -0.313988
       8635.2700         8638.7300       0.349644      -0.350975
       8635.5600         8639.0200       0.806382      -0.380777
       8635.8500         8639.3100        1.17138      -0.620350
       8636.1400         8639.6000        1.70387      -0.594366
       8636.4300         8639.8800        1.99387      -0.477643
       8636.7100         8640.1700        2.15755      -0.463666
       8637.0000         8640.4600        2.28691      -0.562046
       8637.2900         8640.7500        2.48300      -0.758877
       8637.5800         8641.0400        2.57611      -0.822388
       8637.8700         8641.3300        2.57335      -0.894786
       8638.1600         8641.6100        2.55915      -0.851191
       8638.4400         8641.9000        2.41056      -0.579029
       8638.7300         8642.1900        2.54182      -0.302765
       8639.0200         8642.4800        2.63021      0.0418514
       8639.3100         8642.7700        2.33526       0.114221
       8639.6000         8643.0500        1.99973       0.458879
       8639.8800         8643.3400        1.49790       0.845095
       8640.1700         8643.6300        1.25258        1.16953
       8640.4600         8643.9200       0.933639        1.36467
       8640.7500         8644.2100       0.542433        1.34272
       8641.0400         8644.5000       0.316373        1.52335
       8641.3300         8644.7900       0.334476        1.63180
       8641.6100         8645.0700       0.443515        1.84969
       8641.9000         8645.3600       0.500642        1.49019
       8642.1900         8645.6500       0.539226        1.05287
       8642.4800         8645.9400       0.435392       0.653816
       8642.7700         8646.2300       0.405476       0.370444
       8643.0500         8646.5200       0.480479       0.174773
       8643.3400         8646.8000       0.488644      0.0337033
       8643.6300         8647.0900       0.403032      -0.186651
       8643.9200         8647.3800       0.229373      -0.453785
       8644.2100         8647.6700       0.372047      -0.601116
       8644.5000         8647.9600       0.607908      -0.434012
       8644.7900         8648.2500       0.620960      -0.370040
       8645.0700         8648.5300       0.560731      -0.222565
       8645.3600         8648.8200       0.554793      -0.166129
       8645.6500         8649.1100       0.393723      -0.202602
       8645.9400         8649.4000       0.217828      -0.167545
       8646.2300         8649.6900      0.0550553     -0.0407538
       8646.5200         8649.9800      0.0626354      0.0530732
       8646.8000         8650.2700     0.00797605       0.197767
       8647.0900         8650.5500     0.00383335       0.268417
       8647.3800         8650.8400     -0.0498162       0.158179
       8647.6700         8651.1300     -0.0294424       0.164299
       8647.9600         8651.4200     -0.0643891       0.181294
       8648.2500         8651.7100      -0.282100       0.191918
       8648.5300         8652.0000      -0.425384       0.115406
       8648.8200         8652.2900      -0.495870     -0.0544516
       8649.1100         8652.5700      -0.494655      -0.275157
       8649.4000         8652.8600      -0.401022     -0.0774050
       8649.6900         8653.1500      -0.207749      0.0564708
       8649.9800         8653.4400      -0.164085     -0.0884828
       8650.2700         8653.7300      -0.458883      -0.129532
       8650.5500         8654.0200      -0.477601      -0.189551
       8650.8400         8654.3100      -0.477541      -0.220034
       8651.1300         8654.5900      -0.443908      -0.113746
       8651.4200         8654.8800      -0.463208      0.0135164
       8651.7100         8655.1700      -0.534175      0.0486710
       8652.0000         8655.4600      -0.512321      0.0616906
       8652.2900         8655.7500      -0.301416     -0.0737370
       8652.5700         8656.0400     -0.0814186      0.0620759
       8652.8600         8656.3300      0.0203643       0.167453
       8653.1500         8656.6200     0.00974731       0.145659
       8653.4400         8656.9000      -0.114660      0.0558813
       8653.7300         8657.1900     -0.0710936       0.114835
       8654.0200         8657.4800       0.275359      0.0579426
       8654.3100         8657.7700       0.346498      0.0257745
       8654.5900         8658.0600       0.148474     0.00196657
       8654.8800         8658.3500      0.0222181      0.0811577
       8655.1700         8658.6400     -0.0597638      0.0400880
       8655.4600         8658.9300      -0.120815     -0.0355602
       8655.7500         8659.2100     -0.0289782      -0.115139
       8656.0400         8659.5000      -0.188840      0.0835442
       8656.3300         8659.7900      -0.410086    -0.00304325
       8656.6200         8660.0800      -0.435786      -0.264087
       8656.9000         8660.3700      -0.428871      -0.414827
