       lambda          SN_2796        SN_2803
       8281.2500         8284.5700       0.612477       0.429197
       8281.5300         8284.8400       0.508144       0.449876
       8281.8000         8285.1200       0.416017       0.247802
       8282.0800         8285.3900       0.336219     -0.0212801
       8282.3500         8285.6700       0.277453     0.00353599
       8282.6300         8285.9500       0.399720      0.0554767
       8282.9100         8286.2200       0.368444       0.243776
       8283.1800         8286.5000       0.519336       0.367710
       8283.4600         8286.7800       0.557845       0.311564
       8283.7400         8287.0500       0.767869       0.317795
       8284.0100         8287.3300       0.939482       0.371527
       8284.2900         8287.6100        1.09700       0.445233
       8284.5700         8287.8800        1.02465       0.474345
       8284.8400         8288.1600        1.02714       0.586048
       8285.1200         8288.4300        1.01072       0.551356
       8285.3900         8288.7100        1.18175       0.617070
       8285.6700         8288.9900        1.19156       0.839759
       8285.9500         8289.2600        1.22334       0.895260
       8286.2200         8289.5400        1.03617       0.922634
       8286.5000         8289.8200        1.12503       0.573186
       8286.7800         8290.0900        1.17725       0.546290
       8287.0500         8290.3700        1.27402       0.642664
       8287.3300         8290.6500        1.37854       0.656551
       8287.6100         8290.9200        1.12879       0.505089
       8287.8800         8291.2000       0.940036       0.469184
       8288.1600         8291.4800       0.934086       0.596524
       8288.4300         8291.7500       0.910235       0.484144
       8288.7100         8292.0300        1.08869       0.390686
       8288.9900         8292.3100        1.01543       0.327587
       8289.2600         8292.5800       0.917754       0.120818
       8289.5400         8292.8600       0.859014      0.0358723
       8289.8200         8293.1400       0.963679       0.206543
       8290.0900         8293.4100       0.925831       0.272526
       8290.3700         8293.6900       0.820584       0.149980
       8290.6500         8293.9700       0.709146       0.156637
       8290.9200         8294.2400       0.386593       0.149672
       8291.2000         8294.5200       0.427047       0.206364
       8291.4800         8294.8000       0.540410       0.328461
       8291.7500         8295.0700       0.508382       0.263320
       8292.0300         8295.3500       0.472773       0.383616
       8292.3100         8295.6300       0.253864       0.472153
       8292.5800         8295.9000      0.0919285       0.517514
       8292.8600         8296.1800       0.272127       0.683181
       8293.1400         8296.4600       0.481997       0.757368
       8293.4100         8296.7300       0.493602       0.585196
       8293.6900         8297.0100       0.553876       0.547524
       8293.9700         8297.2900       0.463123       0.699516
       8294.2400         8297.5600       0.377440       0.742733
       8294.5200         8297.8400       0.505254       0.628798
       8294.8000         8298.1200       0.416978       0.471674
       8295.0700         8298.3900       0.659901       0.385781
       8295.3500         8298.6700       0.656504       0.363481
       8295.6300         8298.9500       0.573166       0.472646
       8295.9000         8299.2200       0.593653       0.677163
       8296.1800         8299.5000       0.743061       0.747159
       8296.4600         8299.7800       0.683101       0.608963
       8296.7300         8300.0500       0.660678       0.442361
       8297.0100         8300.3300       0.623778       0.373656
       8297.2900         8300.6100       0.483117       0.296935
       8297.5600         8300.8900       0.665748       0.267975
       8297.8400         8301.1600       0.544376       0.121609
       8298.1200         8301.4400       0.465324       0.172895
       8298.3900         8301.7200       0.541735      0.0985062
       8298.6700         8301.9900       0.342737       0.255875
       8298.9500         8302.2700       0.316739       0.368016
       8299.2200         8302.5500       0.377677       0.499725
       8299.5000         8302.8200       0.530639       0.381141
       8299.7800         8303.1000       0.667147       0.185847
       8300.0500         8303.3800       0.687789       0.281874
       8300.3300         8303.6500       0.564341       0.353519
       8300.6100         8303.9300       0.568806       0.269245
       8300.8900         8304.2100       0.593388       0.233407
       8301.1600         8304.4900       0.451303       0.244052
       8301.4400         8304.7600       0.553584       0.298206
       8301.7200         8305.0400       0.723824       0.312073
       8301.9900         8305.3200       0.601036       0.392921
       8302.2700         8305.5900       0.588905       0.200983
       8302.5500         8305.8700       0.429197      0.0746170
       8302.8200         8306.1500       0.449876      -0.124759
       8303.1000         8306.4200       0.247802      -0.103481
       8303.3800         8306.7000     -0.0212801     0.00342237
       8303.6500         8306.9800     0.00353599   -0.000212951
       8303.9300         8307.2600      0.0554767     -0.0441932
       8304.2100         8307.5300       0.243776    -0.00198989
       8304.4900         8307.8100       0.367710       0.191662
       8304.7600         8308.0900       0.311564      0.0999961
       8305.0400         8308.3600       0.317795    -0.00838335
       8305.3200         8308.6400       0.371527      0.0333329
       8305.5900         8308.9200       0.445233       0.127166
       8305.8700         8309.2000       0.474345       0.148753
       8306.1500         8309.4700       0.586048       0.145289
       8306.4200         8309.7500       0.551356       0.115700
       8306.7000         8310.0300       0.617070     -0.0699118
       8306.9800         8310.3000       0.839759     -0.0164221
       8307.2600         8310.5800       0.895260     -0.0797460
       8307.5300         8310.8600       0.922634       0.154414
       8307.8100         8311.1400       0.573186      0.0791364
       8308.0900         8311.4100       0.546290      -0.195761
       8308.3600         8311.6900       0.642664      -0.182694
       8308.6400         8311.9700       0.656551      -0.122181
       8308.9200         8312.2500       0.505089      -0.126464
       8309.2000         8312.5200       0.469184     -0.0569751
       8309.4700         8312.8000       0.596524      -0.107036
       8309.7500         8313.0800       0.484144      -0.144372
       8310.0300         8313.3500       0.390686      -0.122166
       8310.3000         8313.6300       0.327587     -0.0471918
       8310.5800         8313.9100       0.120818      -0.141938
       8310.8600         8314.1900      0.0358723     -0.0300897
       8311.1400         8314.4600       0.206543     -0.0653250
       8311.4100         8314.7400       0.272526       0.137142
       8311.6900         8315.0200       0.149980       0.336017
       8311.9700         8315.3000       0.156637       0.421101
       8312.2500         8315.5700       0.149672       0.701926
       8312.5200         8315.8500       0.206364       0.707140
       8312.8000         8316.1300       0.328461       0.692555
       8313.0800         8316.4100       0.263320       0.830466
       8313.3500         8316.6800       0.383616       0.923017
       8313.6300         8316.9600       0.472153       0.867847
       8313.9100         8317.2400       0.517514       0.845290
       8314.1900         8317.5100       0.683181       0.810690
       8314.4600         8317.7900       0.757368       0.823631
       8314.7400         8318.0700       0.585196       0.750805
       8315.0200         8318.3500       0.547524       0.512140
       8315.3000         8318.6200       0.699516       0.468263
       8315.5700         8318.9000       0.742733       0.418123
       8315.8500         8319.1800       0.628798       0.127833
       8316.1300         8319.4600       0.471674       0.224187
       8316.4100         8319.7300       0.385781      0.0882663
       8316.6800         8320.0100       0.363481       0.143800
       8316.9600         8320.2900       0.472646       0.198193
       8317.2400         8320.5700       0.677163       0.170669
       8317.5100         8320.8400       0.747159       0.165324
       8317.7900         8321.1200       0.608963       0.211623
       8318.0700         8321.4000       0.442361       0.315767
       8318.3500         8321.6800       0.373656       0.235156
       8318.6200         8321.9600       0.296935       0.399276
       8318.9000         8322.2300       0.267975       0.447250
       8319.1800         8322.5100       0.121609       0.523548
       8319.4600         8322.7900       0.172895       0.540038
       8319.7300         8323.0700      0.0985062       0.388641
       8320.0100         8323.3400       0.255875       0.475198
       8320.2900         8323.6200       0.368016       0.225248
       8320.5700         8323.9000       0.499725    -0.00874862
       8320.8400         8324.1800       0.381141     -0.0745213
       8321.1200         8324.4500       0.185847      -0.147270
       8321.4000         8324.7300       0.281874      -0.188927
       8321.6800         8325.0100       0.353519      -0.334134
       8321.9600         8325.2900       0.269245     -0.0374172
       8322.2300         8325.5600       0.233407       0.308805
       8322.5100         8325.8400       0.244052       0.266920
       8322.7900         8326.1200       0.298206       0.253686
       8323.0700         8326.4000       0.312073       0.332273
       8323.3400         8326.6800       0.392921       0.378197
       8323.6200         8326.9500       0.200983       0.388752
       8323.9000         8327.2300      0.0746170       0.409336
       8324.1800         8327.5100      -0.124759       0.482180
       8324.4500         8327.7900      -0.103481       0.535410
       8324.7300         8328.0600     0.00342237       0.563703
       8325.0100         8328.3400   -0.000212951       0.617952
       8325.2900         8328.6200     -0.0441932       0.675802
       8325.5600         8328.9000    -0.00198989       0.590569
       8325.8400         8329.1800       0.191662       0.206411
       8326.1200         8329.4500      0.0999961       0.323002
       8326.4000         8329.7300    -0.00838335       0.252621
       8326.6800         8330.0100      0.0333329       0.202709
       8326.9500         8330.2900       0.127166       0.261166
       8327.2300         8330.5600       0.148753       0.321759
       8327.5100         8330.8400       0.145289       0.584629
       8327.7900         8331.1200       0.115700       0.880094
       8328.0600         8331.4000     -0.0699118        1.26332
       8328.3400         8331.6800     -0.0164221        1.61735
       8328.6200         8331.9500     -0.0797460        1.89901
       8328.9000         8332.2300       0.154414        1.98995
       8329.1800         8332.5100      0.0791364        2.03362
       8329.4500         8332.7900      -0.195761        2.00714
       8329.7300         8333.0700      -0.182694        1.79342
       8330.0100         8333.3400      -0.122181        1.86675
       8330.2900         8333.6200      -0.126464        1.74827
       8330.5600         8333.9000     -0.0569751        1.50410
       8330.8400         8334.1800      -0.107036        1.52372
       8331.1200         8334.4600      -0.144372        1.27128
       8331.4000         8334.7300      -0.122166        1.12942
       8331.6800         8335.0100     -0.0471918       0.875338
       8331.9500         8335.2900      -0.141938       0.687982
       8332.2300         8335.5700     -0.0300897       0.406075
       8332.5100         8335.8500     -0.0653250       0.354806
       8332.7900         8336.1200       0.137142       0.361311
       8333.0700         8336.4000       0.336017       0.384600
       8333.3400         8336.6800       0.421101       0.443160
       8333.6200         8336.9600       0.701926       0.365363
       8333.9000         8337.2400       0.707140       0.216803
       8334.1800         8337.5100       0.692555       0.175418
       8334.4600         8337.7900       0.830466       0.177516
       8334.7300         8338.0700       0.923017       0.378369
       8335.0100         8338.3500       0.867847       0.424186
       8335.2900         8338.6300       0.845290       0.402286
       8335.5700         8338.9100       0.810690       0.468918
       8335.8500         8339.1800       0.823631       0.587315
       8336.1200         8339.4600       0.750805       0.507625
       8336.4000         8339.7400       0.512140       0.515530
       8336.6800         8340.0200       0.468263       0.559165
       8336.9600         8340.3000       0.418123       0.602073
       8337.2400         8340.5700       0.127833       0.514199
       8337.5100         8340.8500       0.224187       0.573896
       8337.7900         8341.1300      0.0882663       0.672783
       8338.0700         8341.4100       0.143800       0.415157
       8338.3500         8341.6900       0.198193       0.437088
       8338.6300         8341.9600       0.170669       0.253332
       8338.9100         8342.2400       0.165324       0.343009
       8339.1800         8342.5200       0.211623       0.421451
       8339.4600         8342.8000       0.315767       0.368551
       8339.7400         8343.0800       0.235156       0.484103
       8340.0200         8343.3600       0.399276       0.454776
       8340.3000         8343.6300       0.447250       0.327850
       8340.5700         8343.9100       0.523548       0.343981
       8340.8500         8344.1900       0.540038       0.333936
       8341.1300         8344.4700       0.388641       0.237045
       8341.4100         8344.7500       0.475198       0.261808
       8341.6900         8345.0300       0.225248       0.412173
       8341.9600         8345.3000    -0.00874862       0.410324
       8342.2400         8345.5800     -0.0745213       0.737899
       8342.5200         8345.8600      -0.147270       0.761767
       8342.8000         8346.1400      -0.188927       0.740777
       8343.0800         8346.4200      -0.334134       0.715032
       8343.3600         8346.7000     -0.0374172       0.536892
       8343.6300         8346.9800       0.308805       0.523434
       8343.9100         8347.2500       0.266920       0.587587
       8344.1900         8347.5300       0.253686       0.554171
       8344.4700         8347.8100       0.332273       0.571925
       8344.7500         8348.0900       0.378197       0.637164
       8345.0300         8348.3700       0.388752       0.573331
       8345.3000         8348.6500       0.409336       0.550355
       8345.5800         8348.9200       0.482180       0.469313
       8345.8600         8349.2000       0.535410       0.135684
       8346.1400         8349.4800       0.563703      0.0970611
       8346.4200         8349.7600       0.617952     -0.0835240
       8346.7000         8350.0400       0.675802     0.00946123
       8346.9800         8350.3200       0.590569       0.228630
       8347.2500         8350.6000       0.206411       0.169358
       8347.5300         8350.8700       0.323002      0.0511822
       8347.8100         8351.1500       0.252621      0.0987585
       8348.0900         8351.4300       0.202709      0.0467649
       8348.3700         8351.7100       0.261166      0.0247683
       8348.6500         8351.9900       0.321759     -0.0869038
       8348.9200         8352.2700       0.584629      -0.164146
       8349.2000         8352.5500       0.880094      -0.191247
       8349.4800         8352.8200        1.26332      -0.115306
       8349.7600         8353.1000        1.61735      -0.256383
       8350.0400         8353.3800        1.89901      -0.270242
       8350.3200         8353.6600        1.98995      -0.403204
       8350.6000         8353.9400        2.03362      -0.527385
       8350.8700         8354.2200        2.00714      -0.465940
       8351.1500         8354.5000        1.79342      -0.343162
       8351.4300         8354.7700        1.86675      -0.366336
       8351.7100         8355.0500        1.74827      -0.320669
       8351.9900         8355.3300        1.50410      -0.276286
       8352.2700         8355.6100        1.52372      -0.118848
       8352.5500         8355.8900        1.27128      -0.162972
       8352.8200         8356.1700        1.12942      -0.112963
       8353.1000         8356.4500       0.875338      -0.251201
       8353.3800         8356.7300       0.687982      -0.219732
       8353.6600         8357.0000       0.406075      -0.249142
       8353.9400         8357.2800       0.354806      -0.278938
       8354.2200         8357.5600       0.361311      -0.140745
       8354.5000         8357.8400       0.384600      -0.204176
       8354.7700         8358.1200       0.443160      -0.411811
       8355.0500         8358.4000       0.365363      -0.486036
       8355.3300         8358.6800       0.216803      -0.462587
       8355.6100         8358.9600       0.175418      -0.473701
       8355.8900         8359.2400       0.177516      -0.505666
       8356.1700         8359.5100       0.378369      -0.493440
       8356.4500         8359.7900       0.424186      -0.567092
       8356.7300         8360.0700       0.402286      -0.555010
       8357.0000         8360.3500       0.468918      -0.408902
       8357.2800         8360.6300       0.587315      0.0473554
       8357.5600         8360.9100       0.507625       0.889530
       8357.8400         8361.1900       0.515530        2.05773
       8358.1200         8361.4700       0.559165        3.47513
       8358.4000         8361.7500       0.602073        5.15668
       8358.6800         8362.0200       0.514199        6.28203
       8358.9600         8362.3000       0.573896        6.69639
       8359.2400         8362.5800       0.672783        6.81232
       8359.5100         8362.8600       0.415157        6.56653
       8359.7900         8363.1400       0.437088        5.96715
       8360.0700         8363.4200       0.253332        5.68265
       8360.3500         8363.7000       0.343009        5.53424
       8360.6300         8363.9800       0.421451        5.53605
       8360.9100         8364.2500       0.368551        5.33971
       8361.1900         8364.5300       0.484103        4.85137
       8361.4700         8364.8100       0.454776        3.85490
       8361.7500         8365.0900       0.327850        2.84333
       8362.0200         8365.3700       0.343981        1.77954
       8362.3000         8365.6500       0.333936       0.934515
       8362.5800         8365.9300       0.237045       0.575129
       8362.8600         8366.2100       0.261808       0.417317
       8363.1400         8366.4900       0.412173       0.291081
       8363.4200         8366.7700       0.410324       0.264788
       8363.7000         8367.0500       0.737899       0.110313
       8363.9800         8367.3300       0.761767    -0.00318075
       8364.2500         8367.6000       0.740777      -0.168876
       8364.5300         8367.8800       0.715032      0.0483800
       8364.8100         8368.1600       0.536892       0.987164
       8365.0900         8368.4400       0.523434        2.45489
       8365.3700         8368.7200       0.587587        3.46837
       8365.6500         8369.0000       0.554171        3.84731
       8365.9300         8369.2800       0.571925        4.12378
       8366.2100         8369.5600       0.637164        4.25859
       8366.4900         8369.8400       0.573331        4.35184
       8366.7700         8370.1200       0.550355        4.44232
       8367.0500         8370.4000       0.469313        4.57461
       8367.3300         8370.6700       0.135684        4.46815
       8367.6000         8370.9500      0.0970611        4.54335
       8367.8800         8371.2300     -0.0835240        4.62415
       8368.1600         8371.5100     0.00946123        4.29833
       8368.4400         8371.7900       0.228630        3.29702
       8368.7200         8372.0700       0.169358        1.94152
       8369.0000         8372.3500      0.0511822       0.840456
       8369.2800         8372.6300      0.0987585       0.291135
       8369.5600         8372.9100      0.0467649      0.0487951
       8369.8400         8373.1900      0.0247683     -0.0647861
       8370.1200         8373.4700     -0.0869038      -0.149674
       8370.4000         8373.7500      -0.164146      -0.270013
       8370.6700         8374.0300      -0.191247      -0.390727
       8370.9500         8374.3100      -0.115306      -0.357506
       8371.2300         8374.5800      -0.256383      -0.367118
       8371.5100         8374.8600      -0.270242      -0.448552
       8371.7900         8375.1400      -0.403204      -0.539589
       8372.0700         8375.4200      -0.527385      -0.599511
       8372.3500         8375.7000      -0.465940      -0.590753
       8372.6300         8375.9800      -0.343162      -0.467895
       8372.9100         8376.2600      -0.366336      -0.294143
       8373.1900         8376.5400      -0.320669      -0.285802
       8373.4700         8376.8200      -0.276286      -0.334499
       8373.7500         8377.1000      -0.118848      -0.277523
       8374.0300         8377.3800      -0.162972      -0.134386
       8374.3100         8377.6600      -0.112963      -0.197382
       8374.5800         8377.9400      -0.251201      -0.204460
       8374.8600         8378.2200      -0.219732      -0.251733
       8375.1400         8378.5000      -0.249142      -0.295754
       8375.4200         8378.7800      -0.278938      -0.153400
       8375.7000         8379.0600      -0.140745      -0.166127
       8375.9800         8379.3300      -0.204176      -0.431442
       8376.2600         8379.6100      -0.411811      -0.284389
       8376.5400         8379.8900      -0.486036     -0.0571772
       8376.8200         8380.1700      -0.462587      -0.252775
       8377.1000         8380.4500      -0.473701     -0.0645767
       8377.3800         8380.7300      -0.505666     -0.0600909
       8377.6600         8381.0100      -0.493440     -0.0858575
       8377.9400         8381.2900      -0.567092     -0.0523809
       8378.2200         8381.5700      -0.555010    -0.00305197
       8378.5000         8381.8500      -0.408902     -0.0598988
       8378.7800         8382.1300      0.0473554     -0.0975317
       8379.0600         8382.4100       0.889530      -0.206032
       8379.3300         8382.6900        2.05773      -0.232009
       8379.6100         8382.9700        3.47513      -0.139895
       8379.8900         8383.2500        5.15668      -0.278052
       8380.1700         8383.5300        6.28203      -0.519439
       8380.4500         8383.8100        6.69639      -0.197998
       8380.7300         8384.0900        6.81232      -0.393511
       8381.0100         8384.3700        6.56653      -0.394848
       8381.2900         8384.6500        5.96715      -0.445903
       8381.5700         8384.9300        5.68265      -0.519829
       8381.8500         8385.2100        5.53424      -0.549732
       8382.1300         8385.4900        5.53605      -0.416209
       8382.4100         8385.7700        5.33971      -0.294948
       8382.6900         8386.0400        4.85137      -0.113248
       8382.9700         8386.3300        3.85490      0.0476810
       8383.2500         8386.6000        2.84333       0.131066
       8383.5300         8386.8800        1.77954       0.176918
       8383.8100         8387.1600       0.934515      0.0729313
       8384.0900         8387.4400       0.575129     -0.0317403
       8384.3700         8387.7200       0.417317      -0.125084
       8384.6500         8388.0000       0.291081      -0.178496
       8384.9300         8388.2800       0.264788      -0.102274
       8385.2100         8388.5600       0.110313     -0.0253688
       8385.4900         8388.8400    -0.00318075     -0.0219018
       8385.7700         8389.1200      -0.168876     -0.0314730
       8386.0400         8389.4000      0.0483800     0.00168213
       8386.3300         8389.6800       0.987164     -0.0235121
       8386.6000         8389.9600        2.45489      0.0273774
       8386.8800         8390.2400        3.46837      0.0880674
       8387.1600         8390.5200        3.84731      0.0723690
       8387.4400         8390.8000        4.12378       0.225054
       8387.7200         8391.0800        4.25859       0.235417
       8388.0000         8391.3600        4.35184       0.336708
       8388.2800         8391.6400        4.44232       0.419877
       8388.5600         8391.9200        4.57461       0.464266
       8388.8400         8392.2000        4.46815       0.441757
       8389.1200         8392.4800        4.54335       0.389886
       8389.4000         8392.7600        4.62415       0.374132
       8389.6800         8393.0400        4.29833       0.322813
       8389.9600         8393.3200        3.29702       0.419951
       8390.2400         8393.6000        1.94152       0.308178
       8390.5200         8393.8800       0.840456       0.250941
       8390.8000         8394.1600       0.291135       0.396875
       8391.0800         8394.4400      0.0487951       0.482157
       8391.3600         8394.7200     -0.0647861       0.790668
       8391.6400         8395.0000      -0.149674       0.956558
       8391.9200         8395.2800      -0.270013        1.08465
       8392.2000         8395.5600      -0.390727        1.23136
       8392.4800         8395.8400      -0.357506        1.45072
       8392.7600         8396.1200      -0.367118        1.58530
       8393.0400         8396.4000      -0.448552        1.83011
       8393.3200         8396.6800      -0.539589        1.92999
       8393.6000         8396.9600      -0.599511        1.88552
       8393.8800         8397.2400      -0.590753        2.00348
       8394.1600         8397.5200      -0.467895        2.01885
       8394.4400         8397.8000      -0.294143        2.04779
       8394.7200         8398.0800      -0.285802        1.97373
       8395.0000         8398.3600      -0.334499        1.93430
       8395.2800         8398.6400      -0.277523        1.96883
       8395.5600         8398.9200      -0.134386        2.07835
       8395.8400         8399.2000      -0.197382        2.16511
       8396.1200         8399.4800      -0.204460        2.14820
       8396.4000         8399.7600      -0.251733        2.13474
       8396.6800         8400.0400      -0.295754        1.79005
       8396.9600         8400.3200      -0.153400        1.59990
       8397.2400         8400.6000      -0.166127        1.49085
       8397.5200         8400.8800      -0.431442        1.36015
       8397.8000         8401.1600      -0.284389        1.28982
       8398.0800         8401.4400     -0.0571772        1.09961
       8398.3600         8401.7200      -0.252775        1.07652
       8398.6400         8402.0000     -0.0645767       0.779512
       8398.9200         8402.2900     -0.0600909       0.470541
       8399.2000         8402.5700     -0.0858575       0.138460
       8399.4800         8402.8500     -0.0523809      -0.153836
       8399.7600         8403.1300    -0.00305197      -0.226130
       8400.0400         8403.4100     -0.0598988      -0.407429
       8400.3200         8403.6900     -0.0975317      -0.486581
       8400.6000         8403.9700      -0.206032      -0.576277
       8400.8800         8404.2500      -0.232009      -0.480163
       8401.1600         8404.5300      -0.139895      -0.592756
       8401.4400         8404.8100      -0.278052      -0.561242
       8401.7200         8405.0900      -0.519439      -0.551604
       8402.0000         8405.3700      -0.197998      -0.641089
       8402.2900         8405.6500      -0.393511      -0.580015
       8402.5700         8405.9300      -0.394848      -0.314940
       8402.8500         8406.2100      -0.445903      -0.139344
       8403.1300         8406.4900      -0.519829     -0.0927062
       8403.4100         8406.7700      -0.549732      0.0522941
       8403.6900         8407.0500      -0.416209       0.131680
       8403.9700         8407.3300      -0.294948       0.292639
       8404.2500         8407.6100      -0.113248       0.425728
       8404.5300         8407.8900      0.0476810       0.226536
       8404.8100         8408.1700       0.131066       0.223470
       8405.0900         8408.4500       0.176918       0.234128
       8405.3700         8408.7300      0.0729313       0.193915
       8405.6500         8409.0100     -0.0317403       0.264786
       8405.9300         8409.2900      -0.125084       0.373175
       8406.2100         8409.5800      -0.178496       0.253217
       8406.4900         8409.8600      -0.102274       0.146237
       8406.7700         8410.1400     -0.0253688      0.0791729
       8407.0500         8410.4200     -0.0219018      0.0584678
       8407.3300         8410.7000     -0.0314730    -0.00916924
       8407.6100         8410.9800     0.00168213     -0.0563450
       8407.8900         8411.2600     -0.0235121       0.170665
       8408.1700         8411.5400      0.0273774       0.330348
       8408.4500         8411.8200      0.0880674       0.415295
       8408.7300         8412.1000      0.0723690       0.421831
       8409.0100         8412.3800       0.225054       0.525197
       8409.2900         8412.6600       0.235417       0.512314
       8409.5800         8412.9400       0.336708       0.488786
       8409.8600         8413.2200       0.419877       0.556942
       8410.1400         8413.5000       0.464266       0.597167
       8410.4200         8413.7800       0.441757       0.615095
       8410.7000         8414.0600       0.389886       0.568098
       8410.9800         8414.3400       0.374132       0.769340
       8411.2600         8414.6300       0.322813        1.06297
       8411.5400         8414.9100       0.419951        1.20541
       8411.8200         8415.1900       0.308178        1.61894
       8412.1000         8415.4700       0.250941        2.08340
       8412.3800         8415.7500       0.396875        2.64753
       8412.6600         8416.0300       0.482157        3.02495
       8412.9400         8416.3100       0.790668        3.33603
       8413.2200         8416.5900       0.956558        3.50423
       8413.5000         8416.8700        1.08465        3.31662
       8413.7800         8417.1500        1.23136        3.26782
       8414.0600         8417.4300        1.45072        3.14245
       8414.3400         8417.7100        1.58530        3.21328
       8414.6300         8417.9900        1.83011        3.18492
       8414.9100         8418.2800        1.92999        3.15066
       8415.1900         8418.5600        1.88552        2.68582
       8415.4700         8418.8400        2.00348        2.04630
       8415.7500         8419.1200        2.01885        1.45523
       8416.0300         8419.4000        2.04779       0.793186
       8416.3100         8419.6800        1.97373       0.286848
       8416.5900         8419.9600        1.93430       0.169016
       8416.8700         8420.2400        1.96883       0.104522
       8417.1500         8420.5200        2.07835       0.190202
       8417.4300         8420.8000        2.16511      0.0737278
       8417.7100         8421.0800        2.14820       0.274557
       8417.9900         8421.3700        2.13474       0.270468
       8418.2800         8421.6500        1.79005       0.166768
       8418.5600         8421.9300        1.59990       0.230411
       8418.8400         8422.2100        1.49085       0.515532
       8419.1200         8422.4900        1.36015       0.616278
       8419.4000         8422.7700        1.28982       0.755045
       8419.6800         8423.0500        1.09961       0.774729
       8419.9600         8423.3300        1.07652       0.641500
       8420.2400         8423.6100       0.779512       0.474118
       8420.5200         8423.8900       0.470541       0.292422
       8420.8000         8424.1700       0.138460      0.0878639
       8421.0800         8424.4600      -0.153836       0.103654
       8421.3700         8424.7400      -0.226130     0.00154731
       8421.6500         8425.0200      -0.407429     -0.0836288
       8421.9300         8425.3000      -0.486581      0.0607950
       8422.2100         8425.5800      -0.576277     -0.0749032
       8422.4900         8425.8600      -0.480163      -0.326440
       8422.7700         8426.1400      -0.592756      -0.235463
       8423.0500         8426.4200      -0.561242      -0.394162
       8423.3300         8426.7000      -0.551604      -0.374827
       8423.6100         8426.9800      -0.641089      -0.246243
       8423.8900         8427.2700      -0.580015      -0.422379
       8424.1700         8427.5500      -0.314940      -0.332516
       8424.4600         8427.8300      -0.139344      -0.272834
       8424.7400         8428.1100     -0.0927062      -0.472049
       8425.0200         8428.3900      0.0522941      -0.452852
       8425.3000         8428.6700       0.131680      -0.377434
       8425.5800         8428.9500       0.292639      -0.453328
