       lambda          SN_2796        SN_2803
       8315.0200         8317.2400       0.502333       0.831670
       8315.3000         8317.5100       0.682116       0.792504
       8315.5700         8317.7900       0.686594       0.800738
       8315.8500         8318.0700       0.826564       0.518537
       8316.1300         8318.3500       0.747388       0.325330
       8316.4100         8318.6200       0.638785       0.186063
       8316.6800         8318.9000       0.675497     0.00483215
       8316.9600         8319.1800       0.512730      -0.208856
       8317.2400         8319.4600       0.317746     -0.0550286
       8317.5100         8319.7300       0.298477      -0.193720
       8317.7900         8320.0100       0.306590      0.0996806
       8318.0700         8320.2900       0.423987       0.213395
       8318.3500         8320.5700       0.603887       0.148698
       8318.6200         8320.8400       0.786803       0.315166
       8318.9000         8321.1200       0.556209       0.403535
       8319.1800         8321.4000       0.268565       0.629764
       8319.4600         8321.6800       0.445780       0.655858
       8319.7300         8321.9600       0.474009       0.578927
       8320.0100         8322.2300       0.449195       0.715402
       8320.2900         8322.5100       0.306139       0.567238
       8320.5700         8322.7900      0.0760271       0.288295
       8320.8400         8323.0700      -0.515934       0.258747
       8321.1200         8323.3400      -0.425211       0.244614
       8321.4000         8323.6200     -0.0524992       0.120342
       8321.6800         8323.9000       0.509184      -0.223414
       8321.9600         8324.1800       0.616963      -0.253785
       8322.2300         8324.4500       0.637622      -0.396961
       8322.5100         8324.7300       0.584668      -0.428759
       8322.7900         8325.0100       0.603753      -0.521970
       8323.0700         8325.2900       0.591478      -0.113155
       8323.3400         8325.5600       0.678414       0.379840
       8323.6200         8325.8400       0.438782       0.325312
       8323.9000         8326.1200       0.203913       0.393832
       8324.1800         8326.4000      -0.209918       0.539567
       8324.4500         8326.6800      -0.522764       0.655637
       8324.7300         8326.9500      -0.415813       0.734595
       8325.0100         8327.2300      -0.366566       0.743508
       8325.2900         8327.5100      -0.190514       0.797510
       8325.5600         8327.7900      0.0890253       0.683694
       8325.8400         8328.0600       0.326559       0.141863
       8326.1200         8328.3400       0.250544       0.279881
       8326.4000         8328.6200       0.126671       0.263456
       8326.6800         8328.9000       0.153952       0.126135
       8326.9500         8329.1800       0.406413      0.0668628
       8327.2300         8329.4500       0.307388       0.126928
       8327.5100         8329.7300      0.0914092       0.141761
       8327.7900         8330.0100      0.0149040       0.220019
       8328.0600         8330.2900      -0.202451       0.419875
       8328.3400         8330.5600      -0.212770       0.592978
       8328.6200         8330.8400      -0.161056       0.832357
       8328.9000         8331.1200      0.0393779        1.20039
       8329.1800         8331.4000    -0.00851774        1.68115
       8329.4500         8331.6800      0.0264142        2.09329
       8329.7300         8331.9500    -0.00916967        2.48394
       8330.0100         8332.2300       0.358011        2.68801
       8330.2900         8332.5100       0.216570        2.70958
       8330.5600         8332.7900     -0.0645175        2.58130
       8330.8400         8333.0700      -0.172870        2.30394
       8331.1200         8333.3400      -0.289472        2.08801
       8331.4000         8333.6200      -0.328881        1.61503
       8331.6800         8333.9000      -0.179717        1.03606
       8331.9500         8334.1800      -0.337322       0.852592
       8332.2300         8334.4600      -0.252300       0.430458
       8332.5100         8334.7300      -0.359811       0.406996
       8332.7900         8335.0100      -0.191776       0.359746
       8333.0700         8335.2900       0.104286       0.411206
       8333.3400         8335.5700       0.215230       0.480411
       8333.6200         8335.8500       0.444896       0.396219
       8333.9000         8336.1200       0.603972       0.350917
       8334.1800         8336.4000       0.502003       0.416868
       8334.4600         8336.6800       0.586049      0.0989742
       8334.7300         8336.9600       0.925616       0.328900
       8335.0100         8337.2400       0.862595      0.0877064
       8335.2900         8337.5100       0.883815    -0.00535866
       8335.5700         8337.7900        1.06183       0.198538
       8335.8500         8338.0700        1.11947       0.407281
       8336.1200         8338.3500       0.985157       0.543400
       8336.4000         8338.6300       0.831670       0.417519
       8336.6800         8338.9100       0.792504       0.550669
       8336.9600         8339.1800       0.800738       0.712632
       8337.2400         8339.4600       0.518537       0.619154
       8337.5100         8339.7400       0.325330       0.833165
       8337.7900         8340.0200       0.186063        1.01091
       8338.0700         8340.3000     0.00483215       0.710388
       8338.3500         8340.5700      -0.208856       0.525645
       8338.6300         8340.8500     -0.0550286       0.305225
       8338.9100         8341.1300      -0.193720       0.387934
       8339.1800         8341.4100      0.0996806       0.124989
       8339.4600         8341.6900       0.213395       0.197538
       8339.7400         8341.9600       0.148698       0.179829
       8340.0200         8342.2400       0.315166       0.180248
       8340.3000         8342.5200       0.403535       0.358165
       8340.5700         8342.8000       0.629764       0.376736
       8340.8500         8343.0800       0.655858       0.567797
       8341.1300         8343.3600       0.578927       0.640743
       8341.4100         8343.6300       0.715402       0.491111
       8341.6900         8343.9100       0.567238       0.578866
       8341.9600         8344.1900       0.288295       0.368504
       8342.2400         8344.4700       0.258747       0.277111
       8342.5200         8344.7500       0.244614       0.265146
       8342.8000         8345.0300       0.120342       0.133842
       8343.0800         8345.3000      -0.223414       0.276771
       8343.3600         8345.5800      -0.253785       0.581750
       8343.6300         8345.8600      -0.396961       0.652236
       8343.9100         8346.1400      -0.428759       0.909110
       8344.1900         8346.4200      -0.521970       0.869620
       8344.4700         8346.7000      -0.113155       0.791986
       8344.7500         8346.9800       0.379840       0.941180
       8345.0300         8347.2500       0.325312       0.880294
       8345.3000         8347.5300       0.393832       0.739332
       8345.5800         8347.8100       0.539567       0.605991
       8345.8600         8348.0900       0.655637       0.173827
       8346.1400         8348.3700       0.734595     -0.0165389
       8346.4200         8348.6500       0.743508      -0.198403
       8346.7000         8348.9200       0.797510      -0.181990
       8346.9800         8349.2000       0.683694     -0.0516930
       8347.2500         8349.4800       0.141863      0.0366595
       8347.5300         8349.7600       0.279881      0.0236783
       8347.8100         8350.0400       0.263456       0.188018
       8348.0900         8350.3200       0.126135       0.369215
       8348.3700         8350.6000      0.0668628       0.368301
       8348.6500         8350.8700       0.126928       0.231330
       8348.9200         8351.1500       0.141761       0.148014
       8349.2000         8351.4300       0.220019      0.0326146
       8349.4800         8351.7100       0.419875      0.0207982
       8349.7600         8351.9900       0.592978      -0.295911
       8350.0400         8352.2700       0.832357      -0.322267
       8350.3200         8352.5500        1.20039      -0.477270
       8350.6000         8352.8200        1.68115      -0.556556
       8350.8700         8353.1000        2.09329      -0.581894
       8351.1500         8353.3800        2.48394      -0.440867
       8351.4300         8353.6600        2.68801      -0.536886
       8351.7100         8353.9400        2.70958      -0.458857
       8351.9900         8354.2200        2.58130      -0.341200
       8352.2700         8354.5000        2.30394      -0.142433
       8352.5500         8354.7700        2.08801      -0.147535
       8352.8200         8355.0500        1.61503      -0.159017
       8353.1000         8355.3300        1.03606      -0.213408
       8353.3800         8355.6100       0.852592     -0.0975732
       8353.6600         8355.8900       0.430458      -0.167253
       8353.9400         8356.1700       0.406996     -0.0589929
       8354.2200         8356.4500       0.359746      -0.158698
       8354.5000         8356.7300       0.411206      -0.224360
       8354.7700         8357.0000       0.480411      -0.302218
       8355.0500         8357.2800       0.396219      -0.405095
       8355.3300         8357.5600       0.350917      -0.195036
       8355.6100         8357.8400       0.416868      -0.235416
       8355.8900         8358.1200      0.0989742      -0.563131
       8356.1700         8358.4000       0.328900      -0.611758
       8356.4500         8358.6800      0.0877064      -0.657462
       8356.7300         8358.9600    -0.00535866      -0.532829
       8357.0000         8359.2400       0.198538      -0.510624
       8357.2800         8359.5100       0.407281      -0.521825
       8357.5600         8359.7900       0.543400      -0.481383
       8357.8400         8360.0700       0.417519      -0.763829
       8358.1200         8360.3500       0.550669      -0.522575
       8358.4000         8360.6300       0.712632       0.359400
       8358.6800         8360.9100       0.619154        1.56832
       8358.9600         8361.1900       0.833165        3.37584
       8359.2400         8361.4700        1.01091        5.34613
       8359.5100         8361.7500       0.710388        7.44011
       8359.7900         8362.0200       0.525645        8.96258
       8360.0700         8362.3000       0.305225        9.63875
       8360.3500         8362.5800       0.387934        9.85946
       8360.6300         8362.8600       0.124989        9.17578
       8360.9100         8363.1400       0.197538        7.60035
       8361.1900         8363.4200       0.179829        6.32622
       8361.4700         8363.7000       0.180248        4.84348
       8361.7500         8363.9800       0.358165        3.64426
       8362.0200         8364.2500       0.376736        2.28195
       8362.3000         8364.5300       0.567797        1.29866
       8362.5800         8364.8100       0.640743       0.794351
       8362.8600         8365.0900       0.491111       0.666174
       8363.1400         8365.3700       0.578866       0.623863
       8363.4200         8365.6500       0.368504       0.576407
       8363.7000         8365.9300       0.277111       0.241565
       8363.9800         8366.2100       0.265146      0.0435149
       8364.2500         8366.4900       0.133842      -0.223742
       8364.5300         8366.7700       0.276771      -0.390553
       8364.8100         8367.0500       0.581750      -0.325457
       8365.0900         8367.3300       0.652236      -0.229428
       8365.3700         8367.6000       0.909110      -0.262053
       8365.6500         8367.8800       0.869620      0.0602674
       8365.9300         8368.1600       0.791986        1.57099
       8366.2100         8368.4400       0.941180        3.63492
       8366.4900         8368.7200       0.880294        5.24795
       8366.7700         8369.0000       0.739332        5.98722
       8367.0500         8369.2800       0.605991        6.30153
       8367.3300         8369.5600       0.173827        6.31929
       8367.6000         8369.8400     -0.0165389        6.40698
       8367.8800         8370.1200      -0.198403        6.53130
       8368.1600         8370.4000      -0.181990        6.22254
       8368.4400         8370.6700     -0.0516930        4.69690
       8368.7200         8370.9500      0.0366595        2.74424
       8369.0000         8371.2300      0.0236783        1.39419
       8369.2800         8371.5100       0.188018       0.750677
       8369.5600         8371.7900       0.369215       0.502686
       8369.8400         8372.0700       0.368301       0.409692
       8370.1200         8372.3500       0.231330       0.228488
       8370.4000         8372.6300       0.148014     -0.0171980
       8370.6700         8372.9100      0.0326146      -0.277728
       8370.9500         8373.1900      0.0207982      -0.305966
       8371.2300         8373.4700      -0.295911      -0.474002
       8371.5100         8373.7500      -0.322267      -0.686566
       8371.7900         8374.0300      -0.477270      -0.711156
       8372.0700         8374.3100      -0.556556      -0.711016
       8372.3500         8374.5800      -0.581894      -0.658810
       8372.6300         8374.8600      -0.440867      -0.496476
       8372.9100         8375.1400      -0.536886      -0.467694
       8373.1900         8375.4200      -0.458857      -0.441675
       8373.4700         8375.7000      -0.341200      -0.351012
       8373.7500         8375.9800      -0.142433      -0.226273
       8374.0300         8376.2600      -0.147535     -0.0456949
       8374.3100         8376.5400      -0.159017      -0.123758
       8374.5800         8376.8200      -0.213408      -0.271504
       8374.8600         8377.1000     -0.0975732      -0.346531
       8375.1400         8377.3800      -0.167253      -0.235470
       8375.4200         8377.6600     -0.0589929      -0.220250
       8375.7000         8377.9400      -0.158698      -0.143737
       8375.9800         8378.2200      -0.224360      -0.170191
       8376.2600         8378.5000      -0.302218      -0.247826
       8376.5400         8378.7800      -0.405095      -0.260269
       8376.8200         8379.0600      -0.195036      -0.264694
       8377.1000         8379.3300      -0.235416      -0.487358
       8377.3800         8379.6100      -0.563131      -0.247432
       8377.6600         8379.8900      -0.611758      0.0138782
       8377.9400         8380.1700      -0.657462      -0.230004
       8378.2200         8380.4500      -0.532829     -0.0666629
       8378.5000         8380.7300      -0.510624     -0.0644533
       8378.7800         8381.0100      -0.521825     -0.0187567
       8379.0600         8381.2900      -0.481383     -0.0613530
       8379.3300         8381.5700      -0.763829      0.0383302
       8379.6100         8381.8500      -0.522575       0.135178
       8379.8900         8382.1300       0.359400     -0.0147917
       8380.1700         8382.4100        1.56832      -0.429026
       8380.4500         8382.6900        3.37584      -0.217000
       8380.7300         8382.9700        5.34613      -0.608993
       8381.0100         8383.2500        7.44011      -0.736845
       8381.2900         8383.5300        8.96258      -0.741380
       8381.5700         8383.8100        9.63875      -0.576575
       8381.8500         8384.0900        9.85946      -0.666008
       8382.1300         8384.3700        9.17578      -0.534397
       8382.4100         8384.6500        7.60035      -0.446324
       8382.6900         8384.9300        6.32622      -0.388967
       8382.9700         8385.2100        4.84348      -0.193869
       8383.2500         8385.4900        3.64426     -0.0457667
       8383.5300         8385.7700        2.28195       0.128306
       8383.8100         8386.0400        1.29866       0.187465
       8384.0900         8386.3300       0.794351       0.135357
       8384.3700         8386.6000       0.666174       0.159276
       8384.6500         8386.8800       0.623863       0.108679
       8384.9300         8387.1600       0.576407      0.0177254
       8385.2100         8387.4400       0.241565       0.129595
       8385.4900         8387.7200      0.0435149     -0.0536045
       8385.7700         8388.0000      -0.223742      -0.192005
       8386.0400         8388.2800      -0.390553      -0.167248
       8386.3300         8388.5600      -0.325457      -0.260107
       8386.6000         8388.8400      -0.229428      -0.292683
       8386.8800         8389.1200      -0.262053      -0.280233
       8387.1600         8389.4000      0.0602674      -0.125525
       8387.4400         8389.6800        1.57099      0.0471801
       8387.7200         8389.9600        3.63492       0.218359
       8388.0000         8390.2400        5.24795       0.463169
       8388.2800         8390.5200        5.98722       0.469296
       8388.5600         8390.8000        6.30153       0.492820
       8388.8400         8391.0800        6.31929       0.504726
       8389.1200         8391.3600        6.40698       0.462511
       8389.4000         8391.6400        6.53130       0.458775
       8389.6800         8391.9200        6.22254       0.497563
       8389.9600         8392.2000        4.69690       0.411286
       8390.2400         8392.4800        2.74424       0.235434
       8390.5200         8392.7600        1.39419       0.139245
       8390.8000         8393.0400       0.750677       0.237609
       8391.0800         8393.3200       0.502686       0.328350
       8391.3600         8393.6000       0.409692       0.324190
       8391.6400         8393.8800       0.228488       0.338127
       8391.9200         8394.1600     -0.0171980       0.435559
       8392.2000         8394.4400      -0.277728       0.518436
       8392.4800         8394.7200      -0.305966        1.00950
       8392.7600         8395.0000      -0.474002        1.28596
       8393.0400         8395.2800      -0.686566        1.48910
       8393.3200         8395.5600      -0.711156        1.76830
       8393.6000         8395.8400      -0.711016        1.79193
       8393.8800         8396.1200      -0.658810        1.90207
       8394.1600         8396.4000      -0.496476        2.18815
       8394.4400         8396.6800      -0.467694        2.24288
       8394.7200         8396.9600      -0.441675        2.16268
       8395.0000         8397.2400      -0.351012        2.04300
       8395.2800         8397.5200      -0.226273        1.92476
       8395.5600         8397.8000     -0.0456949        1.91651
       8395.8400         8398.0800      -0.123758        1.77551
       8396.1200         8398.3600      -0.271504        1.88410
       8396.4000         8398.6400      -0.346531        2.03812
       8396.6800         8398.9200      -0.235470        2.00491
       8396.9600         8399.2000      -0.220250        2.23623
       8397.2400         8399.4800      -0.143737        2.24744
       8397.5200         8399.7600      -0.170191        2.05807
       8397.8000         8400.0400      -0.247826        1.95709
       8398.0800         8400.3200      -0.260269        1.73421
       8398.3600         8400.6000      -0.264694        1.60265
       8398.6400         8400.8800      -0.487358        1.28855
       8398.9200         8401.1600      -0.247432       0.915875
       8399.2000         8401.4400      0.0138782       0.417652
       8399.4800         8401.7200      -0.230004     0.00783894
       8399.7600         8402.0000     -0.0666629      -0.154787
       8400.0400         8402.2900     -0.0644533      -0.363621
       8400.3200         8402.5700     -0.0187567      -0.376664
       8400.6000         8402.8500     -0.0613530      -0.315270
       8400.8800         8403.1300      0.0383302      -0.259668
       8401.1600         8403.4100       0.135178      -0.507099
       8401.4400         8403.6900     -0.0147917      -0.628717
       8401.7200         8403.9700      -0.429026      -0.717576
       8402.0000         8404.2500      -0.217000      -0.662410
       8402.2900         8404.5300      -0.608993      -0.696342
       8402.5700         8404.8100      -0.736845      -0.569492
       8402.8500         8405.0900      -0.741380      -0.574068
       8403.1300         8405.3700      -0.576575      -0.694667
       8403.4100         8405.6500      -0.666008      -0.662816
       8403.6900         8405.9300      -0.534397      -0.234638
       8403.9700         8406.2100      -0.446324       0.115190
       8404.2500         8406.4900      -0.388967       0.381516
       8404.5300         8406.7700      -0.193869       0.516345
       8404.8100         8407.0500     -0.0457667       0.548274
       8405.0900         8407.3300       0.128306       0.615943
       8405.3700         8407.6100       0.187465       0.701367
       8405.6500         8407.8900       0.135357       0.598534
       8405.9300         8408.1700       0.159276       0.471620
       8406.2100         8408.4500       0.108679       0.227989
       8406.4900         8408.7300      0.0177254     -0.0810948
       8406.7700         8409.0100       0.129595      -0.170434
       8407.0500         8409.2900     -0.0536045      -0.200104
       8407.3300         8409.5800      -0.192005     -0.0599453
       8407.6100         8409.8600      -0.167248     -0.0922283
       8407.8900         8410.1400      -0.260107      -0.113138
       8408.1700         8410.4200      -0.292683       0.235902
       8408.4500         8410.7000      -0.280233       0.130634
       8408.7300         8410.9800      -0.125525      0.0667637
       8409.0100         8411.2600      0.0471801       0.390572
       8409.2900         8411.5400       0.218359       0.483399
       8409.5800         8411.8200       0.463169       0.464353
       8409.8600         8412.1000       0.469296       0.441103
       8410.1400         8412.3800       0.492820       0.492956
       8410.4200         8412.6600       0.504726       0.484613
       8410.7000         8412.9400       0.462511       0.482779
       8410.9800         8413.2200       0.458775       0.827456
       8411.2600         8413.5000       0.497563        1.22466
       8411.5400         8413.7800       0.411286        1.01764
       8411.8200         8414.0600       0.235434       0.852942
       8412.1000         8414.3400       0.139245       0.793465
       8412.3800         8414.6300       0.237609       0.918169
       8412.6600         8414.9100       0.328350        1.29128
       8412.9400         8415.1900       0.324190        2.05568
       8413.2200         8415.4700       0.338127        2.73597
       8413.5000         8415.7500       0.435559        3.33043
       8413.7800         8416.0300       0.518436        3.88487
       8414.0600         8416.3100        1.00950        4.22693
       8414.3400         8416.5900        1.28596        4.57515
       8414.6300         8416.8700        1.48910        4.53228
       8414.9100         8417.1500        1.76830        4.49237
       8415.1900         8417.4300        1.79193        3.82925
       8415.4700         8417.7100        1.90207        3.17470
       8415.7500         8417.9900        2.18815        2.38043
       8416.0300         8418.2800        2.24288        1.56298
       8416.3100         8418.5600        2.16268       0.665577
       8416.5900         8418.8400        2.04300       0.103908
       8416.8700         8419.1200        1.92476      -0.223759
       8417.1500         8419.4000        1.91651      -0.260223
       8417.4300         8419.6800        1.77551      -0.353894
       8417.7100         8419.9600        1.88410     -0.0220216
       8417.9900         8420.2400        2.03812      0.0966784
       8418.2800         8420.5200        2.00491       0.214170
       8418.5600         8420.8000        2.23623      0.0740601
       8418.8400         8421.0800        2.24744       0.386859
       8419.1200         8421.3700        2.05807       0.640725
       8419.4000         8421.6500        1.95709       0.519643
       8419.6800         8421.9300        1.73421       0.746366
       8419.9600         8422.2100        1.60265       0.994745
       8420.2400         8422.4900        1.28855       0.745146
       8420.5200         8422.7700       0.915875       0.700945
       8420.8000         8423.0500       0.417652       0.569946
       8421.0800         8423.3300     0.00783894       0.461005
       8421.3700         8423.6100      -0.154787       0.269697
       8421.6500         8423.8900      -0.363621       0.131974
       8421.9300         8424.1700      -0.376664       0.101071
       8422.2100         8424.4600      -0.315270      -0.109325
       8422.4900         8424.7400      -0.259668      -0.361247
       8422.7700         8425.0200      -0.507099      -0.375057
       8423.0500         8425.3000      -0.628717      -0.470554
       8423.3300         8425.5800      -0.717576      -0.468131
       8423.6100         8425.8600      -0.662410      -0.392865
       8423.8900         8426.1400      -0.696342      -0.281375
       8424.1700         8426.4200      -0.569492      -0.300052
       8424.4600         8426.7000      -0.574068      -0.112646
       8424.7400         8426.9800      -0.694667     -0.0513736
       8425.0200         8427.2700      -0.662816      -0.339544
       8425.3000         8427.5500      -0.234638      -0.224675
       8425.5800         8427.8300       0.115190      -0.383163
       8425.8600         8428.1100       0.381516      -0.683122
