       lambda          SN_2796        SN_2803
       8529.6400         8533.0600        11.7053        5.88762
       8529.9200         8533.3400        3.68667        5.66673
       8530.2100         8533.6200       -2.21723        5.51206
       8530.4900         8533.9100       -6.38065        5.36494
       8530.7800         8534.1900       -8.87331        5.39496
       8531.0600         8534.4800       -10.4418        5.40480
       8531.3500         8534.7600       -12.0488        5.17882
       8531.6300         8535.0500       -14.0866        4.93969
       8531.9200         8535.3300       -16.1681        4.73274
       8532.2000         8535.6200       -17.7923        4.52935
       8532.4900         8535.9000       -18.1853        4.49137
       8532.7700         8536.1900       -17.6645        4.44128
       8533.0600         8536.4700       -16.6036        4.49898
       8533.3400         8536.7600       -15.2022        4.45608
       8533.6200         8537.0400       -13.8025        4.70900
       8533.9100         8537.3300       -12.5415        5.20042
       8534.1900         8537.6100       -10.7502        5.96871
       8534.4800         8537.9000       -8.76915        6.90655
       8534.7600         8538.1800       -6.93222        7.76420
       8535.0500         8538.4600       -5.04803        8.40458
       8535.3300         8538.7500       -3.61546        8.77001
       8535.6200         8539.0300       -2.75444        8.84835
       8535.9000         8539.3200       -2.32020        8.76603
       8536.1900         8539.6000       -2.13060        8.62938
       8536.4700         8539.8900       -2.07749        8.70533
       8536.7600         8540.1700       -2.10944        8.70419
       8537.0400         8540.4600       -2.32705        8.78426
       8537.3300         8540.7400       -2.55250        8.35351
       8537.6100         8541.0300       -2.77995        7.66702
       8537.9000         8541.3100       -3.25730        6.72618
       8538.1800         8541.6000       -3.71113        5.53723
       8538.4600         8541.8800       -3.90699        4.31916
       8538.7500         8542.1700       -4.19834        3.43085
       8539.0300         8542.4500       -4.21379        2.78901
       8539.3200         8542.7400       -4.02728        2.45931
       8539.6000         8543.0200       -3.51579        2.18997
       8539.8900         8543.3100       -2.99880        1.91576
       8540.1700         8543.5900       -2.41716        1.57569
       8540.4600         8543.8800       -1.93763        1.22572
       8540.7400         8544.1600       -1.33806       0.777551
       8541.0300         8544.4500      -0.903610       0.514836
       8541.3100         8544.7300      -0.368849       0.212657
       8541.6000         8545.0200      0.0268423       0.120461
       8541.8800         8545.3000       0.497064      0.0782454
       8542.1700         8545.5900       0.504889     -0.0398142
       8542.4500         8545.8700       0.637798     -0.0668752
       8542.7400         8546.1600       0.670544       0.208225
       8543.0200         8546.4400       0.752638       0.140867
       8543.3100         8546.7300        1.05000      0.0764898
       8543.5900         8547.0100        1.43647       0.172250
       8543.8800         8547.3000        2.06075       0.207334
       8544.1600         8547.5800        2.60186       0.341288
       8544.4500         8547.8700        3.21506       0.508509
       8544.7300         8548.1500        3.83125       0.519695
       8545.0200         8548.4400        4.21672        1.04643
       8545.3000         8548.7200        4.66984        2.41983
       8545.5900         8549.0100        4.95145        5.63883
       8545.8700         8549.2900        5.21897        10.5728
       8546.1600         8549.5800        5.40473        15.1825
       8546.4400         8549.8600        5.47426        18.4246
       8546.7300         8550.1500        5.58340        22.2020
       8547.0100         8550.4400        5.43116        27.0826
       8547.3000         8550.7200        5.06229        30.5243
       8547.5800         8551.0100        4.94078        31.9046
       8547.8700         8551.2900        4.93322        32.2234
       8548.1500         8551.5800        4.99618        32.5335
       8548.4400         8551.8600        4.99196        33.3702
       8548.7200         8552.1500        5.00980        33.8615
       8549.0100         8552.4300        5.00533        32.6073
       8549.2900         8552.7200        4.91946        28.8637
       8549.5800         8553.0000        5.00980        23.6542
       8549.8600         8553.2900        5.16181        19.1206
       8550.1500         8553.5700        5.36264        15.9252
       8550.4400         8553.8600        5.55169        12.7116
       8550.7200         8554.1400        5.85842        8.69944
       8551.0100         8554.4300        6.21158        5.94494
       8551.2900         8554.7100        6.08065        4.93459
       8551.5800         8555.0000        5.88762        4.47463
       8551.8600         8555.2900        5.66673        4.08565
       8552.1500         8555.5700        5.51206        3.69595
       8552.4300         8555.8600        5.36494        3.10862
       8552.7200         8556.1400        5.39496        2.81795
       8553.0000         8556.4300        5.40480        2.44593
       8553.2900         8556.7100        5.17882        1.83869
       8553.5700         8557.0000        4.93969        1.41626
       8553.8600         8557.2800        4.73274        1.37079
       8554.1400         8557.5700        4.52935        1.30093
       8554.4300         8557.8500        4.49137        1.39597
       8554.7100         8558.1400        4.44128        1.31059
       8555.0000         8558.4200        4.49898        1.33999
       8555.2900         8558.7100        4.45608        1.54005
       8555.5700         8559.0000        4.70900        1.72497
       8555.8600         8559.2800        5.20042        1.66205
       8556.1400         8559.5700        5.96871        1.78948
       8556.4300         8559.8500        6.90655        1.63383
       8556.7100         8560.1400        7.76420        1.61651
       8557.0000         8560.4200        8.40458        1.82476
       8557.2800         8560.7100        8.77001        1.83997
       8557.5700         8560.9900        8.84835        1.79015
       8557.8500         8561.2800        8.76603        1.91294
       8558.1400         8561.5700        8.62938        1.91648
       8558.4200         8561.8500        8.70533        2.05628
       8558.7100         8562.1400        8.70419        1.91539
       8559.0000         8562.4200        8.78426        1.74316
       8559.2800         8562.7100        8.35351        1.52014
       8559.5700         8562.9900        7.66702        1.47382
       8559.8500         8563.2800        6.72618        1.28116
       8560.1400         8563.5600        5.53723        1.24025
       8560.4200         8563.8500        4.31916        1.28762
       8560.7100         8564.1400        3.43085        1.59225
       8560.9900         8564.4200        2.78901        2.22460
       8561.2800         8564.7100        2.45931        3.41860
       8561.5700         8564.9900        2.18997        5.47614
       8561.8500         8565.2800        1.91576        8.99532
       8562.1400         8565.5600        1.57569        13.1007
       8562.4200         8565.8500        1.22572        16.2295
       8562.7100         8566.1400       0.777551        17.6511
       8562.9900         8566.4200       0.514836        18.4659
       8563.2800         8566.7100       0.212657        18.7460
       8563.5600         8566.9900       0.120461        18.5933
       8563.8500         8567.2800      0.0782454        17.8734
       8564.1400         8567.5600     -0.0398142        17.3954
       8564.4200         8567.8500     -0.0668752        16.4992
       8564.7100         8568.1400       0.208225        15.7110
       8564.9900         8568.4200       0.140867        14.5359
       8565.2800         8568.7100      0.0764898        12.2782
       8565.5600         8568.9900       0.172250        8.90588
       8565.8500         8569.2800       0.207334        5.16241
       8566.1400         8569.5700       0.341288        2.53574
       8566.4200         8569.8500       0.508509        1.39495
       8566.7100         8570.1400       0.519695       0.720950
       8566.9900         8570.4200        1.04643       0.439365
       8567.2800         8570.7100        2.41983       0.508798
       8567.5600         8571.0000        5.63883       0.590149
       8567.8500         8571.2800        10.5728       0.342065
       8568.1400         8571.5700        15.1825       0.255537
       8568.4200         8571.8500        18.4246       0.133427
       8568.7100         8572.1400        22.2020     -0.0795187
       8568.9900         8572.4200        27.0826      -0.168623
       8569.2800         8572.7100        30.5243      -0.200140
       8569.5700         8573.0000        31.9046      -0.208066
       8569.8500         8573.2800        32.2234      -0.300536
       8570.1400         8573.5700        32.5335      -0.367089
       8570.4200         8573.8500        33.3702      -0.293022
       8570.7100         8574.1400        33.8615      -0.386136
       8571.0000         8574.4300        32.6073      -0.563418
       8571.2800         8574.7100        28.8637      -0.416673
       8571.5700         8575.0000        23.6542      -0.333396
       8571.8500         8575.2800        19.1206      -0.247012
       8572.1400         8575.5700        15.9252      -0.335736
       8572.4200         8575.8600        12.7116      -0.189869
       8572.7100         8576.1400        8.69944      -0.257486
       8573.0000         8576.4300        5.94494      -0.350235
       8573.2800         8576.7100        4.93459      -0.425763
       8573.5700         8577.0000        4.47463      -0.243287
       8573.8500         8577.2900        4.08565     -0.0645989
       8574.1400         8577.5700        3.69595     -0.0192445
       8574.4300         8577.8600        3.10862      0.0632925
       8574.7100         8578.1400        2.81795       0.129979
       8575.0000         8578.4300        2.44593      0.0978497
       8575.2800         8578.7200        1.83869     0.00144428
       8575.5700         8579.0000        1.41626       0.161141
       8575.8600         8579.2900        1.37079       0.342897
       8576.1400         8579.5800        1.30093       0.317685
       8576.4300         8579.8600        1.39597       0.465858
       8576.7100         8580.1500        1.31059       0.634163
       8577.0000         8580.4300        1.33999       0.940888
       8577.2900         8580.7200        1.54005       0.857934
       8577.5700         8581.0100        1.72497       0.790443
       8577.8600         8581.2900        1.66205       0.721991
       8578.1400         8581.5800        1.78948       0.854259
       8578.4300         8581.8700        1.63383       0.751812
       8578.7200         8582.1500        1.61651       0.923091
       8579.0000         8582.4400        1.82476        1.13061
       8579.2900         8582.7200        1.83997        1.08179
       8579.5800         8583.0100        1.79015        1.22432
       8579.8600         8583.3000        1.91294        1.23418
       8580.1500         8583.5800        1.91648        1.33683
       8580.4300         8583.8700        2.05628        1.37299
       8580.7200         8584.1600        1.91539        1.10081
       8581.0100         8584.4400        1.74316        1.15480
       8581.2900         8584.7300        1.52014        1.10052
       8581.5800         8585.0100        1.47382        1.19550
       8581.8700         8585.3000        1.28116        1.17260
       8582.1500         8585.5900        1.24025        1.26008
       8582.4400         8585.8700        1.28762        1.19857
       8582.7200         8586.1600        1.59225        1.14368
       8583.0100         8586.4500        2.22460        1.08968
       8583.3000         8586.7300        3.41860       0.925094
       8583.5800         8587.0200        5.47614       0.936090
       8583.8700         8587.3100        8.99532       0.834496
       8584.1600         8587.5900        13.1007       0.709569
       8584.4400         8587.8800        16.2295       0.761241
       8584.7300         8588.1700        17.6511       0.875447
       8585.0100         8588.4500        18.4659       0.818719
       8585.3000         8588.7400        18.7460       0.826261
       8585.5900         8589.0200        18.5933       0.752608
       8585.8700         8589.3100        17.8734       0.805918
       8586.1600         8589.6000        17.3954       0.715567
       8586.4500         8589.8800        16.4992       0.604445
       8586.7300         8590.1700        15.7110       0.561229
       8587.0200         8590.4600        14.5359       0.421855
       8587.3100         8590.7400        12.2782       0.381924
       8587.5900         8591.0300        8.90588       0.660697
       8587.8800         8591.3200        5.16241       0.707518
       8588.1700         8591.6000        2.53574       0.616639
       8588.4500         8591.8900        1.39495       0.396685
       8588.7400         8592.1800       0.720950       0.426592
       8589.0200         8592.4600       0.439365       0.361003
       8589.3100         8592.7500       0.508798       0.448181
       8589.6000         8593.0400       0.590149       0.358293
       8589.8800         8593.3200       0.342065       0.462703
       8590.1700         8593.6100       0.255537       0.454572
       8590.4600         8593.9000       0.133427       0.573506
       8590.7400         8594.1800     -0.0795187       0.588626
       8591.0300         8594.4700      -0.168623       0.497480
       8591.3200         8594.7600      -0.200140       0.344827
       8591.6000         8595.0400      -0.208066       0.544966
       8591.8900         8595.3300      -0.300536       0.704037
       8592.1800         8595.6200      -0.367089       0.852403
       8592.4600         8595.9000      -0.293022       0.898700
       8592.7500         8596.1900      -0.386136       0.747054
       8593.0400         8596.4800      -0.563418       0.512971
       8593.3200         8596.7600      -0.416673       0.455987
       8593.6100         8597.0500      -0.333396       0.396444
       8593.9000         8597.3400      -0.247012       0.336859
       8594.1800         8597.6200      -0.335736       0.112122
       8594.4700         8597.9100      -0.189869       0.122315
       8594.7600         8598.2000      -0.257486       0.174417
       8595.0400         8598.4800      -0.350235      0.0572859
       8595.3300         8598.7700      -0.425763     -0.0660754
       8595.6200         8599.0600      -0.243287      -0.311444
       8595.9000         8599.3400     -0.0645989      -0.440169
       8596.1900         8599.6300     -0.0192445      -0.641329
       8596.4800         8599.9200      0.0632925      -0.498183
       8596.7600         8600.2100       0.129979      -0.327445
       8597.0500         8600.4900      0.0978497      -0.372959
       8597.3400         8600.7800     0.00144428      -0.490370
       8597.6200         8601.0700       0.161141      -0.362706
       8597.9100         8601.3500       0.342897      -0.254579
       8598.2000         8601.6400       0.317685      -0.278155
       8598.4800         8601.9300       0.465858      -0.164750
       8598.7700         8602.2100       0.634163     -0.0273765
       8599.0600         8602.5000       0.940888      -0.171040
       8599.3400         8602.7900       0.857934      0.0149461
       8599.6300         8603.0700       0.790443      0.0674068
       8599.9200         8603.3600       0.721991       0.238447
       8600.2100         8603.6500       0.854259       0.354527
       8600.4900         8603.9400       0.751812       0.256822
       8600.7800         8604.2200       0.923091       0.214416
       8601.0700         8604.5100        1.13061       0.285105
       8601.3500         8604.8000        1.08179       0.364373
       8601.6400         8605.0800        1.22432       0.495236
       8601.9300         8605.3700        1.23418       0.450220
       8602.2100         8605.6600        1.33683       0.396961
       8602.5000         8605.9400        1.37299       0.348315
       8602.7900         8606.2300        1.10081       0.465574
       8603.0700         8606.5200        1.15480       0.457887
       8603.3600         8606.8100        1.10052       0.408471
       8603.6500         8607.0900        1.19550       0.498038
       8603.9400         8607.3800        1.17260       0.517554
       8604.2200         8607.6700        1.26008       0.610091
       8604.5100         8607.9500        1.19857       0.858427
       8604.8000         8608.2400        1.14368       0.990189
       8605.0800         8608.5300        1.08968        1.19352
       8605.3700         8608.8200       0.925094        1.30828
       8605.6600         8609.1000       0.936090        1.69691
       8605.9400         8609.3900       0.834496        1.95685
       8606.2300         8609.6800       0.709569        2.03063
       8606.5200         8609.9600       0.761241        2.18413
       8606.8100         8610.2500       0.875447        2.18310
       8607.0900         8610.5400       0.818719        2.31972
       8607.3800         8610.8300       0.826261        2.34647
       8607.6700         8611.1100       0.752608        2.32389
       8607.9500         8611.4000       0.805918        2.43858
       8608.2400         8611.6900       0.715567        2.36547
       8608.5300         8611.9700       0.604445        2.43072
       8608.8200         8612.2600       0.561229        2.06963
       8609.1000         8612.5500       0.421855        1.81289
       8609.3900         8612.8400       0.381924        1.71395
       8609.6800         8613.1200       0.660697        1.48362
       8609.9600         8613.4100       0.707518        1.49438
       8610.2500         8613.7000       0.616639        1.47448
       8610.5400         8613.9900       0.396685        1.62293
       8610.8300         8614.2700       0.426592        1.69139
       8611.1100         8614.5600       0.361003        1.48532
       8611.4000         8614.8500       0.448181        1.39635
       8611.6900         8615.1400       0.358293        1.30682
       8611.9700         8615.4200       0.462703        1.48901
       8612.2600         8615.7100       0.454572        1.36227
       8612.5500         8616.0000       0.573506        1.43303
       8612.8400         8616.2900       0.588626        1.43774
       8613.1200         8616.5700       0.497480        1.47427
       8613.4100         8616.8600       0.344827        1.79454
       8613.7000         8617.1500       0.544966        2.07932
       8613.9900         8617.4300       0.704037        2.42630
       8614.2700         8617.7200       0.852403        2.63315
       8614.5600         8618.0100       0.898700        2.65205
       8614.8500         8618.3000       0.747054        2.95132
       8615.1400         8618.5800       0.512971        2.89629
       8615.4200         8618.8700       0.455987        2.81937
       8615.7100         8619.1600       0.396444        2.55784
       8616.0000         8619.4500       0.336859        2.67901
       8616.2900         8619.7300       0.112122        2.66566
       8616.5700         8620.0200       0.122315        2.69740
       8616.8600         8620.3100       0.174417        2.59069
       8617.1500         8620.6000      0.0572859        2.18859
       8617.4300         8620.8800     -0.0660754        1.70437
       8617.7200         8621.1700      -0.311444        1.33348
       8618.0100         8621.4600      -0.440169       0.911605
       8618.3000         8621.7500      -0.641329       0.676479
       8618.5800         8622.0400      -0.498183       0.565101
       8618.8700         8622.3200      -0.327445       0.720238
       8619.1600         8622.6100      -0.372959       0.853255
       8619.4500         8622.9000      -0.490370       0.858649
       8619.7300         8623.1900      -0.362706       0.520244
       8620.0200         8623.4700      -0.254579       0.498452
       8620.3100         8623.7600      -0.278155       0.487858
       8620.6000         8624.0500      -0.164750       0.472283
       8620.8800         8624.3400     -0.0273765       0.531710
       8621.1700         8624.6200      -0.171040       0.791796
       8621.4600         8624.9100      0.0149461       0.669025
       8621.7500         8625.2000      0.0674068       0.564712
       8622.0400         8625.4900       0.238447       0.695945
       8622.3200         8625.7700       0.354527       0.662039
       8622.6100         8626.0600       0.256822       0.353480
       8622.9000         8626.3500       0.214416       0.302776
       8623.1900         8626.6400       0.285105       0.338818
       8623.4700         8626.9300       0.364373       0.495245
       8623.7600         8627.2100       0.495236       0.694943
       8624.0500         8627.5000       0.450220       0.711173
       8624.3400         8627.7900       0.396961       0.660958
       8624.6200         8628.0800       0.348315       0.612741
       8624.9100         8628.3600       0.465574       0.516428
       8625.2000         8628.6500       0.457887       0.223855
       8625.4900         8628.9400       0.408471       0.376088
       8625.7700         8629.2300       0.498038       0.314724
       8626.0600         8629.5200       0.517554       0.209031
       8626.3500         8629.8000       0.610091       0.347028
       8626.6400         8630.0900       0.858427       0.115185
       8626.9300         8630.3800       0.990189      0.0894896
       8627.2100         8630.6700        1.19352       0.114562
       8627.5000         8630.9600        1.30828     -0.0441264
       8627.7900         8631.2400        1.69691     -0.0290881
       8628.0800         8631.5300        1.95685     -0.0221532
       8628.3600         8631.8200        2.03063      -0.133745
       8628.6500         8632.1100        2.18413      -0.214566
       8628.9400         8632.3900        2.18310      0.0103006
       8629.2300         8632.6800        2.31972      0.0100474
       8629.5200         8632.9700        2.34647      0.0366081
       8629.8000         8633.2600        2.32389     -0.0250647
       8630.0900         8633.5500        2.43858     0.00836442
       8630.3800         8633.8300        2.36547       0.162110
       8630.6700         8634.1200        2.43072       0.108085
       8630.9600         8634.4100        2.06963      0.0567824
       8631.2400         8634.7000        1.81289       0.188506
       8631.5300         8634.9900        1.71395     0.00663538
       8631.8200         8635.2700        1.48362      -0.325344
       8632.1100         8635.5600        1.49438      -0.305967
       8632.3900         8635.8500        1.47448      -0.304835
       8632.6800         8636.1400        1.62293      -0.190689
       8632.9700         8636.4300        1.69139      -0.181124
       8633.2600         8636.7100        1.48532      -0.255235
       8633.5500         8637.0000        1.39635      -0.148092
       8633.8300         8637.2900        1.30682      -0.141317
       8634.1200         8637.5800        1.48901     -0.0871168
       8634.4100         8637.8700        1.36227     -0.0179345
       8634.7000         8638.1600        1.43303      0.0830754
       8634.9900         8638.4400        1.43774     -0.0123767
       8635.2700         8638.7300        1.47427       0.241139
       8635.5600         8639.0200        1.79454       0.586265
       8635.8500         8639.3100        2.07932       0.683123
       8636.1400         8639.6000        2.42630       0.561907
       8636.4300         8639.8800        2.63315       0.385514
       8636.7100         8640.1700        2.65205       0.368786
       8637.0000         8640.4600        2.95132       0.475581
       8637.2900         8640.7500        2.89629       0.368476
       8637.5800         8641.0400        2.81937       0.403530
       8637.8700         8641.3300        2.55784       0.374141
       8638.1600         8641.6100        2.67901       0.419807
       8638.4400         8641.9000        2.66566       0.343499
       8638.7300         8642.1900        2.69740       0.354866
       8639.0200         8642.4800        2.59069       0.265350
       8639.3100         8642.7700        2.18859       0.123643
       8639.6000         8643.0500        1.70437      0.0635855
       8639.8800         8643.3400        1.33348      0.0226766
       8640.1700         8643.6300       0.911605     -0.0280548
       8640.4600         8643.9200       0.676479     -0.0377889
       8640.7500         8644.2100       0.565101      -0.142424
       8641.0400         8644.5000       0.720238      -0.167237
       8641.3300         8644.7900       0.853255      -0.164967
       8641.6100         8645.0700       0.858649      -0.170329
       8641.9000         8645.3600       0.520244      -0.178348
       8642.1900         8645.6500       0.498452     -0.0712282
       8642.4800         8645.9400       0.487858    -0.00671497
       8642.7700         8646.2300       0.472283      0.0124237
       8643.0500         8646.5200       0.531710       0.171738
       8643.3400         8646.8000       0.791796       0.185429
       8643.6300         8647.0900       0.669025       0.230422
       8643.9200         8647.3800       0.564712       0.351738
       8644.2100         8647.6700       0.695945       0.320149
       8644.5000         8647.9600       0.662039       0.263911
       8644.7900         8648.2500       0.353480       0.394892
       8645.0700         8648.5300       0.302776       0.356607
       8645.3600         8648.8200       0.338818       0.197525
       8645.6500         8649.1100       0.495245       0.148966
       8645.9400         8649.4000       0.694943       0.255870
       8646.2300         8649.6900       0.711173       0.232658
       8646.5200         8649.9800       0.660958       0.260355
       8646.8000         8650.2700       0.612741       0.182118
       8647.0900         8650.5500       0.516428       0.148641
       8647.3800         8650.8400       0.223855       0.266229
       8647.6700         8651.1300       0.376088       0.217957
       8647.9600         8651.4200       0.314724       0.280020
       8648.2500         8651.7100       0.209031       0.289525
       8648.5300         8652.0000       0.347028       0.336315
       8648.8200         8652.2900       0.115185       0.370664
       8649.1100         8652.5700      0.0894896       0.409868
       8649.4000         8652.8600       0.114562       0.394006
       8649.6900         8653.1500     -0.0441264       0.208166
       8649.9800         8653.4400     -0.0290881      0.0581413
       8650.2700         8653.7300     -0.0221532       0.120797
       8650.5500         8654.0200      -0.133745       0.205756
       8650.8400         8654.3100      -0.214566       0.345667
       8651.1300         8654.5900      0.0103006       0.270119
       8651.4200         8654.8800      0.0100474       0.211707
       8651.7100         8655.1700      0.0366081       0.313078
       8652.0000         8655.4600     -0.0250647       0.434284
       8652.2900         8655.7500     0.00836442       0.315566
       8652.5700         8656.0400       0.162110       0.231262
       8652.8600         8656.3300       0.108085       0.436583
       8653.1500         8656.6200      0.0567824       0.440251
       8653.4400         8656.9000       0.188506       0.422448
       8653.7300         8657.1900     0.00663538       0.574357
       8654.0200         8657.4800      -0.325344       0.588232
       8654.3100         8657.7700      -0.305967       0.578983
       8654.5900         8658.0600      -0.304835       0.471395
       8654.8800         8658.3500      -0.190689       0.461902
       8655.1700         8658.6400      -0.181124       0.781905
       8655.4600         8658.9300      -0.255235       0.417047
       8655.7500         8659.2100      -0.148092       0.260566
       8656.0400         8659.5000      -0.141317       0.225669
       8656.3300         8659.7900     -0.0871168       0.351458
       8656.6200         8660.0800     -0.0179345       0.229725
       8656.9000         8660.3700      0.0830754       0.326134
       8657.1900         8660.6600     -0.0123767       0.262325
       8657.4800         8660.9500       0.241139       0.203801
       8657.7700         8661.2400       0.586265       0.163225
       8658.0600         8661.5300       0.683123       0.107864
       8658.3500         8661.8100       0.561907       0.188014
       8658.6400         8662.1000       0.385514       0.341373
       8658.9300         8662.3900       0.368786       0.183563
       8659.2100         8662.6800       0.475581       0.379121
       8659.5000         8662.9700       0.368476       0.510986
       8659.7900         8663.2600       0.403530       0.627371
       8660.0800         8663.5500       0.374141       0.419518
       8660.3700         8663.8400       0.419807       0.443873
       8660.6600         8664.1300       0.343499       0.433596
       8660.9500         8664.4200       0.354866       0.453457
       8661.2400         8664.7000       0.265350       0.410657
       8661.5300         8664.9900       0.123643       0.344134
       8661.8100         8665.2800      0.0635855       0.448722
       8662.1000         8665.5700      0.0226766       0.622146
       8662.3900         8665.8600     -0.0280548       0.642134
       8662.6800         8666.1500     -0.0377889       0.729956
       8662.9700         8666.4400      -0.142424       0.998582
       8663.2600         8666.7300      -0.167237        1.35246
       8663.5500         8667.0200      -0.164967        1.69572
       8663.8400         8667.3100      -0.170329        2.27777
       8664.1300         8667.5900      -0.178348        2.59824
       8664.4200         8667.8800     -0.0712282        2.86368
       8664.7000         8668.1700    -0.00671497        3.24253
       8664.9900         8668.4600      0.0124237        3.75845
       8665.2800         8668.7500       0.171738        4.49926
       8665.5700         8669.0400       0.185429        5.73474
       8665.8600         8669.3300       0.230422        7.37392
       8666.1500         8669.6200       0.351738        9.64199
       8666.4400         8669.9100       0.320149        12.5082
       8666.7300         8670.2000       0.263911        15.7858
       8667.0200         8670.4900       0.394892        18.7852
       8667.3100         8670.7800       0.356607        21.0268
       8667.5900         8671.0700       0.197525        22.9813
       8667.8800         8671.3500       0.148966        25.0328
       8668.1700         8671.6400       0.255870        26.9891
       8668.4600         8671.9300       0.232658        28.8938
       8668.7500         8672.2200       0.260355        30.7784
       8669.0400         8672.5100       0.182118        32.1002
       8669.3300         8672.8000       0.148641        32.0243
       8669.6200         8673.0900       0.266229        30.5242
       8669.9100         8673.3800       0.217957        27.9928
       8670.2000         8673.6700       0.280020        24.8360
       8670.4900         8673.9600       0.289525        21.3778
       8670.7800         8674.2500       0.336315        18.2050
       8671.0700         8674.5400       0.370664        15.6865
       8671.3500         8674.8300       0.409868        13.3317
       8671.6400         8675.1200       0.394006        11.1021
       8671.9300         8675.4000       0.208166        9.09856
       8672.2200         8675.6900      0.0581413        7.17862
       8672.5100         8675.9800       0.120797        4.90143
       8672.8000         8676.2700       0.205756        2.99683
       8673.0900         8676.5600       0.345667        1.75392
       8673.3800         8676.8500       0.270119        1.20858
       8673.6700         8677.1400       0.211707       0.886239
       8673.9600         8677.4300       0.313078       0.717993
       8674.2500         8677.7200       0.434284       0.600317
       8674.5400         8678.0100       0.315566       0.585592
       8674.8300         8678.3000       0.231262       0.687622
