       lambda          SN_2796        SN_2803
       8730.5600         8734.0600        3.68093      0.0465620
       8730.8500         8734.3500        3.18711      -0.162254
       8731.1400         8734.6400        2.46870      -0.344845
       8731.4300         8734.9300        1.83402      -0.699474
       8731.7300         8735.2200        1.21121      -0.982551
       8732.0200         8735.5100       0.525882       -1.04384
       8732.3100         8735.8000      0.0326764      -0.874315
       8732.6000         8736.1000      -0.225809      -0.874104
       8732.8900         8736.3900      -0.259854       -1.04620
       8733.1800         8736.6800      -0.263911      -0.929526
       8733.4700         8736.9700      -0.318748      -0.904956
       8733.7600         8737.2600      -0.466349      -0.734447
       8734.0600         8737.5500      -0.392763      -0.744480
       8734.3500         8737.8400      -0.498968      -0.731425
       8734.6400         8738.1400      -0.600179      -0.760092
       8734.9300         8738.4300      -0.554626      -0.723670
       8735.2200         8738.7200      -0.491397      -0.718106
       8735.5100         8739.0100     -0.0150112      -0.559918
       8735.8000         8739.3000       0.567909      -0.554225
       8736.1000         8739.5900       0.932958      -0.612187
       8736.3900         8739.8800        1.00448      -0.577961
       8736.6800         8740.1800       0.990732     -0.0367019
       8736.9700         8740.4700       0.949239       0.613738
       8737.2600         8740.7600       0.970994        1.02102
       8737.5500         8741.0500        1.25790        1.30722
       8737.8400         8741.3400        1.24424        1.49916
       8738.1400         8741.6300        1.24576        1.63699
       8738.4300         8741.9300        1.37114        1.98770
       8738.7200         8742.2200        1.49067        2.48985
       8739.0100         8742.5100        1.39722        2.85510
       8739.3000         8742.8000        1.08561        3.14355
       8739.5900         8743.0900       0.698498        3.51963
       8739.8800         8743.3800       0.487125        3.73859
       8740.1800         8743.6700       0.658776        4.01456
       8740.4700         8743.9700       0.803372        3.96553
       8740.7600         8744.2600       0.843144        3.84509
       8741.0500         8744.5500       0.710432        4.24801
       8741.3400         8744.8400       0.564517        4.99294
       8741.6300         8745.1300       0.409912        6.08803
       8741.9300         8745.4200       0.384798        7.17452
       8742.2200         8745.7200       0.193144        7.64703
       8742.5100         8746.0100      0.0389852        7.34105
       8742.8000         8746.3000    -0.00318247        7.27286
       8743.0900         8746.5900      -0.224187        7.40995
       8743.3800         8746.8800      -0.402217        7.46461
       8743.6700         8747.1800      -0.617959        7.87331
       8743.9700         8747.4700       -1.00009        8.19952
       8744.2600         8747.7600       -1.15754        7.97133
       8744.5500         8748.0500       -1.18266        7.34902
       8744.8400         8748.3400       -1.10282        7.15346
       8745.1300         8748.6300       -1.25590        6.95268
       8745.4200         8748.9300       -1.25649        6.77320
       8745.7200         8749.2200       -1.29167        6.61249
       8746.0100         8749.5100       -1.27177        6.75843
       8746.3000         8749.8000       -1.28831        7.45398
       8746.5900         8750.0900       -1.31130        8.66509
       8746.8800         8750.3900       -1.28740        10.1833
       8747.1800         8750.6800       -1.29091        11.4473
       8747.4700         8750.9700       -1.28281        11.6222
       8747.7600         8751.2600      -0.957699        11.3282
       8748.0500         8751.5500      -0.739761        11.7818
       8748.3400         8751.8400      -0.356772        12.7635
       8748.6300         8752.1400       0.244288        12.5806
       8748.9300         8752.4300       0.897783        11.7995
       8749.2200         8752.7200        1.46462        11.0624
       8749.5100         8753.0100        1.69199        10.5659
       8749.8000         8753.3000        1.89413        9.59339
       8750.0900         8753.6000        2.38603        7.96800
       8750.3900         8753.8900        2.65708        5.60699
       8750.6800         8754.1800        2.78628        2.65886
       8750.9700         8754.4700        2.70807       0.383152
       8751.2600         8754.7600        2.73816      -0.331992
       8751.5500         8755.0600        2.55559     0.00966180
       8751.8400         8755.3500        2.32150       0.277607
       8752.1400         8755.6400        1.88062       0.554224
       8752.4300         8755.9300        1.17653       0.815192
       8752.7200         8756.2300       0.575841        1.03433
       8753.0100         8756.5200      0.0465620        1.24551
       8753.3000         8756.8100      -0.162254        1.37321
       8753.6000         8757.1000      -0.344845        1.64160
       8753.8900         8757.3900      -0.699474        1.75010
       8754.1800         8757.6900      -0.982551        2.06350
       8754.4700         8757.9800       -1.04384        2.02244
       8754.7600         8758.2700      -0.874315        1.96146
       8755.0600         8758.5600      -0.874104        1.79743
       8755.3500         8758.8500       -1.04620        1.74384
       8755.6400         8759.1500      -0.929526        1.80926
       8755.9300         8759.4400      -0.904956        2.00727
       8756.2300         8759.7300      -0.734447        2.21756
       8756.5200         8760.0200      -0.744480        2.34723
       8756.8100         8760.3200      -0.731425        2.48880
       8757.1000         8760.6100      -0.760092        2.58663
       8757.3900         8760.9000      -0.723670        2.65918
       8757.6900         8761.1900      -0.718106        2.79992
       8757.9800         8761.4800      -0.559918        2.85522
       8758.2700         8761.7800      -0.554225        3.40282
       8758.5600         8762.0700      -0.612187        4.28049
       8758.8500         8762.3600      -0.577961        5.32318
       8759.1500         8762.6500     -0.0367019        5.72908
       8759.4400         8762.9500       0.613738        5.76800
       8759.7300         8763.2400        1.02102        5.83348
       8760.0200         8763.5300        1.30722        5.80462
       8760.3200         8763.8200        1.49916        5.80643
       8760.6100         8764.1100        1.63699        5.78802
       8760.9000         8764.4100        1.98770        5.97454
       8761.1900         8764.7000        2.48985        6.09131
       8761.4800         8764.9900        2.85510        6.17978
       8761.7800         8765.2800        3.14355        6.06831
       8762.0700         8765.5800        3.51963        5.65507
       8762.3600         8765.8700        3.73859        5.08254
       8762.6500         8766.1600        4.01456        4.48702
       8762.9500         8766.4500        3.96553        3.95125
       8763.2400         8766.7500        3.84509        3.36460
       8763.5300         8767.0400        4.24801        2.60080
       8763.8200         8767.3300        4.99294        2.17977
       8764.1100         8767.6200        6.08803        1.93775
       8764.4100         8767.9200        7.17452        1.50174
       8764.7000         8768.2100        7.64703       0.982911
       8764.9900         8768.5000        7.34105       0.550541
       8765.2800         8768.7900        7.27286       0.167919
       8765.5800         8769.0900        7.40995     -0.0696332
       8765.8700         8769.3800        7.46461      -0.245476
       8766.1600         8769.6700        7.87331      -0.442232
       8766.4500         8769.9600        8.19952      -0.634306
       8766.7500         8770.2600        7.97133      -0.633553
       8767.0400         8770.5500        7.34902      -0.577479
       8767.3300         8770.8400        7.15346      -0.503936
       8767.6200         8771.1300        6.95268      -0.325951
       8767.9200         8771.4300        6.77320      -0.213089
       8768.2100         8771.7200        6.61249     -0.0275787
       8768.5000         8772.0100        6.75843     -0.0450005
       8768.7900         8772.3000        7.45398     -0.0798248
       8769.0900         8772.6000        8.66509    -0.00446871
       8769.3800         8772.8900        10.1833      0.0323309
       8769.6700         8773.1800        11.4473       0.232189
       8769.9600         8773.4700        11.6222       0.280003
       8770.2600         8773.7700        11.3282       0.385724
       8770.5500         8774.0600        11.7818       0.490094
       8770.8400         8774.3500        12.7635       0.623525
       8771.1300         8774.6400        12.5806       0.775126
       8771.4300         8774.9400        11.7995       0.713276
       8771.7200         8775.2300        11.0624       0.747126
       8772.0100         8775.5200        10.5659       0.688034
       8772.3000         8775.8200        9.59339       0.829571
       8772.6000         8776.1100        7.96800       0.861244
       8772.8900         8776.4000        5.60699       0.638751
       8773.1800         8776.6900        2.65886       0.474704
       8773.4700         8776.9900       0.383152       0.389437
       8773.7700         8777.2800      -0.331992       0.224352
       8774.0600         8777.5700     0.00966180       0.261187
       8774.3500         8777.8700       0.277607      0.0719291
       8774.6400         8778.1600       0.554224      0.0260329
       8774.9400         8778.4500       0.815192      -0.140376
       8775.2300         8778.7400        1.03433      -0.188684
       8775.5200         8779.0400        1.24551      -0.378175
       8775.8200         8779.3300        1.37321      -0.469852
       8776.1100         8779.6200        1.64160      -0.424394
       8776.4000         8779.9200        1.75010      -0.527641
       8776.6900         8780.2100        2.06350      -0.397734
       8776.9900         8780.5000        2.02244      -0.348381
       8777.2800         8780.7900        1.96146      -0.462218
       8777.5700         8781.0900        1.79743      -0.366433
       8777.8700         8781.3800        1.74384      -0.459563
       8778.1600         8781.6700        1.80926      -0.371052
       8778.4500         8781.9600        2.00727      -0.403162
       8778.7400         8782.2600        2.21756      -0.235712
       8779.0400         8782.5500        2.34723      -0.203785
       8779.3300         8782.8400        2.48880     -0.0656319
       8779.6200         8783.1400        2.58663     -0.0789165
       8779.9200         8783.4300        2.65918      -0.143971
       8780.2100         8783.7200        2.79992      -0.158878
       8780.5000         8784.0200        2.85522      -0.173370
       8780.7900         8784.3100        3.40282      -0.211125
       8781.0900         8784.6000        4.28049      -0.133065
       8781.3800         8784.8900        5.32318      -0.115082
       8781.6700         8785.1900        5.72908     -0.0961416
       8781.9600         8785.4800        5.76800      -0.185908
       8782.2600         8785.7700        5.83348      -0.192209
       8782.5500         8786.0700        5.80462      -0.407108
       8782.8400         8786.3600        5.80643      -0.558931
       8783.1400         8786.6500        5.78802      -0.539642
       8783.4300         8786.9500        5.97454      -0.473092
       8783.7200         8787.2400        6.09131      -0.504500
       8784.0200         8787.5300        6.17978      -0.373164
       8784.3100         8787.8300        6.06831      -0.232884
       8784.6000         8788.1200        5.65507      -0.206646
       8784.8900         8788.4100        5.08254      -0.329172
       8785.1900         8788.7100        4.48702      -0.326720
       8785.4800         8789.0000        3.95125      -0.307816
       8785.7700         8789.2900        3.36460      -0.227166
       8786.0700         8789.5800        2.60080      -0.389773
       8786.3600         8789.8800        2.17977      -0.311903
       8786.6500         8790.1700        1.93775      -0.423704
       8786.9500         8790.4600        1.50174      -0.522164
       8787.2400         8790.7600       0.982911      -0.607356
       8787.5300         8791.0500       0.550541      -0.755492
       8787.8300         8791.3400       0.167919      -0.825782
       8788.1200         8791.6400     -0.0696332      -0.981127
       8788.4100         8791.9300      -0.245476      -0.919177
       8788.7100         8792.2200      -0.442232      -0.974648
       8789.0000         8792.5200      -0.634306      -0.990033
       8789.2900         8792.8100      -0.633553      -0.959981
       8789.5800         8793.1000      -0.577479      -0.950575
       8789.8800         8793.4000      -0.503936      -0.878922
       8790.1700         8793.6900      -0.325951      -0.958784
       8790.4600         8793.9800      -0.213089      -0.716423
       8790.7600         8794.2800     -0.0275787      -0.813419
       8791.0500         8794.5700     -0.0450005      -0.804869
       8791.3400         8794.8600     -0.0798248      -0.760378
       8791.6400         8795.1600    -0.00446871      -0.828388
       8791.9300         8795.4500      0.0323309      -0.677651
       8792.2200         8795.7400       0.232189      -0.628564
       8792.5200         8796.0400       0.280003      -0.390053
       8792.8100         8796.3300       0.385724      -0.283544
       8793.1000         8796.6200       0.490094      -0.266192
       8793.4000         8796.9200       0.623525      -0.297950
       8793.6900         8797.2100       0.775126      -0.160490
       8793.9800         8797.5000       0.713276      0.0420155
       8794.2800         8797.8000       0.747126      0.0842187
       8794.5700         8798.0900       0.688034       0.102533
       8794.8600         8798.3800       0.829571       0.167404
       8795.1600         8798.6800       0.861244       0.246015
       8795.4500         8798.9700       0.638751       0.262105
       8795.7400         8799.2600       0.474704       0.110783
       8796.0400         8799.5600       0.389437       0.122651
       8796.3300         8799.8500       0.224352     -0.0860746
       8796.6200         8800.1500       0.261187      -0.110236
       8796.9200         8800.4400      0.0719291     -0.0365337
       8797.2100         8800.7300      0.0260329     0.00747110
       8797.5000         8801.0300      -0.140376      -0.164281
       8797.8000         8801.3200      -0.188684      -0.198092
       8798.0900         8801.6100      -0.378175      -0.243835
       8798.3800         8801.9100      -0.469852      -0.124935
       8798.6800         8802.2000      -0.424394      -0.249635
       8798.9700         8802.4900      -0.527641      -0.439747
       8799.2600         8802.7900      -0.397734      -0.424079
       8799.5600         8803.0800      -0.348381      -0.491119
       8799.8500         8803.3800      -0.462218      -0.644011
       8800.1500         8803.6700      -0.366433      -0.588481
       8800.4400         8803.9600      -0.459563      -0.843006
       8800.7300         8804.2600      -0.371052      -0.966424
       8801.0300         8804.5500      -0.403162      -0.965470
       8801.3200         8804.8400      -0.235712      -0.861496
       8801.6100         8805.1400      -0.203785      -0.720377
       8801.9100         8805.4300     -0.0656319      -0.807134
       8802.2000         8805.7200     -0.0789165      -0.834376
       8802.4900         8806.0200      -0.143971      -0.850354
       8802.7900         8806.3100      -0.158878      -0.768531
       8803.0800         8806.6100      -0.173370      -0.295158
       8803.3800         8806.9000      -0.211125      -0.162060
       8803.6700         8807.1900      -0.133065      -0.128117
       8803.9600         8807.4900      -0.115082     -0.0453262
       8804.2600         8807.7800     -0.0961416       0.115981
       8804.5500         8808.0700      -0.185908       0.146808
       8804.8400         8808.3700      -0.192209       0.224830
       8805.1400         8808.6600      -0.407108       0.259736
       8805.4300         8808.9600      -0.558931       0.254332
       8805.7200         8809.2500      -0.539642       0.281278
       8806.0200         8809.5400      -0.473092       0.327827
       8806.3100         8809.8400      -0.504500       0.403292
       8806.6100         8810.1300      -0.373164       0.521020
       8806.9000         8810.4300      -0.232884       0.234837
       8807.1900         8810.7200      -0.206646       0.385106
       8807.4900         8811.0100      -0.329172       0.716887
       8807.7800         8811.3100      -0.326720       0.590992
       8808.0700         8811.6000      -0.307816       0.435803
       8808.3700         8811.8900      -0.227166       0.447535
       8808.6600         8812.1900      -0.389773       0.347837
       8808.9600         8812.4800      -0.311903       0.354019
       8809.2500         8812.7800      -0.423704       0.332609
       8809.5400         8813.0700      -0.522164       0.324996
       8809.8400         8813.3600      -0.607356       0.298689
       8810.1300         8813.6600      -0.755492       0.236955
       8810.4300         8813.9500      -0.825782       0.200069
       8810.7200         8814.2500      -0.981127       0.316273
       8811.0100         8814.5400      -0.919177      0.0639398
       8811.3100         8814.8300      -0.974648      -0.265476
       8811.6000         8815.1300      -0.990033      -0.240235
       8811.8900         8815.4200      -0.959981      -0.265726
       8812.1900         8815.7200      -0.950575      -0.242226
       8812.4800         8816.0100      -0.878922      -0.123929
       8812.7800         8816.3000      -0.958784      -0.221158
       8813.0700         8816.6000      -0.716423      -0.168530
       8813.3600         8816.8900      -0.813419     -0.0946024
       8813.6600         8817.1900      -0.804869      -0.102702
       8813.9500         8817.4800      -0.760378      -0.190157
       8814.2500         8817.7800      -0.828388      -0.271170
       8814.5400         8818.0700      -0.677651      -0.327841
       8814.8300         8818.3600      -0.628564      -0.279356
       8815.1300         8818.6600      -0.390053      -0.314627
       8815.4200         8818.9500      -0.283544      -0.232249
       8815.7200         8819.2500      -0.266192      -0.214106
       8816.0100         8819.5400      -0.297950      -0.287066
       8816.3000         8819.8300      -0.160490      -0.472226
       8816.6000         8820.1300      0.0420155      -0.363287
       8816.8900         8820.4200      0.0842187      -0.605940
       8817.1900         8820.7200       0.102533      -0.679939
       8817.4800         8821.0100       0.167404      -0.596475
       8817.7800         8821.3100       0.246015     -0.0134726
       8818.0700         8821.6000       0.262105        1.13188
       8818.3600         8821.8900       0.110783        2.41677
       8818.6600         8822.1900       0.122651        3.12278
       8818.9500         8822.4800     -0.0860746        3.34934
       8819.2500         8822.7800      -0.110236        3.25450
       8819.5400         8823.0700     -0.0365337        3.26370
       8819.8300         8823.3700     0.00747110        3.27594
       8820.1300         8823.6600      -0.164281        3.23523
       8820.4200         8823.9500      -0.198092        3.20728
       8820.7200         8824.2500      -0.243835        3.23851
       8821.0100         8824.5400      -0.124935        3.28659
       8821.3100         8824.8400      -0.249635        3.09598
       8821.6000         8825.1300      -0.439747        2.85656
       8821.8900         8825.4300      -0.424079        2.02586
       8822.1900         8825.7200      -0.491119        1.00747
       8822.4800         8826.0100      -0.644011       0.631565
       8822.7800         8826.3100      -0.588481       0.885253
       8823.0700         8826.6000      -0.843006        1.04796
       8823.3700         8826.9000      -0.966424        1.25603
       8823.6600         8827.1900      -0.965470        1.99575
       8823.9500         8827.4900      -0.861496        3.08390
       8824.2500         8827.7800      -0.720377        4.22516
       8824.5400         8828.0800      -0.807134        5.26238
       8824.8400         8828.3700      -0.834376        5.87731
       8825.1300         8828.6700      -0.850354        6.36881
       8825.4300         8828.9600      -0.768531        6.23578
       8825.7200         8829.2500      -0.295158        6.17905
       8826.0100         8829.5500      -0.162060        5.84239
       8826.3100         8829.8400      -0.128117        5.75253
       8826.6000         8830.1400     -0.0453262        5.04877
       8826.9000         8830.4300       0.115981        4.87160
       8827.1900         8830.7300       0.146808        4.69009
       8827.4900         8831.0200       0.224830        4.14930
       8827.7800         8831.3200       0.259736        3.34717
       8828.0800         8831.6100       0.254332        2.29972
       8828.3700         8831.9100       0.281278        1.55689
       8828.6700         8832.2000       0.327827        1.11335
       8828.9600         8832.4900       0.403292       0.796515
       8829.2500         8832.7900       0.521020       0.746225
       8829.5500         8833.0800       0.234837       0.666052
       8829.8400         8833.3800       0.385106       0.748597
       8830.1400         8833.6700       0.716887       0.374439
       8830.4300         8833.9700       0.590992       0.526484
       8830.7300         8834.2600       0.435803       0.375759
       8831.0200         8834.5600       0.447535       0.293104
       8831.3200         8834.8500       0.347837       0.329760
       8831.6100         8835.1500       0.354019       0.229157
       8831.9100         8835.4400       0.332609       0.287246
       8832.2000         8835.7400       0.324996       0.365302
       8832.4900         8836.0300       0.298689       0.200367
       8832.7900         8836.3300       0.236955       0.172518
       8833.0800         8836.6200       0.200069       0.150088
       8833.3800         8836.9100       0.316273      0.0334996
       8833.6700         8837.2100      0.0639398     -0.0163100
       8833.9700         8837.5000      -0.265476      0.0442596
       8834.2600         8837.8000      -0.240235      0.0518433
       8834.5600         8838.0900      -0.265726       0.123272
       8834.8500         8838.3900      -0.242226      0.0996230
       8835.1500         8838.6800      -0.123929      -0.107075
       8835.4400         8838.9800      -0.221158     -0.0552651
       8835.7400         8839.2700      -0.168530     -0.0814006
       8836.0300         8839.5700     -0.0946024      -0.183592
       8836.3300         8839.8600      -0.102702      -0.124024
       8836.6200         8840.1600      -0.190157      -0.102033
       8836.9100         8840.4500      -0.271170      -0.171196
       8837.2100         8840.7500      -0.327841     -0.0276317
       8837.5000         8841.0400      -0.279356      0.0140180
       8837.8000         8841.3400      -0.314627       0.236919
       8838.0900         8841.6300      -0.232249       0.520385
       8838.3900         8841.9300      -0.214106       0.983115
       8838.6800         8842.2200      -0.287066        1.54809
       8838.9800         8842.5200      -0.472226        2.20063
       8839.2700         8842.8100      -0.363287        2.54427
       8839.5700         8843.1100      -0.605940        2.83746
       8839.8600         8843.4000      -0.679939        3.06032
       8840.1600         8843.7000      -0.596475        3.32181
       8840.4500         8843.9900     -0.0134726        3.62783
       8840.7500         8844.2900        1.13188        3.84288
       8841.0400         8844.5800        2.41677        3.81251
       8841.3400         8844.8800        3.12278        3.94583
       8841.6300         8845.1700        3.34934        3.77631
       8841.9300         8845.4700        3.25450        3.69570
       8842.2200         8845.7600        3.26370        3.31810
       8842.5200         8846.0600        3.27594        2.79120
       8842.8100         8846.3500        3.23523        2.21555
       8843.1100         8846.6500        3.20728        1.83889
       8843.4000         8846.9400        3.23851        1.54729
       8843.7000         8847.2400        3.28659        1.14769
       8843.9900         8847.5300        3.09598       0.848927
       8844.2900         8847.8300        2.85656       0.757590
       8844.5800         8848.1200        2.02586       0.677094
       8844.8800         8848.4200        1.00747       0.603673
       8845.1700         8848.7100       0.631565       0.528941
       8845.4700         8849.0100       0.885253       0.466255
       8845.7600         8849.3000        1.04796       0.448295
