       lambda          SN_2796        SN_2803
       8543.5900         8544.7300      -0.433329      -0.500925
       8543.8800         8545.0200      -0.506214      -0.577949
       8544.1600         8545.3000      0.0195900      -0.320853
       8544.4500         8545.5900       0.593364      -0.405272
       8544.7300         8545.8700        1.36677      -0.235751
       8545.0200         8546.1600        1.77611       0.868993
       8545.3000         8546.4400        2.17318       0.698704
       8545.5900         8546.7300        2.52464      0.0132173
       8545.8700         8547.0100        3.33485       0.699109
       8546.1600         8547.3000        4.59701        1.00372
       8546.4400         8547.5800        5.50091       0.860748
       8546.7300         8547.8700        6.54573        1.14547
       8547.0100         8548.1500        6.87007        1.28098
       8547.3000         8548.4400        6.73094        1.77690
       8547.5800         8548.7200        6.23434        5.23639
       8547.8700         8549.0100        6.10513        13.9115
       8548.1500         8549.2900        5.82175        27.6553
       8548.4400         8549.5800        5.47125        42.5885
       8548.7200         8549.8600        5.12818        53.2001
       8549.0100         8550.1500        4.83157        60.6683
       8549.2900         8550.4400        4.33249        62.7714
       8549.5800         8550.7200        3.73100        55.2975
       8549.8600         8551.0100        3.90805        43.4261
       8550.1500         8551.2900        4.25045        34.2759
       8550.4400         8551.5800        4.80372        25.2015
       8550.7200         8551.8600        5.40501        15.4919
       8551.0100         8552.1500        6.49467        9.36312
       8551.2900         8552.4300        6.40310        7.36174
       8551.5800         8552.7200        6.02909        7.08585
       8551.8600         8553.0000        5.85246        7.06597
       8552.1500         8553.2900        6.02395        6.36812
       8552.4300         8553.5700        6.19157        4.96566
       8552.7200         8553.8600        6.31354        4.03002
       8553.0000         8554.1400        6.59334        3.08166
       8553.2900         8554.4300        6.16329        2.50879
       8553.5700         8554.7100        5.68601        2.31613
       8553.8600         8555.0000        5.22260        2.14945
       8554.1400         8555.2900        4.97686        1.86577
       8554.4300         8555.5700        4.52074        2.26389
       8554.7100         8555.8600        4.34259        1.98542
       8555.0000         8556.1400        4.63841        1.85845
       8555.2900         8556.4300        4.77768        1.75777
       8555.5700         8556.7100        4.59204        1.15766
       8555.8600         8557.0000        4.52964       0.393752
       8556.1400         8557.2800        4.52386       0.410601
       8556.4300         8557.5700        4.02704      0.0648269
       8556.7100         8557.8500        4.16159       0.348728
       8557.0000         8558.1400        4.19610        1.10596
       8557.2800         8558.4200        4.51501        2.08443
       8557.5700         8558.7100        4.49901        2.58173
       8557.8500         8559.0000        5.44821        2.99257
       8558.1400         8559.2800        6.36019        3.00177
       8558.4200         8559.5700        8.29222        3.28666
       8558.7100         8559.8500        10.8993        2.65915
       8559.0000         8560.1400        13.4309        1.96384
       8559.2800         8560.4200        14.3349        1.41719
       8559.5700         8560.7100        13.9329       0.867849
       8559.8500         8560.9900        12.0269       0.429337
       8560.1400         8561.2800        8.80611       0.780461
       8560.4200         8561.5700        6.43238        1.09998
       8560.7100         8561.8500        5.14607        1.69134
       8560.9900         8562.1400        4.60280        2.28705
       8561.2800         8562.4200        4.59819        2.46501
       8561.5700         8562.7100        4.55844        1.95612
       8561.8500         8562.9900        4.00249        1.82252
       8562.1400         8563.2800        3.26670        1.24553
       8562.4200         8563.5600        2.71130       0.893835
       8562.7100         8563.8500        1.74174       0.783047
       8562.9900         8564.1400        1.28539        1.60452
       8563.2800         8564.4200       0.896806        2.81809
       8563.5600         8564.7100       0.667221        6.04160
       8563.8500         8564.9900      0.0147891        12.1522
       8564.1400         8565.2800       0.161338        22.3908
       8564.4200         8565.5600       0.305709        34.4333
       8564.7100         8565.8500       0.515746        43.1312
       8564.9900         8566.1400       0.181415        43.5015
       8565.2800         8566.4200       0.120118        37.8997
       8565.5600         8566.7100      -0.500925        27.1031
       8565.8500         8566.9900      -0.577949        14.5179
       8566.1400         8567.2800      -0.320853        5.58610
       8566.4200         8567.5600      -0.405272        2.69096
       8566.7100         8567.8500      -0.235751       0.989596
       8566.9900         8568.1400       0.868993       0.413363
       8567.2800         8568.4200       0.698704       0.539656
       8567.5600         8568.7100      0.0132173       0.874332
       8567.8500         8568.9900       0.699109       0.422373
       8568.1400         8569.2800        1.00372       0.657488
       8568.4200         8569.5700       0.860748       0.636879
       8568.7100         8569.8500        1.14547       0.385894
       8568.9900         8570.1400        1.28098       0.368629
       8569.2800         8570.4200        1.77690       0.372562
       8569.5700         8570.7100        5.23639       0.684528
       8569.8500         8571.0000        13.9115       0.274603
       8570.1400         8571.2800        27.6553      0.0288841
       8570.4200         8571.5700        42.5885      -0.175047
       8570.7100         8571.8500        53.2001      -0.385816
       8571.0000         8572.1400        60.6683      -0.976834
       8571.2800         8572.4200        62.7714       -1.04492
       8571.5700         8572.7100        55.2975      -0.978891
       8571.8500         8573.0000        43.4261      -0.536137
       8572.1400         8573.2800        34.2759      -0.497945
       8572.4200         8573.5700        25.2015      -0.371800
       8572.7100         8573.8500        15.4919      0.0403965
       8573.0000         8574.1400        9.36312      -0.111833
       8573.2800         8574.4300        7.36174      -0.237075
       8573.5700         8574.7100        7.08585     -0.0207045
       8573.8500         8575.0000        7.06597       0.123415
       8574.1400         8575.2800        6.36812     -0.0545505
       8574.4300         8575.5700        4.96566      -0.257190
       8574.7100         8575.8600        4.03002     -0.0222336
       8575.0000         8576.1400        3.08166      -0.576806
       8575.2800         8576.4300        2.50879      -0.890426
       8575.5700         8576.7100        2.31613      -0.866895
       8575.8600         8577.0000        2.14945      -0.252882
       8576.1400         8577.2900        1.86577     -0.0413062
       8576.4300         8577.5700        2.26389       0.575066
       8576.7100         8577.8600        1.98542       0.946801
       8577.0000         8578.1400        1.85845        1.29117
       8577.2900         8578.4300        1.75777       0.968552
       8577.5700         8578.7200        1.15766       0.315988
       8577.8600         8579.0000       0.393752       0.480551
       8578.1400         8579.2900       0.410601       0.555731
       8578.4300         8579.5800      0.0648269       0.503666
       8578.7200         8579.8600       0.348728       0.345454
       8579.0000         8580.1500        1.10596       0.622200
       8579.2900         8580.4300        2.08443       0.908790
       8579.5800         8580.7200        2.58173       0.900088
       8579.8600         8581.0100        2.99257        1.08799
       8580.1500         8581.2900        3.00177        1.26078
       8580.4300         8581.5800        3.28666        1.55440
       8580.7200         8581.8700        2.65915       0.825042
       8581.0100         8582.1500        1.96384        1.13936
       8581.2900         8582.4400        1.41719        1.19513
       8581.5800         8582.7200       0.867849        1.41454
       8581.8700         8583.0100       0.429337        1.51831
       8582.1500         8583.3000       0.780461        1.75946
       8582.4400         8583.5800        1.09998        1.42521
       8582.7200         8583.8700        1.69134        1.26043
       8583.0100         8584.1600        2.28705       0.961462
       8583.3000         8584.4400        2.46501       0.723646
       8583.5800         8584.7300        1.95612       0.741269
       8583.8700         8585.0100        1.82252       0.892008
       8584.1600         8585.3000        1.24553        1.03203
       8584.4400         8585.5900       0.893835        1.23869
       8584.7300         8585.8700       0.783047        1.25363
       8585.0100         8586.1600        1.60452        1.30730
       8585.3000         8586.4500        2.81809        1.13867
       8585.5900         8586.7300        6.04160       0.873291
       8585.8700         8587.0200        12.1522       0.916501
       8586.1600         8587.3100        22.3908       0.481145
       8586.4500         8587.5900        34.4333       0.136615
       8586.7300         8587.8800        43.1312       0.111876
       8587.0200         8588.1700        43.5015       0.594887
       8587.3100         8588.4500        37.8997       0.438356
       8587.5900         8588.7400        27.1031       0.870070
       8587.8800         8589.0200        14.5179        1.13837
       8588.1700         8589.3100        5.58610        1.34524
       8588.4500         8589.6000        2.69096       0.833094
       8588.7400         8589.8800       0.989596       0.745352
       8589.0200         8590.1700       0.413363       0.451318
       8589.3100         8590.4600       0.539656      0.0208195
       8589.6000         8590.7400       0.874332      -0.180613
       8589.8800         8591.0300       0.422373       0.343121
       8590.1700         8591.3200       0.657488       0.411800
       8590.4600         8591.6000       0.636879       0.263844
       8590.7400         8591.8900       0.385894       0.524660
       8591.0300         8592.1800       0.368629       0.549270
       8591.3200         8592.4600       0.372562      0.0999249
       8591.6000         8592.7500       0.684528       0.457099
       8591.8900         8593.0400       0.274603       0.652323
       8592.1800         8593.3200      0.0288841       0.988388
       8592.4600         8593.6100      -0.175047       0.811104
       8592.7500         8593.9000      -0.385816        1.00314
       8593.0400         8594.1800      -0.976834       0.396896
       8593.3200         8594.4700       -1.04492       0.202827
       8593.6100         8594.7600      -0.978891      0.0541393
       8593.9000         8595.0400      -0.536137       0.642563
       8594.1800         8595.3300      -0.497945       0.618977
       8594.4700         8595.6200      -0.371800        1.19689
       8594.7600         8595.9000      0.0403965        1.57344
       8595.0400         8596.1900      -0.111833        1.14187
       8595.3300         8596.4800      -0.237075       0.374226
       8595.6200         8596.7600     -0.0207045     0.00572737
       8595.9000         8597.0500       0.123415      -0.199387
       8596.1900         8597.3400     -0.0545505      -0.607922
       8596.4800         8597.6200      -0.257190      -0.615176
       8596.7600         8597.9100     -0.0222336      -0.564723
       8597.0500         8598.2000      -0.576806      -0.479199
       8597.3400         8598.4800      -0.890426      -0.772615
       8597.6200         8598.7700      -0.866895      -0.382960
       8597.9100         8599.0600      -0.252882      -0.481149
       8598.2000         8599.3400     -0.0413062      -0.308484
       8598.4800         8599.6300       0.575066      -0.633864
       8598.7700         8599.9200       0.946801      -0.363286
       8599.0600         8600.2100        1.29117      -0.330151
       8599.3400         8600.4900       0.968552      -0.178208
       8599.6300         8600.7800       0.315988      -0.350257
       8599.9200         8601.0700       0.480551      0.0893187
       8600.2100         8601.3500       0.555731    -0.00573015
       8600.4900         8601.6400       0.503666      -0.435586
       8600.7800         8601.9300       0.345454      0.0531849
       8601.0700         8602.2100       0.622200       0.444562
       8601.3500         8602.5000       0.908790       0.121095
       8601.6400         8602.7900       0.900088       0.228127
       8601.9300         8603.0700        1.08799       0.584738
       8602.2100         8603.3600        1.26078       0.440014
       8602.5000         8603.6500        1.55440       0.661599
       8602.7900         8603.9400       0.825042       0.794913
       8603.0700         8604.2200        1.13936       0.335123
       8603.3600         8604.5100        1.19513       0.206842
       8603.6500         8604.8000        1.41454       0.403178
       8603.9400         8605.0800        1.51831       0.359273
       8604.2200         8605.3700        1.75946      0.0898484
       8604.5100         8605.6600        1.42521       0.537164
       8604.8000         8605.9400        1.26043       0.597748
       8605.0800         8606.2300       0.961462       0.388124
       8605.3700         8606.5200       0.723646       0.120783
       8605.6600         8606.8100       0.741269       0.471986
       8605.9400         8607.0900       0.892008       0.719122
       8606.2300         8607.3800        1.03203        1.08061
       8606.5200         8607.6700        1.23869        1.12955
       8606.8100         8607.9500        1.25363        1.30904
       8607.0900         8608.2400        1.30730        1.65627
       8607.3800         8608.5300        1.13867        2.18779
       8607.6700         8608.8200       0.873291        2.41393
       8607.9500         8609.1000       0.916501        2.89077
       8608.2400         8609.3900       0.481145        3.30968
       8608.5300         8609.6800       0.136615        3.28818
       8608.8200         8609.9600       0.111876        3.09236
       8609.1000         8610.2500       0.594887        2.61926
       8609.3900         8610.5400       0.438356        2.24148
       8609.6800         8610.8300       0.870070        1.79479
       8609.9600         8611.1100        1.13837        1.83190
       8610.2500         8611.4000        1.34524        1.74728
       8610.5400         8611.6900       0.833094        1.75463
       8610.8300         8611.9700       0.745352        1.93626
       8611.1100         8612.2600       0.451318        1.48500
       8611.4000         8612.5500      0.0208195        1.11595
       8611.6900         8612.8400      -0.180613        1.07090
       8611.9700         8613.1200       0.343121        1.07335
       8612.2600         8613.4100       0.411800       0.773221
       8612.5500         8613.7000       0.263844        1.39645
       8612.8400         8613.9900       0.524660        2.09045
       8613.1200         8614.2700       0.549270        2.20604
       8613.4100         8614.5600      0.0999249        1.81702
       8613.7000         8614.8500       0.457099        1.60364
       8613.9900         8615.1400       0.652323        1.34566
       8614.2700         8615.4200       0.988388        1.42916
       8614.5600         8615.7100       0.811104        1.12951
       8614.8500         8616.0000        1.00314        1.35310
       8615.1400         8616.2900       0.396896        1.20114
       8615.4200         8616.5700       0.202827        1.48202
       8615.7100         8616.8600      0.0541393        1.83708
       8616.0000         8617.1500       0.642563        2.71065
       8616.2900         8617.4300       0.618977        4.32431
       8616.5700         8617.7200        1.19689        5.83836
       8616.8600         8618.0100        1.57344        5.82277
       8617.1500         8618.3000        1.14187        5.05216
       8617.4300         8618.5800       0.374226        3.67375
       8617.7200         8618.8700     0.00572737        2.23643
       8618.0100         8619.1600      -0.199387        1.14938
       8618.3000         8619.4500      -0.607922        1.08738
       8618.5800         8619.7300      -0.615176       0.534129
       8618.8700         8620.0200      -0.564723       0.566864
       8619.1600         8620.3100      -0.479199       0.765900
       8619.4500         8620.6000      -0.772615       0.832784
       8619.7300         8620.8800      -0.382960       0.201097
       8620.0200         8621.1700      -0.481149       0.703133
       8620.3100         8621.4600      -0.308484       0.681330
       8620.6000         8621.7500      -0.633864       0.369463
       8620.8800         8622.0400      -0.363286       0.634148
       8621.1700         8622.3200      -0.330151        1.13178
       8621.4600         8622.6100      -0.178208        1.04082
       8621.7500         8622.9000      -0.350257        1.04005
       8622.0400         8623.1900      0.0893187       0.718197
       8622.3200         8623.4700    -0.00573015       0.341119
       8622.6100         8623.7600      -0.435586     -0.0995343
       8622.9000         8624.0500      0.0531849      -0.294274
       8623.1900         8624.3400       0.444562     -0.0728605
       8623.4700         8624.6200       0.121095       0.892969
       8623.7600         8624.9100       0.228127        1.19598
       8624.0500         8625.2000       0.584738       0.919849
       8624.3400         8625.4900       0.440014       0.936367
       8624.6200         8625.7700       0.661599       0.975651
       8624.9100         8626.0600       0.794913      0.0622054
       8625.2000         8626.3500       0.335123       0.138629
       8625.4900         8626.6400       0.206842       0.449235
       8625.7700         8626.9300       0.403178       0.244025
       8626.0600         8627.2100       0.359273       0.459227
       8626.3500         8627.5000      0.0898484       0.851303
       8626.6400         8627.7900       0.537164       0.688187
       8626.9300         8628.0800       0.597748       0.688723
       8627.2100         8628.3600       0.388124       0.939776
       8627.5000         8628.6500       0.120783     -0.0852604
       8627.7900         8628.9400       0.471986      0.0536477
       8628.0800         8629.2300       0.719122      0.0531250
       8628.3600         8629.5200        1.08061     -0.0312281
       8628.6500         8629.8000        1.12955      -0.236884
       8628.9400         8630.0900        1.30904     -0.0981858
       8629.2300         8630.3800        1.65627      -0.231564
       8629.5200         8630.6700        2.18779      -0.227092
       8629.8000         8630.9600        2.41393      -0.195235
       8630.0900         8631.2400        2.89077      -0.181599
       8630.3800         8631.5300        3.30968       0.212890
       8630.6700         8631.8200        3.28818     -0.0345834
       8630.9600         8632.1100        3.09236      -0.109862
       8631.2400         8632.3900        2.61926      0.0822061
       8631.5300         8632.6800        2.24148       0.190359
       8631.8200         8632.9700        1.79479       0.248423
       8632.1100         8633.2600        1.83190       0.297739
       8632.3900         8633.5500        1.74728       0.350487
       8632.6800         8633.8300        1.75463       0.271152
       8632.9700         8634.1200        1.93626    -0.00788920
       8633.2600         8634.4100        1.48500      -0.190626
       8633.5500         8634.7000        1.11595       0.292168
       8633.8300         8634.9900        1.07090      -0.184258
       8634.1200         8635.2700        1.07335      -0.943491
       8634.4100         8635.5600       0.773221      -0.986088
       8634.7000         8635.8500        1.39645      -0.934770
       8634.9900         8636.1400        2.09045      -0.862254
       8635.2700         8636.4300        2.20604      -0.364906
       8635.5600         8636.7100        1.81702       0.455071
       8635.8500         8637.0000        1.60364       0.857999
       8636.1400         8637.2900        1.34566       0.978506
       8636.4300         8637.5800        1.42916       0.713883
       8636.7100         8637.8700        1.12951       0.513337
       8637.0000         8638.1600        1.35310       0.747741
       8637.2900         8638.4400        1.20114       0.665302
       8637.5800         8638.7300        1.48202       0.718488
       8637.8700         8639.0200        1.83708       0.532195
       8638.1600         8639.3100        2.71065       0.526691
       8638.4400         8639.6000        4.32431       0.128919
       8638.7300         8639.8800        5.83836       0.108250
       8639.0200         8640.1700        5.82277      0.0273842
       8639.3100         8640.4600        5.05216       0.220161
       8639.6000         8640.7500        3.67375      0.0342686
       8639.8800         8641.0400        2.23643       0.478955
       8640.1700         8641.3300        1.14938       0.657754
       8640.4600         8641.6100        1.08738       0.693232
       8640.7500         8641.9000       0.534129       0.371332
       8641.0400         8642.1900       0.566864       0.714603
       8641.3300         8642.4800       0.765900       0.413678
       8641.6100         8642.7700       0.832784      -0.163427
       8641.9000         8643.0500       0.201097      -0.433814
       8642.1900         8643.3400       0.703133      -0.705324
       8642.4800         8643.6300       0.681330      -0.788075
       8642.7700         8643.9200       0.369463      -0.653480
       8643.0500         8644.2100       0.634148      -0.360910
       8643.3400         8644.5000        1.13178      -0.486495
       8643.6300         8644.7900        1.04082    0.000745785
       8643.9200         8645.0700        1.04005       0.191541
       8644.2100         8645.3600       0.718197       0.160921
       8644.5000         8645.6500       0.341119       0.404723
       8644.7900         8645.9400     -0.0995343       0.938936
       8645.0700         8646.2300      -0.294274       0.841526
       8645.3600         8646.5200     -0.0728605       0.902972
       8645.6500         8646.8000       0.892969       0.678578
       8645.9400         8647.0900        1.19598      0.0972312
       8646.2300         8647.3800       0.919849      0.0566817
       8646.5200         8647.6700       0.936367      0.0535088
       8646.8000         8647.9600       0.975651      -0.235542
       8647.0900         8648.2500      0.0622054     -0.0619598
       8647.3800         8648.5300       0.138629       0.281605
       8647.6700         8648.8200       0.449235      -0.180045
       8647.9600         8649.1100       0.244025      -0.243795
       8648.2500         8649.4000       0.459227       0.394544
       8648.5300         8649.6900       0.851303       0.545226
       8648.8200         8649.9800       0.688187       0.551875
       8649.1100         8650.2700       0.688723       0.727679
       8649.4000         8650.5500       0.939776       0.566578
       8649.6900         8650.8400     -0.0852604       0.154302
       8649.9800         8651.1300      0.0536477      0.0425835
       8650.2700         8651.4200      0.0531250       0.125835
       8650.5500         8651.7100     -0.0312281      0.0859063
       8650.8400         8652.0000      -0.236884       0.485872
       8651.1300         8652.2900     -0.0981858       0.595781
       8651.4200         8652.5700      -0.231564       0.281281
       8651.7100         8652.8600      -0.227092     -0.0536917
       8652.0000         8653.1500      -0.195235       0.188693
       8652.2900         8653.4400      -0.181599      -0.160738
       8652.5700         8653.7300       0.212890     -0.0477619
       8652.8600         8654.0200     -0.0345834       0.278904
       8653.1500         8654.3100      -0.109862       0.469437
       8653.4400         8654.5900      0.0822061       0.295955
       8653.7300         8654.8800       0.190359       0.406208
       8654.0200         8655.1700       0.248423       0.586722
       8654.3100         8655.4600       0.297739       0.661682
       8654.5900         8655.7500       0.350487       0.387247
       8654.8800         8656.0400       0.271152       0.440601
       8655.1700         8656.3300    -0.00788920       0.852530
       8655.4600         8656.6200      -0.190626       0.333113
       8655.7500         8656.9000       0.292168       0.161194
       8656.0400         8657.1900      -0.184258       0.586167
       8656.3300         8657.4800      -0.943491       0.964630
       8656.6200         8657.7700      -0.986088       0.661009
       8656.9000         8658.0600      -0.934770       0.564061
       8657.1900         8658.3500      -0.862254       0.382642
       8657.4800         8658.6400      -0.364906       0.944889
       8657.7700         8658.9300       0.455071       0.134609
       8658.0600         8659.2100       0.857999      -0.126483
       8658.3500         8659.5000       0.978506      -0.220562
       8658.6400         8659.7900       0.713883       0.173319
       8658.9300         8660.0800       0.513337      -0.474461
       8659.2100         8660.3700       0.747741       0.116233
       8659.5000         8660.6600       0.665302       0.175939
       8659.7900         8660.9500       0.718488       0.484225
       8660.0800         8661.2400       0.532195       0.409789
       8660.3700         8661.5300       0.526691       0.297400
       8660.6600         8661.8100       0.128919       0.179427
       8660.9500         8662.1000       0.108250       0.590489
       8661.2400         8662.3900      0.0273842       0.880167
       8661.5300         8662.6800       0.220161       0.751334
       8661.8100         8662.9700      0.0342686       0.991560
       8662.1000         8663.2600       0.478955       0.952772
       8662.3900         8663.5500       0.657754       0.364539
       8662.6800         8663.8400       0.693232       0.148071
       8662.9700         8664.1300       0.371332       0.224992
       8663.2600         8664.4200       0.714603     -0.0225592
       8663.5500         8664.7000       0.413678     -0.0908186
       8663.8400         8664.9900      -0.163427       0.220357
       8664.1300         8665.2800      -0.433814       0.301035
       8664.4200         8665.5700      -0.705324       0.639333
       8664.7000         8665.8600      -0.788075        1.05511
       8664.9900         8666.1500      -0.653480        1.64143
       8665.2800         8666.4400      -0.360910        2.37193
       8665.5700         8666.7300      -0.486495        3.25889
       8665.8600         8667.0200    0.000745785        3.69365
       8666.1500         8667.3100       0.191541        4.62603
       8666.4400         8667.5900       0.160921        5.12812
       8666.7300         8667.8800       0.404723        5.32232
       8667.0200         8668.1700       0.938936        5.18899
       8667.3100         8668.4600       0.841526        5.52637
       8667.5900         8668.7500       0.902972        6.10821
       8667.8800         8669.0400       0.678578        8.55604
       8668.1700         8669.3300      0.0972312        12.6129
       8668.4600         8669.6200      0.0566817        18.3539
       8668.7500         8669.9100      0.0535088        25.5384
       8669.0400         8670.2000      -0.235542        33.6037
       8669.3300         8670.4900     -0.0619598        39.1236
       8669.6200         8670.7800       0.281605        40.7282
       8669.9100         8671.0700      -0.180045        39.9091
       8670.2000         8671.3500      -0.243795        37.4002
       8670.4900         8671.6400       0.394544        33.4939
       8670.7800         8671.9300       0.545226        30.2513
       8671.0700         8672.2200       0.551875        29.6044
       8671.3500         8672.5100       0.727679        28.4518
       8671.6400         8672.8000       0.566578        25.8653
       8671.9300         8673.0900       0.154302        21.6385
       8672.2200         8673.3800      0.0425835        16.8108
       8672.5100         8673.6700       0.125835        11.3952
       8672.8000         8673.9600      0.0859063        6.68343
       8673.0900         8674.2500       0.485872        3.45596
       8673.3800         8674.5400       0.595781        1.97498
       8673.6700         8674.8300       0.281281        1.26249
       8673.9600         8675.1200     -0.0536917       0.887469
       8674.2500         8675.4000       0.188693       0.597608
       8674.5400         8675.6900      -0.160738       0.673611
       8674.8300         8675.9800     -0.0477619       0.616648
       8675.1200         8676.2700       0.278904       0.736023
       8675.4000         8676.5600       0.469437       0.928637
       8675.6900         8676.8500       0.295955       0.829571
