       lambda          SN_2796        SN_2803
       8506.3400         8507.4800       -4.15031       0.181275
       8506.6300         8507.7600       -4.20133       0.327774
       8506.9100         8508.0400       -4.67467       0.108037
       8507.1900         8508.3300       -5.03454     -0.0444864
       8507.4800         8508.6100       -5.02559      -0.375098
       8507.7600         8508.9000       -4.52227      -0.493456
       8508.0400         8509.1800       -4.37406      -0.571598
       8508.3300         8509.4600       -4.48620      -0.343724
       8508.6100         8509.7500       -4.79684      -0.542222
       8508.9000         8510.0300       -4.79090      -0.298989
       8509.1800         8510.3200       -4.32625      -0.261562
       8509.4600         8510.6000       -3.73099     -0.0385548
       8509.7500         8510.8800       -3.01963       0.273707
       8510.0300         8511.1700       -2.16226       0.535742
       8510.3200         8511.4500       -1.86223       0.544591
       8510.6000         8511.7300       -1.88745       0.547085
       8510.8800         8512.0200       -1.85824       0.397863
       8511.1700         8512.3000       -2.31340       0.253798
       8511.4500         8512.5900       -2.58207      0.0569702
       8511.7300         8512.8700       -2.60154      -0.192497
       8512.0200         8513.1500       -2.61476      -0.172503
       8512.3000         8513.4400       -2.60614      -0.188822
       8512.5900         8513.7200       -2.39216     -0.0842361
       8512.8700         8514.0100       -2.32975        1.41000
       8513.1500         8514.2900       -2.27383        3.29692
       8513.4400         8514.5700       -2.06312        5.67339
       8513.7200         8514.8600       -2.18973        8.46538
       8514.0100         8515.1400       -2.13950        12.5776
       8514.2900         8515.4300       -1.95059        14.3413
       8514.5700         8515.7100       -1.95575        13.6219
       8514.8600         8515.9900       -1.62736        11.4810
       8515.1400         8516.2800       -1.17896        9.01690
       8515.4300         8516.5600      -0.621329        5.54521
       8515.7100         8516.8500      -0.180329        3.24156
       8515.9900         8517.1300     0.00671077        3.15130
       8516.2800         8517.4200      0.0399298        5.38953
       8516.5600         8517.7000     -0.0284304        7.87343
       8516.8500         8517.9800      -0.414287        9.77026
       8517.1300         8518.2700      -0.781693        9.74198
       8517.4200         8518.5500      -0.837450        8.20510
       8517.7000         8518.8400      -0.519715        5.43360
       8517.9800         8519.1200      -0.527376        2.22656
       8518.2700         8519.4000      0.0705350      -0.390714
       8518.5500         8519.6900       0.511385       -1.48508
       8518.8400         8519.9700       0.901247       -2.02013
       8519.1200         8520.2600       0.574169       -2.13597
       8519.4000         8520.5400       0.464427       -1.91445
       8519.6900         8520.8300       0.226947       -1.71165
       8519.9700         8521.1100      -0.282983       -1.63294
       8520.2600         8521.3900      -0.258422       -1.39628
       8520.5400         8521.6800      -0.307510       -1.72017
       8520.8300         8521.9600      -0.490619       -1.41310
       8521.1100         8522.2500      -0.686843       -1.01835
       8521.3900         8522.5300      -0.456215       -1.05046
       8521.6800         8522.8100      -0.641522       -1.20970
       8521.9600         8523.1000      -0.651961      -0.976965
       8522.2500         8523.3800      -0.221605       -1.18570
       8522.5300         8523.6700      -0.229622       -1.69567
       8522.8100         8523.9500      -0.174168       -1.28972
       8523.1000         8524.2400     -0.0895082       -1.18870
       8523.3800         8524.5200       0.293587       -1.02313
       8523.6700         8524.8000       0.646988      -0.813795
       8523.9500         8525.0900        1.14189      -0.563923
       8524.2400         8525.3700        1.40083      -0.864109
       8524.5200         8525.6600        1.99193      -0.407242
       8524.8000         8525.9400        2.60013      -0.102621
       8525.0900         8526.2300        2.90756       0.125479
       8525.3700         8526.5100        3.14369       0.283809
       8525.6600         8526.8000        3.32042       0.521752
       8525.9400         8527.0800        2.66453       0.535650
       8526.2300         8527.3600        1.81935      0.0107754
       8526.5100         8527.6500        1.13793      0.0854237
       8526.8000         8527.9300       0.278280       0.251696
       8527.0800         8528.2200      -0.160124       0.344240
       8527.3600         8528.5000      -0.247947       0.479423
       8527.6500         8528.7900      -0.332785       0.563318
       8527.9300         8529.0700     -0.0667083       0.291264
       8528.2200         8529.3600       0.181275      -0.196734
       8528.5000         8529.6400       0.327774     0.00526749
       8528.7900         8529.9200       0.108037       0.535012
       8529.0700         8530.2100     -0.0444864        1.56554
       8529.3600         8530.4900      -0.375098        2.98821
       8529.6400         8530.7800      -0.493456        4.25016
       8529.9200         8531.0600      -0.571598        4.52783
       8530.2100         8531.3500      -0.343724        4.52145
       8530.4900         8531.6300      -0.542222        4.95071
       8530.7800         8531.9200      -0.298989        4.89207
       8531.0600         8532.2000      -0.261562        5.06499
       8531.3500         8532.4900     -0.0385548        4.61555
       8531.6300         8532.7700       0.273707        3.41761
       8531.9200         8533.0600       0.535742        2.32990
       8532.2000         8533.3400       0.544591       0.984047
       8532.4900         8533.6200       0.547085     -0.0370181
       8532.7700         8533.9100       0.397863      0.0673569
       8533.0600         8534.1900       0.253798       0.865934
       8533.3400         8534.4800      0.0569702        1.12479
       8533.6200         8534.7600      -0.192497        1.21853
       8533.9100         8535.0500      -0.172503        1.08583
       8534.1900         8535.3300      -0.188822       0.973456
       8534.4800         8535.6200     -0.0842361       0.612430
       8534.7600         8535.9000        1.41000     -0.0228277
       8535.0500         8536.1900        3.29692      -0.522972
       8535.3300         8536.4700        5.67339      -0.552932
       8535.6200         8536.7600        8.46538      -0.845424
       8535.9000         8537.0400        12.5776       -1.06130
       8536.1900         8537.3300        14.3413      -0.978147
       8536.4700         8537.6100        13.6219      -0.871779
       8536.7600         8537.9000        11.4810      -0.737053
       8537.0400         8538.1800        9.01690      -0.764376
       8537.3300         8538.4600        5.54521      -0.782682
       8537.6100         8538.7500        3.24156      -0.725773
       8537.9000         8539.0300        3.15130      -0.375532
       8538.1800         8539.3200        5.38953      -0.609419
       8538.4600         8539.6000        7.87343      -0.592338
       8538.7500         8539.8900        9.77026      -0.444039
       8539.0300         8540.1700        9.74198      -0.415557
       8539.3200         8540.4600        8.20510      -0.685934
       8539.6000         8540.7400        5.43360      -0.306893
       8539.8900         8541.0300        2.22656      0.0184705
       8540.1700         8541.3100      -0.390714       0.119166
       8540.4600         8541.6000       -1.48508       0.151746
       8540.7400         8541.8800       -2.02013       0.252232
       8541.0300         8542.1700       -2.13597      0.0242221
       8541.3100         8542.4500       -1.91445      -0.278215
       8541.6000         8542.7400       -1.71165      -0.416181
       8541.8800         8543.0200       -1.63294      -0.619349
       8542.1700         8543.3100       -1.39628      -0.613672
       8542.4500         8543.5900       -1.72017      -0.557358
       8542.7400         8543.8800       -1.41310      -0.274956
       8543.0200         8544.1600       -1.01835       0.388083
       8543.3100         8544.4500       -1.05046        1.36616
       8543.5900         8544.7300       -1.20970        1.93257
       8543.8800         8545.0200      -0.976965        2.37759
       8544.1600         8545.3000       -1.18570        2.46805
       8544.4500         8545.5900       -1.69567        2.10768
       8544.7300         8545.8700       -1.28972        1.39746
       8545.0200         8546.1600       -1.18870        1.04280
       8545.3000         8546.4400       -1.02313       0.806407
       8545.5900         8546.7300      -0.813795       0.631511
       8545.8700         8547.0100      -0.563923       0.297795
       8546.1600         8547.3000      -0.864109       0.532688
       8546.4400         8547.5800      -0.407242       0.796652
       8546.7300         8547.8700      -0.102621       0.842492
       8547.0100         8548.1500       0.125479        1.41576
       8547.3000         8548.4400       0.283809        2.14863
       8547.5800         8548.7200       0.521752        2.17725
       8547.8700         8549.0100       0.535650        2.07444
       8548.1500         8549.2900      0.0107754        2.47062
       8548.4400         8549.5800      0.0854237        2.08045
       8548.7200         8549.8600       0.251696        1.86818
       8549.0100         8550.1500       0.344240        1.55894
       8549.2900         8550.4400       0.479423        1.48583
       8549.5800         8550.7200       0.563318        1.08826
       8549.8600         8551.0100       0.291264       0.784915
       8550.1500         8551.2900      -0.196734       0.318554
       8550.4400         8551.5800     0.00526749      0.0676623
       8550.7200         8551.8600       0.535012      0.0931502
       8551.0100         8552.1500        1.56554      -0.207367
       8551.2900         8552.4300        2.98821     -0.0969170
       8551.5800         8552.7200        4.25016      -0.336805
       8551.8600         8553.0000        4.52783      -0.206406
       8552.1500         8553.2900        4.52145      -0.584379
       8552.4300         8553.5700        4.95071      -0.221659
       8552.7200         8553.8600        4.89207      -0.268762
       8553.0000         8554.1400        5.06499       0.107845
       8553.2900         8554.4300        4.61555       0.259226
       8553.5700         8554.7100        3.41761       0.408778
       8553.8600         8555.0000        2.32990       0.259556
       8554.1400         8555.2900       0.984047       0.166193
       8554.4300         8555.5700     -0.0370181      -0.225891
       8554.7100         8555.8600      0.0673569      -0.535263
       8555.0000         8556.1400       0.865934      -0.760409
       8555.2900         8556.4300        1.12479       -1.03820
       8555.5700         8556.7100        1.21853       -1.33911
       8555.8600         8557.0000        1.08583       -1.25978
       8556.1400         8557.2800       0.973456       -1.39016
       8556.4300         8557.5700       0.612430       -1.32477
       8556.7100         8557.8500     -0.0228277       -1.09879
       8557.0000         8558.1400      -0.522972      -0.704235
       8557.2800         8558.4200      -0.552932      -0.753378
       8557.5700         8558.7100      -0.845424      -0.762981
       8557.8500         8559.0000       -1.06130      -0.638771
       8558.1400         8559.2800      -0.978147      -0.708240
       8558.4200         8559.5700      -0.871779      -0.851947
       8558.7100         8559.8500      -0.737053      -0.576132
       8559.0000         8560.1400      -0.764376      -0.489241
       8559.2800         8560.4200      -0.782682      -0.435394
       8559.5700         8560.7100      -0.725773      -0.379551
       8559.8500         8560.9900      -0.375532      -0.458254
       8560.1400         8561.2800      -0.609419      -0.553021
       8560.4200         8561.5700      -0.592338      -0.311490
       8560.7100         8561.8500      -0.444039      -0.209076
       8560.9900         8562.1400      -0.415557      -0.316190
       8561.2800         8562.4200      -0.685934     -0.0386505
       8561.5700         8562.7100      -0.306893      0.0792926
       8561.8500         8562.9900      0.0184705      0.0562447
       8562.1400         8563.2800       0.119166      0.0527682
       8562.4200         8563.5600       0.151746      0.0643859
       8562.7100         8563.8500       0.252232      0.0379808
       8562.9900         8564.1400      0.0242221      -0.108644
       8563.2800         8564.4200      -0.278215      -0.130298
       8563.5600         8564.7100      -0.416181      -0.114520
       8563.8500         8564.9900      -0.619349     -0.0622942
       8564.1400         8565.2800      -0.613672     -0.0605088
       8564.4200         8565.5600      -0.557358       0.171106
       8564.7100         8565.8500      -0.274956       0.207987
       8564.9900         8566.1400       0.388083      0.0714009
       8565.2800         8566.4200        1.36616      -0.169586
       8565.5600         8566.7100        1.93257      -0.271896
       8565.8500         8566.9900        2.37759     -0.0477065
       8566.1400         8567.2800        2.46805       0.290955
       8566.4200         8567.5600        2.10768       0.703069
       8566.7100         8567.8500        1.39746       0.760400
       8566.9900         8568.1400        1.04280       0.505162
       8567.2800         8568.4200       0.806407       0.401418
       8567.5600         8568.7100       0.631511       0.191867
       8567.8500         8568.9900       0.297795       0.158294
       8568.1400         8569.2800       0.532688        1.28108
       8568.4200         8569.5700       0.796652        2.83874
       8568.7100         8569.8500       0.842492        4.20257
       8568.9900         8570.1400        1.41576        6.05410
       8569.2800         8570.4200        2.14863        8.08081
       8569.5700         8570.7100        2.17725        7.96991
       8569.8500         8571.0000        2.07444        6.78612
       8570.1400         8571.2800        2.47062        5.10458
       8570.4200         8571.5700        2.08045        3.45419
       8570.7100         8571.8500        1.86818        1.15742
       8571.0000         8572.1400        1.55894       0.116808
       8571.2800         8572.4200        1.48583      -0.317086
       8571.5700         8572.7100        1.08826      -0.101545
       8571.8500         8573.0000       0.784915      -0.406252
       8572.1400         8573.2800       0.318554      -0.287214
       8572.4200         8573.5700      0.0676623     -0.0565467
       8572.7100         8573.8500      0.0931502       0.380072
       8573.0000         8574.1400      -0.207367     -0.0528803
       8573.2800         8574.4300     -0.0969170      -0.218119
       8573.5700         8574.7100      -0.336805      -0.233207
       8573.8500         8575.0000      -0.206406      0.0533265
       8574.1400         8575.2800      -0.584379      0.0177434
       8574.4300         8575.5700      -0.221659     -0.0689582
       8574.7100         8575.8600      -0.268762       0.196756
       8575.0000         8576.1400       0.107845      0.0949073
       8575.2800         8576.4300       0.259226      -0.357863
       8575.5700         8576.7100       0.408778      -0.458321
       8575.8600         8577.0000       0.259556      -0.468418
       8576.1400         8577.2900       0.166193      -0.468545
       8576.4300         8577.5700      -0.225891      -0.399696
       8576.7100         8577.8600      -0.535263      -0.430564
       8577.0000         8578.1400      -0.760409      -0.515000
       8577.2900         8578.4300       -1.03820      -0.362204
       8577.5700         8578.7200       -1.33911      -0.571629
       8577.8600         8579.0000       -1.25978      -0.360120
       8578.1400         8579.2900       -1.39016      -0.128219
       8578.4300         8579.5800       -1.32477     -0.0867260
       8578.7200         8579.8600       -1.09879       0.263780
       8579.0000         8580.1500      -0.704235       0.656124
       8579.2900         8580.4300      -0.753378       0.799714
       8579.5800         8580.7200      -0.762981       0.801440
       8579.8600         8581.0100      -0.638771       0.996478
       8580.1500         8581.2900      -0.708240       0.895876
       8580.4300         8581.5800      -0.851947       0.804124
       8580.7200         8581.8700      -0.576132       0.734549
       8581.0100         8582.1500      -0.489241       0.882967
       8581.2900         8582.4400      -0.435394       0.982863
       8581.5800         8582.7200      -0.379551       0.877632
       8581.8700         8583.0100      -0.458254       0.704770
       8582.1500         8583.3000      -0.553021       0.365162
       8582.4400         8583.5800      -0.311490      0.0103027
       8582.7200         8583.8700      -0.209076      -0.414168
       8583.0100         8584.1600      -0.316190      -0.537834
       8583.3000         8584.4400     -0.0386505      -0.528531
       8583.5800         8584.7300      0.0792926      -0.411663
       8583.8700         8585.0100      0.0562447     -0.0829134
       8584.1600         8585.3000      0.0527682       0.235972
       8584.4400         8585.5900      0.0643859       0.413968
       8584.7300         8585.8700      0.0379808       0.420598
       8585.0100         8586.1600      -0.108644       0.374517
       8585.3000         8586.4500      -0.130298       0.186199
       8585.5900         8586.7300      -0.114520     -0.0109142
       8585.8700         8587.0200     -0.0622942     -0.0252767
       8586.1600         8587.3100     -0.0605088      -0.221987
       8586.4500         8587.5900       0.171106      -0.282621
       8586.7300         8587.8800       0.207987     -0.0124538
       8587.0200         8588.1700      0.0714009       0.124259
       8587.3100         8588.4500      -0.169586       0.400637
       8587.5900         8588.7400      -0.271896       0.668939
       8587.8800         8589.0200     -0.0477065       0.616775
       8588.1700         8589.3100       0.290955       0.286282
       8588.4500         8589.6000       0.703069       0.148229
       8588.7400         8589.8800       0.760400      -0.289879
       8589.0200         8590.1700       0.505162      -0.542677
       8589.3100         8590.4600       0.401418      -0.497557
       8589.6000         8590.7400       0.191867      -0.451652
       8589.8800         8591.0300       0.158294      -0.221722
       8590.1700         8591.3200        1.28108      -0.413057
       8590.4600         8591.6000        2.83874      -0.312867
       8590.7400         8591.8900        4.20257      -0.506795
       8591.0300         8592.1800        6.05410      -0.506272
       8591.3200         8592.4600        8.08081      -0.569298
       8591.6000         8592.7500        7.96991      -0.323914
       8591.8900         8593.0400        6.78612      -0.662723
       8592.1800         8593.3200        5.10458      -0.762965
       8592.4600         8593.6100        3.45419      -0.844489
       8592.7500         8593.9000        1.15742      -0.897331
       8593.0400         8594.1800       0.116808       -1.18175
       8593.3200         8594.4700      -0.317086      -0.718645
       8593.6100         8594.7600      -0.101545      -0.333412
       8593.9000         8595.0400      -0.406252      -0.111739
       8594.1800         8595.3300      -0.287214      -0.263229
       8594.4700         8595.6200     -0.0565467      -0.121712
       8594.7600         8595.9000       0.380072      -0.576129
       8595.0400         8596.1900     -0.0528803      -0.495726
       8595.3300         8596.4800      -0.218119      -0.274304
       8595.6200         8596.7600      -0.233207      0.0828386
       8595.9000         8597.0500      0.0533265       0.438183
       8596.1900         8597.3400      0.0177434       0.571396
       8596.4800         8597.6200     -0.0689582       0.347440
       8596.7600         8597.9100       0.196756       0.167028
       8597.0500         8598.2000      0.0949073     -0.0662024
       8597.3400         8598.4800      -0.357863      -0.178964
       8597.6200         8598.7700      -0.458321      -0.170900
       8597.9100         8599.0600      -0.468418     -0.0394797
       8598.2000         8599.3400      -0.468545      -0.110294
       8598.4800         8599.6300      -0.399696       0.173950
       8598.7700         8599.9200      -0.430564       0.285512
       8599.0600         8600.2100      -0.515000        1.00448
       8599.3400         8600.4900      -0.362204        1.69763
       8599.6300         8600.7800      -0.571629        2.30464
       8599.9200         8601.0700      -0.360120        2.65715
       8600.2100         8601.3500      -0.128219        2.51810
       8600.4900         8601.6400     -0.0867260        2.11334
       8600.7800         8601.9300       0.263780        1.60130
       8601.0700         8602.2100       0.656124        1.48845
       8601.3500         8602.5000       0.799714        1.78392
       8601.6400         8602.7900       0.801440        3.70028
       8601.9300         8603.0700       0.996478        6.02961
       8602.2100         8603.3600       0.895876        8.20919
       8602.5000         8603.6500       0.804124        9.48488
       8602.7900         8603.9400       0.734549        9.76276
       8603.0700         8604.2200       0.882967        8.75514
       8603.3600         8604.5100       0.982863        5.88854
       8603.6500         8604.8000       0.877632        3.37407
       8603.9400         8605.0800       0.704770        1.82092
       8604.2200         8605.3700       0.365162       0.529678
       8604.5100         8605.6600      0.0103027      -0.607880
       8604.8000         8605.9400      -0.414168      -0.826166
       8605.0800         8606.2300      -0.537834      -0.932802
       8605.3700         8606.5200      -0.528531       -1.27092
       8605.6600         8606.8100      -0.411663       -1.18549
       8605.9400         8607.0900     -0.0829134      -0.861183
       8606.2300         8607.3800       0.235972      -0.316411
       8606.5200         8607.6700       0.413968      0.0726126
       8606.8100         8607.9500       0.420598       0.330802
       8607.0900         8608.2400       0.374517       0.560015
       8607.3800         8608.5300       0.186199       0.187289
       8607.6700         8608.8200     -0.0109142     -0.0728927
       8607.9500         8609.1000     -0.0252767     -0.0826569
       8608.2400         8609.3900      -0.221987      -0.622767
       8608.5300         8609.6800      -0.282621      -0.970064
       8608.8200         8609.9600     -0.0124538       -1.19296
       8609.1000         8610.2500       0.124259       -1.18141
       8609.3900         8610.5400       0.400637       -1.22793
       8609.6800         8610.8300       0.668939      -0.516063
       8609.9600         8611.1100       0.616775    -0.00211139
       8610.2500         8611.4000       0.286282       0.377760
       8610.5400         8611.6900       0.148229       0.216483
       8610.8300         8611.9700      -0.289879      -0.214908
       8611.1100         8612.2600      -0.542677      -0.557342
       8611.4000         8612.5500      -0.497557      -0.631776
       8611.6900         8612.8400      -0.451652      -0.697222
       8611.9700         8613.1200      -0.221722      -0.951402
       8612.2600         8613.4100      -0.413057      -0.696080
       8612.5500         8613.7000      -0.312867      -0.634604
       8612.8400         8613.9900      -0.506795      -0.699659
       8613.1200         8614.2700      -0.506272      -0.160712
       8613.4100         8614.5600      -0.569298       0.851436
       8613.7000         8614.8500      -0.323914        1.19419
       8613.9900         8615.1400      -0.662723        1.27187
       8614.2700         8615.4200      -0.762965       0.872516
       8614.5600         8615.7100      -0.844489       0.514986
       8614.8500         8616.0000      -0.897331       0.508374
       8615.1400         8616.2900       -1.18175       0.455452
       8615.4200         8616.5700      -0.718645       0.378222
       8615.7100         8616.8600      -0.333412        1.18553
       8616.0000         8617.1500      -0.111739        1.97960
       8616.2900         8617.4300      -0.263229        2.97030
       8616.5700         8617.7200      -0.121712        3.83216
       8616.8600         8618.0100      -0.576129        4.88863
       8617.1500         8618.3000      -0.495726        5.11710
       8617.4300         8618.5800      -0.274304        5.03628
       8617.7200         8618.8700      0.0828386        3.70774
       8618.0100         8619.1600       0.438183        2.34015
       8618.3000         8619.4500       0.571396        1.41437
       8618.5800         8619.7300       0.347440       0.696382
       8618.8700         8620.0200       0.167028       0.479748
       8619.1600         8620.3100     -0.0662024       0.401568
       8619.4500         8620.6000      -0.178964       0.512846
       8619.7300         8620.8800      -0.170900       0.537372
       8620.0200         8621.1700     -0.0394797       0.635600
       8620.3100         8621.4600      -0.110294       0.490748
       8620.6000         8621.7500       0.173950       0.350689
       8620.8800         8622.0400       0.285512       0.184705
       8621.1700         8622.3200        1.00448       0.290906
       8621.4600         8622.6100        1.69763       0.466746
       8621.7500         8622.9000        2.30464       0.186585
       8622.0400         8623.1900        2.65715       0.283585
       8622.3200         8623.4700        2.51810       0.707598
       8622.6100         8623.7600        2.11334       0.832178
       8622.9000         8624.0500        1.60130       0.606643
       8623.1900         8624.3400        1.48845       0.621665
       8623.4700         8624.6200        1.78392       0.509074
       8623.7600         8624.9100        3.70028       0.281736
       8624.0500         8625.2000        6.02961     -0.0515591
       8624.3400         8625.4900        8.20919       0.256348
       8624.6200         8625.7700        9.48488       0.489058
       8624.9100         8626.0600        9.76276       0.617403
       8625.2000         8626.3500        8.75514       0.872504
       8625.4900         8626.6400        5.88854       0.998494
       8625.7700         8626.9300        3.37407       0.341964
       8626.0600         8627.2100        1.82092      -0.236545
       8626.3500         8627.5000       0.529678      -0.546982
       8626.6400         8627.7900      -0.607880      -0.602685
       8626.9300         8628.0800      -0.826166      -0.752942
       8627.2100         8628.3600      -0.932802      -0.510420
       8627.5000         8628.6500       -1.27092      -0.436789
       8627.7900         8628.9400       -1.18549      -0.275721
       8628.0800         8629.2300      -0.861183     -0.0947272
       8628.3600         8629.5200      -0.316411      -0.313102
       8628.6500         8629.8000      0.0726126      -0.539104
       8628.9400         8630.0900       0.330802      -0.371101
       8629.2300         8630.3800       0.560015      -0.279541
       8629.5200         8630.6700       0.187289      -0.503397
       8629.8000         8630.9600     -0.0728927     -0.0685025
       8630.0900         8631.2400     -0.0826569      0.0878856
       8630.3800         8631.5300      -0.622767      -0.498037
       8630.6700         8631.8200      -0.970064      -0.668249
       8630.9600         8632.1100       -1.19296      -0.688597
       8631.2400         8632.3900       -1.18141       -1.04205
       8631.5300         8632.6800       -1.22793       -1.11764
       8631.8200         8632.9700      -0.516063      -0.321341
       8632.1100         8633.2600    -0.00211139      -0.400700
       8632.3900         8633.5500       0.377760     -0.0300192
       8632.6800         8633.8300       0.216483       0.669233
       8632.9700         8634.1200      -0.214908        1.03800
       8633.2600         8634.4100      -0.557342       0.884190
       8633.5500         8634.7000      -0.631776       0.895362
       8633.8300         8634.9900      -0.697222       0.617527
       8634.1200         8635.2700      -0.951402       0.328808
       8634.4100         8635.5600      -0.696080       0.109608
       8634.7000         8635.8500      -0.634604      -0.311233
       8634.9900         8636.1400      -0.699659      -0.608051
       8635.2700         8636.4300      -0.160712      -0.938417
       8635.5600         8636.7100       0.851436       -1.23403
       8635.8500         8637.0000        1.19419       -1.31733
       8636.1400         8637.2900        1.27187      -0.996914
       8636.4300         8637.5800       0.872516      -0.639410
       8636.7100         8637.8700       0.514986     0.00411796
       8637.0000         8638.1600       0.508374       0.114902
       8637.2900         8638.4400       0.455452       0.256540
       8637.5800         8638.7300       0.378222       0.316576
       8637.8700         8639.0200        1.18553       0.469930
       8638.1600         8639.3100        1.97960      -0.310831
       8638.4400         8639.6000        2.97030      -0.693291
       8638.7300         8639.8800        3.83216      -0.974600
       8639.0200         8640.1700        4.88863       -1.17152
       8639.3100         8640.4600        5.11710       -1.59112
       8639.6000         8640.7500        5.03628       -1.55096
       8639.8800         8641.0400        3.70774       -1.48951
       8640.1700         8641.3300        2.34015       -1.66966
       8640.4600         8641.6100        1.41437       -1.11079
       8640.7500         8641.9000       0.696382     0.00933963
       8641.0400         8642.1900       0.479748        1.65800
       8641.3300         8642.4800       0.401568        3.22208
       8641.6100         8642.7700       0.512846        4.00951
       8641.9000         8643.0500       0.537372        3.88102
       8642.1900         8643.3400       0.635600        3.44659
       8642.4800         8643.6300       0.490748        2.94597
       8642.7700         8643.9200       0.350689        2.03415
       8643.0500         8644.2100       0.184705        1.15511
       8643.3400         8644.5000       0.290906       0.764459
       8643.6300         8644.7900       0.466746       0.253961
       8643.9200         8645.0700       0.186585     -0.0574506
       8644.2100         8645.3600       0.283585      -0.611874
       8644.5000         8645.6500       0.707598      -0.427660
       8644.7900         8645.9400       0.832178      -0.467073
       8645.0700         8646.2300       0.606643      -0.306796
       8645.3600         8646.5200       0.621665      -0.830880
       8645.6500         8646.8000       0.509074      -0.571183
       8645.9400         8647.0900       0.281736      -0.429494
       8646.2300         8647.3800     -0.0515591      -0.470105
       8646.5200         8647.6700       0.256348      -0.768938
       8646.8000         8647.9600       0.489058      -0.503005
       8647.0900         8648.2500       0.617403      -0.228764
       8647.3800         8648.5300       0.872504       0.266768
       8647.6700         8648.8200       0.998494       0.807486
       8647.9600         8649.1100       0.341964       0.395131
       8648.2500         8649.4000      -0.236545       0.209975
       8648.5300         8649.6900      -0.546982       0.283328
       8648.8200         8649.9800      -0.602685       0.314469
       8649.1100         8650.2700      -0.752942      0.0292243
       8649.4000         8650.5500      -0.510420       0.565941
       8649.6900         8650.8400      -0.436789       0.388065
       8649.9800         8651.1300      -0.275721       0.123140
       8650.2700         8651.4200     -0.0947272      -0.277081
       8650.5500         8651.7100      -0.313102      -0.398034
       8650.8400         8652.0000      -0.539104      -0.616184
       8651.1300         8652.2900      -0.371101      -0.367681
       8651.4200         8652.5700      -0.279541      -0.500337
       8651.7100         8652.8600      -0.503397      -0.356095
       8652.0000         8653.1500     -0.0685025      -0.188227
       8652.2900         8653.4400      0.0878856      -0.257189
       8652.5700         8653.7300      -0.498037       0.202497
       8652.8600         8654.0200      -0.668249       0.331395
       8653.1500         8654.3100      -0.688597       0.326057
       8653.4400         8654.5900       -1.04205      0.0172857
       8653.7300         8654.8800       -1.11764       0.373064
       8654.0200         8655.1700      -0.321341       0.134915
       8654.3100         8655.4600      -0.400700       0.195804
       8654.5900         8655.7500     -0.0300192      -0.224321
       8654.8800         8656.0400       0.669233      0.0952650
       8655.1700         8656.3300        1.03800     -0.0233642
       8655.4600         8656.6200       0.884190     -0.0393121
       8655.7500         8656.9000       0.895362      -0.161569
       8656.0400         8657.1900       0.617527       0.276227
       8656.3300         8657.4800       0.328808       0.183205
       8656.6200         8657.7700       0.109608     -0.0816549
       8656.9000         8658.0600      -0.311233     -0.0834302
       8657.1900         8658.3500      -0.608051      0.0852081
       8657.4800         8658.6400      -0.938417       0.207852
       8657.7700         8658.9300       -1.23403      -0.108609
       8658.0600         8659.2100       -1.31733      -0.157009
       8658.3500         8659.5000      -0.996914     -0.0522154
       8658.6400         8659.7900      -0.639410      -0.118823
