       lambda          SN_2796        SN_2803
       10907.500         10908.900       0.642698       0.509274
       10907.800         10909.300       0.539325       0.897133
       10908.200         10909.600       0.365321       0.538686
       10908.500         10910.000       0.224291       0.375369
       10908.900         10910.400       0.583929       0.397972
       10909.300         10910.700       0.174592       0.195916
       10909.600         10911.100       0.305775       0.426079
       10910.000         10911.500       0.432936        1.00001
       10910.400         10911.800       0.159996        1.09067
       10910.700         10912.200      0.0328872       0.970995
       10911.100         10912.500       0.647393        1.18665
       10911.500         10912.900       0.641225        1.04818
       10911.800         10913.300        1.04150       0.742842
       10912.200         10913.600        1.15483       0.686299
       10912.500         10914.000        1.23603       0.562262
       10912.900         10914.400       0.803941       0.385770
       10913.300         10914.700       0.834700      0.0435461
       10913.600         10915.100       0.745569      -0.198514
       10914.000         10915.500       0.984542      0.0130662
       10914.400         10915.800       0.649169     0.00446462
       10914.700         10916.200       0.529540      -0.581046
       10915.100         10916.600       0.387044      -0.719889
       10915.500         10916.900       0.113553      -0.642252
       10915.800         10917.300       0.469191      -0.605773
       10916.200         10917.600       0.592284      -0.655877
       10916.600         10918.000        1.33612     -0.0741680
       10916.900         10918.400        1.63200       0.337517
       10917.300         10918.700        1.85784   -0.000471060
       10917.600         10919.100        1.34615     -0.0359042
       10918.000         10919.500        1.36485     -0.0442875
       10918.400         10919.800       0.345352      -0.461476
       10918.700         10920.200      -0.438652      -0.460070
       10919.100         10920.600      -0.509160      0.0836013
       10919.500         10920.900      -0.330435      -0.201486
       10919.800         10921.300      -0.480898      -0.292116
       10920.200         10921.700     -0.0456523      -0.132599
       10920.600         10922.000       0.326741     -0.0917348
       10920.900         10922.400      0.0328846       0.464533
       10921.300         10922.700      -0.175720       0.365134
       10921.700         10923.100      0.0386165     -0.0655067
       10922.000         10923.500      -0.409552      -0.338751
       10922.400         10923.800      0.0309031      -0.389656
       10922.700         10924.200     -0.0598007      -0.988169
       10923.100         10924.600       0.552835       -1.30478
       10923.500         10924.900       0.487102       -1.03337
       10923.800         10925.300       0.322197      -0.747849
       10924.200         10925.700      -0.330348      -0.469342
       10924.600         10926.000      -0.715866       0.164570
       10924.900         10926.400      -0.914172       0.421326
       10925.300         10926.800      -0.771163       0.190436
       10925.700         10927.100      -0.659608        1.12844
       10926.000         10927.500      -0.453450        1.17995
       10926.400         10927.800      -0.207227       0.857716
       10926.800         10928.200      0.0730978       0.968055
       10927.100         10928.600      -0.180609        1.32750
       10927.500         10928.900     -0.0140477       0.628963
       10927.800         10929.300      -0.360317       0.264797
       10928.200         10929.700      0.0234599       0.447037
       10928.600         10930.000       0.712138       0.459589
       10928.900         10930.400       0.677089       0.114029
       10929.300         10930.800       0.355233      -0.168987
       10929.700         10931.100       0.404709     -0.0218525
       10930.000         10931.500       0.985454      -0.241686
       10930.400         10931.900       0.783636     -0.0742852
       10930.800         10932.200       0.884344      -0.136308
       10931.100         10932.600       0.558861     -0.0521266
       10931.500         10933.000       0.276903      -0.250236
       10931.900         10933.300      0.0199342      -0.318912
       10932.200         10933.700      -0.367328      -0.542792
       10932.600         10934.000      -0.217260     -0.0142541
       10933.000         10934.400       0.213419      -0.288922
       10933.300         10934.800       0.471855      -0.121612
       10933.700         10935.100       0.169396      -0.112567
       10934.000         10935.500       0.126754       0.279054
       10934.400         10935.900      0.0101859      0.0648362
       10934.800         10936.200      -0.186543       0.610523
       10935.100         10936.600      0.0546763       0.289693
       10935.500         10937.000       0.509274       0.397892
       10935.900         10937.300       0.897133      -0.173381
       10936.200         10937.700       0.538686      -0.250383
       10936.600         10938.100       0.375369      -0.351987
       10937.000         10938.400       0.397972     -0.0588240
       10937.300         10938.800       0.195916      0.0828523
       10937.700         10939.200       0.426079       0.304959
       10938.100         10939.500        1.00001       0.313260
       10938.400         10939.900        1.09067      0.0287425
       10938.800         10940.200       0.970995       0.565186
       10939.200         10940.600        1.18665       0.372066
       10939.500         10941.000        1.04818       0.631916
       10939.900         10941.300       0.742842       0.312504
       10940.200         10941.700       0.686299       0.620869
       10940.600         10942.100       0.562262      0.0857184
       10941.000         10942.400       0.385770    -0.00389584
       10941.300         10942.800      0.0435461      -0.115875
       10941.700         10943.200      -0.198514       0.400137
       10942.100         10943.500      0.0130662       0.393798
       10942.400         10943.900     0.00446462       0.119196
       10942.800         10944.300      -0.581046       0.632243
       10943.200         10944.600      -0.719889       0.993459
       10943.500         10945.000      -0.642252       0.568899
       10943.900         10945.400      -0.605773       0.519191
       10944.300         10945.700      -0.655877       0.561117
       10944.600         10946.100     -0.0741680       0.666165
       10945.000         10946.500       0.337517      -0.239913
       10945.400         10946.800   -0.000471060      -0.360610
       10945.700         10947.200     -0.0359042      -0.654366
       10946.100         10947.500     -0.0442875      -0.766818
       10946.500         10947.900      -0.461476       -1.06048
       10946.800         10948.300      -0.460070      -0.950737
       10947.200         10948.600      0.0836013       -1.27734
       10947.500         10949.000      -0.201486       -1.33070
       10947.900         10949.400      -0.292116      -0.711846
       10948.300         10949.700      -0.132599      -0.574583
       10948.600         10950.100     -0.0917348      -0.827080
       10949.000         10950.500       0.464533      -0.470157
       10949.400         10950.800       0.365134      0.0834291
       10949.700         10951.200     -0.0655067      -0.305372
       10950.100         10951.600      -0.338751      -0.698615
       10950.500         10951.900      -0.389656      -0.400459
       10950.800         10952.300      -0.988169      -0.123195
       10951.200         10952.700       -1.30478      -0.200500
       10951.600         10953.000       -1.03337       0.327969
       10951.900         10953.400      -0.747849        1.34487
       10952.300         10953.800      -0.469342        1.63808
       10952.700         10954.100       0.164570        1.87486
       10953.000         10954.500       0.421326        2.11321
       10953.400         10954.900       0.190436        2.21377
       10953.800         10955.200        1.12844        1.89384
       10954.100         10955.600        1.17995        1.82573
       10954.500         10956.000       0.857716        1.28213
       10954.900         10956.300       0.968055        1.36601
       10955.200         10956.700        1.32750       0.903921
       10955.600         10957.000       0.628963       0.707164
       10956.000         10957.400       0.264797       0.891482
       10956.300         10957.800       0.447037        1.03655
       10956.700         10958.100       0.459589       0.827233
       10957.000         10958.500       0.114029       0.486573
       10957.400         10958.900      -0.168987       0.774741
       10957.800         10959.200     -0.0218525       0.341838
       10958.100         10959.600      -0.241686      0.0553205
       10958.500         10960.000     -0.0742852      -0.423795
       10958.900         10960.300      -0.136308     -0.0418393
       10959.200         10960.700     -0.0521266      -0.897755
       10959.600         10961.100      -0.250236      -0.556198
       10960.000         10961.400      -0.318912     -0.0504930
       10960.300         10961.800      -0.542792       0.105229
       10960.700         10962.200     -0.0142541    -0.00172192
       10961.100         10962.500      -0.288922       0.493221
       10961.400         10962.900      -0.121612       0.448740
       10961.800         10963.300      -0.112567      0.0644109
       10962.200         10963.600       0.279054       0.295006
       10962.500         10964.000      0.0648362       0.309389
       10962.900         10964.400       0.610523       0.646291
       10963.300         10964.700       0.289693       0.843008
       10963.600         10965.100       0.397892       0.750928
       10964.000         10965.500      -0.173381       0.783790
       10964.400         10965.800      -0.250383        1.03467
       10964.700         10966.200      -0.351987       0.671608
       10965.100         10966.600     -0.0588240       0.176911
       10965.500         10966.900      0.0828523      0.0833720
       10965.800         10967.300       0.304959      -0.213762
       10966.200         10967.700       0.313260       -1.01075
       10966.600         10968.000      0.0287425      -0.995529
       10966.900         10968.400       0.565186      -0.805309
       10967.300         10968.800       0.372066      -0.975572
       10967.700         10969.100       0.631916      -0.692513
       10968.000         10969.500       0.312504      -0.245700
       10968.400         10969.800       0.620869     -0.0928115
       10968.800         10970.200      0.0857184       0.187969
       10969.100         10970.600    -0.00389584       0.559873
       10969.500         10970.900      -0.115875      0.0774071
       10969.800         10971.300       0.400137       0.236102
       10970.200         10971.700       0.393798       0.380918
       10970.600         10972.000       0.119196      0.0743051
       10970.900         10972.400       0.632243       0.151215
       10971.300         10972.800       0.993459       0.441724
       10971.700         10973.100       0.568899       0.303519
       10972.000         10973.500       0.519191       0.435243
       10972.400         10973.900       0.561117       0.624755
       10972.800         10974.200       0.666165       0.611340
       10973.100         10974.600      -0.239913       0.636590
       10973.500         10975.000      -0.360610       0.439423
       10973.900         10975.300      -0.654366       0.307830
       10974.200         10975.700      -0.766818      0.0227358
       10974.600         10976.100       -1.06048      -0.216280
       10975.000         10976.400      -0.950737       0.287520
       10975.300         10976.800       -1.27734       0.411589
       10975.700         10977.200       -1.33070       0.158966
       10976.100         10977.500      -0.711846       0.205074
       10976.400         10977.900      -0.574583       0.353777
       10976.800         10978.300      -0.827080       0.280029
       10977.200         10978.600      -0.470157       0.536493
       10977.500         10979.000      0.0834291        1.02814
       10977.900         10979.400      -0.305372        1.20573
       10978.300         10979.700      -0.698615        1.29597
       10978.600         10980.100      -0.400459        1.22537
       10979.000         10980.500      -0.123195        1.55618
       10979.400         10980.800      -0.200500        1.03401
       10979.700         10981.200       0.327969       0.270640
       10980.100         10981.600        1.34487     -0.0331189
       10980.500         10981.900        1.63808      -0.577827
       10980.800         10982.300        1.87486       -1.29218
       10981.200         10982.700        2.11321       -1.90119
       10981.600         10983.000        2.21377       -1.29390
       10981.900         10983.400        1.89384       -1.08439
       10982.300         10983.800        1.82573      -0.816969
       10982.700         10984.100        1.28213      -0.842133
       10983.000         10984.500        1.36601     -0.0429402
       10983.400         10984.900       0.903921       0.352123
       10983.800         10985.200       0.707164       0.533095
       10984.100         10985.600       0.891482       0.974667
       10984.500         10986.000        1.03655        1.20811
       10984.900         10986.300       0.827233       0.863000
       10985.200         10986.700       0.486573       0.354833
       10985.600         10987.100       0.774741       0.151480
       10986.000         10987.400       0.341838      -0.373325
       10986.300         10987.800      0.0553205      -0.624786
       10986.700         10988.200      -0.423795      -0.559774
       10987.100         10988.500     -0.0418393     -0.0917652
       10987.400         10988.900      -0.897755      0.0104284
       10987.800         10989.300      -0.556198       0.381557
       10988.200         10989.600     -0.0504930       0.485764
       10988.500         10990.000       0.105229       0.517790
       10988.900         10990.400    -0.00172192      -0.158276
       10989.300         10990.700       0.493221      -0.858641
       10989.600         10991.100       0.448740       -1.02562
       10990.000         10991.500      0.0644109       -1.34620
       10990.400         10991.800       0.295006       -1.77035
       10990.700         10992.200       0.309389       -1.24320
       10991.100         10992.600       0.646291      -0.806333
       10991.500         10992.900       0.843008      -0.714278
       10991.800         10993.300       0.750928      -0.646342
       10992.200         10993.700       0.783790      -0.485483
       10992.600         10994.000        1.03467      -0.696617
       10992.900         10994.400       0.671608      -0.396290
       10993.300         10994.800       0.176911      -0.189885
       10993.700         10995.100      0.0833720      -0.331388
       10994.000         10995.500      -0.213762      -0.155258
       10994.400         10995.900       -1.01075      0.0803883
       10994.800         10996.200      -0.995529     -0.0426324
       10995.100         10996.600      -0.805309      -0.675935
       10995.500         10997.000      -0.975572      -0.560154
       10995.900         10997.300      -0.692513       -1.11449
       10996.200         10997.700      -0.245700       -1.40421
       10996.600         10998.100     -0.0928115       -1.34979
       10997.000         10998.400       0.187969       -1.20830
       10997.300         10998.800       0.559873       -1.26343
       10997.700         10999.200      0.0774071      -0.329835
       10998.100         10999.500       0.236102       0.296623
       10998.400         10999.900       0.380918       0.473562
       10998.800         11000.300      0.0743051        1.03733
       10999.200         11000.600       0.151215        1.66216
       10999.500         11001.000       0.441724        1.34816
       10999.900         11001.400       0.303519       0.386030
       11000.300         11001.700       0.435243     -0.0194540
       11000.600         11002.100       0.624755      -0.199678
       11001.000         11002.500       0.611340      -0.620884
       11001.400         11002.800       0.636590       -1.08576
       11001.700         11003.200       0.439423      -0.713314
       11002.100         11003.600       0.307830       0.360804
       11002.500         11003.900      0.0227358       0.319392
       11002.800         11004.300      -0.216280       0.107444
       11003.200         11004.700       0.287520      -0.260633
       11003.600         11005.000       0.411589      -0.500448
       11003.900         11005.400       0.158966       -1.36927
       11004.300         11005.800       0.205074      -0.941660
       11004.700         11006.100       0.353777      -0.613607
       11005.000         11006.500       0.280029     -0.0989219
       11005.400         11006.900       0.536493       0.172140
       11005.800         11007.200        1.02814   -0.000277587
       11006.100         11007.600        1.20573      -0.190227
       11006.500         11008.000        1.29597      -0.295118
       11006.900         11008.300        1.22537      -0.195142
       11007.200         11008.700        1.55618    -0.00353846
       11007.600         11009.100        1.03401       0.222208
       11008.000         11009.400       0.270640       0.557328
       11008.300         11009.800     -0.0331189       0.849758
       11008.700         11010.200      -0.577827       0.595519
       11009.100         11010.500       -1.29218       0.580479
       11009.400         11010.900       -1.90119       0.769977
       11009.800         11011.300       -1.29390       0.940173
       11010.200         11011.600       -1.08439       0.551850
       11010.500         11012.000      -0.816969       0.662131
       11010.900         11012.400      -0.842133       0.507084
       11011.300         11012.700     -0.0429402       0.545066
       11011.600         11013.100       0.352123       0.463326
       11012.000         11013.500       0.533095       0.644882
       11012.400         11013.800       0.974667       0.695785
       11012.700         11014.200        1.20811       0.571363
       11013.100         11014.600       0.863000       0.814867
       11013.500         11014.900       0.354833       0.645849
       11013.800         11015.300       0.151480      0.0362646
       11014.200         11015.700      -0.373325      -0.630675
       11014.600         11016.000      -0.624786      -0.850413
       11014.900         11016.400      -0.559774       -1.63884
       11015.300         11016.800     -0.0917652       -2.24054
       11015.700         11017.200      0.0104284       -2.05425
       11016.000         11017.500       0.381557       -2.05532
       11016.400         11017.900       0.485764       -1.74109
       11016.800         11018.300       0.517790       -1.58715
       11017.200         11018.600      -0.158276      -0.597628
       11017.500         11019.000      -0.858641      -0.284521
       11017.900         11019.400       -1.02562      -0.125824
       11018.300         11019.700       -1.34620      -0.438733
       11018.600         11020.100       -1.77035      -0.853317
       11019.000         11020.500       -1.24320       -1.53711
       11019.400         11020.800      -0.806333       -2.04351
       11019.700         11021.200      -0.714278       -2.34776
       11020.100         11021.600      -0.646342       -2.11707
       11020.500         11021.900      -0.485483       -1.26853
       11020.800         11022.300      -0.696617      -0.816978
       11021.200         11022.700      -0.396290       0.174624
       11021.600         11023.000      -0.189885       0.945580
       11021.900         11023.400      -0.331388        1.15709
       11022.300         11023.800      -0.155258        1.09935
       11022.700         11024.100      0.0803883        1.26722
       11023.000         11024.500     -0.0426324        1.49334
       11023.400         11024.900      -0.675935        1.79800
       11023.800         11025.200      -0.560154        2.05831
       11024.100         11025.600       -1.11449        1.95909
       11024.500         11026.000       -1.40421        1.62591
       11024.900         11026.300       -1.34979        1.06949
       11025.200         11026.700       -1.20830       0.777592
       11025.600         11027.100       -1.26343     -0.0250073
       11026.000         11027.400      -0.329835     -0.0968805
       11026.300         11027.800       0.296623      -0.533335
       11026.700         11028.200       0.473562      -0.948556
       11027.100         11028.500        1.03733       -1.32621
       11027.400         11028.900        1.66216      -0.790638
       11027.800         11029.300        1.34816      -0.872210
       11028.200         11029.700       0.386030      -0.194142
       11028.500         11030.000     -0.0194540      0.0496081
       11028.900         11030.400      -0.199678       0.117822
       11029.300         11030.800      -0.620884       0.153921
       11029.700         11031.100       -1.08576       0.308067
       11030.000         11031.500      -0.713314      0.0111262
       11030.400         11031.900       0.360804       0.211547
       11030.800         11032.200       0.319392     -0.0737469
       11031.100         11032.600       0.107444      -0.681015
       11031.500         11033.000      -0.260633       -1.19102
       11031.900         11033.300      -0.500448       -1.58899
       11032.200         11033.700       -1.36927       -1.89327
       11032.600         11034.100      -0.941660       -1.87548
       11033.000         11034.400      -0.613607       -2.15436
       11033.300         11034.800     -0.0989219       -2.27921
       11033.700         11035.200       0.172140       -2.25234
       11034.100         11035.500   -0.000277587       -2.04828
       11034.400         11035.900      -0.190227       -1.78768
       11034.800         11036.300      -0.295118       -1.38190
       11035.200         11036.600      -0.195142      -0.955190
       11035.500         11037.000    -0.00353846      -0.589751
       11035.900         11037.400       0.222208      -0.765078
       11036.300         11037.800       0.557328      -0.613245
       11036.600         11038.100       0.849758      -0.276525
       11037.000         11038.500       0.595519      -0.484728
       11037.400         11038.900       0.580479      -0.938529
       11037.800         11039.200       0.769977       -1.22287
       11038.100         11039.600       0.940173       -1.42875
       11038.500         11040.000       0.551850      -0.990122
       11038.900         11040.300       0.662131      -0.253712
       11039.200         11040.700       0.507084       0.282133
       11039.600         11041.100       0.545066        1.38547
       11040.000         11041.400       0.463326        1.34411
       11040.300         11041.800       0.644882        1.51982
       11040.700         11042.200       0.695785        1.28177
       11041.100         11042.500       0.571363        1.26095
       11041.400         11042.900       0.814867        1.20543
       11041.800         11043.300       0.645849       0.944480
       11042.200         11043.600      0.0362646       0.906542
       11042.500         11044.000      -0.630675       0.286414
       11042.900         11044.400      -0.850413       0.385608
       11043.300         11044.700       -1.63884      -0.266271
       11043.600         11045.100       -2.24054      -0.491516
       11044.000         11045.500       -2.05425       -1.42383
       11044.400         11045.900       -2.05532       -1.17667
       11044.700         11046.200       -1.74109       -1.51877
       11045.100         11046.600       -1.58715      -0.898756
       11045.500         11047.000      -0.597628      -0.405171
       11045.900         11047.300      -0.284521       0.610368
       11046.200         11047.700      -0.125824       0.405670
       11046.600         11048.100      -0.438733       0.529949
       11047.000         11048.400      -0.853317       0.497498
       11047.300         11048.800       -1.53711       0.463257
       11047.700         11049.200       -2.04351     -0.0893365
       11048.100         11049.500       -2.34776       0.182789
       11048.400         11049.900       -2.11707       0.170266
       11048.800         11050.300       -1.26853      -0.322345
       11049.200         11050.600      -0.816978      -0.280201
       11049.500         11051.000       0.174624      -0.193204
       11049.900         11051.400       0.945580      -0.492279
       11050.300         11051.800        1.15709       -1.08030
       11050.600         11052.100        1.09935       -1.44871
       11051.000         11052.500        1.26722       -1.66421
       11051.400         11052.900        1.49334       -1.88080
       11051.800         11053.200        1.79800       -2.08152
       11052.100         11053.600        2.05831       -1.83845
       11052.500         11054.000        1.95909       -1.65546
       11052.900         11054.300        1.62591       -1.26716
       11053.200         11054.700        1.06949       -1.24536
       11053.600         11055.100       0.777592      -0.959720
       11054.000         11055.400     -0.0250073      -0.501890
       11054.300         11055.800     -0.0968805      -0.276340
       11054.700         11056.200      -0.533335      -0.598778
       11055.100         11056.500      -0.948556      -0.736491
       11055.400         11056.900       -1.32621      -0.639220
       11055.800         11057.300      -0.790638       -1.07572
       11056.200         11057.600      -0.872210       -1.22487
       11056.500         11058.000      -0.194142       -1.30931
       11056.900         11058.400      0.0496081      -0.932492
       11057.300         11058.800       0.117822       -1.25430
       11057.600         11059.100       0.153921       -1.10795
       11058.000         11059.500       0.308067      -0.817675
       11058.400         11059.900      0.0111262      -0.444101
       11058.800         11060.200       0.211547     -0.0405773
       11059.100         11060.600     -0.0737469       0.388872
       11059.500         11061.000      -0.681015     -0.0914992
       11059.900         11061.300       -1.19102       0.288564
       11060.200         11061.700       -1.58899      -0.283446
       11060.600         11062.100       -1.89327      -0.711684
       11061.000         11062.400       -1.87548       -1.07469
       11061.300         11062.800       -2.15436       -1.03948
       11061.700         11063.200       -2.27921       -1.85027
       11062.100         11063.600       -2.25234       -1.23723
       11062.400         11063.900       -2.04828       -1.20981
       11062.800         11064.300       -1.78768      -0.929242
       11063.200         11064.700       -1.38190      -0.904018
       11063.600         11065.000      -0.955190       -1.12411
       11063.900         11065.400      -0.589751       -1.27893
       11064.300         11065.800      -0.765078       -1.03054
       11064.700         11066.100      -0.613245      -0.958873
       11065.000         11066.500      -0.276525      -0.649935
       11065.400         11066.900      -0.484728      -0.414926
       11065.800         11067.200      -0.938529      -0.256999
       11066.100         11067.600       -1.22287      -0.177050
       11066.500         11068.000       -1.42875      0.0944442
       11066.900         11068.400      -0.990122      0.0271132
       11067.200         11068.700      -0.253712      0.0615915
       11067.600         11069.100       0.282133      -0.324300
       11068.000         11069.500        1.38547      -0.899908
       11068.400         11069.800        1.34411       -1.54963
       11068.700         11070.200        1.51982       -1.34239
       11069.100         11070.600        1.28177       -1.30435
       11069.500         11070.900        1.26095       -1.31978
       11069.800         11071.300        1.20543     -0.0535491
       11070.200         11071.700       0.944480       0.594693
       11070.600         11072.000       0.906542       0.650428
       11070.900         11072.400       0.286414       0.729536
       11071.300         11072.800       0.385608        1.26188
       11071.700         11073.200      -0.266271       0.787379
       11072.000         11073.500      -0.491516       0.784940
       11072.400         11073.900       -1.42383       0.519938
       11072.800         11074.300       -1.17667       0.713902
       11073.200         11074.600       -1.51877       0.552061
       11073.500         11075.000      -0.898756       0.259698
       11073.900         11075.400      -0.405171       0.300553
       11074.300         11075.700       0.610368       0.692118
       11074.600         11076.100       0.405670       0.946531
       11075.000         11076.500       0.529949       0.651911
       11075.400         11076.800       0.497498       0.829638
       11075.700         11077.200       0.463257        1.13748
       11076.100         11077.600     -0.0893365       0.973337
       11076.500         11078.000       0.182789       0.682086
       11076.800         11078.300       0.170266       0.912587
       11077.200         11078.700      -0.322345       0.877822
       11077.600         11079.100      -0.280201       0.482335
       11078.000         11079.400      -0.193204       0.443966
       11078.300         11079.800      -0.492279       0.356803
       11078.700         11080.200       -1.08030       0.223584
       11079.100         11080.500       -1.44871      0.0949271
       11079.400         11080.900       -1.66421      -0.561498
       11079.800         11081.300       -1.88080      -0.721897
       11080.200         11081.700       -2.08152      -0.720706
       11080.500         11082.000       -1.83845      -0.304902
       11080.900         11082.400       -1.65546    -0.00428158
       11081.300         11082.800       -1.26716       0.921470
       11081.700         11083.100       -1.24536        1.47058
       11082.000         11083.500      -0.959720        1.22621
       11082.400         11083.900      -0.501890        1.01994
       11082.800         11084.200      -0.276340       0.886433
       11083.100         11084.600      -0.598778       0.237342
       11083.500         11085.000      -0.736491    -0.00431997
       11083.900         11085.300      -0.639220       0.765129
       11084.200         11085.700       -1.07572       0.895724
       11084.600         11086.100       -1.22487       0.936927
       11085.000         11086.500       -1.30931       0.597547
       11085.300         11086.800      -0.932492      0.0378637
       11085.700         11087.200       -1.25430      -0.738277
       11086.100         11087.600       -1.10795       -1.21372
       11086.500         11087.900      -0.817675       -1.59703
       11086.800         11088.300      -0.444101      -0.786381
       11087.200         11088.700     -0.0405773      -0.311992
       11087.600         11089.000       0.388872      -0.568626
       11087.900         11089.400     -0.0914992      -0.599401
       11088.300         11089.800       0.288564      -0.771936
       11088.700         11090.200      -0.283446       -1.09047
       11089.000         11090.500      -0.711684      -0.958804
       11089.400         11090.900       -1.07469     0.00901824
       11089.800         11091.300       -1.03948       0.334724
       11090.200         11091.600       -1.85027       0.561861
       11090.500         11092.000       -1.23723        1.13319
       11090.900         11092.400       -1.20981       0.896356
       11091.300         11092.700      -0.929242       0.201237
       11091.600         11093.100      -0.904018       0.214851
       11092.000         11093.500       -1.12411       0.291895
       11092.400         11093.900       -1.27893      0.0696142
       11092.700         11094.200       -1.03054       0.561513
       11093.100         11094.600      -0.958873       0.666332
       11093.500         11095.000      -0.649935        1.13839
       11093.900         11095.300      -0.414926        1.53137
       11094.200         11095.700      -0.256999        1.67860
       11094.600         11096.100      -0.177050        1.16561
       11095.000         11096.400      0.0944442        1.15997
       11095.300         11096.800      0.0271132       0.790475
       11095.700         11097.200      0.0615915       0.422360
       11096.100         11097.600      -0.324300    -0.00761847
       11096.400         11097.900      -0.899908       0.326617
       11096.800         11098.300       -1.54963       0.410835
       11097.200         11098.700       -1.34239       0.460154
       11097.600         11099.000       -1.30435       0.554469
       11097.900         11099.400       -1.31978       0.214510
       11098.300         11099.800     -0.0535491     -0.0107410
       11098.700         11100.100       0.594693       0.269849
       11099.000         11100.500       0.650428     -0.0629372
       11099.400         11100.900       0.729536       0.275467
       11099.800         11101.300        1.26188       0.815301
       11100.100         11101.600       0.787379       0.300447
       11100.500         11102.000       0.784940       0.306499
       11100.900         11102.400       0.519938       0.432694
       11101.300         11102.700       0.713902       0.114405
       11101.600         11103.100       0.552061      -0.267169
       11102.000         11103.500       0.259698       0.167410
       11102.400         11103.800       0.300553      -0.300370
       11102.700         11104.200       0.692118      -0.321783
       11103.100         11104.600       0.946531      -0.152354
       11103.500         11105.000       0.651911      0.0518328
       11103.800         11105.300       0.829638      -0.274582
       11104.200         11105.700        1.13748      -0.426469
       11104.600         11106.100       0.973337      -0.851091
       11105.000         11106.400       0.682086       -1.19455
       11105.300         11106.800       0.912587       -1.30915
       11105.700         11107.200       0.877822      -0.762983
       11106.100         11107.600       0.482335      -0.520396
       11106.400         11107.900       0.443966      -0.550607
       11106.800         11108.300       0.356803      -0.900326
       11107.200         11108.700       0.223584      -0.669529
       11107.600         11109.000      0.0949271      -0.744788
       11107.900         11109.400      -0.561498       -1.02144
       11108.300         11109.800      -0.721897      -0.324524
       11108.700         11110.100      -0.720706      -0.231647
       11109.000         11110.500      -0.304902      -0.376342
       11109.400         11110.900    -0.00428158      -0.323848
       11109.800         11111.300       0.921470       0.758847
       11110.100         11111.600        1.47058      -0.181870
       11110.500         11112.000        1.22621      -0.559204
       11110.900         11112.400        1.01994      -0.416683
       11111.300         11112.700       0.886433      -0.568521
       11111.600         11113.100       0.237342       -1.20630
       11112.000         11113.500    -0.00431997      -0.884409
       11112.400         11113.900       0.765129      -0.234611
       11112.700         11114.200       0.895724      -0.434526
       11113.100         11114.600       0.936927     -0.0263553
       11113.500         11115.000       0.597547     -0.0311650
       11113.900         11115.300      0.0378637      0.0296008
       11114.200         11115.700      -0.738277      -0.394580
       11114.600         11116.100       -1.21372      -0.355006
       11115.000         11116.500       -1.59703      -0.761156
       11115.300         11116.800      -0.786381      -0.508303
       11115.700         11117.200      -0.311992      -0.118523
       11116.100         11117.600      -0.568626       0.315564
       11116.500         11117.900      -0.599401       0.347422
       11116.800         11118.300      -0.771936       0.574333
       11117.200         11118.700       -1.09047      0.0480480
       11117.600         11119.000      -0.958804      -0.124158
       11117.900         11119.400     0.00901824      -0.448129
       11118.300         11119.800       0.334724      -0.234841
       11118.700         11120.200       0.561861      -0.847842
       11119.000         11120.500        1.13319      -0.534994
       11119.400         11120.900       0.896356      -0.544506
       11119.800         11121.300       0.201237      -0.648629
       11120.200         11121.600       0.214851      -0.381622
       11120.500         11122.000       0.291895        1.09832
       11120.900         11122.400      0.0696142        1.63013
       11121.300         11122.800       0.561513        1.78843
       11121.600         11123.100       0.666332        1.73670
       11122.000         11123.500        1.13839       0.866025
       11122.400         11123.900        1.53137      -0.364140
       11122.800         11124.200        1.67860       -1.21135
       11123.100         11124.600        1.16561       -1.67663
       11123.500         11125.000        1.15997       -2.29020
       11123.900         11125.400       0.790475       -1.92773
       11124.200         11125.700       0.422360       -1.08118
       11124.600         11126.100    -0.00761847       -1.08966
       11125.000         11126.500       0.326617       -2.31283
       11125.400         11126.800       0.410835       -2.16493
       11125.700         11127.200       0.460154       -2.29281
       11126.100         11127.600       0.554469       -2.91263
       11126.500         11128.000       0.214510       -2.87154
       11126.800         11128.300     -0.0107410       -2.09706
       11127.200         11128.700       0.269849       -2.09110
       11127.600         11129.100     -0.0629372       -1.77451
       11128.000         11129.400       0.275467       -1.21731
       11128.300         11129.800       0.815301      -0.991561
       11128.700         11130.200       0.300447       -1.33785
       11129.100         11130.500       0.306499      -0.920798
       11129.400         11130.900       0.432694      -0.514461
       11129.800         11131.300       0.114405      0.0931911
       11130.200         11131.700      -0.267169     -0.0490660
       11130.500         11132.000       0.167410       0.355271
       11130.900         11132.400      -0.300370       0.568759
       11131.300         11132.800      -0.321783      0.0885750
       11131.700         11133.100      -0.152354      -0.385513
       11132.000         11133.500      0.0518328      -0.132451
       11132.400         11133.900      -0.274582      0.0742678
       11132.800         11134.300      -0.426469      0.0997334
       11133.100         11134.600      -0.851091       0.239543
       11133.500         11135.000       -1.19455       0.395318
       11133.900         11135.400       -1.30915       0.378208
       11134.300         11135.700      -0.762983       0.161959
       11134.600         11136.100      -0.520396       0.173229
       11135.000         11136.500      -0.550607       0.700313
       11135.400         11136.900      -0.900326       0.514323
       11135.700         11137.200      -0.669529       0.327160
       11136.100         11137.600      -0.744788      0.0449654
       11136.500         11138.000       -1.02144      -0.112969
       11136.900         11138.300      -0.324524      -0.462520
       11137.200         11138.700      -0.231647      -0.668184
       11137.600         11139.100      -0.376342      -0.506796
       11138.000         11139.500      -0.323848      -0.224588
