system,comp,sol,element,rest_l,z,z_err,c_d,cd_low,cd_high,b,mb_low,b_high,ew_flux,ew_vp,ew_er,s3,s5
10,e,U0148,FeII,2344.213,4.89176,5.72E-05,14.3092,14.2281,14.8426,7.04619,6.87395,5.39524,0.253341,0.190357,0.0911973,-99,-99
10,e,U0148,FeII,1608.4508,4.89176,5.72E-05,14.3092,14.2281,14.8426,7.04619,6.87395,5.39524,0.10244,0.0960257,0.00363034,-99,-99
10,e,U0148,FeII,1260.533,4.89176,5.72E-05,14.3092,14.2281,14.8426,7.04619,6.87395,5.39524,0.0806288,0.0439864,0.00564769,-99,-99
10,f,U0148,SiII,1526.707,4.89049,3.70E-05,14.4328,14.3501,14.5844,17.8314,16.5832,17.3446,0.251509,0.23388,0.00220425,-99,-99
10,f,U0148,SiII,1304.3702,4.89049,3.70E-05,14.4328,14.3501,14.5844,17.8314,16.5832,17.3446,0.282508,0.164104,0.0154204,-99,-99
10,f,U0148,SiII,1260.4221,4.89049,3.70E-05,14.4328,14.3501,14.5844,17.8314,16.5832,17.3446,0.34903,0.291721,0.00730559,-99,-99
10,f,U0148,SiII,1193.2897,4.89049,3.70E-05,14.4328,14.3501,14.5844,17.8314,16.5832,17.3446,0.287575,0.253593,0.2,-99,-99
10,f,U0148,SiII,1190.4158,4.89049,3.70E-05,14.4328,14.3501,14.5844,17.8314,16.5832,17.3446,0.598494,0.210417,0.924538,-99,-99
10,g,U0148,SiII,1526.707,4.89172,4.34E-05,14.3053,14.2371,14.3829,20.072,18.5224,20.744,0.247667,0.223789,0.00234741,-99,-99
10,g,U0148,SiII,1304.3702,4.89172,4.34E-05,14.3053,14.2371,14.3829,20.072,18.5224,20.744,0.272979,0.148431,0.0145207,-99,-99
10,g,U0148,SiII,1260.4221,4.89172,4.34E-05,14.3053,14.2371,14.3829,20.072,18.5224,20.744,0.334719,0.303169,0.00733485,-99,-99
10,g,U0148,SiII,1193.2897,4.89172,4.34E-05,14.3053,14.2371,14.3829,20.072,18.5224,20.744,0.000657007,0.26241,0.2,-99,-99
10,g,U0148,SiII,1190.4158,4.89172,4.34E-05,14.3053,14.2371,14.3829,20.072,18.5224,20.744,1.60995,0.218387,1.73396,-99,-99
10,h,U0148,AlII,1670.7886,4.89054,0.000131,13.0541,12.9906,13.1183,27.3837,25.4558,28.8127,0.310913,0.268183,0.0049901,-99,-99
10,i,U0148,AlII,1670.7886,4.89175,0.00012,13.0239,12.9576,13.0878,22.5342,20.4035,24.069,0.306433,0.243756,0.00506702,-99,-99
10,j,U0148,MgI,2852.9633,4.89099,6.82E-05,11.9899,11.7807,12.2606,47.7049,38.7356,69.8185,0.125943,0.121278,0.00660437,-99,-99
11,i,U0148,CIV,1548.2049,4.93212,0.000117375,13.4839,13.3754,13.4905,18.758,14.9617,24.5058,0.0994564,0.0930119,0.00252627,0.967923,0.967923
11,j,U0148,CIV,1550.7785,4.93212,0.000117375,13.4839,13.3754,13.4905,18.758,14.9617,24.5058,0.0533784,0.0523413,0.00261901,-99,-99
11,a,U0148,CIV,1548.2049,4.93308,0.000203302,13.2282,13.0671,13.1493,20.8427,17.0703,11.3351,0.0819415,0.0572275,0.00257334,0.962715,0.962715
11,a,U0148,CIV,1550.7785,4.93308,0.000203302,13.2282,13.0671,13.1493,20.8427,17.0703,11.3351,0.0386946,0.0295731,0.00253206,-99,-99
11,b,U0148,CIV,1548.2049,4.93463,0.000309545,13.0775,12.799,13.3334,38.3948,28.29,47.3714,0.0449561,0.0422553,0.00333942,0.950806,0.950806
11,b,U0148,CIV,1550.7785,4.93463,0.000309545,13.0775,12.799,13.3334,38.3948,28.29,47.3714,0.0450298,0.0223968,0.00337508,-99,-99
12,c,U0148,CIV,1548.2049,4.95183,0.000332,12.5669,11.873,13.2983,19.2452,1,85.8157,0.00986481,0.0135158,0.0026607,0.712231,0.712231
12,c,U0148,CIV,1550.7785,4.95183,0.000332,12.5669,11.873,13.2983,19.2452,1,85.8157,0.0132559,0.0068491,0.00267796,-99,-99
13,a,U0148,CIV,1548.2049,4.95809,0.00027,12.5656,12.1381,13.2541,3.58389,1.09636,81.2747,0.0137742,0.01256,0.00234198,0.712231,0.712231
13,a,U0148,CIV,1550.7785,4.95809,0.00027,12.5656,12.1381,13.2541,3.58389,1.09636,81.2747,0.00447008,0.0066091,0.00226573,-99,-99
14,a,U0148,CIV,1548.2049,5.02327,0.000139675,13.4995,13.384,13.6295,16.1264,10.6529,23.9099,0.0908179,0.0925746,0.0104352,0.930285,0.930285
14,a,U0148,CIV,1550.7785,5.02327,0.000139675,13.4995,13.384,13.6295,16.1264,10.6529,23.9099,0.0521699,0.0526754,0.00865919,-99,-99
15,a,U0148,CIV,1548.2049,5.12488,6.99E-05,13.8773,13.8071,13.9551,28.0974,26.0535,28.7077,0.195368,0.199061,0.00506345,0.967142,0.967142
15,a,U0148,CIV,1550.7785,5.12488,6.99E-05,13.8773,13.8071,13.9551,28.0974,26.0535,28.7077,0.171691,0.119563,0.00415791,-99,-99
15,a,U0148,SiIV,1393.7602,5.12509,6.79E-05,12.7525,12.5383,13.0186,24.3352,18.785,40.1215,0.03935,0.0406844,0.00130369,0.959193,0.959193
15,a,U0148,SiIV,1402.7729,5.12509,6.79E-05,12.7525,12.5383,13.0186,24.3352,18.785,40.1215,0.0234446,0.0221171,0.00135847,-99,-99
16,a,U0148,CIV,1548.2049,5.13495,0.000246,13.3342,13.15,13.5378,35.1599,26.9429,65.3691,0.179749,0.0761672,0.00504308,0.943619,0.943619
16,a,U0148,CIV,1550.7785,5.13495,0.000246,13.3342,13.15,13.5378,35.1599,26.9429,65.3691,0.0694086,0.0365783,0.00350374,-99,-99
17,a,U0148,MgII,2796.3543,5.46914,0.000131,12.2892,11.7792,12.688,2.59098,1.00847,2.76314,0.0448898,0.0460318,0.007121,0.485,0.307
17,a,U0148,MgII,2803.5315,5.46914,0.000131,12.2892,11.7792,12.688,2.59098,1.00847,2.76314,0.0317892,0.03007,0.00723611,0.485,0.307
18,a,U0148,SiIV,1393.7602,5.77495,0.000382,12.6349,12.4082,12.8499,6.54188,1.12178,13.8002,0.0336779,0.0293103,0.0132473,0.720468,0.638473
18,a,U0148,SiIV,1402.7729,5.77495,0.000382,12.6349,12.4082,12.8499,6.54188,1.12178,13.8002,0.0119694,0.0161015,0.00588417,-99,-99
18,b,U0148,SiII,1526.707,5.77515,8.58E-05,12.235,12.0318,12.4368,13.7772,5.80278,20.1432,0.0151031,0.00387246,0.00628741,-99,-99
18,b,U0148,SiII,1304.3702,5.77515,8.58E-05,12.235,12.0318,12.4368,13.7772,5.80278,20.1432,0.00856148,0.00204513,0.00185272,-99,-99
18,b,U0148,SiII,1260.4221,5.77515,8.58E-05,12.235,12.0318,12.4368,13.7772,5.80278,20.1432,0.0231513,0.0231274,0.00106339,-99,-99
18,b,U0148,SiII,1193.2897,5.77515,8.58E-05,12.235,12.0318,12.4368,13.7772,5.80278,20.1432,-0.102006,0.0107327,0.476827,-99,-99
18,b,U0148,SiII,1190.4158,5.77515,8.58E-05,12.235,12.0318,12.4368,13.7772,5.80278,20.1432,0.0628578,0.00557837,0.64516,-99,-99
19,a,U0148,SiIV,1393.7602,5.8263,0.000139,12.7115,12.5861,12.8545,9.70906,2.72041,12.8356,0.0551037,0.0356172,0.00239414,0.801986,0.684166
19,a,U0148,SiIV,1402.7729,5.8263,0.000139,12.7115,12.5861,12.8545,9.70906,2.72041,12.8356,0.186583,0.0195715,0.00173418,-99,-99
1,a,U1319,MgII,2796.3543,2.26763,9.54E-06,12.4134,12.6601,12.5329,7.95304,2.2108,15.4572,0.0801889,0.0784544,0.00541422,0.706,0.379
1,a,U1319,MgII,2803.5315,2.26763,9.54E-06,12.4134,12.6601,12.5329,7.95304,2.2108,15.4572,0.092605,0.0458698,0.00517758,0.706,0.379
2,a,U1319,MgII,2796.3543,2.30368,2.96E-05,12.7363,12.5971,12.91,34.4318,26.6313,47.221,0.274225,0.193679,0.00735611,0.967,0.967
2,a,U1319,MgII,2803.5315,2.30368,2.96E-05,12.7363,12.5971,12.91,34.4318,26.6313,47.221,0.165234,0.0972963,0.00691242,0.967,0.967
2,b,U1319,MgII,2796.3543,2.30391,1.19E-05,12.7717,12.701,12.9372,4.7968,4.10966,4.21832,0.177939,0.10473,0.00465296,0.967,0.967
2,b,U1319,MgII,2803.5315,2.30391,1.19E-05,12.7717,12.701,12.9372,4.7968,4.10966,4.21832,0.115185,0.0742082,0.00522527,0.967,0.967
3,a,U1319,MgII,2796.3543,2.40975,5.81E-05,12.6974,12.5395,12.7612,29.3159,21.1737,32.2906,0.186029,0.173332,0.00836744,0.967,0.967
3,a,U1319,MgII,2803.5315,2.40975,5.81E-05,12.6974,12.5395,12.7612,29.3159,21.1737,32.2906,0.116314,0.0928179,0.00980025,0.967,0.967
3,b,U1319,MgII,2796.3543,2.4106,0.00105,12.3013,12.1032,12.5938,78.1942,5.19416,79.95208,0.380036,0.145106,0.0148936,0.967,0.967
3,b,U1319,MgII,2803.5315,2.4106,0.00105,12.3013,12.1032,12.5938,78.1942,5.19416,79.95208,0.205598,0.072042,0.0135666,0.967,0.967
3,c,U1319,MgII,2796.3543,2.41093,3.00E-05,12.655,12.5421,12.6476,12.981,7.61203,13.2628,0.155703,0.0971903,0.00751642,0.967,0.967
3,c,U1319,MgII,2803.5315,2.41093,3.00E-05,12.655,12.5421,12.6476,12.981,7.61203,13.2628,0.0799229,0.0584976,0.00717654,0.967,0.967
4,a,U1319,MgII,2796.3543,3.28182,7.34E-05,13.4766,13.3299,13.5499,5.69813,5.10041,5.88482,0.210091,0.176576,0.0221659,0.735,0.635
4,a,U1319,MgII,2803.5315,3.28182,7.34E-05,13.4766,13.3299,13.5499,5.69813,5.10041,5.88482,0.17002,0.155718,0.0155154,0.735,0.635
4,b,U1319,MgII,2796.3543,3.28214,0.000509,12.6908,12.4972,12.906,34.6324,31.9659,43.8063,0.271392,0.176517,0.0375016,0.735,0.635
4,b,U1319,MgII,2803.5315,3.28214,5.09E-05,12.6908,12.4972,12.906,34.6324,31.9659,43.8063,0.227907,0.0934939,0.0472766,0.735,0.635
4,c,U1319,MgI,2852.9633,3.282,0.000119,12.2672,11.7995,12.6579,2.00586,1.36045,2.51122,0.0499412,0.0590134,0.0100957,-99,-99
5,a,U1319,MgII,2796.3543,3.74477,0.000967412,12.0904,11.5486,12.8206,1,1.05672,1,0.103527,0.0247329,0.0135856,0.285,0.201
5,a,U1319,MgII,2803.5315,3.74477,0.000967412,12.0904,11.5486,12.8206,1,1.05672,1,0.0631424,0.0176199,0.0244638,0.285,0.201
5,b,U1319,MgII,2796.3543,3.74494,0.000776795,12.9333,12.2436,13.2728,1.08211,1.00795,1,0.0954156,0.0323706,0.0108801,0.285,0.201
5,b,U1319,MgII,2803.5315,3.74494,0.000776795,12.9333,12.2436,13.2728,1.08211,1.00795,1,0.0423604,0.0296363,0.019758,0.285,0.201
6,a,U1319,MgII,2796.3543,4.12256,0.000532,12.7218,12.6017,12.8564,13.0813,2.35245,19.3862,0.329592,0.16494,0.0879246,0.35,0.123
6,a,U1319,MgII,2803.5315,4.12256,0.000532,12.7218,12.6017,12.8564,13.0813,2.35245,19.3862,0.0736319,0.0746647,0.024156,0.35,0.123
6,b,U1319,MgII,2796.3543,4.12306,0.00325,12.4269,12.2317,12.5591,26.1196,12.217,35.7802,0.340188,0.10398,0.0899822,0.35,0.123
6,b,U1319,MgII,2803.5315,4.12306,0.00325,12.4269,12.2317,12.5591,26.1196,12.217,35.7802,0.12811,0.0550543,0.0324169,0.35,0.123
7,a,U1319,MgII,2796.3543,4.21618,4.25E-05,12.8148,12.7144,12.8938,15.5188,11.01,18.2578,0.200536,0.189632,0.00978621,0.552,0.552
7,a,U1319,MgII,2803.5315,4.21618,4.25E-05,12.8148,12.7144,12.8938,15.5188,11.01,18.2578,0.129328,0.113493,0.00962815,0.552,0.552
7,b,U1319,MgII,2796.3543,4.21681,0.00011,12.1913,11.9309,12.4669,2.03371,1.00715,2.25203,0.0725117,0.0330282,0.00654948,0.552,0.552
7,b,U1319,MgII,2803.5315,4.21681,0.00011,12.1913,11.9309,12.4669,2.03371,1.00715,2.25203,0.043632,0.0232212,0.0114976,0.552,0.552
7,c,U1319,AlII,1670.7886,4.21626,1.05E-05,12.3708,11.5057,13.08,1,1,1,0.0197759,0.0187479,0.00200086,-99,-99
7,d,U1319,MgI,2852.9633,4.2157,0.000401,12.2018,11.3326,12.8339,1.54671,1.30021,1.7793,0.0709232,0.0467008,0.0109878,-99,-99
7,d,U1319,MgI,2852.9633,4.21592,0.000219,11.5653,10.9783,13.0238,1,1,1,0.0600894,0.0217862,0.0108654,-99,-99
8,a,U1319,MgII,2796.3543,4.56845,8.86E-05,12.8281,12.7237,12.9301,27.6698,18.0365,35.4486,0.257924,0.254711,0.0420699,0.877,0.765
8,a,U1319,MgII,2803.5315,4.56845,8.86E-05,12.8281,12.7237,12.9301,27.6698,18.0365,35.4486,0.198889,0.117899,0.0123011,0.877,0.765
8,b,U1319,FeII,2600.1725,4.56848,0.000121,12.6432,12.3857,12.9211,26.143,18.1251,43.2281,0.0538871,0.0592918,0.0106783,-99,-99
8,b,U1319,FeII,2586.6496,4.56848,0.000121,12.6432,12.3857,12.9211,26.143,18.1251,43.2281,0.00636521,0.0177783,0.030123,-99,-99
8,b,U1319,FeII,2382.7642,4.56848,0.000121,12.6432,12.3857,12.9211,26.143,18.1251,43.2281,0.0947843,0.0573649,0.0122175,-99,-99
8,b,U1319,FeII,2344.213,4.56848,0.000121,12.6432,12.3857,12.9211,26.143,18.1251,43.2281,0.0489343,0.0261774,0.047993,-99,-99
8,b,U1319,FeII,1608.4508,4.56848,0.000121,12.6432,12.3857,12.9211,26.143,18.1251,43.2281,0.012476,0.00558332,0.00378788,-99,-99
8,b,U1319,FeII,1260.533,4.56848,0.000121,12.6432,12.3857,12.9211,26.143,18.1251,43.2281,-0.327984,0.00146454,0.194305,-99,-99
9,b,U1319,CIV,1548.2049,4.61269,2.15E-05,13.1726,12.9243,13.9993,20.3859,8.68462,31.6551,0.0484866,0.0508602,0.00240132,0.810985,0.810985
9,b,U1319,CIV,1550.7785,4.61269,2.15E-05,13.1726,12.9243,13.9993,20.3859,8.68462,31.6551,0.0284558,0.0268519,0.0022234,-99,-99
10,a,U1319,CIV,1548.2049,4.64473,1.49E-05,12.8461,12.302,12.9457,1.76797,1,14.0226,0.0162813,0.0163968,0.00191189,0.895975,0.895975
10,a,U1319,CIV,1550.7785,4.64473,1.49E-05,12.8461,12.302,12.9457,1.76797,1,14.0226,0.0108216,0.0105123,0.00203334,-99,-99
10,b,U1319,CIV,1548.2049,4.65322,4.19E-05,12.7832,12.6311,13.1339,13.4851,1.07947,34.7655,0.0215716,0.0206864,0.00197598,0.691221,0.691221
10,b,U1319,CIV,1550.7785,4.65322,4.19E-05,12.7832,12.6311,13.1339,13.4851,1.07947,34.7655,0.0524042,0.0118757,0.00244848,-99,-99
11,a,U1319,MgII,2796.3543,4.66297,5.75E-05,13.2009,12.9863,13.5334,3.65943,2.88398,3.86273,-0.145588,0.12365,0.0698645,0.642,0.611
11,a,U1319,MgII,2803.5315,4.66297,5.75E-05,13.2009,12.9863,13.5334,3.65943,2.88398,3.86273,0.116511,0.0959856,0.0109332,0.642,0.611
11,b,U1319,MgII,2796.3543,4.66378,0.000232,12.5916,12.4485,12.7406,33.1547,35.8709,35.4716,0.199491,0.129793,0.0172871,0.642,0.611
11,b,U1319,MgII,2803.5315,4.66378,0.000232,12.5916,12.4485,12.7406,33.1547,35.8709,35.4716,0.127604,0.068558,0.0112859,0.642,0.611
11,c,U1319,MgII,2796.3543,4.66522,0.000104,14.1541,13.2562,14.9814,1,1,1,0.0290073,0.0557389,0.0201116,0.642,0.611
11,c,U1319,MgII,2803.5315,4.66522,0.000104,14.1541,13.2562,14.9814,1,1,1,0.0608858,0.0522831,0.0114877,0.642,0.611
11,d,U1319,CIV,1548.2049,4.66085,0.000102,13.2995,12.9129,13.5284,49.9701,36.1216,61.9026,0.0678103,0.0688691,0.00533718,0.941027,0.941027
11,d,U1319,CIV,1550.7785,4.66085,0.000102,13.2995,12.9129,13.5284,49.9701,36.1216,61.9026,0.0350767,0.035556,0.00510543,-99,-99
11,e,U1319,CIV,1548.2049,4.66298,2.22E-05,12.941,12.8083,12.9577,2.40584,2.30544,3.96436,0.0492066,0.0208209,0.00192897,0.858176,0.858176
11,e,U1319,CIV,1550.7785,4.66298,2.22E-05,12.941,12.8083,12.9577,2.40584,2.30544,3.96436,0.0250787,0.0130599,0.0024785,-99,-99
11,f,U1319,CIV,1548.2049,4.66387,0.00239,13.3629,13.1588,13.4724,67.7963,67.7459,82.5181,0.172274,0.0798997,0.00626721,0.953659,0.953659
11,f,U1319,CIV,1550.7785,4.66387,0.00239,13.3629,13.1588,13.4724,67.7963,67.7459,82.5181,0.0962078,0.0424408,0.00582579,-99,-99
11,g,U1319,CIV,1548.2049,4.66518,0.000793,13.3106,13.1373,13.4991,49.2718,44.9878,78.1056,0.163098,0.0707523,0.00570321,0.953659,0.953659
11,g,U1319,CIV,1550.7785,4.66518,0.000793,13.3106,13.1373,13.4991,49.2718,44.9878,78.1056,0.0709919,0.0365402,0.00323331,-99,-99
12,a,U1319,CIV,1548.2049,4.71658,2.07E-05,13.5163,13.4069,13.6386,21.8771,17.0849,30.1038,0.0953731,0.0969503,0.00335437,0.949431,0.949431
12,a,U1319,CIV,1550.7785,4.71658,2.07E-05,13.5163,13.4069,13.6386,21.8771,17.0849,30.1038,0.0526247,0.0558021,0.00398227,-99,-99
13,a,U1319,CIV,1548.2049,4.80374,1.78E-05,12.8968,12.2797,13.3376,1.5819,1.01795,1.89154,0.0188159,0.0162507,0.00271832,0.716732,0.696013
13,a,U1319,CIV,1550.7785,4.80374,1.78E-05,12.8968,12.2797,13.3376,1.5819,1.01795,1.89154,0.0109353,0.0110687,0.00251267,-99,-99
14,a,U1319,CIV,1548.2049,5.26429,7.09E-05,13.3032,13.0536,13.6052,35.0901,20.701,70.6801,0.0657556,0.070179,0.00618201,0.805621,0.805621
14,a,U1319,CIV,1550.7785,5.26429,7.09E-05,13.3032,13.0536,13.6052,35.0901,20.701,70.6801,0.0455238,0.0366163,0.00927904,-99,-99
14,b,U1319,SiIV,1393.7602,5.26273,0.000204,12.7,12.1,13.0715,62.0346,31.0159,68.3711,0.054128,0.038393,0.00294806,0.940683,0.940683
14,b,U1319,SiIV,1402.7729,5.26273,0.000204,12.7,12.1,13.0715,62.0346,31.0159,68.3711,0.0743377,0.0201758,0.00326045,-99,-99
14,c,U1319,SiIV,1393.7602,5.26453,5.86E-05,12.6192,12.3123,12.5637,25.757,15.5064,25.7158,0.0428726,0.0330642,0.00221305,0.921683,0.921683
14,c,U1319,SiIV,1402.7729,5.26453,5.86E-05,12.6192,12.3123,12.5637,25.757,15.5064,25.7158,0.0245896,0.0175879,0.00256197,-99,-99
15,a,U1319,CIV,1548.2049,5.33535,5.64E-05,13.1851,12.9619,13.4125,19.6416,11.2148,32.5643,0.0449054,0.0511879,0.00557776,0.27305,0.27305
15,a,U1319,CIV,1550.7785,5.33535,5.64E-05,13.1851,12.9619,13.4125,19.6416,11.2148,32.5643,0.0361365,0.0271266,0.00565738,-99,-99
16,a,U1319,MgII,2796.3543,5.37478,0.000112,13.5373,12.8035,14.1958,1.1851,1,1.32389,0.0666877,0.0486518,0.00992559,0.421,0.259
16,a,U1319,MgII,2803.5315,5.37478,0.000112,13.5373,12.8035,14.1958,1.1851,1,1.32389,0.0927849,0.0442677,0.0123141,0.421,0.259
16,b,U1319,MgII,2796.3543,5.37518,9.64E-05,13.1279,12.3315,13.939,1.0007,1,1.18351,0.0535957,0.0342487,0.00783652,0.421,0.259
16,b,U1319,MgII,2803.5315,5.37518,9.64E-05,13.1279,12.3315,13.939,1.0007,1,1.18351,0.0964156,0.0341156,0.0110856,0.421,0.259
16,c,U1319,CIV,1548.2049,5.37406,0.000843,13.0494,12.4044,13.478,68.7512,61.4209,84.4614,0.105591,0.0403118,0.0090972,0.607831,0.4578
16,c,U1319,CIV,1550.7785,5.37406,0.000843,13.0494,12.4044,13.478,68.7512,61.4209,84.4614,0.072085,0.0204562,0.0124286,-99,-99
16,d,U1319,CIV,1548.2049,5.37498,4.65E-05,13.3871,13.3061,13.392,14.3505,11.4032,12.861,0.0727845,0.0678701,0.00506792,0.813041,0.813041
16,d,U1319,CIV,1550.7785,5.37498,4.65E-05,13.3871,13.3061,13.392,14.3505,11.4032,12.861,0.0479323,0.0389235,0.00732907,-99,-99
16,e,U1319,SiIV,1393.7602,5.37426,7.76E-05,12.3709,11.9537,13.0011,12.0016,8.06752,55.4836,0.0287268,0.0176743,0.00254121,0.731533,0.510521
16,e,U1319,SiIV,1402.7729,5.37426,7.76E-05,12.3709,11.9537,13.0011,12.0016,8.06752,55.4836,0.0105698,0.0093075,0.00253245,-99,-99
16,f,U1319,SiIV,1393.7602,5.37509,1.55E-05,13.2551,13.1858,13.3341,6.85612,5.56468,5.09193,0.0755749,0.0716545,0.00248007,0.963876,0.963876
16,f,U1319,SiIV,1402.7729,5.37509,1.55E-05,13.2551,13.1858,13.3341,6.85612,5.56468,5.09193,0.0463835,0.0486292,0.00226964,-99,-99
16,g,U1319,AlII,1670.7886,5.37497,0.00759,11.9667,11.4785,12.2922,1.3814,1,2.12853,0.0164209,0.0156404,0.00475023,-99,-99
17,s,U1319,MgII,2796.3543,5.44109,9.75E-05,12.6965,12.5575,12.8216,14.8014,5.33058,20.1083,0.21546,0.156217,0.0403183,0.362,0
17,s,U1319,MgII,2803.5315,5.44109,9.75E-05,12.6965,12.5575,12.8216,14.8014,5.33058,20.1083,0.0422645,0.0890947,0.0240934,0.362,0
17,b,U1319,AlII,1670.7886,5.44057,0.0104,12.1206,11.7634,12.4055,1.70055,1.0003,2.25594,0.0191438,0.0196721,0.0047363,-99,-99
17,b,U1319,AlII,1670.7886,5.44129,0.0109,11.9662,11.5675,12.2574,1.49867,1,2.28075,0.0204182,0.0213391,0.00699322,-99,-99
18,a,U1319,CIV,1548.2049,5.57037,0.000333,13.7065,13.5623,13.8634,49.9431,42.5113,63.2495,0.198203,0.189115,0.0612484,0.740165,0.149419
18,a,U1319,CIV,1550.7785,5.57037,0.000333,13.7065,13.5623,13.8634,49.9431,42.5113,63.2495,0.0838639,0.102264,0.0431982,-99,-99
18,b,U1319,CIV,1548.2049,5.57377,0.000166,14.0909,14.0119,14.1649,46.5558,43.3772,50.0035,0.276495,0.27835,0.0340367,0.767511,0.0940527
18,b,U1319,CIV,1550.7785,5.57377,0.000166,14.0909,14.0119,14.1649,46.5558,43.3772,50.0035,0.243509,0.223643,0.0725163,-99,-99
18,c,U1319,SiIV,1393.7602,5.57048,3.06E-05,12.958,12.7765,13.139,22.174,15.024,32.4227,0.0654793,0.0628777,0.0033664,0.944822,0.944822
18,c,U1319,SiIV,1402.7729,5.57048,3.06E-05,12.958,12.7765,13.139,22.174,15.024,32.4227,0.0328731,0.0349443,0.00317157,-99,-99
18,d,U1319,SiIV,1393.7602,5.57358,1.08E-05,13.515,13.4428,13.5853,15.6075,14.2203,17.0161,0.169387,0.149045,0.00303187,0.969605,0.969605
18,d,U1319,SiIV,1402.7729,5.57358,1.08E-05,13.515,13.4428,13.5853,15.6075,14.2203,17.0161,0.107727,0.0991742,0.00290984,-99,-99
18,e,U1319,SiIV,1393.7602,5.5745,2.02E-05,13.1669,12.9505,13.5672,2.15079,1.80527,2.14036,0.0592811,0.0301583,0.00338365,0.961463,0.961463
18,e,U1319,SiIV,1402.7729,5.5745,2.02E-05,13.1669,12.9505,13.5672,2.15079,1.80527,2.14036,0.0484726,0.0246822,0.00247008,-99,-99
18,f,U1319,CII,1334.5323,5.57374,1.01E-05,13.9637,13.9246,14.0126,10.951,9.41418,10.6784,0.0972324,0.092097,0.00162605,-99,-99
18,f,U1319,CII,1036.3367,5.57374,1.01E-05,13.9637,13.9246,14.0126,10.951,9.41418,10.6784,-0.342144,0.060106,0.540961,-99,-99
18,g,U1319,AlII,1670.7886,5.57365,7.58E-05,12.1905,12.0208,12.3776,20.6128,15.9008,30.1442,0.044174,0.0456395,0.00456458,-99,-99
19,a,U1319,MgII,2796.3543,5.92512,0.000293,14.2018,13.6749,14.7316,2.88092,2.59057,3.05538,0.22579,0.12254,0.0881129,0.0628,0
19,a,U1319,MgII,2803.5315,5.92512,0.000293,14.2018,13.6749,14.7316,2.88092,2.59057,3.05538,0.173475,0.106796,0.0551452,0.0628,0
19,b,U1319,MgII,2796.3543,5.9258,0.000326,13.1002,13.0195,13.1751,7.43578,5.65585,8.56853,0.292001,0.165391,0.0966638,0.0628,0
19,b,U1319,MgII,2803.5315,5.9258,0.000326,13.1002,13.0195,13.1751,7.43578,5.65585,8.56853,0.138887,0.129254,0.0521425,0.0628,0
