system,comp,sol,element,rest_l,z,z_err,c_d,cd_low,cd_high,b,mb_low,b_high,ew_flux,ew_vp,ew_er,s3,s5
6,d,S1306,AlII,1670.7886,4.13979,7.83E-06,12.7798,12.7124,12.8229,15.48,12.5302,17.3471,0.146661,0.146841,0.00162932,-99,-99
7,a,S1306,CIV,1548.2049,4.5289,4.87E-05,13.2006,13.0128,13.3274,31.1941,28.414,33.9894,0.0535146,0.0539456,0.00167035,0.94926,0.94926
7,a,S1306,CIV,1550.7785,4.5289,4.87E-05,13.2006,13.0128,13.3274,31.1941,28.414,33.9894,0.045441,0.0290904,0.00197002,-99,-99
7,b,S1306,CIV,1548.2049,4.53044,0.000183477,12.7114,12.0711,13.114,37.4995,23.3688,46.3294,0.0272208,0.019468,0.00202706,0.950348,0.950348
7,b,S1306,CIV,1550.7785,4.53044,0.000183,12.7114,12.0711,13.114,37.4995,23.3688,46.3294,0.0189109,0.00984821,0.00224137,-99,-99
8,a,S1306,MgII,2796.3543,4.61458,5.77E-05,13.8403,14.2753,14.3015,25.4505,13.0333,17.9196,0.563419,0.632178,0.0448374,0.96,0.96
8,a,S1306,MgII,2803.5315,4.61458,5.77E-05,13.8403,14.2753,14.3015,25.4505,13.0333,17.9196,0.722805,0.638128,0.0144161,0.96,0.96
8,b,S1306,MgII,2796.3543,4.6149,0.00059,14.9156,13.8094,14.1759,1.58238,5.27158,10.7325,0.39994,0.102557,0.0438774,0.96,0.96
8,b,S1306,MgII,2803.5315,4.6149,0.00059,14.9156,13.8094,14.1759,1.58238,5.27158,10.7325,0.372074,0.0875514,0.00730388,0.96,0.96
8,c,S1306,CIV,1548.2049,4.61256,0.000107,12.9113,12.4738,13.19,38.4486,29.6654,44.0414,0.0332498,0.02991,0.00228722,0.933718,0.933718
8,c,S1306,CIV,1550.7785,4.61256,0.000107,12.9113,12.4738,13.19,38.4486,29.6654,44.0414,0.0204899,0.0152173,0.00227252,-99,-99
8,d,S1306,CIV,1548.2049,4.61459,2.57E-05,13.817,13.7379,13.8672,34.8479,33.4649,35.7322,0.202844,0.185363,0.00196384,0.969994,0.969994
8,d,S1306,CIV,1550.7785,4.61459,2.57E-05,13.817,13.7379,13.8672,34.8479,33.4649,35.7322,0.132345,0.109439,0.00221638,-99,-99
8,e,S1306,CIV,1548.2049,4.61586,3.57E-05,13.4725,13.3603,13.544,24.0148,20.8883,26.0068,0.108154,0.0903484,0.00171747,0.968808,0.968808
8,e,S1306,CIV,1550.7785,4.61586,3.57E-05,13.4725,13.3603,13.544,24.0148,20.8883,26.0068,0.0664127,0.0496927,0.00194707,-99,-99
8,f,S1306,FeII,2600.1725,4.6142,2.65E-05,13.6336,13.5503,13.7083,8.2463,7.51003,8.98841,0.219142,0.188124,0.00852553,-99,-99
8,f,S1306,FeII,2586.6496,4.6142,2.65E-05,13.6336,13.5503,13.7083,8.2463,7.51003,8.98841,0.163595,0.112357,0.0190399,-99,-99
8,f,S1306,FeII,2382.7642,4.6142,2.65E-05,13.6336,13.5503,13.7083,8.2463,7.51003,8.98841,0.233402,0.199948,0.00707345,-99,-99
8,f,S1306,FeII,2344.213,4.6142,2.65E-05,13.6336,13.5503,13.7083,8.2463,7.51003,8.98841,0.154545,0.143922,0.00807937,-99,-99
8,f,S1306,FeII,1608.4508,4.6142,2.65E-05,13.6336,13.5503,13.7083,8.2463,7.51003,8.98841,0.0640566,0.0422752,0.00313239,-99,-99
8,f,S1306,FeII,1260.533,4.6142,2.65E-05,13.6336,13.5503,13.7083,8.2463,7.51003,8.98841,0.31938,0.0123173,0.166446,-99,-99
8,g,S1306,FeII,2600.1725,4.61492,2.87E-05,13.498,13.4085,13.5678,9.60089,8.91616,10.6646,0.237415,0.192595,0.0105226,-99,-99
8,g,S1306,FeII,2586.6496,4.61492,2.87E-05,13.498,13.4085,13.5678,9.60089,8.91616,10.6646,0.0867022,0.0944243,0.0156831,-99,-99
8,g,S1306,FeII,2382.7642,4.61492,2.87E-05,13.498,13.4085,13.5678,9.60089,8.91616,10.6646,0.245624,0.20485,0.00780113,-99,-99
8,g,S1306,FeII,2344.213,4.61492,2.87E-05,13.498,13.4085,13.5678,9.60089,8.91616,10.6646,0.121576,0.096689,0.00661536,-99,-99
8,g,S1306,FeII,1608.4508,4.61492,2.87E-05,13.498,13.4085,13.5678,9.60089,8.91616,10.6646,0.0536027,0.0342059,0.00307586,-99,-99
8,g,S1306,FeII,1260.533,4.61492,2.87E-05,13.498,13.4085,13.5678,9.60089,8.91616,10.6646,0.318598,0.00966346,0.181008,-99,-99
8,h,S1306,SiII,1526.707,4.61426,1.06E-05,14.6586,14.4741,14.7741,6.75011,6.22705,7.0805,0.130469,0.120102,0.00110202,-99,-99
8,h,S1306,SiII,1304.3702,4.61426,1.06E-05,14.6586,14.4741,14.7741,6.75011,6.22705,7.0805,-0.358603,0.0958229,0.0173975,-99,-99
8,h,S1306,SiII,1260.4221,4.61426,1.06E-05,14.6586,14.4741,14.7741,6.75011,6.22705,7.0805,0.378753,0.13474,0.19182,-99,-99
8,h,S1306,SiII,1193.2897,4.61426,1.06E-05,14.6586,14.4741,14.7741,6.75011,6.22705,7.0805,-1.42965,0.115219,0.275048,-99,-99
8,h,S1306,SiII,1190.4158,4.61426,1.06E-05,14.6586,14.4741,14.7741,6.75011,6.22705,7.0805,0.0180927,0.106312,0.070681,-99,-99
8,i,S1306,SiII,1526.707,4.61498,1.35E-05,14.2393,14.0893,14.3319,5.88269,5.34879,6.20731,0.112842,0.0914067,0.00116524,-99,-99
8,i,S1306,SiII,1304.3702,4.61498,1.35E-05,14.2393,14.0893,14.3319,5.88269,5.34879,6.20731,-0.267786,0.0685199,0.0162372,-99,-99
8,i,S1306,SiII,1260.4221,4.61498,1.35E-05,14.2393,14.0893,14.3319,5.88269,5.34879,6.20731,0.340259,0.105638,0.176391,-99,-99
8,i,S1306,SiII,1193.2897,4.61498,1.35E-05,14.2393,14.0893,14.3319,5.88269,5.34879,6.20731,-2.49138,0.0889293,0.297412,-99,-99
8,i,S1306,SiII,1190.4158,4.61498,1.35E-05,14.2393,14.0893,14.3319,5.88269,5.34879,6.20731,0.0949989,0.0802012,0.0709374,-99,-99
8,j,S1306,AlII,1670.7886,4.6141,5.20E-05,13.1563,12.9212,13.3063,5.36353,4.7109,5.78228,0.141184,0.0973781,0.00630791,-99,-99
8,k,S1306,AlII,1670.7886,4.61481,0.000252,12.7381,12.6588,12.7887,57.5487,58.5407,56.924,0.270012,0.191763,0.0115557,-99,-99
9,a,S1306,CIV,1548.2049,4.64938,7.96E-05,12.7714,12.4357,12.9851,18.1081,12.5684,21.6533,0.0212148,0.0216795,0.00227326,0.914065,0.914065
9,a,S1306,CIV,1550.7785,4.64938,7.96E-05,12.7714,12.4357,12.9851,18.1081,12.5684,21.6533,0.00651515,0.0111706,0.00409626,-99,-99
9,b,S1306,CIV,1548.2049,4.65352,3.57E-05,13.144,12.9742,13.2523,17.5032,11.8343,21.1195,0.0482458,0.0478267,0.00232612,0.963613,0.963613
9,b,S1306,CIV,1550.7785,4.65352,3.57E-05,13.144,12.9742,13.2523,17.5032,11.8343,21.1195,0.0165119,0.0253826,0.00441717,-99,-99
10,a,S1306,CIV,1548.2049,4.66812,1.46E-05,13.9561,13.8621,14.0154,7.98534,6.69478,8.80556,0.167174,0.107706,0.00180471,0.968864,0.968864
10,a,S1306,CIV,1550.7785,4.66812,1.46E-05,13.9561,13.8621,14.0154,7.98534,6.69478,8.80556,0.121271,0.0875179,0.00209078,-99,-99
10,b,S1306,CIV,1548.2049,4.66866,5.26E-05,13.9445,13.8476,14.0062,62.6528,56.9105,66.3212,0.342017,0.264487,0.00562633,0.968864,0.968864
10,b,S1306,CIV,1550.7785,4.66866,5.26E-05,13.9445,13.8476,14.0062,62.6528,56.9105,66.3212,0.228171,0.15219,0.0062008,-99,-99
11,a,S1306,CIV,1548.2049,4.711,8.64E-05,13.2757,13.0674,13.4083,42.2979,38.4941,44.7186,0.0643536,0.0657389,0.00387477,0.865887,0.865887
11,a,S1306,CIV,1550.7785,4.711,8.64E-05,13.2757,13.0674,13.4083,42.2979,38.4941,44.7186,0.0405382,0.0340663,0.00472401,-99,-99
12,a,S1306,CIV,1548.2049,4.72314,8.84E-05,13.389,13.182,13.5208,47.4996,39.7095,52.462,0.0788993,0.0861927,0.00495971,0.949485,0.949485
12,a,S1306,CIV,1550.7785,4.72314,8.84E-05,13.389,13.182,13.5208,47.4996,39.7095,52.462,0.0560032,0.0450244,0.00478777,-99,-99
13,a,S1306,CIV,1548.2049,4.74582,9.34E-05,13.0548,12.7883,13.2244,27.511,19.9398,32.3381,0.0405404,0.0414231,0.00401606,0.815071,0.815071
13,a,S1306,CIV,1550.7785,4.74582,9.34E-05,13.0548,12.7883,13.2244,27.511,19.9398,32.3381,0.0213313,0.0213055,0.00448766,-99,-99
14,a,S1306,MgII,2796.3543,4.86294,0.00326,15.7635,15.5189,16.0501,18.1288,17.4529,17.843,0.80918,0.796645,0.0120145,0.967,0.967
14,a,S1306,MgII,2803.5315,4.86294,0.00326,15.7635,15.5189,16.0501,18.1288,17.4529,17.843,0.814836,0.763075,0.025776,0.967,0.967
14,b,S1306,MgII,2796.3543,4.86387,0.0987,14.7304,14.524,14.8835,21.1715,20.7059,21.5905,1.03995,0.899406,0.0139986,0.967,0.967
14,b,S1306,MgII,2803.5315,4.86387,0.0987,14.7304,14.524,14.8835,21.1715,20.7059,21.5905,0.68529,0.794082,0.0711544,0.967,0.967
14,c,S1306,MgII,2796.3543,4.86544,0.000318,13.2751,13.2654,13.3072,27.0439,33.1862,24.2168,0.685726,0.486772,0.0104266,0.967,0.967
14,c,S1306,MgII,2803.5315,4.86544,0.000318,13.2751,13.2654,13.3072,27.0439,33.1862,24.2168,0.664514,0.259278,0.0355363,0.967,0.967
14,d,S1306,MgII,2796.3543,4.86647,0.000133,13.8494,13.4537,14.066,8.67126,8.08511,9.48131,0.580084,0.324865,0.00908515,0.967,0.967
14,d,S1306,MgII,2803.5315,4.86647,0.000133,13.8494,13.4537,14.066,8.67126,8.08511,9.48131,0.440812,0.272728,0.0309849,0.967,0.967
14,e,S1306,MgII,2796.3543,4.86732,0.000324,13.4041,13.3529,13.4724,27.4692,28.9354,27.7684,0.565255,0.465839,0.0112338,0.967,0.967
14,e,S1306,MgII,2803.5315,4.86732,0.000324,13.4041,13.3529,13.4724,27.4692,28.9354,27.7684,0.694136,0.317404,0.0176518,0.967,0.967
14,f,S1306,MgII,2796.3543,4.86869,4.64E-05,13.1469,13.3024,13.1576,8.10585,6.05633,9.26755,0.237272,0.212893,0.0145583,0.967,0.967
14,f,S1306,MgII,2803.5315,4.86869,4.64E-05,13.1469,13.3024,13.1576,8.10585,6.05633,9.26755,0.248817,0.162866,0.0115445,0.967,0.967
14,g,S1306,CIV,1548.2049,4.85878,3.51E-05,13.1219,12.8258,13.3098,1.61598,1,2.16109,0.0229534,0.0203585,0.0033726,0.918081,0.918081
14,g,S1306,CIV,1550.7785,4.85878,3.51E-05,13.1219,12.8258,13.3098,1.61598,1,2.16109,0.0550398,0.0153841,0.00285527,-99,-99
14,h,S1306,CIV,1548.2049,4.8605,3.29E-05,13.9325,13.8591,13.9794,34.1469,32.2685,35.3423,0.242491,0.228124,0.00419481,0.969783,0.969783
14,h,S1306,CIV,1550.7785,4.8605,3.29E-05,13.9325,13.8591,13.9794,34.1469,32.2685,35.3423,0.161453,0.128147,0.00384897,-99,-99
14,i,S1306,CIV,1548.2049,4.86224,5.04E-05,13.9198,13.8562,13.9603,29.4976,28.9554,29.8425,0.265639,0.208832,0.00341384,0.969783,0.969783
14,i,S1306,CIV,1550.7785,4.86224,5.04E-05,13.9198,13.8562,13.9603,29.4976,28.9554,29.8425,0.160445,0.126276,0.00358869,-99,-99
14,j,S1306,CIV,1548.2049,4.86331,3.05E-05,13.9507,13.8839,13.9932,15.1255,13.4453,16.1912,0.251109,0.172212,0.00294289,0.969783,0.969783
14,j,S1306,CIV,1550.7785,4.86331,3.05E-05,13.9507,13.8839,13.9932,15.1255,13.4453,16.1912,0.157495,0.114884,0.00344832,-99,-99
14,k,S1306,CIV,1548.2049,4.8644,6.76E-05,14.0062,13.931,14.054,19.3522,17.5765,20.4939,0.260076,0.196144,0.00274728,0.969914,0.969914
14,k,S1306,CIV,1550.7785,4.8644,6.76E-05,14.0062,13.931,14.054,19.3522,17.5765,20.4939,0.172628,0.132729,0.00510202,-99,-99
14,l,S1306,CIV,1548.2049,4.86538,0.000138,13.8987,13.841,13.9352,29.7419,29.3175,30.3895,0.28927,0.20138,0.00338384,0.969373,0.969373
14,l,S1306,CIV,1550.7785,4.86538,0.000138,13.8987,13.841,13.9352,29.7419,29.3175,30.3895,0.167854,0.121581,0.00410489,-99,-99
14,m,S1306,CIV,1548.2049,4.86662,0.000235,13.7696,13.6946,13.8179,10.7013,8.47853,12.1147,0.170474,0.108623,0.00260043,0.968463,0.968463
14,m,S1306,CIV,1550.7785,4.86662,0.000235,13.7696,13.6946,13.8179,10.7013,8.47853,12.1147,0.112842,0.0741255,0.00262842,-99,-99
14,n,S1306,CIV,1548.2049,4.86703,0.000949,13.58,13.5155,13.621,18.5703,17.5122,19.2126,0.190706,0.107234,0.0031169,0.962581,0.962581
14,n,S1306,CIV,1550.7785,4.86703,0.000949,13.58,13.5155,13.621,18.5703,17.5122,19.2126,0.140645,0.0618504,0.00316305,-99,-99
14,o,s1306,CIV,1548.2049,4.8691,0.000128,13.5,13.4277,13.5964,46.2942,44.4083,47.5033,0.195221,0.113343,0.00457599,-99,-99
14,o,S1306,CIV,1550.7785,4.8691,0.000128,13.5,13.4277,13.5964,46.2942,44.4083,47.5033,0.189097,0.0619625,0.00505312,-99,-99
14,p,S1306,FeII,2600.1725,4.86234,0.000382,13.5605,13.4816,13.6297,12.9603,12.0126,13.9108,0.409448,0.245998,0.0172482,-99,-99
14,p,S1306,FeII,2586.6496,4.86234,0.000382,13.5605,13.4816,13.6297,12.9603,12.0126,13.9108,0.1712,0.106054,0.0113603,-99,-99
14,p,S1306,FeII,2382.7642,4.86234,0.000382,13.5605,13.4816,13.6297,12.9603,12.0126,13.9108,0.399518,0.209868,0.0213704,-99,-99
14,p,S1306,FeII,2344.213,4.86234,0.000382,13.5605,13.4816,13.6297,12.9603,12.0126,13.9108,0.123648,0.11408,0.0227344,-99,-99
14,p,S1306,FeII,1608.4508,4.86234,0.000382,13.5605,13.4816,13.6297,12.9603,12.0126,13.9108,0.109678,0.0382713,0.00626626,-99,-99
14,p,S1306,FeII,1260.533,4.86234,0.000382,13.5605,13.4816,13.6297,12.9603,12.0126,13.9108,0.180856,0.0105432,0.0120787,-99,-99
14,q,S1306,FeII,2600.1725,4.86282,0.00022,13.9116,13.8088,13.9874,6.23138,6.17846,6.92008,0.325971,0.176869,0.0123514,-99,-99
14,q,S1306,FeII,2586.6496,4.86282,0.00022,13.9116,13.8088,13.9874,6.23138,6.17846,6.92008,0.210283,0.129831,0.0122184,-99,-99
14,q,S1306,FeII,2382.7642,4.86282,0.00022,13.9116,13.8088,13.9874,6.23138,6.17846,6.92008,0.396142,0.184188,0.0216934,-99,-99
14,q,S1306,FeII,2344.213,4.86282,0.00022,13.9116,13.8088,13.9874,6.23138,6.17846,6.92008,0.0904804,0.112428,0.0252539,-99,-99
14,q,S1306,FeII,1608.4508,4.86282,0.00022,13.9116,13.8088,13.9874,6.23138,6.17846,6.92008,0.118679,0.060898,0.00583383,-99,-99
14,q,S1306,FeII,1260.533,4.86282,0.00022,13.9116,13.8088,13.9874,6.23138,6.17846,6.92008,0.193187,0.0220801,0.0120041,-99,-99
14,r,S1306,FeII,2600.1725,4.86379,6.18E-05,13.6701,13.5889,13.7368,33.2387,30.4085,35.0391,0.53177,0.411902,0.0150999,-99,-99
14,r,S1306,FeII,2586.6496,4.86379,6.18E-05,13.6701,13.5889,13.7368,33.2387,30.4085,35.0391,0.233892,0.152732,0.0170889,-99,-99
14,r,S1306,FeII,2382.7642,4.86379,6.18E-05,13.6701,13.5889,13.7368,33.2387,30.4085,35.0391,0.650606,0.474543,0.0347575,-99,-99
14,r,S1306,FeII,2344.213,4.86379,6.18E-05,13.6701,13.5889,13.7368,33.2387,30.4085,35.0391,0.06965,0.169244,0.0664198,-99,-99
14,r,S1306,FeII,1608.4508,4.86379,6.18E-05,13.6701,13.5889,13.7368,33.2387,30.4085,35.0391,0.0723379,0.0517924,0.00658628,-99,-99
14,r,S1306,FeII,1260.533,4.86379,6.18E-05,13.6701,13.5889,13.7368,33.2387,30.4085,35.0391,0.295693,0.0143005,0.0179383,-99,-99
14,s,S1306,FeII,2600.1725,4.8671,4.62E-05,13.4379,13.3084,13.5447,46.0662,38.7022,52.7174,0.3135,0.302594,0.0154711,-99,-99
14,s,S1306,FeII,2586.6496,4.8671,4.62E-05,13.4379,13.3084,13.5447,46.0662,38.7022,52.7174,0.1613,0.0992272,0.0193943,-99,-99
14,s,S1306,FeII,2382.7642,4.8671,4.62E-05,13.4379,13.3084,13.5447,46.0662,38.7022,52.7174,0.185146,0.351465,0.0286355,-99,-99
14,s,S1306,FeII,2344.213,4.8671,4.62E-05,13.4379,13.3084,13.5447,46.0662,38.7022,52.7174,0.121076,0.114374,0.0206228,-99,-99
14,s,S1306,FeII,1608.4508,4.8671,4.62E-05,13.4379,13.3084,13.5447,46.0662,38.7022,52.7174,0.0983634,0.033647,0.00805547,-99,-99
14,s,S1306,FeII,1260.533,4.8671,4.62E-05,13.4379,13.3084,13.5447,46.0662,38.7022,52.7174,0.470182,0.00838659,0.0189028,-99,-99
14,t,S1306,SiII,1526.707,4.86271,4.28E-05,14.4346,14.3605,14.4819,28.8218,27.1096,29.9111,0.325481,0.312461,0.00333994,-99,-99
14,t,S1306,SiII,1304.3702,4.86271,4.28E-05,14.4346,14.3605,14.4819,28.8218,27.1096,29.9111,0.414736,0.197978,0.110366,-99,-99
14,t,S1306,SiII,1260.4221,4.86271,4.28E-05,14.4346,14.3605,14.4819,28.8218,27.1096,29.9111,0.220776,0.41688,0.0189435,-99,-99
14,t,S1306,SiII,1193.2897,4.86271,4.28E-05,14.4346,14.3605,14.4819,28.8218,27.1096,29.9111,-0.00530434,0.348575,0.236993,-99,-99
14,t,S1306,SiII,1190.4158,4.86271,4.28E-05,14.4346,14.3605,14.4819,28.8218,27.1096,29.9111,-0.751649,0.304207,0.404763,-99,-99
14,u,S1306,SiII,1526.707,4.86371,0.00015,14.0753,13.8694,14.208,4.56502,3.91429,4.97647,0.180026,0.0720606,0.00243867,-99,-99
14,u,S1306,SiII,1304.3702,4.86371,0.00015,14.0753,13.8694,14.208,4.56502,3.91429,4.97647,0.269626,0.0536138,0.074649,-99,-99
14,u,S1306,SiII,1260.4221,4.86371,0.00015,14.0753,13.8694,14.208,4.56502,3.91429,4.97647,0.194503,0.081732,0.0132134,-99,-99
14,u,S1306,SiII,1193.2897,4.86371,0.00015,14.0753,13.8694,14.208,4.56502,3.91429,4.97647,0.0561472,0.0687256,0.158256,-99,-99
14,u,S1306,SiII,1190.4158,4.86371,0.00015,14.0753,13.8694,14.208,4.56502,3.91429,4.97647,-0.532742,0.0639771,0.279545,-99,-99
14,v,S1306,SiII,1526.707,4.86416,0.000456,13.8835,13.8269,13.9192,22.9741,22.4999,23.2598,0.194512,0.138415,0.00311727,-99,-99
14,v,S1306,SiII,1304.3702,4.86416,0.000456,13.8835,13.8269,13.9192,22.9741,22.4999,23.2598,0.271065,0.0768274,0.0854441,-99,-99
14,v,S1306,SiII,1260.4221,4.86416,0.000456,13.8835,13.8269,13.9192,22.9741,22.4999,23.2598,0.295674,0.285681,0.0179371,-99,-99
14,v,S1306,SiII,1193.2897,4.86416,0.000456,13.8835,13.8269,13.9192,22.9741,22.4999,23.2598,0.186098,0.217123,0.21196,-99,-99
14,v,S1306,SiII,1190.4158,4.86416,0.000456,13.8835,13.8269,13.9192,22.9741,22.4999,23.2598,-0.295256,0.158587,0.316782,-99,-99
14,w,S1306,SiII,1526.707,4.86674,0.000471,14.0564,13.9871,14.1008,58.6872,58.1562,59.0584,0.260226,0.225885,0.00625199,-99,-99
14,w,S1306,SiII,1304.3702,4.86674,0.000471,14.0564,13.9871,14.1008,58.6872,58.1562,59.0584,-0.607435,0.123127,0.113445,-99,-99
14,w,S1306,SiII,1260.4221,4.86674,0.000471,14.0564,13.9871,14.1008,58.6872,58.1562,59.0584,0.545071,0.632026,0.0322021,-99,-99
14,w,S1306,SiII,1193.2897,4.86674,0.000471,14.0564,13.9871,14.1008,58.6872,58.1562,59.0584,0.677019,0.438705,0.286985,-99,-99
14,w,S1306,SiII,1190.4158,4.86674,0.000471,14.0564,13.9871,14.1008,58.6872,58.1562,59.0584,0.553213,0.279191,0.335002,-99,-99
14,x,S1306,SiII,1526.707,4.86757,7.17E-05,14.8684,14.4287,15.1485,3.29672,2.83832,3.5885,0.124545,0.0725685,0.00299861,-99,-99
14,x,S1306,SiII,1304.3702,4.86757,7.17E-05,14.8684,14.4287,15.1485,3.29672,2.83832,3.5885,-0.17473,0.0557101,0.0578541,-99,-99
14,x,S1306,SiII,1260.4221,4.86757,7.17E-05,14.8684,14.4287,15.1485,3.29672,2.83832,3.5885,0.295912,0.0895629,0.0136041,-99,-99
14,x,S1306,SiII,1193.2897,4.86757,7.17E-05,14.8684,14.4287,15.1485,3.29672,2.83832,3.5885,0.380188,0.0765918,0.172465,-99,-99
14,x,S1306,SiII,1190.4158,4.86757,7.17E-05,14.8684,14.4287,15.1485,3.29672,2.83832,3.5885,0.158047,0.0633934,0.181953,-99,-99
14,y,S1306,AlII,1670.7886,4.86258,7.34E-05,13.0352,12.945,13.0926,17.8663,15.4193,19.4146,0.257423,0.213408,0.00775946,-99,-99
14,z,S1306,AlII,1670.7886,4.86375,0.000226,13.1102,13.0502,13.1485,48.7818,47.7678,49.4426,0.457583,0.351443,0.00973339,-99,-99
14,aa,S1306,AlII,1670.7886,4.86728,7.59E-05,12.7973,12.7292,12.8405,31.8081,31.0369,32.2812,0.193362,0.181838,0.0112995,-99,-99
14,bb,S1306,AlII,1670.7886,4.86873,6.06E-05,12.3138,12.2332,12.3646,9.03269,3.31674,12.6564,0.0664599,0.0614548,0.00518291,-99,-99
14,cc,S1306,MgI,2852.9633,4.86302,0.000112,12.35,12.2167,12.4547,41.3841,36.2572,44.9922,0.275394,0.251359,0.0253025,-99,-99
14,dd,S1306,MgI,2852.9633,4.86751,0.000568,11.7625,11.4681,11.8709,3.94634,3.37358,6.75207,0.0384691,0.0470398,0.00650279,-99,-99
14,ee,S1306,MgI,2852.9633,4.86883,0.00054,11.549,11.3985,11.8039,22.9922,20.4983,27.7731,0.0360736,0.0450224,0.0092927,-99,-99
15,a,S1306,MgII,2796.3543,4.87902,0.000117,16.0626,15.5406,17.1338,14.1956,13.8605,13.0674,0.873002,0.834201,0.0733277,0.967,0.967
15,a,S1306,MgII,2803.5315,4.87902,0.000117,16.0626,15.5406,17.1338,14.1956,13.8605,13.0674,0.677258,0.627929,0.0099933,0.967,0.967
15,b,S1306,MgII,2796.3543,4.8806,0.000374,14.0588,14.0235,14.3342,32.9375,49.4595,27.2726,1.12307,1.03612,0.0606877,0.967,0.967
15,b,S1306,MgII,2803.5315,4.8806,0.000374,14.0588,14.0235,14.3342,32.9375,49.4595,27.2726,0.893554,0.705733,0.00888362,0.967,0.967
15,c,S1306,MgII,2796.3543,4.88203,0.00685,13.5201,13.518,13.5132,74.5588,63.6298,84.7452,1.52771,0.831234,0.0318959,0.967,0.967
15,c,S1306,MgII,2803.5315,4.88203,0.00685,13.5201,13.518,13.5132,74.5588,63.6298,84.7452,1.30772,0.481482,0.011905,0.967,0.967
15,d,S1306,MgII,2796.3543,4.88216,0.000293,16.1713,15.2684,16.5745,17.0405,15.3626,17.2567,1.02647,0.9538,0.0300835,0.967,0.967
15,d,S1306,MgII,2803.5315,4.88216,0.000293,16.1713,15.2684,16.5745,17.0405,15.3626,17.2567,0.881137,0.770426,0.008704,0.967,0.967
15,e,S1306,CIV,1548.2049,4.87703,0.000134,13.253,13.0225,13.3997,38.9622,31.5343,43.7094,0.168548,0.0642992,0.0042804,0.97,0.97
15,e,S1306,CIV,1550.7785,4.87703,0.000134,13.253,13.0225,13.3997,38.9622,31.5343,43.7094,0.0685928,0.0320822,0.00411886,-99,-99
15,f,S1306,CIV,1548.2049,4.87897,3.08E-05,13.2698,12.8814,13.5163,1.47641,1,1.85963,0.0612182,0.0211795,0.00287778,0.97,0.97
15,f,S1306,CIV,1550.7785,4.87897,3.08E-05,13.2698,12.8814,13.5163,1.47641,1,1.85963,0.0190391,0.0171455,0.00285126,-99,-99
15,g,S1306,CIV,1548.2049,4.88007,3.91E-05,13.7988,13.7213,13.8481,20.1016,18.1304,21.3467,0.181817,0.15252,0.00492169,0.969897,0.969897
15,g,S1306,CIV,1550.7785,4.88007,3.91E-05,13.7988,13.7213,13.8481,20.1016,18.1304,21.3467,0.105658,0.0974913,0.00333965,-99,-99
15,h,S1306,CIV,1548.2049,4.88118,4.79E-05,13.7296,13.6487,13.7811,22.0854,19.8062,23.5323,0.153221,0.139309,0.00460542,0.969897,0.969897
15,h,S1306,CIV,1550.7785,4.88118,4.79E-05,13.7296,13.6487,13.7811,22.0854,19.8062,23.5323,0.0941072,0.082564,0.00335666,-99,-99
15,i,S1306,CIV,1548.2049,4.8834,0.00013,12.807,12.4048,13.0634,22.1538,11.5823,28.9583,0.0225779,0.0228619,0.00352671,0.951776,0.951776
15,i,S1306,CIV,1550.7785,4.8834,0.00013,12.807,12.4048,13.0634,22.1538,11.5823,28.9583,0.0118192,0.012037,0.00348111,-99,-99
15,j,S1306,FeII,2600.1725,4.87921,0.000102,13.8423,13.7401,13.9319,37.3987,35.6884,39.7374,0.512464,0.532647,0.0700897,-99,-99
15,j,S1306,FeII,2586.6496,4.87921,0.000102,13.8423,13.7401,13.9319,37.3987,35.6884,39.7374,0.274331,0.219942,0.0163411,-99,-99
15,j,S1306,FeII,2382.7642,4.87921,0.000102,13.8423,13.7401,13.9319,37.3987,35.6884,39.7374,0.622255,0.589514,0.0777769,-99,-99
15,j,S1306,FeII,2344.213,4.87921,0.000102,13.8423,13.7401,13.9319,37.3987,35.6884,39.7374,0.425923,0.308626,0.0473751,-99,-99
15,j,S1306,FeII,1608.4508,4.87921,0.000102,13.8423,13.7401,13.9319,37.3987,35.6884,39.7374,0.070956,0.0780696,0.00817203,-99,-99
15,j,S1306,FeII,1260.533,4.87921,0.000102,13.8423,13.7401,13.9319,37.3987,35.6884,39.7374,0.434483,0.020929,0.0164504,-99,-99
15,k,S1306,FeII,2600.1725,4.88068,9.28E-05,13.7271,13.6615,13.7889,22.3536,22.6158,22.3564,0.578425,0.375137,0.0149858,-99,-99
15,k,S1306,FeII,2586.6496,4.88068,9.28E-05,13.7271,13.6615,13.7889,22.3536,22.6158,22.3564,0.230544,0.162473,0.0121597,-99,-99
15,k,S1306,FeII,2382.7642,4.88068,9.28E-05,13.7271,13.6615,13.7889,22.3536,22.6158,22.3564,0.512755,0.417279,0.0886189,-99,-99
15,k,S1306,FeII,2344.213,4.88068,9.28E-05,13.7271,13.6615,13.7889,22.3536,22.6158,22.3564,0.606175,0.217385,0.136613,-99,-99
15,k,S1306,FeII,1608.4508,4.88068,9.28E-05,13.7271,13.6615,13.7889,22.3536,22.6158,22.3564,0.0883006,0.0589833,0.0122985,-99,-99
15,k,S1306,FeII,1260.533,4.88068,9.28E-05,13.7271,13.6615,13.7889,22.3536,22.6158,22.3564,0.300655,0.0162556,0.0147035,-99,-99
